"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00458728","1960-01","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","31",",0","2",",0","3",",0","31",",0","27",",0","0",",0","0",",0","5","","","","-20.6",",0,19,","356",",,0,28,","58",",,0,28,","10.2",",,0,29,","8.3",",0,30,","789.0",",0","28.8",",,,0","145",",,,0","-7.12",",0","-3.00",",,,0","-11.24",",,,0"
"USC00458728","1960-02","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","0.0","0","0.0","2,0","5","2,0","5","2,0","0","2,0","28","1,0","4",",0","2","2,0","27","2,0","4","1,0","0","1,0","0","1,0","5","","","","-18.3","2,0,29,+","406","1,,0,12,","38",",,0,12,+","9.7","2,,0,05,","7.2","1,0,16,+","564.5","1,0","39.9",",a,,0","175",",a,,0","-2.59","2,0","2.64","1,,,0","-7.82","2,,,0"
"USC00458728","1960-03","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","0.0","0","0.0","1,0","6",",0","5",",0","0",",0","20",",0","3",",0","0","1,0","26","1,0","5","1,0","0","1,0","0","1,0","","","","","-17.2","1,0,03,","381",",,0,07,","64",",,0,15,","12.7",",,0,29,","16.1","1,0,25,+","522.7","1,0","25.5",",,,0","135",",,,0","0.91","1,0","6.83","1,,,0","-5.02","1,,,0"
"USC00458728","1960-04","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","","","5",",0","4",",0","0",",0","","","0",",0","","","","","","","","","","","1","","","","","","","","0",",T,0,23,+","19.1",",,0,20,","","","","","38.9",",,,0","0",",T,,0","","","","","",""
"USC00458728","1960-05","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","0.0","3,0","13",",0","9",",0","0",",0","0",",0","0",",0","0","3,0","9","3,0","0","2,0","3","2,0","0","2,0","4","","1","","-2.2","3,0,22,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,24,","23.3","2,0,11,","266.0","2,0","74.7",",,,0","0",",,,0","8.86","3,0","14.66","2,,,0","3.06","3,,,0"
"USC00458728","1960-06","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","2.3",",,0,26,","","","","","4.3",",,,0","0",",,,0","","","","","",""
"USC00458728","1960-07","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","26","5,0","11","5,0","","","2","","5.0","5,0,03,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,30,","36.7","5,0,18,","","","7.6",",,,0","0",",,,0","21.24","6,0","30.63","5,,,0","11.85","5,,,0"
"USC00458728","1960-08","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","","","4","2,0","3","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","5.6","2,,0,22,","","","","","30.3",",a,,0","0",",,,0","","","","","",""
"USC00458728","1960-09","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,22,+","","","","","0.0",",T,,0","0",",,,0","","","","","",""
"USC00458728","1960-10","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","","","","","-5.6",",0,29,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,06,","23.3",",0,05,","318.9",",0","11.1",",,,0","0",",,,0","8.05",",0","14.22",",,,0","1.87",",,,0"
"USC00458728","1960-11","48.65","-119.65","939.1","UPPER PINE CREEK, WA US","","","0.0","1,0","6",",0","5",",0","0",",0","","","5",",0","0","1,0","28","1,0","3","1,0","0","1,0","0","1,0","5","","","","-10.6","1,0,22,","","","127",",,0,23,","13.2",",,0,20,","12.2","1,0,01,","538.5","1,0","52.8",",,,0","356",",,,0","-0.24","1,0","4.45","1,,,0","-4.92","1,,,0"
