"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CI000085799","1967-07","-41.433","-73.1","90.0","PUERTO MONTT, CI","24","5,I","15","5,I","2","5,I","","","","","","","48.0","5,,I,23,","224.0","5,,,I","",""
"CI000085799","1968-04","-41.433","-73.1","90.0","PUERTO MONTT, CI","","","","","","","0","5,I","1","5,I","0.0","5,I,27,","","","","","6.25","5,,,I"
"CI000085799","1968-07","-41.433","-73.1","90.0","PUERTO MONTT, CI","","","","","","","0","5,I","3","5,I","-2.8","5,I,27,","","","","","4.94","5,,,I"
"CI000085799","1975-12","-41.433","-73.1","90.0","PUERTO MONTT, CI","","","","","","","0","4,I","0","4,I","1.0","4,I,28,","","","","","7.07","4,,,I"
"CI000085799","1976-01","-41.433","-73.1","90.0","PUERTO MONTT, CI","","","","","","","0","4,I","0","4,I","4.0","4,I,28,+","","","","","8.00","4,,,I"
"CI000085799","1976-02","-41.433","-73.1","90.0","PUERTO MONTT, CI","","","","","","","0","3,I","0","3,I","5.0","3,I,28,+","","","","","8.62","3,,,I"
"CI000085799","1976-09","-41.433","-73.1","90.0","PUERTO MONTT, CI","","","","","","","0","5,I","5","5,I","-4.0","5,I,08,+","","","","","4.48","5,,,I"
"CI000085799","1976-10","-41.433","-73.1","90.0","PUERTO MONTT, CI","16","2,I","10","2,I","0","2,I","0","2,I","1","2,I","0.0","2,I,28,","19.1","2,,I,04,","76.8","2,,,I","5.62","2,,,I"
"CI000085799","1976-11","-41.433","-73.1","90.0","PUERTO MONTT, CI","17",",I","8",",I","0",",I","0","5,I","0","5,I","2.0","5,I,08,","18.0",",,I,26,","92.9",",,,I","6.88","5,,,I"
"CI000085799","1976-12","-41.433","-73.1","90.0","PUERTO MONTT, CI","20","2,I","13","2,I","1","2,I","","","","","","","25.9","2,,I,17,","174.4","2,,,I","",""
"CI000085799","1977-01","-41.433","-73.1","90.0","PUERTO MONTT, CI","17","1,I","11","1,I","0","1,I","0","3,I","0","3,I","5.0","3,I,23,+","20.1","1,,I,27,","86.0","1,,,I","9.25","3,,,I"
"CI000085799","1977-02","-41.433","-73.1","90.0","PUERTO MONTT, CI","8","2,I","6","2,I","1","2,I","0","3,I","0","3,I","4.0","3,I,28,+","35.1","2,,I,27,","98.0","2,,,I","8.60","3,,,I"
