"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00229215","1921-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","9",",6","1",",6","","","","","","","27.7",",,6,24,","109.4",",,,6","","","",""
"USC00229215","1922-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","17",",6","11",",6","1",",6","","","","","","","30.0",",,6,11,","159.1",",,,6","","","",""
"USC00229215","1922-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","7",",6","3",",6","","","","","","","75.2",",,6,26,","211.2",",,,6","","","",""
"USC00229215","1922-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","12",",6","4",",6","","","","","","","59.4",",,6,01,","251.4",",,,6","","","",""
"USC00229215","1922-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","8",",6","2",",6","","","","","","","41.4",",,6,26,","125.0",",,,6","","","",""
"USC00229215","1922-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","14",",6","10",",6","1",",6","","","","","","","36.8",",,6,21,","107.8",",,,6","","","",""
"USC00229215","1922-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","7",",6","0",",6","","","","","","","22.1",",,6,09,","87.6",",,,6","","","",""
"USC00229215","1922-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","8",",6","1",",6","","","","","","","26.9",",,6,03,","110.1",",,,6","","","",""
"USC00229215","1922-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","7",",6","1",",6","","","","","","","39.1",",,6,09,","106.3",",,,6","","","",""
"USC00229215","1922-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","1",",6","0",",6","","","","","","","13.7",",,6,17,","16.3",",,,6","","","",""
"USC00229215","1922-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","3",",6","0",",6","","","","","","","20.1",",,6,08,","33.6",",,,6","","","",""
"USC00229215","1922-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","6",",6","1",",6","","","","","","","29.2",",,6,07,","90.4",",,,6","","","",""
"USC00229215","1922-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","8",",6","3",",6","","","","","","","58.2",",,6,17,","188.2",",,,6","","","",""
"USC00229215","1923-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","6",",6","1",",6","","","","","","","46.5",",,6,23,","120.4",",,,6","","","",""
"USC00229215","1923-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","10",",6","2",",6","1",",6","","","140",",,6,04,","56.1",",,6,27,","177.6",",,,6","153",",,,6","",""
"USC00229215","1923-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","14",",6","11",",6","4",",6","","","","","","","46.7",",,6,16,","190.0",",,,6","","","",""
"USC00229215","1923-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","15",",6","11",",6","2",",6","","","","","","","67.1",",,6,13,","258.1",",,,6","","","",""
"USC00229215","1923-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","15",",6","13",",6","2",",6","","","","","","","55.6",",,6,13,","240.5",",,,6","","","",""
"USC00229215","1923-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","7",",6","0",",6","","","","","","","12.4",",,6,23,","53.1",",,,6","","","",""
"USC00229215","1923-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","6",",6","1",",6","","","","","","","32.0",",,6,18,","97.9",",,,6","","","",""
"USC00229215","1923-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","4",",6","0",",6","","","","","","","19.6",",,6,19,","42.7",",,,6","","","",""
"USC00229215","1923-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","2",",6","0",",6","","","","","","","10.9",",,6,07,","22.7",",,,6","","","",""
"USC00229215","1923-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","5",",6","0",",6","","","","","","","18.5",",,6,16,","40.8",",,,6","","","",""
"USC00229215","1923-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","3",",6","2",",6","","","","","","","49.8",",,6,29,","107.5",",,,6","","","",""
"USC00229215","1923-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","11",",6","4",",6","","","","","","","48.8",",,6,10,","240.3",",,,6","","","",""
"USC00229215","1924-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","8",",6","3",",6","","","","","","","48.3",",,6,03,","161.5",",,,6","","","",""
"USC00229215","1924-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","7",",6","1",",6","","","","","","","25.4",",,6,19,","96.2",",,,6","","","",""
"USC00229215","1924-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","6",",6","1",",6","1",",6","","","51",",,6,14,","69.3",",,6,05,","140.2",",,,6","51",",,,6","",""
"USC00229215","1924-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","10",",6","1",",6","","","","","","","25.9",",,6,10,","95.2",",,,6","","","",""
"USC00229215","1924-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","8",",6","0",",6","","","","","","","22.9",",,6,31,","91.6",",,,6","","","",""
"USC00229215","1924-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","3",",6","1",",6","","","","","","","35.1",",,6,02,","55.2",",,,6","","","",""
"USC00229215","1924-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","0",",6","","","","","","","5.3",",,6,08,","20.6",",,,6","","","",""
"USC00229215","1924-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","2",",6","0",",6","","","","","","","4.6",",,6,18,","14.3",",,,6","","","",""
"USC00229215","1924-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","1",",6","1",",6","0",",6","","","","","","","4.8",",,6,04,","4.8",",,,6","","","",""
"USC00229215","1924-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","0",",6","0",",6","0",",6","","","","","","","0.0",",T,6,27,+","0.0",",T,,6","","","",""
"USC00229215","1924-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","7",",6","1",",6","","","","","","","49.3",",,6,08,","111.9",",,,6","","","",""
"USC00229215","1925-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","7",",6","5",",6","0",",6","","","0",",,6,31,+","66.5",",,6,10,","230.0",",,,6","0",",,,6","",""
"USC00229215","1925-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","4",",6","1",",6","","","","","","","25.4",",,6,09,","65.3",",,,6","","","",""
"USC00229215","1925-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","5",",6","0",",6","","","","","","","18.3",",,6,17,","55.2",",,,6","","","",""
"USC00229215","1925-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","1",",6","1",",6","","","","","","","62.0",",,6,03,","63.3",",,,6","","","",""
"USC00229215","1925-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","3",",6","3",",6","2",",6","","","","","","","90.7",",,6,10,","156.7",",,,6","","","",""
"USC00229215","1925-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","3",",6","1",",6","","","","","","","39.4",",,6,13,","65.1",",,,6","","","",""
"USC00229215","1925-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","6",",6","1",",6","","","","","","","49.8",",,6,31,","96.3",",,,6","","","",""
"USC00229215","1925-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","3",",6","3",",6","0",",6","","","","","","","18.8",",,6,31,","40.4",",,,6","","","",""
"USC00229215","1925-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","4",",6","1",",6","","","","","","","33.8",",,6,29,","60.1",",,,6","","","",""
"USC00229215","1925-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","14",",6","13",",6","2",",6","","","","","","","60.5",",,6,02,","242.4",",,,6","","","",""
"USC00229215","1925-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","6",",6","2",",6","","","","","","","54.4",",,6,06,","142.3",",,,6","","","",""
"USC00229215","1925-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","4",",6","1",",6","","","","","","","71.1",",,6,15,","94.3",",,,6","","","",""
"USC00229215","1926-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","7",",6","2",",6","0",",6","","","0",",T,6,25,+","65.3",",,6,03,","172.4",",,,6","0",",T,,6","",""
"USC00229215","1926-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","2",",6","1",",6","","","","","","","27.7",",,6,18,","36.1",",,,6","","","",""
"USC00229215","1926-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","8",",6","2",",6","","","","","","","30.2",",,6,11,","128.3",",,,6","","","",""
"USC00229215","1926-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","5",",6","0",",6","","","","","","","23.4",",,6,22,","83.4",",,,6","","","",""
"USC00229215","1926-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","5",",6","1",",6","0",",6","1","","0",",,6,31,+","37.3",",,6,11,","70.9",",,,6","0",",,,6","",""
"USC00229215","1926-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","0",",6","0",",6","","","","","","","2.0",",,6,16,","5.8",",,,6","","","",""
"USC00229215","1926-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","9",",6","2",",6","","","","","","","31.5",",,6,14,","136.3",",,,6","","","",""
"USC00229215","1926-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","7",",6","0",",6","","","","","","","18.5",",,6,25,","56.0",",,,6","","","",""
"USC00229215","1926-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","2",",6","1",",6","","","","","","","29.5",",,6,24,","37.3",",,,6","","","",""
"USC00229215","1926-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","3",",6","0",",6","","","","","","","16.8",",,6,24,","40.0",",,,6","","","",""
"USC00229215","1926-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","6",",6","0",",6","","","","","","","22.4",",,6,09,","78.4",",,,6","","","",""
"USC00229215","1926-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","9",",6","2",",6","","","","","","","106.4",",,6,24,","228.6",",,,6","","","",""
"USC00229215","1927-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","4",",6","2",",6","0",",6","","","0",",,6,31,+","63.2",",,6,21,","109.2",",,,6","0",",,,6","",""
"USC00229215","1927-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","2",",6","0",",6","","","0",",,6,28,+","174.8",",,6,18,","242.8",",,,6","0",",,,6","",""
"USC00229215","1927-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","10",",6","4",",6","0",",6","","","0",",,6,31,+","95.8",",,6,13,","241.2",",,,6","0",",,,6","",""
"USC00229215","1927-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","6",",6","2",",6","0",",6","","","0",",,6,30,+","41.9",",,6,15,","120.4",",,,6","0",",,,6","",""
"USC00229215","1927-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","7",",6","3",",6","0",",6","","","0",",,6,31,+","31.5",",,6,24,","132.3",",,,6","0",",,,6","",""
"USC00229215","1927-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","8",",6","0",",6","0",",6","","","0",",,6,30,+","22.4",",,6,06,","105.0",",,,6","0",",,,6","",""
"USC00229215","1927-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","0",",6","0",",6","","","0",",,6,31,+","10.4",",,6,22,","28.1",",,,6","0",",,,6","",""
"USC00229215","1927-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","7",",6","2",",6","0",",6","","","0",",,6,31,+","84.8",",,6,31,","157.1",",,,6","0",",,,6","",""
"USC00229215","1927-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","2",",6","0",",6","0",",6","","","0",",,6,30,+","3.6",",,6,02,","8.7",",,,6","0",",,,6","",""
"USC00229215","1927-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","2",",6","1",",6","0",",6","","","0",",,6,31,+","44.7",",,6,03,","53.6",",,,6","0",",,,6","",""
"USC00229215","1927-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","1",",6","0",",6","","","0",",,6,30,+","43.2",",,6,16,","76.5",",,,6","0",",,,6","",""
"USC00229215","1927-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","8",",6","3",",6","0",",6","","","0",",T,6,19,","64.5",",,6,15,","232.0",",,,6","0",",T,,6","",""
"USC00229215","1928-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","2",",6","0",",6","0",",6","","","0",",,6,31,+","15.7",",,6,07,","27.2",",,,6","0",",,,6","",""
"USC00229215","1928-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","6",",6","0",",6","0",",6","","","0",",T,6,16,","21.1",",,6,07,","66.7",",,,6","0",",T,,6","",""
"USC00229215","1928-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","4",",6","2",",6","0",",6","","","0",",,6,31,+","42.9",",,6,16,","89.3",",,,6","0",",,,6","",""
"USC00229215","1928-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","8",",6","5",",6","0",",6","","","0",",,6,30,+","59.2",",,6,06,","236.3",",,,6","0",",,,6","",""
"USC00229215","1928-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","5",",6","1",",6","0",",6","","","0",",,6,31,+","29.2",",,6,15,","58.3",",,,6","0",",,,6","",""
"USC00229215","1928-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","10",",6","3",",6","0",",6","","","0",",,6,30,+","104.9",",,6,14,","247.9",",,,6","0",",,,6","",""
"USC00229215","1928-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","6",",6","0",",6","0",",6","","","0",",,6,31,+","23.9",",,6,25,","98.9",",,,6","0",",,,6","",""
"USC00229215","1928-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","6",",6","0",",6","","","","","","","16.3",",,6,20,","50.8",",,,6","","","",""
"USC00229215","1928-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","1",",6","0",",6","0",",6","","","0",",,6,30,+","7.6",",,6,01,","14.3",",,,6","0",",,,6","",""
"USC00229215","1928-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","3",",6","0",",6","0",",6","","","0",",,6,31,+","11.9",",,6,17,","29.7",",,,6","0",",,,6","",""
"USC00229215","1928-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","6",",6","1",",6","0",",6","","","0",",,6,30,+","35.3",",,6,02,","78.1",",,,6","0",",,,6","",""
"USC00229215","1928-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","4",",6","1",",6","0",",6","","","0",",,6,31,+","66.8",",,6,13,","91.2",",,,6","0",",,,6","",""
"USC00229215","1929-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","7",",6","1",",6","0",",6","","","0",",,6,31,+","32.0",",,6,05,","123.3",",,,6","0",",,,6","",""
"USC00229215","1929-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","8",",6","1",",6","0",",6","","","0",",T,6,10,","26.2",",,6,26,","92.6",",,,6","0",",T,,6","",""
"USC00229215","1929-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","10",",6","3",",6","0",",6","","","0",",,6,31,+","67.6",",,6,23,","225.1",",,,6","0",",,,6","",""
"USC00229215","1929-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","8",",6","2",",6","0",",6","","","0",",,6,30,+","48.3",",,6,25,","122.4",",,,6","0",",,,6","",""
"USC00229215","1929-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","5",",6","1",",6","0",",6","","","0",",,6,31,+","34.8",",,6,19,","84.5",",,,6","0",",,,6","",""
"USC00229215","1929-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","3",",6","1",",6","0",",6","","","0",",,6,30,+","37.1",",,6,14,","61.0",",,,6","0",",,,6","",""
"USC00229215","1929-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","8",",6","0",",6","0",",6","","","0",",,6,31,+","23.1",",,6,18,","70.9",",,,6","0",",,,6","",""
"USC00229215","1929-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","5",",6","0",",6","0",",6","","","0",",,6,31,+","17.3",",,6,02,","54.9",",,,6","0",",,,6","",""
"USC00229215","1929-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","3",",6","1",",6","0",",6","","","","","","","7.6",",,6,17,","8.7",",,,6","","","",""
"USC00229215","1929-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","3",",6","1",",6","0",",6","","","0",",,6,31,+","29.0",",,6,31,","53.6",",,,6","0",",,,6","",""
"USC00229215","1929-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","15",",6","11",",6","2",",6","0",",6","","","0",",,6,30,+","64.3",",,6,13,","222.4",",,,6","0",",,,6","",""
"USC00229215","1929-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","8","1,6","5","1,6","0","1,6","2",",6","","","140",",,6,22,","23.6","1,,6,02,","73.5","1,,,6","227",",,,6","",""
"USC00229215","1930-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","13","1,6","7","1,6","0","1,6","0",",6","","","23",",,6,18,","24.6","1,,6,27,","96.3","1,,,6","26",",,,6","",""
"USC00229215","1930-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","6",",6","1",",6","0",",6","","","0",",,6,28,+","30.5",",,6,04,","69.1",",,,6","0",",,,6","",""
"USC00229215","1930-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","7",",6","1",",6","0",",6","","","0",",T,6,28,","25.4",",,6,19,","105.4",",,,6","0",",T,,6","",""
"USC00229215","1930-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","1",",6","0",",6","0",",6","","","0",",,6,30,+","3.0",",,6,30,","5.1",",,,6","0",",,,6","",""
"USC00229215","1930-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","10",",6","3",",6","","","","","","","93.2",",,6,19,","267.7",",,,6","","","",""
"USC00229215","1930-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","1",",6","0",",6","0",",6","","","","","","","0.8",",,6,17,","0.8",",,,6","","","",""
"USC00229215","1930-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","2",",6","2",",6","0",",6","0",",6","","","0",",,6,31,+","12.2",",,6,02,","17.3",",,,6","0",",,,6","",""
"USC00229215","1930-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","3",",6","2",",6","0",",6","","","0",",,6,31,+","53.1",",,6,19,","86.1",",,,6","0",",,,6","",""
"USC00229215","1930-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","6",",6","1",",6","0",",6","","","0",",,6,30,+","31.5",",,6,25,","75.0",",,,6","0",",,,6","",""
"USC00229215","1930-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","0",",6","0",",6","","","0",",,6,31,+","23.4",",,6,08,","49.4",",,,6","0",",,,6","",""
"USC00229215","1930-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","8",",6","2",",6","","","","","","","40.9",",,6,30,","130.5",",,,6","","","",""
"USC00229215","1930-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","5",",6","2",",6","0",",6","","","0",",,6,31,+","51.6",",,6,05,","104.3",",,,6","0",",,,6","",""
"USC00229215","1931-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","3",",6","2",",6","0",",6","","","0",",,6,31,+","43.9",",,6,05,","77.2",",,,6","0",",,,6","",""
"USC00229215","1931-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","6",",6","1",",6","0",",6","","","0",",,6,28,+","26.2",",,6,14,","63.0",",,,6","0",",,,6","",""
"USC00229215","1931-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","6",",6","2",",6","0",",6","","","0",",,6,31,+","27.7",",,6,07,","110.3",",,,6","0",",,,6","",""
"USC00229215","1931-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","4",",6","0",",6","0",",6","","","0",",,6,30,+","4.3",",,6,04,","16.1",",,,6","0",",,,6","",""
"USC00229215","1931-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","1",",6","0",",6","","","0",",,6,31,+","42.9",",,6,20,","87.0",",,,6","0",",,,6","",""
"USC00229215","1931-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","3",",6","0",",6","0",",6","","","0",",,6,30,+","17.5",",,6,27,","38.1",",,,6","0",",,,6","",""
"USC00229215","1931-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","14",",6","10",",6","2",",6","0",",6","","","0",",,6,31,+","46.2",",,6,01,","149.8",",,,6","0",",,,6","",""
"USC00229215","1931-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","0",",6","0",",6","","","0",",,6,31,+","24.6",",,6,29,","76.0",",,,6","0",",,,6","",""
"USC00229215","1931-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","3",",6","0",",6","0",",6","0",",6","","","0",",,6,30,+","1.3",",,6,06,","2.1",",,,6","0",",,,6","",""
"USC00229215","1931-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","2",",6","0",",6","0",",6","","","0",",,6,31,+","14.0",",,6,29,","22.4",",,,6","0",",,,6","",""
"USC00229215","1931-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","7",",6","1",",6","0",",6","","","0",",,6,30,+","30.0",",,6,20,","106.9",",,,6","0",",,,6","",""
"USC00229215","1931-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","10",",6","4",",6","0",",6","","","0",",,6,31,+","46.7",",,6,08,","222.5",",,,6","0",",,,6","",""
"USC00229215","1932-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","8",",6","4",",6","0",",6","","","0",",,6,31,+","60.2",",,6,13,","253.0",",,,6","0",",,,6","",""
"USC00229215","1932-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","8",",6","1",",6","0",",6","","","0",",,6,29,+","26.7",",,6,21,","104.6",",,,6","0",",,,6","",""
"USC00229215","1932-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","5",",6","2",",6","0",",6","","","0",",T,6,10,+","112.3",",,6,31,","168.8",",,,6","0",",T,,6","",""
"USC00229215","1932-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","5",",6","0",",6","0",",6","","","0",",,6,30,+","14.2",",,6,11,","56.2",",,,6","0",",,,6","",""
"USC00229215","1932-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","5",",6","0",",6","0",",6","","","0",",,6,31,+","13.5",",,6,21,","35.7",",,,6","0",",,,6","",""
"USC00229215","1932-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","6",",6","0",",6","0",",6","","","0",",,6,30,+","18.0",",,6,15,","51.4",",,,6","0",",,,6","",""
"USC00229215","1932-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","12",",6","7",",6","0",",6","0",",6","","","0",",,6,31,+","20.8",",,6,28,","56.9",",,,6","0",",,,6","",""
"USC00229215","1932-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","4",",6","0",",6","0",",6","","","0",",,6,31,+","16.0",",,6,04,","45.1",",,,6","0",",,,6","",""
"USC00229215","1932-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","5",",6","1",",6","0",",6","","","0",",,6,30,+","76.5",",,6,20,","146.9",",,,6","0",",,,6","",""
"USC00229215","1932-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","3",",6","2",",6","0",",6","","","0",",,6,31,+","68.8",",,6,16,","121.9",",,,6","0",",,,6","",""
"USC00229215","1932-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","11",",6","7",",6","1",",6","0",",6","","","0",",,6,30,+","44.7",",,6,24,","122.8",",,,6","0",",,,6","",""
"USC00229215","1932-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","17",",6","12",",6","4",",6","1",",6","","","64",",,6,16,","42.9",",,6,10,","300.2",",,,6","64",",,,6","",""
"USC00229215","1933-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","7",",6","0",",6","0",",6","","","0",",,6,31,+","17.0",",,6,25,","65.6",",,,6","0",",,,6","",""
"USC00229215","1933-02","32.31444","-90.90528","14.0","VICKSBURG, MS US","14",",6","9",",6","3",",6","0",",6","","","0",",,6,28,+","76.7",",,6,08,","200.1",",,,6","0",",,,6","",""
"USC00229215","1933-03","32.31444","-90.90528","14.0","VICKSBURG, MS US","8",",6","6",",6","1",",6","0",",6","","","0",",,6,31,+","49.3",",,6,19,","112.9",",,,6","0",",,,6","",""
"USC00229215","1933-04","32.31444","-90.90528","14.0","VICKSBURG, MS US","14",",6","12",",6","2",",6","0",",6","","","0",",,6,30,+","50.3",",,6,20,","195.2",",,,6","0",",,,6","",""
"USC00229215","1933-05","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","4",",6","2",",6","0",",6","","","0",",,6,31,+","43.7",",,6,05,","92.9",",,,6","0",",,,6","",""
"USC00229215","1933-06","32.31444","-90.90528","14.0","VICKSBURG, MS US","4",",6","3",",6","0",",6","0",",6","","","0",",,6,30,+","24.6",",,6,10,","49.7",",,,6","0",",,,6","",""
"USC00229215","1933-07","32.31444","-90.90528","14.0","VICKSBURG, MS US","13",",6","9",",6","3",",6","0",",6","","","0",",,6,31,+","63.0",",,6,17,","179.4",",,,6","0",",,,6","",""
"USC00229215","1933-08","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","7",",6","0",",6","0",",6","","","0",",,6,31,+","16.0",",,6,14,","67.1",",,,6","0",",,,6","",""
"USC00229215","1933-09","32.31444","-90.90528","14.0","VICKSBURG, MS US","5",",6","2",",6","0",",6","0",",6","","","0",",,6,30,+","8.4",",,6,12,","16.0",",,,6","0",",,,6","",""
"USC00229215","1933-10","32.31444","-90.90528","14.0","VICKSBURG, MS US","7",",6","3",",6","0",",6","0",",6","","","0",",,6,31,+","22.6",",,6,01,","36.6",",,,6","0",",,,6","",""
"USC00229215","1933-11","32.31444","-90.90528","14.0","VICKSBURG, MS US","6",",6","2",",6","0",",6","","","","","","","22.4",",,6,05,","31.6",",,,6","","","",""
"USC00229215","1933-12","32.31444","-90.90528","14.0","VICKSBURG, MS US","9",",6","5",",6","2",",6","0",",6","","","0",",,6,31,+","55.4",",,6,06,","125.9",",,,6","0",",,,6","",""
"USC00229215","1934-01","32.31444","-90.90528","14.0","VICKSBURG, MS US","10",",6","6",",6","1",",6","0",",6","","","0",",,6,31,+","29.7",",,6,20,","110.1",",,,6","0",",,,6","",""
