"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014792","1998-06","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.0",",W","","","80.6",",W","15",",W","8",",W","1",",W","","","0",",W","0",",W","0",",W","24",",W","2",",W","","","","","","","7.8",",W,04,","","","31.8",",,W,12,","33.3",",W,26,+","","","25.2",",W","108.7",",,,W","","","20.18",",W","25.00",",,,W","15.37",",,,W","","","300",",W","300",",W","16.5",",W","23.7",",W"
"USW00014792","1998-07","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.6",",W","","","168.1",",W","3",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","30",",W","4",",W","","","","","","","15.0",",W,13,+","","","20.1",",,W,08,","33.3",",W,29,+","0.3","W","0.3",",W","44.8",",,,W","","","23.75",",W","29.19",",,,W","18.30",",,,W","","","290",",W","290",",W","9.8",",W","13.0",",W"
"USW00014792","1998-08","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.7",",W","","","173.6",",W","8",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","5",",W","","","","","","","10.0",",W,20,","","","16.5",",,W,17,","33.3",",W,25,+","0.9","W","0.6",",W","39.9",",,,W","","","23.91",",W","29.98",",,,W","17.85",",,,W","","","50",",W","60",",W","10.3",",W","13.0",",W"
"USW00014792","1998-09","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.6",",W","","","82.6",",W","9",",W","4",",W","0",",W","","","0",",W","0",",W","0",",W","29",",W","3",",W","","","","","","","4.4",",W,24,","","","18.0",",,W,07,","33.9",",W,07,","23.3","W","22.4",",W","44.6",",,,W","","","20.34",",W","26.58",",,,W","14.10",",,,W","","","300",",W","300",",W","17.4",",W","28.2",",W"
"USW00014792","1998-10","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.1",",W","","","0.0",",W","10",",W","5",",W","1",",W","","","0",",W","0",",W","0",",W","8",",W","0",",W","","","","","","","2.8",",W,22,","","","43.2",",,W,08,","25.6",",W,01,","195.2","W","171.9",",W","70.0",",,,W","","","12.79",",W","17.91",",,,W","7.67",",,,W","","","300",",W","310",",W","13.4",",W","17.4",",W"
"USW00014792","1998-11","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.0",",W","","","0.0",",W","4",",W","2",",W","0",",W","","","0",",W","13",",W","0",",W","0",",W","0",",W","","","","","","","-3.3",",W,06,","","","16.8",",,W,26,","19.4",",W,29,+","532.3","W","337.1",",W","32.3",",,,W","","","7.10",",W","12.77",",,,W","1.42",",,,W","","","260",",W","260",",W","14.3",",W","17.9",",W"
"USW00014792","1998-12","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.7",",W","","","0.0",",W","11",",W","3",",W","0",",W","","","0",",W","18",",W","5",",W","2",",W","0",",W","","","","","","","-12.8",",W,26,","","","7.6",",,W,29,","24.4",",W,07,","977.5","W","445.2",",W","23.9",",,,W","","","3.97",",W","8.91",",,,W","-0.96",",,,W","","","290",",W","290",",W","14.3",",W","17.9",",W"
"USW00014792","1999-01","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.5",",W","0.0","W","0.0",",W","13",",W","8",",W","3",",W","","","0",",W","27",",W","10",",W","0",",W","0",",W","","","","","","","-13.9",",W,02,","","","49.5",",,W,03,","17.8",",W,24,","1547.1","W","569.6",",W","167.3",",,,W","","","-0.04",",W","4.68",",,,W","-4.77",",,,W","","","210",",W","270",",W","15.2",",W","20.6",",W"
"USW00014792","1999-02","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.3",",W","0.0","W","0.0",",W","8",",W","5",",W","2",",W","","","0",",W","24",",W","2",",W","0",",W","0",",W","","","","","","","-12.2",",W,23,","","","26.2",",,W,18,","20.0",",W,12,","2008.6","W","461.5",",W","82.8",",,,W","","","1.85",",W","6.91",",,,W","-3.20",",,,W","","","300",",W","290",",W","13.4",",W","17.0",",W"
"USW00014792","1999-03","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","4.6",",W","0.0","W","0.0",",W","11",",W","7",",W","2",",W","","","0",",W","21",",W","0",",W","1",",W","0",",W","","","","","","","-8.9",",W,09,+","","","41.4",",,W,21,","22.2",",W,31,","2432.5","W","423.9",",W","117.5",",,,W","","","4.66",",W","10.18",",,,W","-0.87",",,,W","","","300",",W","290",",W","14.3",",W","19.2",",W"
"USW00014792","1999-04","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.6",",W","0.0","W","0.0",",W","10",",W","5",",W","0",",W","","","0",",W","0",",W","0",",W","3",",W","0",",W","","","","","","","0.6",",W,25,","","","23.1",",,W,09,","26.1",",W,08,","2668.1","W","235.6",",W","64.7",",,,W","","","10.48",",W","16.53",",,,W","4.42",",,,W","","","60",",W","50",",W","12.5",",W","17.0",",W"
"USW00014792","1999-05","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2","1,W","13.0","W","13.0",",Z","9",",W","4",",W","1",",W","","","0",",Z","0",",Z","0",",Z","19",",Z","0",",Z","","","","","","","2.2",",Z,01,","","","65.0",",,W,24,","31.1",",Z,31,","2755.9","W","87.8",",Z","98.9",",,,W","","","15.92",",Z","22.06",",,,Z","9.77",",,,Z","","","250","1,W","220","1,W","10.7","1,W","14.8","1,W"
"USW00014792","1999-06","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.0",",W","118.9","W","105.9",",W","7",",W","4",",W","0",",W","","","0",",W","0",",W","0",",W","28",",W","5",",W","","","","","","","8.9",",W,19,","","","9.9",",,W,14,","35.0",",W,07,","2764.8","W","8.9",",W","25.4",",,,W","","","21.57",",W","27.55",",,,W","15.58",",,,W","","","300",",W","300",",W","9.8",",W","11.6",",W"
"USW00014792","1999-07","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.0",",W","373.2","W","254.3",",W","6",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","20",",W","","","","","","","11.7",",W,15,","","","5.3",",,W,01,","38.9",",W,05,","0.0","W","0.0",",W","13.9",",,,W","","","26.54",",W","33.13",",,,W","19.95",",,,W","","","310",",W","310",",W","9.8",",W","13.4",",W"
"USW00014792","1999-08","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.0",",W","533.2","W","160.0",",W","8",",W","6",",W","3",",W","","","0",",W","0",",W","0",",W","29",",W","9",",W","","","","","","","12.2",",W,10,","","","86.4",",,W,14,","37.2",",W,01,","3.3","W","3.3",",W","187.9",",,,W","","","23.39",",W","29.02",",,,W","17.76",",,,W","","","350",",W","40",",W","10.7",",W","13.4",",W"
"USW00014792","1999-09","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2",",W","591.2","W","58.0",",W","9",",W","9",",W","2",",W","","","0",",W","0",",W","0",",W","26",",W","0",",W","","","","","","","7.8",",W,23,","","","184.2",",,W,16,","29.4",",W,06,","29.5","W","26.2",",W","284.9",",,,W","","","19.39",",W","24.34",",,,W","14.45",",,,W","","","340",",W","340",",W","16.1",",W","19.7",",W"
"USW00014792","1999-10","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.8",",W","591.2","W","0.0",",W","10",",W","6",",W","0",",W","","","0",",W","2",",W","0",",W","7",",W","0",",W","","","","","","","0.0",",W,15,+","","","17.5",",,W,20,+","23.3",",W,03,+","245.9","W","216.4",",W","67.1",",,,W","","","11.35",",W","17.50",",,,W","5.21",",,,W","","","290",",W","300",",W","13.0",",W","16.5",",W"
"USW00014792","1999-11","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.4",",W","591.2","W","0.0",",W","8",",W","5",",W","0",",W","","","0",",W","10",",W","0",",W","1",",W","0",",W","","","","","","","-5.0",",W,18,","","","18.8",",,W,02,","22.2",",W,10,","531.5","W","285.6",",W","59.3",",,,W","","","8.81",",W","14.07",",,,W","3.55",",,,W","","","150",",W","170",",W","15.2",",W","20.1",",W"
"USW00014792","1999-12","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.3",",W","591.2","W","0.0",",W","8",",W","5",",W","0",",W","","","0",",W","20",",W","3",",W","0",",W","0",",W","","","","","","","-8.9",",W,25,","","","21.8",",,W,06,","19.4",",W,05,","1006.9","W","475.4",",W","81.6",",,,W","","","3.00",",W","7.25",",,,W","-1.26",",,,W","","","60",",W","300",",W","13.4",",W","17.9",",W"
"USW00014792","2000-01","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","4.1",",W","0.0","W","0.0",",W","7",",W","5",",W","0",",W","","","0",",W","24",",W","13",",W","0",",W","0",",W","","","","","","","-14.4",",W,30,+","","","22.9",",,W,25,","20.0",",W,04,","1599.7","W","592.8",",W","82.1",",,,W","","","-0.79",",W","3.75",",,,W","-5.32",",,,W","","","300",",W","320",",W","14.3",",W","19.2",",W"
"USW00014792","2000-02","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2",",W","0.0","W","0.0",",W","11",",W","4",",W","0",",W","","","0",",W","22",",W","3",",W","0",",W","0",",W","","","","","","","-10.0",",W,09,+","","","15.5",",,W,18,","18.3",",W,24,","2076.7","W","477.0",",W","47.2",",,,W","","","1.88",",W","6.56",",,,W","-2.79",",,,W","","","220",",W","210",",W","13.0",",W","17.4",",W"
"USW00014792","2000-03","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","4.0",",W","0.0","W","0.0",",W","9",",W","7",",W","0",",W","","","0",",W","10",",W","0",",W","2",",W","0",",W","","","","","","","-6.1",",W,18,","","","21.3",",,W,11,","25.6",",W,08,","2408.2","W","331.5",",W","94.5",",,,W","","","7.64",",W","13.63",",,,W","1.65",",,,W","","","70",",W","250",",W","12.5",",W","16.5",",W"
"USW00014792","2000-04","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","4.1",",W","0.8","W","0.8",",W","13",",W","7",",W","0",",W","","","0",",W","4",",W","0",",W","5",",W","0",",W","","","","","","","-2.2",",W,13,","","","21.8",",,W,21,","24.4",",W,16,+","2654.5","W","246.3",",W","66.2",",,,W","","","10.15",",W","15.32",",,,W","4.98",",,,W","","","200",",W","190",",W","14.8",",W","17.9",",W"
"USW00014792","2000-05","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2",",W","37.1","W","36.3",",W","12",",W","7",",W","1",",W","","","0",",W","0",",W","0",",W","18",",W","2",",W","","","","","","","1.7",",W,01,","","","30.7",",,W,24,","32.2",",W,08,+","2743.7","W","89.2",",W","121.5",",,,W","","","16.63",",W","22.13",",,,W","11.13",",,,W","","","330",",W","340",",W","14.8",",W","19.2",",W"
"USW00014792","2000-06","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2",",W","143.4","W","106.3",",W","12",",W","6",",W","0",",W","","","0",",W","0",",W","0",",W","25",",W","3",",W","","","","","","","10.0",",W,07,+","","","18.3",",,W,21,","33.9",",W,11,","2762.8","W","19.1",",W","55.2",",,,W","","","21.24",",W","26.51",",,,W","15.97",",,,W","","","340",",W","280",",W","12.5",",W","13.9",",W"
"USW00014792","2000-07","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.6",",W","259.1","W","115.7",",W","16",",W","8",",W","3",",W","","","0",",W","0",",W","0",",W","30",",W","1",",W","","","","","","","12.2",",W,08,","","","46.7",",,W,26,","32.8",",W,10,","0.5","W","0.5",",W","150.6",",,,W","","","22.05",",W","27.19",",,,W","16.91",",,,W","","","120",",W","110",",W","8.9",",W","11.2",",W"
"USW00014792","2000-08","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.6",",W","364.9","W","105.8",",W","14",",W","7",",W","2",",W","","","0",",W","0",",W","0",",W","28",",W","1",",W","","","","","","","9.4",",W,21,","","","50.0",",,W,12,","32.8",",W,07,","5.2","W","4.7",",W","150.7",",,,W","","","21.59",",W","26.06",",,,W","17.12",",,,W","","","320",",W","320",",W","11.6",",W","14.3",",W"
"USW00014792","2000-09","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.7",",W","413.2","W","48.3",",W","12",",W","8",",W","1",",W","","","0",",W","0",",W","0",",W","18",",W","0",",W","","","","","","","2.2",",W,30,","","","54.4",",,W,19,","30.0",",W,01,","77.4","W","72.2",",W","149.5",",,,W","","","17.53",",W","22.72",",,,W","12.34",",,,W","","","300",",W","280",",W","9.8",",W","13.4",",W"
"USW00014792","2000-10","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.8",",W","414.6","W","1.4",",W","4",",W","3",",W","0",",W","","","0",",W","1",",W","0",",W","10",",W","0",",W","","","","","","","0.0",",W,09,","","","12.7",",,W,04,","27.2",",W,03,","257.8","W","180.4",",W","22.4",",,,W","","","12.56",",W","18.44",",,,W","6.68",",,,W","","","350",",W","340",",W","13.9",",W","19.7",",W"
"USW00014792","2000-11","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2",",W","414.6","W","0.0",",W","7",",W","6",",W","1",",W","","","0",",W","10",",W","0",",W","0",",W","0",",W","","","","","","","-7.2",",W,24,","","","34.0",",,W,26,","18.9",",W,04,+","628.2","W","370.4",",W","74.2",",,,W","","","5.99",",W","10.79",",,,W","1.18",",,,W","","","310","1,W","290","1,W","11.2","1,W","17.4","1,W"
"USW00014792","2000-12","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.6",",W","414.6","W","0.0",",W","9",",Z","4",",Z","0",",Z","","","0",",W","31",",W","15",",W","0",",W","0",",W","","","","","","","-12.8",",W,23,","","","22.9",",,Z,14,","18.9",",W,17,","1267.1","W","638.9",",W","72.2",",,,Z","","","-2.28",",W","2.13",",,,W","-6.69",",,,W","","","260","1,W","260","1,W","16.1","1,W","20.6","1,W"
"USW00014792","2001-01","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.7",",W","0.0","W","0.0",",W","10",",W","7",",W","1",",W","","","0",",W","28",",W","4",",W","0",",W","0",",W","","","","","","","-12.2",",W,23,","","","25.4",",,W,19,","12.8",",W,30,","1866.7","Z","599.6",",W","80.2",",,,W","","","-1.01",",W","3.37",",,,W","-5.39",",,,W","","","270","1,W","290",",W","10.7","1,W","17.0",",W"
"USW00014792","2001-02","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.5",",W","0.0","W","0.0",",W","10",",W","4",",W","1",",W","","","0",",W","22",",W","4",",W","0",",W","0",",W","","","","","","","-10.6",",W,22,","","","35.6",",,W,05,","16.1",",W,10,","2339.1","Z","472.4",",W","61.9",",,,W","","","1.46",",W","6.21",",,,W","-3.28",",,,W","","","310",",W","320",",W","12.5",",W","17.4",",W"
"USW00014792","2001-03","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","4.1",",W","0.0","W","0.0",",W","16",",W","12",",W","1",",W","","","0",",W","20",",W","1",",W","0",",W","0",",W","","","","","","","-6.7",",W,01,","","","42.4",",,W,30,","14.4",",W,23,","2800.0","Z","460.9",",W","148.4",",,,W","","","3.46",",W","7.65",",,,W","-0.72",",,,W","","","60",",W","290",",W","14.3",",W","17.9",",W"
"USW00014792","2001-04","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2",",W","7.5","W","7.5",",W","10",",W","5",",W","0",",W","","","0",",W","3",",W","0",",W","8",",W","0",",W","","","","","","","-1.7",",W,03,","","","13.7",",,W,11,","30.0",",W,23,","3027.6","Z","227.6",",W","37.8",",,,W","","","11.00",",W","16.78",",,,W","5.22",",,,W","","","290","2,W","290","2,W","11.6","2,W","14.8","2,W"
"USW00014792","2001-05","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.1",",W","32.8","W","25.3",",W","11",",W","4",",W","2",",W","","","0",",W","0",",W","0",",W","17",",W","0",",W","","","","","","","1.7",",W,07,","","","48.0",",,W,26,","31.7",",W,04,+","3108.0","Z","80.4",",W","120.3",",,,W","","","16.55",",W","22.33",",,,W","10.78",",,,W","","","310",",W","300",",W","13.9",",W","16.1",",W"
"USW00014792","2001-06","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.8",",W","159.6","W","126.8",",W","11",",W","5",",W","2",",W","","","0",",W","0",",W","0",",W","29",",W","3",",W","","","","","","","6.7",",W,01,","","","57.2",",,W,17,","33.9",",W,30,","3113.5","Z","5.5",",W","152.9",",,,W","","","22.38",",W","27.84",",,,W","16.91",",,,W","","","180",",W","180",",W","11.2",",W","13.9",",W"
"USW00014792","2001-07","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.7",",W","277.9","W","118.3",",W","10",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","4",",W","","","","","","","10.0",",W,03,","","","19.6",",,W,17,","33.9",",W,25,","1.4","Z","1.4",",W","41.9",",,,W","","","22.11",",W","27.87",",,,W","16.34",",,,W","","","330",",W","330",",W","12.5",",W","14.8",",W"
"USW00014792","2001-08","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.2",",W","467.3","W","189.4",",W","7",",W","6",",W","2",",W","","","0",",W","0",",W","0",",W","31",",W","6",",W","","","","","","","13.3",",W,26,","","","51.8",",,W,11,","37.2",",W,09,","1.4","Z","0.0",",W","128.5",",,,W","","","24.44",",W","29.73",",,,W","19.16",",,,W","","","320",",W","320",",W","10.7",",W","13.9",",W"
"USW00014792","2001-09","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.5","1,W","516.0","W","48.7",",W","8",",W","6",",W","0",",W","","","0",",W","0",",W","0",",W","23",",W","0",",W","","","","","","","6.1",",W,26,","","","21.8",",,W,14,","30.0",",W,10,","48.6","Z","47.2",",W","56.4",",,,W","","","18.38",",W","24.43",",,,W","12.34",",,,W","","","180","2,W","190","2,W","9.8","2,W","13.0","2,W"
"USW00014792","2001-10","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.0",",W","522.7","W","6.7",",W","5",",W","4",",W","0",",W","","","0",",W","3",",W","0",",W","16",",W","0",",W","","","","","","","-1.7",",W,29,","","","4.1",",,W,14,","27.8",",W,24,+","214.7","Z","166.1",",W","14.2",",,,W","","","13.19",",W","19.84",",,,W","6.55",",,,W","","","250",",W","280",",W","11.6",",W","16.1",",W"
"USW00014792","2001-11","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","2.9",",W","522.7","W","0.0",",W","5",",Z","3",",Z","0",",Z","","","0",",W","8",",W","0",",W","5",",W","0",",W","","","","","","","-4.4",",W,12,","","","12.4",",,Z,25,","25.0",",W,02,","466.2","Z","251.5",",W","19.0",",,,Z","","","9.95",",W","16.33",",,,W","3.57",",,,W","","","320","2,W","180","2,W","11.2","2,W","14.8","2,W"
"USW00014792","2001-12","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.2",",W","522.7","W","0.0",",W","10",",W","7",",W","0",",W","","","0",",Z","17",",W","2",",Z","2",",Z","0",",Z","","","","","","","-6.7",",W,31,+","","","17.0",",,W,08,","23.3",",Z,05,","875.2","Z","409.0",",Z","60.7",",,,W","","","5.14",",W","10.18",",,,Z","0.10",",,,W","","","320","1,W","280","1,W","13.4","1,W","20.6","1,W"
"USW00014792","2002-01","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.1",",W","0.0","W","0.0",",W","10",",Z","5",",Z","0",",Z","","","0",",W","20",",W","1",",W","1",",W","0",",W","","","","","","","-8.3",",W,01,","","","22.6",",,Z,06,","21.1",",W,29,","1353.5","W","478.3",",W","68.2",",,,Z","","","2.90",",W","7.38",",,,W","-1.57",",,,W","","","290","1,W","250","1,W","13.4","1,W","19.2","1,W"
"USW00014792","2002-02","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.5",",W","0.0","W","0.0",",W","7",",W","3",",W","0",",W","","","0",",W","21",",W","0",",W","0",",W","0",",W","","","","","","","-10.0",",W,14,","","","7.4",",,W,10,","20.0",",W,26,","1761.2","W","407.7",",W","16.8",",,,W","","","3.77",",W","9.61",",,,W","-2.06",",,,W","","","310","1,W","310","1,W","13.4","1,W","19.7","1,W"
"USW00014792","2002-03","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","4.0",",W","0.0","W","0.0",",W","12",",W","9",",W","0",",W","","","0",",W","14",",W","0",",W","4",",W","0",",W","","","","","","","-6.7",",W,06,+","","","22.4",",,W,20,","22.2",",W,15,","2130.9","W","369.7",",W","97.7",",,,W","","","6.41",",W","12.02",",,,W","0.79",",,,W","","","250","2,W","240","2,W","14.3","2,W","17.9","2,W"
"USW00014792","2002-04","40.27679","-74.81594","57.9","TRENTON MERCER AIRPORT, NJ US","3.5",",W","29.2","W","29.2",",W","13",",W","9",",W","1",",W","","","0",",W","4",",W","0",",W","10",",W","2",",W","","","","","","","-5.0",",W,07,","","","36.1",",,W,28,","33.9",",W,17,","2333.5","W","202.6",",W","72.3",",,,W","","","12.55",",W","18.44",",,,W","6.67",",,,W","","","210","3,W","290","3,W","12.5","3,W","16.1","3,W"
