"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00089417","1904-10","30.633333","-85.583333","76.2","WAUSAU, FL US","","","108.9","1,6","0",",6","0",",6","0",",6","0",",6","0",",6","0","1,6","22","1,6","12","1,6","","","1.7",",6,24,","0.0",",T,6,06,","36.1","1,6,02,","51.9","6","51.9","1,6","0.0",",T,,6","20.04","1,6","26.93","1,,,6","13.16",",,,6"
"USC00089417","1904-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","2",",6","2",",6","1",",6","0",",","1",",6","","","","","","","","","-1.7",",6,15,","43.2",",,6,01,","","","","","","","63.8",",,,6","","","","","7.53",",,,6"
"USC00089417","1904-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","5",",6","5",",6","2",",6","0",",","11",",6","","","","","","","","","-4.4",",6,30,","38.9",",,6,05,","","","","","","","91.7",",,,6","","","","","5.29",",,,6"
"USC00089417","1905-01","30.633333","-85.583333","76.2","WAUSAU, FL US","0.0","6","0.0","2,6","4",",6","4",",6","2",",6","0","1,6","14","1,6","0","1,6","2","1,6","0","1,6","","","-9.4","1,6,27,","55.6",",,6,13,","22.8","1,6,19,","","","341.7","1,6","118.4",",,,6","6.65","2,6","12.26","1,,,6","1.04","1,,,6"
"USC00089417","1905-02","30.633333","-85.583333","76.2","WAUSAU, FL US","0.0","6","0.0",",6","9",",6","9",",6","2",",6","0",",6","7",",6","0",",6","2",",6","0",",6","","","-5.6",",6,16,+","53.8",",,6,11,","21.1",",6,13,+","","","276.0",",6","197.3",",,,6","8.48",",6","13.45",",,,6","3.51",",,,6"
"USC00089417","1905-03","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","5",",6","5",",6","2",",6","0","3,6","0","3,6","0","4,6","17","4,6","0","4,6","","","2.2","3,6,01,","92.7",",,6,20,","31.1","4,6,31,","","","","","202.9",",,,6","16.34","6,6","20.80","4,,,6","11.88","3,,,6"
"USC00089417","1905-04","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","5",",6","4",",6","0",",6","0",",","0",",6","","","","","","","","","4.4",",6,18,+","19.8",",,6,15,","","","","","","","51.5",",,,6","","","","","13.99",",,,6"
"USC00089417","1905-05","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","10",",6","10",",6","5",",6","0",",","0",",6","","","","","","","","","13.9",",6,01,","92.7",",,6,02,","","","","","","","342.6",",,,6","","","","","18.25",",,,6"
"USC00089417","1905-06","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","4",",6","4",",6","1",",6","0",",","0",",6","","","","","","","","","15.6",",6,02,","80.3",",,6,18,","","","","","","","123.2",",,,6","","","","","20.11",",,,6"
"USC00089417","1905-07","30.633333","-85.583333","76.2","WAUSAU, FL US","","","193.9","3,6","","","","","","","0","2,6","0","2,6","0","1,6","30","1,6","5","1,6","","","19.4","2,6,07,","","","34.4","1,6,05,","0.0","6","0.0","1,6","","","25.28","3,6","28.90","1,,,6","21.65","2,,,6"
"USC00089417","1905-08","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","13",",6","13",",6","4",",6","0",",","0",",6","","","","","","","","","17.8",",6,28,","46.7",",,6,16,","","","","","","","242.4",",,,6","","","","","21.45",",,,6"
"USC00089417","1905-09","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","4",",6","4",",6","1",",6","0",",6","0",",6","","","","","","","","","15.0",",6,15,","65.0",",,6,30,","","","","","","","88.3",",,,6","","","","","19.93",",,,6"
"USC00089417","1905-10","30.633333","-85.583333","76.2","WAUSAU, FL US","","","68.6","3,6","6",",6","6",",6","4",",6","0","3,6","0","3,6","0","1,6","26","1,6","1","1,6","","","5.0","3,6,22,+","50.0",",,6,09,","33.9","1,6,02,","","","33.4","1,6","149.2",",,,6","19.64","3,6","25.49","1,,,6","13.79","3,,,6"
"USC00089417","1905-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","15.7","3,6","","","","","","","0","1,6","0","1,6","0","2,6","22","2,6","0","2,6","","","1.1","1,6,12,","","","27.8","2,6,19,+","","","63.3","2,6","","","16.50","3,6","23.59","2,,,6","9.42","1,,,6"
"USC00089417","1905-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","0.0","2,6","6",",6","6",",6","3",",6","0","1,6","6","1,6","0","1,6","2","1,6","0","1,6","","","-6.1","1,6,05,","84.1",",,6,20,","23.9","1,6,22,","","","235.7","1,6","232.6",",,,6","10.17","2,6","15.59","1,,,6","4.76","1,,,6"
"USC00089417","1906-01","30.633333","-85.583333","76.2","WAUSAU, FL US","5.0","6","5.0","2,6","4",",6","4",",6","4",",6","0","1,6","7","1,6","0","1,6","10","1,6","0","1,6","","","-2.2","1,6,24,+","88.9",",,6,22,","26.7","1,6,20,","","","199.4","1,6","244.4",",,,6","11.52","2,6","17.93","1,,,6","5.11","1,,,6"
"USC00089417","1906-02","30.633333","-85.583333","76.2","WAUSAU, FL US","5.0","6","0.0","1,6","6",",6","6",",6","2",",6","0","1,6","6","1,6","0",",6","8",",6","0",",6","","","-1.1","1,6,28,+","31.8",",,6,21,","24.4",",6,24,","","","193.2",",6","97.6",",,,6","11.24","1,6","18.14",",,,6","4.35","1,,,6"
"USC00089417","1906-03","30.633333","-85.583333","76.2","WAUSAU, FL US","20.4","6","15.4","3,6","11",",6","11",",6","1",",6","0","3,6","2","3,6","0",",6","18",",6","0",",6","","","-2.2","3,6,21,+","27.7",",,6,04,","27.2",",6,24,","","","109.4",",6","132.9",",,,6","15.09","3,6","21.26",",,,6","8.91","3,,,6"
"USC00089417","1906-04","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","2",",6","2",",6","0",",6","","","","","0","1,6","29","1,6","5","1,6","","","","","18.8",",,6,14,","35.6","1,6,30,","","","","","22.6",",,,6","","","28.72","1,,,6","",""
"USC00089417","1906-05","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","4",",6","4",",6","1",",6","","","","","0",",6","31",",6","10",",6","","","","","46.7",",,6,07,","36.1",",6,19,","","","","","79.7",",,,6","","","30.00",",,,6","",""
"USC00089417","1906-06","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","8",",6","8",",6","3",",6","","","","","0",",6","30",",6","28",",6","","","","","53.3",",,6,30,","37.8",",6,29,","","","","","179.1",",,,6","","","34.62",",,,6","",""
"USC00089417","1906-07","30.633333","-85.583333","76.2","WAUSAU, FL US","","","281.7",",6","18",",6","13",",6","3",",6","0",",6","0",",6","0",",6","31",",6","21",",6","","","17.2",",6,01,","69.9",",,6,30,","36.7",",6,07,+","0.0","6","0.0",",6","232.5",",,,6","27.42",",6","33.01",",,,6","21.83",",,,6"
"USC00089417","1906-08","30.633333","-85.583333","76.2","WAUSAU, FL US","","","295.8","1,6","19",",6","17",",6","2",",6","0",",6","0",",6","0","1,6","30","1,6","25","1,6","","","20.6",",6,11,+","31.8",",,6,16,","37.2","1,6,21,+","0.0","6","0.0","1,6","154.9",",,,6","28.17","1,6","34.13","1,,,6","22.22",",,,6"
"USC00089417","1906-09","30.633333","-85.583333","76.2","WAUSAU, FL US","","","238.0","3,6","17",",6","14",",6","5",",6","0",",6","0",",6","0","3,6","27","3,6","20","3,6","","","17.8",",6,21,","135.9",",,6,27,","36.1","3,6,15,+","0.0","6","0.0","3,6","349.9",",,,6","27.15","3,6","32.81","3,,,6","21.48",",,,6"
"USC00089417","1906-10","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","6",",6","4",",6","1",",6","0",",6","0",",6","","","","","","","","","3.9",",6,30,","29.2",",,6,06,","","","","","","","63.5",",,,6","","","","","12.74",",,,6"
"USC00089417","1906-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","36.7","2,6","3",",6","1",",6","1",",6","0","1,6","1","1,6","0","1,6","25","1,6","0","1,6","","","-3.9","1,6,13,","34.3",",,6,14,","28.9","1,6,10,","","","55.1","1,6","36.9",",,,6","17.48","2,6","24.71","1,,,6","10.25","1,,,6"
"USC00089417","1906-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","11.5","2,6","6",",6","5",",6","4",",6","0","1,6","5","1,6","0","1,6","19","1,6","0","1,6","","","-5.6","1,6,25,","80.0",",,6,31,","30.0","1,6,17,","","","152.2","1,6","242.6",",,,6","13.60","2,6","20.33","1,,,6","6.86","1,,,6"
"USC00089417","1907-01","30.633333","-85.583333","76.2","WAUSAU, FL US","19.2","6","19.2",",6","6",",6","6",",6","0",",6","0",",6","3",",6","0",",6","20",",6","0",",6","","","-2.2",",6,22,","19.1",",,6,20,","27.2",",6,13,+","","","95.6",",6","49.6",",,,6","15.87",",6","21.74",",,,6","10.00",",,,6"
"USC00089417","1907-02","30.633333","-85.583333","76.2","WAUSAU, FL US","34.6","6","15.4",",6","4",",6","4",",6","1",",6","0",",6","7",",6","0",",6","19",",6","0",",6","","","-1.7",",6,08,","33.0",",,6,04,","27.8",",6,03,","","","128.0",",6","67.3",",,,6","14.31",",6","21.21",",,,6","7.41",",,,6"
"USC00089417","1907-03","30.633333","-85.583333","76.2","WAUSAU, FL US","121.1","6","86.5","5,6","3",",6","3",",6","0",",6","0","4,6","0","4,6","0","1,6","29","1,6","8","1,6","","","3.3","4,6,04,","22.9",",,6,01,","34.4","1,6,21,","","","15.0","1,6","47.0",",,,6","20.82","5,6","28.41","1,,,6","13.23","4,,,6"
"USC00089417","1907-04","30.633333","-85.583333","76.2","WAUSAU, FL US","146.2","6","25.1","3,6","11",",6","11",",6","2",",6","0","2,6","0","2,6","0","1,6","24","1,6","0","1,6","","","2.8","2,6,13,+","36.8",",,6,21,","30.6","1,6,29,+","","","49.1","1,6","170.1",",,,6","17.33","3,6","23.89","1,,,6","10.76","2,,,6"
"USC00089417","1907-05","30.633333","-85.583333","76.2","WAUSAU, FL US","297.3","6","151.1","2,6","8",",6","6",",6","3",",6","0","2,6","0","2,6","0",",6","31",",6","11",",6","","","9.4","2,6,17,","38.1",",,6,15,","33.3",",6,26,+","","","0.0",",6","127.0",",,,6","23.50","2,6","30.54",",,,6","16.46","2,,,6"
"USC00089417","1907-06","30.633333","-85.583333","76.2","WAUSAU, FL US","509.3","6","212.0",",6","9",",6","9",",6","3",",6","0",",6","0",",6","0",",6","30",",6","21",",6","","","13.3",",6,03,","57.2",",,6,26,","35.0",",6,26,+","","","0.0",",6","148.5",",,,6","25.40",",6","32.24",",,,6","18.56",",,,6"
"USC00089417","1907-07","30.633333","-85.583333","76.2","WAUSAU, FL US","783.8","6","274.5","1,6","18",",6","17",",6","3",",6","0","1,6","0","1,6","0",",6","31",",6","17",",6","","","18.3","1,6,17,","34.3",",,6,14,","38.9",",6,22,","0.0","6","0.0",",6","230.1",",,,6","27.39","1,6","32.72",",,,6","22.06","1,,,6"
"USC00089417","1907-08","30.633333","-85.583333","76.2","WAUSAU, FL US","1077.0","6","293.2",",6","14",",6","11",",6","2",",6","0",",6","0",",6","0",",6","31",",6","23",",6","8","","18.9",",6,10,","40.6",",,6,12,","38.3",",6,31,","0.0","6","0.0",",6","132.1",",,,6","27.79",",6","33.78",",,,6","21.81",",,,6"
"USC00089417","1907-09","30.633333","-85.583333","76.2","WAUSAU, FL US","1309.4","6","232.4",",6","10",",6","10",",6","5",",6","0",",6","0",",6","0",",6","30",",6","14",",6","","","16.1",",6,29,","203.2",",,6,28,","38.3",",6,02,","0.0","6","0.0",",6","509.3",",,,6","26.08",",6","31.61",",,,6","20.55",",,,6"
"USC00089417","1907-10","30.633333","-85.583333","76.2","WAUSAU, FL US","1395.2","6","85.8","1,6","0",",6","0",",6","0",",6","0","1,6","0","1,6","0",",6","31",",6","4",",6","","","2.8","1,6,13,","0.0",",,6,31,+","33.3",",6,05,","35.6","6","35.6",",6","0.0",",,,6","20.00","1,6","27.76",",,,6","12.24","1,,,6"
"USC00089417","1907-11","30.633333","-85.583333","76.2","WAUSAU, FL US","1403.8","6","8.6","3,6","7","1,6","7","1,6","1","1,6","0","3,6","4","3,6","0",",6","16",",6","0",",6","","","-2.2","3,6,13,","27.4","1,,6,18,","27.2",",6,08,","179.0","6","143.4",",6","93.2","1,,,6","13.30","3,6","20.51",",,,6","6.09","3,,,6"
"USC00089417","1907-12","30.633333","-85.583333","76.2","WAUSAU, FL US","1404.1","6","0.3",",6","11",",6","9",",6","4",",6","0",",6","7",",6","0",",6","5",",6","0",",6","","","-6.1",",6,05,","50.3",",,6,13,","25.6",",6,30,","436.5","6","257.5",",6","216.7",",,,6","10.04",",6","16.37",",,,6","3.70",",,,6"
"USC00089417","1908-01","30.633333","-85.583333","76.2","WAUSAU, FL US","0.0","6","0.0","1,6","7",",6","5",",6","1",",6","0","1,6","9","1,6","0",",6","5",",6","0",",6","","","-3.9","1,6,24,+","53.3",",,6,06,","22.8",",6,29,+","681.1","6","244.6",",6","107.9",",,,6","10.20","1,6","17.19",",,,6","3.20","1,,,6"
"USC00089417","1908-02","30.633333","-85.583333","76.2","WAUSAU, FL US","2.2","6","2.2",",6","7",",6","6",",6","1",",6","0",",6","9",",6","0",",6","9",",6","0",",6","","","-6.7",",6,02,","28.4",",,6,18,","25.6",",6,25,","911.4","6","230.3",",6","86.1",",,,6","10.47",",6","18.54",",,,6","2.40",",,,6"
"USC00089417","1908-03","30.633333","-85.583333","76.2","WAUSAU, FL US","68.4","6","66.2",",6","4",",6","4",",6","2",",6","0",",6","0",",6","0",",6","30",",6","1",",6","","","6.7",",6,12,","50.8",",,6,23,","32.2",",6,30,","928.3","6","16.9",",6","123.5",",,,6","19.92",",6","27.07",",,,6","12.77",",,,6"
"USC00089417","1908-04","30.633333","-85.583333","76.2","WAUSAU, FL US","195.0","6","126.6",",6","9",",6","9",",6","3",",6","0",",6","0",",6","0",",6","26",",6","10",",6","","","5.0",",6,30,","67.8",",,6,26,","34.4",",6,10,","952.0","6","23.7",",6","211.2",",,,6","21.77",",6","28.79",",,,6","14.74",",,,6"
"USC00089417","1908-05","30.633333","-85.583333","76.2","WAUSAU, FL US","386.0","6","191.0","1,6","2",",6","2",",6","2",",6","0","1,6","0","1,6","0",",6","31",",6","19",",6","","","9.4","1,6,08,","53.3",",,6,06,","36.7",",6,31,","953.1","6","1.1",",6","94.4",",,,6","24.51","1,6","31.81",",,,6","17.21","1,,,6"
"USC00089417","1908-06","30.633333","-85.583333","76.2","WAUSAU, FL US","633.4","6","247.4",",6","11",",6","9",",6","2",",6","0",",6","0",",6","0",",6","30",",6","27",",6","","","16.1",",6,27,","42.9",",,6,24,","36.7",",6,21,+","953.1","6","0.0",",6","164.2",",,,6","26.58",",6","33.79",",,,6","19.36",",,,6"
"USC00089417","1908-07","30.633333","-85.583333","76.2","WAUSAU, FL US","926.2","6","292.8",",6","10",",6","7",",6","3",",6","0",",6","0",",6","0",",6","31",",6","29",",6","","","20.0",",6,08,+","67.3",",,6,25,","37.2",",6,16,","0.0","6","0.0",",6","210.0",",,,6","27.78",",6","34.03",",,,6","21.53",",,,6"
"USC00089417","1908-08","30.633333","-85.583333","76.2","WAUSAU, FL US","1227.5","6","301.3",",6","4",",6","4",",6","2",",6","0",",6","0",",6","0",",6","31",",6","25",",6","","","16.7",",6,28,","26.4",",,6,09,","37.8",",6,16,+","0.0","6","0.0",",6","86.4",",,,6","28.05",",6","34.67",",,,6","21.44",",,,6"
"USC00089417","1908-09","30.633333","-85.583333","76.2","WAUSAU, FL US","1427.4","6","199.9",",6","5",",6","5",",6","2",",6","0",",6","0",",6","0",",6","30",",6","12",",6","","","8.9",",6,29,","26.7",",,6,20,+","35.0",",6,14,+","0.0","6","0.0",",6","73.5",",,,6","25.00",",6","31.14",",,,6","18.86",",,,6"
"USC00089417","1908-10","30.633333","-85.583333","76.2","WAUSAU, FL US","1454.3","6","26.9",",6","3",",6","3",",6","1",",6","0",",6","0",",6","0",",6","30",",6","2",",6","","","3.3",",6,29,","50.0",",,6,08,","32.8",",6,21,","27.8","6","27.8",",6","58.9",",,,6","18.30",",6","27.47",",,,6","9.14",",,,6"
"USC00089417","1908-11","30.633333","-85.583333","76.2","WAUSAU, FL US","1478.9","6","24.6",",6","0",",6","0",",6","0",",6","0",",6","4",",6","0",",6","25",",6","0",",6","","","-2.8",",6,15,","0.0",",,6,30,+","31.1",",6,26,","116.3","6","88.5",",6","0.0",",,,6","16.20",",6","24.61",",,,6","7.79",",,,6"
"USC00089417","1908-12","30.633333","-85.583333","76.2","WAUSAU, FL US","1481.6","6","2.7","1,6","4",",6","4",",6","0",",6","0","1,6","2","1,6","0",",6","28",",6","0",",6","","","-2.2","1,6,09,+","10.2",",,6,30,","28.9",",6,24,","223.8","6","107.5",",6","26.7",",,,6","14.88","1,6","24.19",",,,6","5.57","1,,,6"
"USC00089417","1909-01","30.633333","-85.583333","76.2","WAUSAU, FL US","8.1","6","8.1","1,6","3",",6","2",",6","0",",6","0","1,6","5","1,6","0",",6","22",",6","0",",6","","","-7.2","1,6,30,","14.0",",,6,13,","27.8",",6,25,","365.5","6","141.7",",6","21.7",",,,6","13.89","1,6","21.65",",,,6","6.13","1,,,6"
"USC00089417","1909-02","30.633333","-85.583333","76.2","WAUSAU, FL US","12.3","6","4.2",",6","5",",6","4",",6","1",",6","0",",6","9",",6","0",",6","19",",6","0",",6","","","-6.1",",6,01,","102.9",",,6,15,","27.8",",6,20,","522.1","6","156.6",",6","130.9",",,,6","12.89",",6","21.95",",,,6","3.83",",,,6"
"USC00089417","1909-03","30.633333","-85.583333","76.2","WAUSAU, FL US","26.7","6","14.4",",6","3",",6","3",",6","2",",6","0",",6","0",",6","0",",6","28",",6","0",",6","","","1.1",",6,15,","50.8",",,6,25,","28.9",",6,09,","591.0","6","68.9",",6","92.7",",,,6","16.57",",6","24.57",",,,6","8.58",",,,6"
"USC00089417","1909-04","30.633333","-85.583333","76.2","WAUSAU, FL US","105.2","6","78.5",",6","6",",6","6",",6","3",",6","0",",6","0",",6","0",",6","26",",6","1",",6","","","2.2",",6,09,","40.6",",,6,26,","32.8",",6,19,","623.0","6","32.0",",6","156.1",",,,6","19.88",",6","27.03",",,,6","12.74",",,,6"
"USC00089417","1909-05","30.633333","-85.583333","76.2","WAUSAU, FL US","270.6","6","165.4",",6","3",",6","3",",6","2",",6","0",",6","0",",6","0",",6","29",",6","15",",6","","","5.6",",6,03,","50.8",",,6,25,","35.0",",6,31,","637.8","6","14.8",",6","120.6",",,,6","23.19",",6","30.72",",,,6","15.66",",,,6"
"USC00089417","1909-06","30.633333","-85.583333","76.2","WAUSAU, FL US","550.9","6","280.3",",6","8",",6","8",",6","4",",6","0",",6","0",",6","0",",6","30",",6","24",",6","","","18.9",",6,08,","41.9",",,6,22,","37.2",",6,17,","637.8","6","0.0",",6","159.2",",,,6","27.68",",6","33.91",",,,6","21.44",",,,6"
"USC00089417","1909-07","30.633333","-85.583333","76.2","WAUSAU, FL US","846.0","6","295.1","1,6","11",",6","11",",6","2",",6","0","1,6","0","1,6","0",",6","31",",6","27",",6","","","15.6","1,6,25,","50.8",",,6,08,","37.8",",6,04,","0.0","6","0.0",",6","152.3",",,,6","28.17","1,6","34.13",",,,6","22.20","1,,,6"
"USC00089417","1909-08","30.633333","-85.583333","76.2","WAUSAU, FL US","1167.4","6","321.4",",6","6",",6","6",",6","1",",6","0",",6","0",",6","0",",6","31",",6","28",",6","","","20.6",",6,28,+","27.9",",,6,19,","39.4",",6,18,","0.0","6","0.0",",6","97.0",",,,6","28.70",",6","34.88",",,,6","22.53",",,,6"
"USC00089417","1909-09","30.633333","-85.583333","76.2","WAUSAU, FL US","1390.9","6","223.5","1,6","6",",6","5",",6","0",",6","0",",6","0",",6","0","1,6","29","1,6","21","1,6","","","7.2",",6,29,","24.6",",,6,23,","36.7","1,6,12,+","2.0","6","2.0","1,6","70.3",",,,6","25.99","1,6","32.92","1,,,6","19.06",",,,6"
"USC00089417","1909-10","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","0",",6","0",",6","0",",6","0",",","0",",6","","","","","","","","","1.1",",6,24,","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","12.03",",,,6"
"USC00089417","1909-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","1",",6","0",",6","0",",6","0",",","2",",6","","","","","","","","","-1.7",",6,19,+","2.0",",,6,16,","","","","","","","2.0",",,,6","","","","","8.14",",,,6"
"USC00089417","1909-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","10",",6","10",",6","2",",6","0",",6","15",",6","","","","","","","","","-8.9",",6,30,","52.8",",,6,12,","","","","","","","189.1",",,,6","","","","","2.18",",,,6"
"USC00089417","1910-01","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","21.1",",,6,21,","","","","","","","67.6",",,,6","","","","","",""
"USC00089417","1910-02","30.633333","-85.583333","76.2","WAUSAU, FL US","","","0.0",",6","10",",6","7",",6","3",",6","0",",6","8",",6","0",",6","6",",6","0",",6","","","-5.0",",6,05,","37.8",",,6,22,","26.1",",6,28,","","","190.8",",6","145.8",",,,6","11.52",",6","18.18",",,,6","4.86",",,,6"
"USC00089417","1910-03","30.633333","-85.583333","76.2","WAUSAU, FL US","","","45.9","1,6","4",",6","4",",6","1",",6","0","1,6","1","1,6","0",",6","28",",6","1",",6","","","0.0","1,6,15,","25.4",",,6,02,","33.9",",6,27,","","","51.8",",6","78.2",",,,6","18.03","1,6","26.76",",,,6","9.30","1,,,6"
"USC00089417","1910-04","30.633333","-85.583333","76.2","WAUSAU, FL US","","","55.1",",6","5",",6","5",",6","2",",6","0",",6","0",",6","0",",6","25",",6","2",",6","","","2.2",",6,26,","61.0",",,6,17,","32.8",",6,11,","","","43.7",",6","137.1",",,,6","18.72",",6","27.00",",,,6","10.43",",,,6"
"USC00089417","1910-05","30.633333","-85.583333","76.2","WAUSAU, FL US","","","151.7",",6","4",",6","4",",6","0",",6","0",",6","0",",6","0",",6","31",",6","13",",6","","","9.4",",6,09,","7.6",",,6,08,","36.7",",6,19,","","","0.0",",6","17.7",",,,6","23.23",",6","31.34",",,,6","15.11",",,,6"
"USC00089417","1910-06","30.633333","-85.583333","76.2","WAUSAU, FL US","","","216.5","1,6","15",",6","15",",6","5",",6","0","1,6","0","1,6","0",",6","30",",6","19",",6","","","15.6","1,6,21,","27.7",",,6,12,","37.2",",6,18,","","","0.0",",6","221.2",",,,6","25.84","1,6","32.41",",,,6","19.27","1,,,6"
"USC00089417","1910-07","30.633333","-85.583333","76.2","WAUSAU, FL US","","","294.1",",6","20",",6","19",",6","5",",6","0",",6","0",",6","0",",6","31",",6","26",",6","","","16.1",",6,02,","51.1",",,6,09,","37.2",",6,30,+","0.0","6","0.0",",6","373.5",",,,6","27.82",",6","34.48",",,,6","21.16",",,,6"
"USC00089417","1911-01","30.633333","-85.583333","76.2","WAUSAU, FL US","6.7","6","6.7","2,6","1",",6","1",",6","1",",6","0",",6","7",",6","0","2,6","18","2,6","0","2,6","","","-7.2",",6,02,","91.4",",,6,03,","27.8","2,6,21,+","","","154.2","2,6","91.4",",,,6","13.23","2,6","21.44","2,,,6","5.01",",,,6"
"USC00089417","1911-02","30.633333","-85.583333","76.2","WAUSAU, FL US","40.0","6","33.3","1,6","1",",6","1",",6","0",",6","0",",6","4",",6","0","1,6","22","1,6","0","1,6","","","-4.4",",6,23,","15.2",",,6,11,","29.4","1,6,14,","","","65.8","1,6","15.2",",,,6","16.93","1,6","24.77","1,,,6","9.09",",,,6"
"USC00089417","1911-03","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","4",",6","3",",6","1",",6","","","","","0",",6","28",",6","3",",6","","","","","33.8",",,6,23,","33.9",",6,08,","","","","","68.3",",,,6","","","25.85",",,,6","",""
"USC00089417","1911-04","30.633333","-85.583333","76.2","WAUSAU, FL US","","","77.9",",6","5",",6","5",",6","2",",6","0",",6","0",",6","0",",6","27",",6","1",",6","","","7.2",",6,24,+","48.8",",,6,05,","32.2",",6,06,","","","8.4",",6","120.6",",,,6","20.65",",6","27.58",",,,6","13.73",",,,6"
"USC00089417","1911-05","30.633333","-85.583333","76.2","WAUSAU, FL US","","","178.9","1,6","7",",6","6",",6","0",",6","0","1,6","0","1,6","0",",6","31",",6","23",",6","","","6.1","1,6,09,","15.2",",,6,23,","37.2",",6,31,+","","","2.5",",6","57.7",",,,6","24.27","1,6","33.34",",,,6","15.20","1,,,6"
"USC00089417","1911-06","30.633333","-85.583333","76.2","WAUSAU, FL US","","","284.7",",6","10",",6","8",",6","4",",6","0",",6","0",",6","0",",6","30",",6","25",",6","","","16.7",",6,14,","66.0",",,6,05,","38.3",",6,16,+","","","0.0",",6","219.7",",,,6","27.82",",6","34.77",",,,6","20.88",",,,6"
"USC00089417","1911-07","30.633333","-85.583333","76.2","WAUSAU, FL US","","","262.6",",6","11",",6","10",",6","3",",6","0",",6","0",",6","0",",6","31",",6","24",",6","","","14.4",",6,28,","50.3",",,6,02,","36.7",",6,26,","0.0","6","0.0",",6","182.7",",,,6","26.80",",6","32.95",",,,6","20.66",",,,6"
"USC00089417","1911-08","30.633333","-85.583333","76.2","WAUSAU, FL US","","","288.2",",6","14",",6","13",",6","5",",6","0",",6","0",",6","0",",6","31",",6","29",",6","","","18.3",",6,24,+","43.2",",,6,20,","36.7",",6,28,+","0.0","6","0.0",",6","289.0",",,,6","27.63",",6","34.02",",,,6","21.24",",,,6"
"USC00089417","1911-09","30.633333","-85.583333","76.2","WAUSAU, FL US","","","293.5",",6","8",",6","7",",6","2",",6","0",",6","0",",6","0",",6","30",",6","29",",6","","","18.3",",6,20,","78.7",",,6,09,","37.8",",6,14,","0.0","6","0.0",",6","184.8",",,,6","28.12",",6","34.65",",,,6","21.58",",,,6"
"USC00089417","1911-10","30.633333","-85.583333","76.2","WAUSAU, FL US","","","150.4",",6","5",",6","5",",6","2",",6","0",",6","0",",6","0",",6","31",",6","10",",6","","","6.1",",6,25,","41.9",",,6,17,","36.7",",6,07,+","10.3","6","10.3",",6","91.1",",,,6","22.85",",6","29.82",",,,6","15.88",",,,6"
"USC00089417","1911-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","17.6",",6","6",",6","4",",6","1",",6","0",",6","6",",6","0",",6","20",",6","0",",6","","","-3.9",",6,30,","66.0",",,6,28,","28.9",",6,17,+","158.8","6","148.5",",6","86.6",",,,6","13.97",",6","21.74",",,,6","6.20",",,,6"
"USC00089417","1911-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","2.5",",6","4",",6","4",",6","3",",6","0",",6","7",",6","0",",6","14",",6","0",",6","","","-5.6",",6,01,","96.5",",,6,21,","26.7",",6,11,","312.0","6","153.2",",6","224.5",",,,6","13.47",",6","19.83",",,,6","7.12",",,,6"
