"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00208302","1915-05","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","20.8",",,6,28,","","","","","87.0",",,,6","","","","","","","",""
"USC00208302","1915-06","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","15",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","12.4",",,6,16,","","","","","61.4",",,,6","","","","","","","",""
"USC00208302","1915-07","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","17",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","27.7",",,6,28,","","","","","76.6",",,,6","","","","","","","",""
"USC00208302","1915-08","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12","1,6","10","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","22.6","1,,6,01,","","","","","98.1","1,,,6","","","","","","","",""
"USC00208302","1915-09","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","13",",6","9",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","53.3",",,6,10,","","","","","201.4",",,,6","","","","","","","",""
"USC00208302","1915-10","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","8",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","0",",,6,31,+","15.0",",,6,18,","","","","","34.7",",,,6","0",",,,6","","","","","",""
"USC00208302","1915-11","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","14",",6","9",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","25",",,6,30,+","11.4",",,6,18,","","","","","46.0",",,,6","101",",,,6","","","","","",""
"USC00208302","1915-12","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","10",",6","6",",6","0",",6","","","5",",6","","","","","","","","","","","","","","","","","102",",,6,25,","10.2",",,6,25,","","","","","31.0",",,,6","280",",,,6","","","","","",""
"USC00208302","1916-01","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","18",",6","9",",6","1",",6","9",",6","5",",6","","","","","","","","","","","","","","","178",",,6,19,+","51",",,6,17,+","25.4",",,6,21,","","","","","100.4",",,,6","203",",,,6","","","","","",""
"USC00208302","1916-02","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","11",",6","6",",6","0",",6","22","2,6","5","1,6","","","","","","","","","","","","","","","178","2,,6,15,+","64","1,,6,05,","6.9",",,6,23,","","","","","30.5",",,,6","236","1,,,6","","","","","",""
"USC00208302","1916-03","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12",",6","5",",6","0",",6","9",",6","3",",6","","","","","","","","","","","","","","","178",",,6,22,","178",",,6,22,","20.8",",,6,27,","","","","","57.5",",,,6","306",",,,6","","","","","",""
"USC00208302","1916-04","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","16",",6","7",",6","0",",6","0","3,6","0",",6","","","","","","","","","","","","","","","0","3,,6,30,+","13",",,6,06,","13.0",",,6,19,","","","","","53.4",",,,6","13",",,,6","","","","","",""
"USC00208302","1916-05","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","13",",6","8",",6","0",",6","0","3,6","0","3,6","","","","","","","","","","","","","","","0","3,,6,31,+","0","3,,6,31,+","22.6",",,6,10,","","","","","82.7",",,,6","0","3,,,6","","","","","",""
"USC00208302","1916-06","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","16",",6","12",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","16.3",",,6,26,","","","","","100.7",",,,6","","","","","","","",""
"USC00208302","1916-07","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","15.2",",,6,20,","","","","","22.1",",,,6","","","","","","","",""
"USC00208302","1916-08","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","20.1",",,6,08,","","","","","32.5",",,,6","","","","","","","",""
"USC00208302","1916-09","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","46.5",",,6,05,","","","","","100.1",",,,6","","","","","","","",""
"USC00208302","1916-10","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","14",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","21.8",",,6,19,","","","","","77.6",",,,6","","","","","","","",""
"USC00208302","1916-11","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12",",6","8",",6","0",",6","","","4",",6","","","","","","","","","","","","","","","","","38",",,6,25,+","20.1",",,6,23,","","","","","57.0",",,,6","126",",,,6","","","","","",""
"USC00208302","1916-12","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","15",",6","9",",6","0",",6","23",",6","6",",6","","","","","","","","","","","","","","","254",",,6,26,+","51",",,6,24,+","16.3",",,6,08,","","","","","64.2",",,,6","290",",,,6","","","","","",""
"USC00208302","1917-01","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","11",",6","3",",6","0",",6","26",",6","6",",6","","","","","","","","","","","","","","","203",",,6,26,+","64",",,6,12,","13.7",",,6,05,","","","","","32.2",",,,6","215",",,,6","","","","","",""
"USC00208302","1917-02","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","13",",6","4",",6","0",",6","28",",6","7",",6","","","","","","","","","","","","","","","432",",,6,15,+","152",",,6,04,","7.6",",,6,04,","","","","","23.7",",,,6","441",",,,6","","","","","",""
"USC00208302","1917-03","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","11",",6","8",",6","0",",6","17",",6","3",",6","","","","","","","","","","","","","","","127",",,6,01,","102",",,6,13,","17.8",",,6,31,","","","","","70.9",",,,6","204",",,,6","","","","","",""
"USC00208302","1917-04","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12",",6","9",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",T,6,14,","19.1",",,6,05,","","","","","72.7",",,,6","0",",T,,6","","","","","",""
"USC00208302","1917-05","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","11",",6","5",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",T,6,23,","13.7",",,6,21,","","","","","51.4",",,,6","0",",T,,6","","","","","",""
"USC00208302","1917-06","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12",",6","7",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","32.0",",,6,23,","","","","","112.8",",,,6","0",",,,6","","","","","",""
"USC00208302","1917-07","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","8",",6","7",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","35.6",",,6,01,","","","","","91.3",",,,6","0",",,,6","","","","","",""
"USC00208302","1917-08","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","8",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","3.6",",,6,24,","","","","","14.3",",,,6","","","","","","","",""
"USC00208302","1917-09","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","24.1",",,6,05,","","","","","39.6",",,,6","","","","","","","",""
"USC00208302","1917-10","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","20",",6","13",",6","0",",6","2",",6","1",",6","","","","","","","","","","","","","","","51",",,6,30,","38",",,6,30,","20.3",",,6,18,","","","","","113.2",",,,6","38",",,,6","","","","","",""
"USC00208302","1917-11","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","4",",6","4",",6","0",",6","0",",6","1",",6","","","","","","","","","","","","","","","0",",T,6,28,+","38",",,6,27,","9.4",",,6,22,","","","","","24.6",",,,6","38",",,,6","","","","","",""
"USC00208302","1917-12","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","6",",6","6",",6","0",",6","13",",6","5",",6","","","","","","","","","","","","","","","279",",,6,16,+","102",",,6,10,","10.2",",,6,10,","","","","","32.1",",,,6","293",",,,6","","","","","",""
"USC00208302","1918-01","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","17",",6","12",",6","0",",6","31",",6","17",",6","","","","","","","","","","","","","","","1092",",,6,31,+","127",",,6,06,","6.4",",,6,06,","","","","","54.7",",,,6","1091",",,,6","","","","","",""
"USC00208302","1918-02","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","11",",6","9",",6","1",",6","24",",6","3",",6","","","","","","","","","","","","","","","1016",",,6,01,","51",",,6,28,+","25.4",",,6,12,","","","","","81.1",",,,6","153",",,,6","","","","","",""
"USC00208302","1918-03","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","3",",6","3",",6","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","25",",,6,01,","0",",T,6,10,","64.8",",,6,14,","","","","","128.8",",,,6","0",",T,,6","","","","","",""
"USC00208302","1918-04","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","12",",6","5",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",T,6,23,","12.2",",,6,17,+","","","","","53.0",",,,6","0",",T,,6","","","","","",""
"USC00208302","1918-05","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","11",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","14.2",",,6,20,","","","","","55.5",",,,6","","","","","","","",""
"USC00208302","1918-07","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","13.5",",,6,16,","","","","","28.0",",,,6","","","","","","","",""
"USC00208302","1918-08","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","7",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","30.2",",,6,28,","","","","","51.0",",,,6","","","","","","","",""
"USC00208302","1918-09","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","20.3",",,6,04,","","","","","42.5",",,,6","","","","","","","",""
"USC00208302","1918-10","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","31.5",",,6,24,","","","","","77.4",",,,6","","","","","","","",""
"USC00208302","1918-11","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","9",",6","8",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","22.4",",,6,08,","","","","","74.9",",,,6","0",",,,6","","","","","",""
"USC00208302","1918-12","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","13",",6","11",",6","0",",6","9",",6","3",",6","","","","","","","","","","","","","","","76",",,6,30,+","64",",,6,24,","18.3",",,6,10,","","","","","83.1",",,,6","127",",,,6","","","","","",""
"USC00208302","1919-01","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","8",",6","3",",6","0",",6","17",",6","2",",6","","","","","","","","","","","","","","","152",",,6,10,+","30",",,6,03,","6.6",",,6,01,","","","","","18.2",",,,6","105",",,,6","","","","","",""
"USC00208302","1919-02","42.533333","-85.866667","212.8","TROWBRIDGE DAM, MI US","","","","","8",",6","4",",6","1",",6","5",",6","3",",6","","","","","","","","","","","","","","","51",",,6,27,+","33",",,6,25,","30.5",",,6,22,","","","","","45.4",",,,6","103",",,,6","","","","","",""
