"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00451350","1959-03","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","2,0","4",",0","2",",0","0",",0","8",",0","1",",0","0","2,0","16","2,0","0",",0","0",",0","0",",0","","","","","-2.8","2,0,02,","152",",,0,01,","25",",,0,30,","11.9",",,0,26,","16.1",",0,25,","2885.5","0","367.8",",0","20.9",",,,0","25",",,,0","5.62","2,0","11.00",",,,0","0.23","2,,,0","",""
"USC00451350","1959-04","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","1,0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","5",",0","0",",0","","","","","0.0","1,0,09,+","0",",,0,30,+","0",",,0,30,+","2.3",",,0,17,","22.2",",0,22,","3097.5","0","212.0",",0","5.3",",,,0","0",",,,0","10.99","1,0","17.76",",,,0","4.23","1,,,0","",""
"USC00451350","1959-05","47.83426","-120.00021","363.9","CHELAN, WA US","","","3.0","0","3.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","1","","1.1",",0,11,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,16,","27.8",",0,14,","3257.4","0","159.9",",0","18.4",",,,0","0",",,,0","13.27",",0","19.27",",,,0","7.27",",,,0","",""
"USC00451350","1959-06","47.83426","-120.00021","363.9","CHELAN, WA US","","","43.3","0","40.3",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","3","","8.9",",0,17,+","0",",,0,30,+","0",",,0,30,+","2.0",",,0,28,","30.6",",0,20,+","3293.7","0","36.3",",0","5.9",",,,0","0",",,,0","18.47",",0","24.37",",,,0","12.57",",,,0","",""
"USC00451350","1959-07","47.83426","-120.00021","363.9","CHELAN, WA US","","","199.9","0","156.6","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","30","1,0","17","1,0","","","","","10.6","1,0,27,","0","1,,0,31,+","0","1,,0,31,+","0.0","1,,0,31,+","38.9","1,0,23,+","5.2","0","5.2","1,0","0.0","1,,,0","0","1,,,0","23.38","1,0","31.05","1,,,0","15.71","1,,,0","",""
"USC00451350","1959-08","47.83426","-120.00021","363.9","CHELAN, WA US","","","284.0","0","84.1","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","5",",0","","","","","8.3","1,0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","33.9",",0,02,+","13.3","0","8.1",",0","0.0",",T,,0","0",",,,0","20.83","1,0","27.47",",,,0","14.19","1,,,0","",""
"USC00451350","1959-09","47.83426","-120.00021","363.9","CHELAN, WA US","","","294.2","0","10.2",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","2","","5.0",",0,17,","0",",,0,30,+","0",",,0,30,+","19.6",",,0,14,","29.4",",0,13,","112.9","0","99.6",",0","62.6",",,,0","0",",,,0","15.35",",0","20.79",",,,0","9.91",",,,0","",""
"USC00451350","1959-10","47.83426","-120.00021","363.9","CHELAN, WA US","","","294.2","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","2","","","","-0.6",",0,30,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,11,","22.8",",0,15,","375.5","0","262.6",",0","31.9",",,,0","0",",,,0","9.86",",0","14.94",",,,0","4.79",",,,0","",""
"USC00451350","1959-11","47.83426","-120.00021","363.9","CHELAN, WA US","","","294.2","0","0.0","1,0","6",",0","3",",0","0",",0","4",",0","0",",0","0","1,0","20","1,0","7",",0","0",",0","0",",0","2","","","","-15.0","1,0,16,","25",",,0,18,+","18",",,0,18,","10.2",",,0,21,","17.8",",0,25,+","858.9","0","483.4",",0","20.0",",,,0","31",",,,0","1.67","1,0","5.95",",,,0","-2.61","1,,,0","",""
"USC00451350","1959-12","47.83426","-120.00021","363.9","CHELAN, WA US","","","294.2","0","0.0",",0","5",",0","1",",0","0",",0","10","1,0","1",",0","0",",0","25",",0","8",",0","0",",0","0",",0","10","","","","-6.1",",0,27,+","25","1,,0,31,+","38",",,0,24,","8.1",",,0,24,","7.8",",0,16,","1422.6","0","563.7",",0","13.3",",,,0","82",",,,0","0.15",",0","2.31",",,,0","-2.01",",,,0","",""
"USC00451350","1960-01","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","3,0","7",",0","2",",0","0",",0","31",",0","3",",0","0","3,0","28","3,0","21",",0","0",",0","0",",0","5","","","","-13.9","3,0,19,","102",",,0,24,+","76",",,0,29,+","5.8",",,0,29,","7.2",",0,31,","2043.4","0","620.8",",0","12.3",",,,0","242",",,,0","-3.86","3,0","-1.39",",,,0","-6.33","3,,,0","",""
"USC00451350","1960-02","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","1,0","5",",0","3",",0","0",",0","9",",0","3",",0","0","1,0","26","1,0","2",",0","0",",0","0",",0","2","","","","-9.4","1,0,29,+","102",",,0,02,","89",",,0,02,","18.0",",,0,02,","8.9",",0,22,+","2525.1","0","481.7",",0","37.9",",,,0","191",",,,0","1.11","1,0","5.00",",,,0","-2.78","1,,,0","",""
"USC00451350","1960-03","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","1,0","6",",0","2",",0","0",",0","5",",0","3",",0","0","1,0","16","1,0","4",",0","0",",0","0",",0","1","","","","-12.8","1,0,04,","102",",,0,04,","89",",,0,04,","3.3",",,0,07,","18.3",",0,27,","2948.5","0","423.4",",0","10.7",",,,0","186",",,,0","4.22","1,0","9.32",",,,0","-0.88","1,,,0","",""
"USC00451350","1960-04","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","","","","","0.0",",0,12,+","0",",,0,30,+","0",",,0,30,+","17.8",",,0,23,","22.8",",0,30,","3202.0","0","253.5",",0","41.4",",,,0","0",",,,0","9.88",",0","15.83",",,,0","3.93",",,,0","",""
"USC00451350","1960-05","47.83426","-120.00021","363.9","CHELAN, WA US","","","5.1","0","5.1",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","4","","1.7",",0,22,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,25,","28.9",",0,12,","3354.1","0","152.1",",0","31.9",",,,0","0",",,,0","13.59",",0","19.35",",,,0","7.82",",,,0","",""
"USC00451350","1960-06","47.83426","-120.00021","363.9","CHELAN, WA US","","","53.1","0","48.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","1","","7.2",",0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,22,+","33.3",",0,29,","3378.0","0","23.9",",0","0.0",",T,,0","0",",,,0","19.14",",0","25.94",",,,0","12.33",",,,0","",""
"USC00451350","1960-07","47.83426","-120.00021","363.9","CHELAN, WA US","","","271.7","0","218.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","12.8",",0,12,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,31,","39.4",",0,30,","0.0","0","0.0",",0","1.3",",,,0","0",",,,0","25.39",",0","33.06",",,,0","17.71",",,,0","",""
"USC00451350","1960-08","47.83426","-120.00021","363.9","CHELAN, WA US","","","386.4","0","114.7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","1","","5.6",",0,22,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,15,","37.8",",0,12,","21.1","0","21.1",",0","4.4",",,,0","0",",,,0","21.35",",0","28.03",",,,0","14.68",",,,0","",""
"USC00451350","1960-09","47.83426","-120.00021","363.9","CHELAN, WA US","","","403.3","0","16.9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","4.4",",0,06,","0",",,0,30,+","0",",,0,30,+","1.8",",,0,05,","31.7",",0,15,","89.7","0","68.6",",0","2.8",",,,0","0",",,,0","16.61",",0","23.99",",,,0","9.23",",,,0","",""
"USC00451350","1960-10","47.83426","-120.00021","363.9","CHELAN, WA US","","","403.3","0","0.0","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","4",",0","0",",0","","","","","-0.6","1,0,29,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,07,","26.7",",0,01,","312.8","0","223.1",",0","10.0",",,,0","0",",,,0","11.00","1,0","16.88",",,,0","5.13","1,,,0","",""
"USC00451350","1960-11","47.83426","-120.00021","363.9","CHELAN, WA US","","","403.3","0","0.0",",0","11",",0","6",",0","0",",0","8",",0","4",",0","0",",0","20",",0","1",",0","0",",0","0",",0","3","","","","-5.0",",0,27,","102",",,0,24,","102",",,0,24,","15.7",",,0,24,","13.9",",0,02,","767.7","0","454.9",",0","45.6",",,,0","203",",,,0","3.17",",0","7.01",",,,0","-0.67",",,,0","",""
"USC00451350","1960-12","47.83426","-120.00021","363.9","CHELAN, WA US","","","403.3","0","0.0","1,0","6",",0","2",",0","0",",0","31",",0","5",",0","0","1,0","30","1,0","20",",0","0",",0","0",",0","6","","","","-7.8","1,0,29,","127",",,0,31,+","76",",,0,18,","13.0",",,0,02,","6.7",",0,03,","1391.8","0","624.1",",0","26.1",",,,0","215",",,,0","-2.49","1,0","-0.34",",,,0","-4.65","1,,,0","",""
"USC00451350","1961-01","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","1,0","9",",0","2",",0","0",",0","17",",0","3",",0","0","1,0","26","1,0","12",",0","0",",0","0",",0","7","","","","-8.3","1,0,02,","152",",,0,05,","38",",,0,30,+","5.3",",,0,06,","11.7",",0,15,","1962.6","0","570.8",",0","14.8",",,,0","147",",,,0","-0.76","1,0","1.56",",,,0","-3.07","1,,,0","",""
"USC00451350","1961-02","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","1,0","13",",0","7",",0","0",",0","6",",0","3",",0","0","1,0","15","1,0","0",",0","0",",0","0",",0","4","","","","-2.8","1,0,18,","76",",,0,17,","76",",,0,17,","9.7",",,0,10,","16.1",",0,21,","2360.6","0","398.0",",0","50.4",",,,0","227",",,,0","3.57","1,0","7.08",",,,0","0.07","1,,,0","",""
"USC00451350","1961-03","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","3,0","13",",0","5",",0","0",",0","2",",0","3",",0","0","3,0","10","3,0","0",",0","0",",0","0",",0","2","","","","-6.1","3,0,03,","102",",,0,06,","102",",,0,06,","10.2",",,0,13,","16.7",",0,26,","2711.9","0","351.3",",0","46.3",",,,0","222",",,,0","5.66","3,0","10.20",",,,0","1.12","3,,,0","",""
"USC00451350","1961-04","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","1,0","6",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","6","1,0","0",",0","1",",0","0",",0","","","1","","-0.6","1,0,20,+","0",",,0,30,+","0",",,0,30,+","3.3",",,0,29,","22.8",",0,28,","2950.3","0","238.4",",0","10.2",",,,0","0",",,,0","10.04","1,0","15.74",",,,0","4.34","1,,,0","",""
"USC00451350","1961-05","47.83426","-120.00021","363.9","CHELAN, WA US","","","8.3","0","8.3",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","1","","1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,10,","30.6",",0,21,","3083.9","0","133.6",",0","18.9",",,,0","0",",,,0","14.29",",0","20.37",",,,0","8.21",",,,0","",""
"USC00451350","1961-06","47.83426","-120.00021","363.9","CHELAN, WA US","","","117.0","0","108.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","","","3","","8.9",",0,08,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,07,","36.7",",0,17,","3096.7","0","12.8",",0","14.3",",,,0","0",",,,0","21.53",",0","29.02",",,,0","14.04",",,,0","",""
"USC00451350","1961-07","47.83426","-120.00021","363.9","CHELAN, WA US","","","292.2","0","175.2",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","5","","10.0",",0,02,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,06,","37.8",",0,13,","0.3","0","0.3",",0","3.2",",,,0","0",",,,0","23.98",",0","31.46",",,,0","16.49",",,,0","",""
"USC00451350","1961-08","47.83426","-120.00021","363.9","CHELAN, WA US","","","475.5","0","183.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","1","","11.7",",0,11,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,15,","37.2",",0,04,","0.3","0","0.0",",0","2.0",",,,0","0",",,,0","24.25",",0","32.07",",,,0","16.42",",,,0","",""
"USC00451350","1961-09","47.83426","-120.00021","363.9","CHELAN, WA US","","","489.9","0","14.4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","3.9",",0,26,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,01,","31.7",",0,05,","89.2","0","88.9",",0","1.4",",,,0","0",",,,0","15.85",",0","22.85",",,,0","8.85",",,,0","",""
"USC00451350","1961-10","47.83426","-120.00021","363.9","CHELAN, WA US","","","489.9","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","4",",0","0",",0","","","","","-0.6",",0,29,","0",",,0,31,+","0",",T,0,22,","7.1",",,0,27,","22.8",",0,06,","358.9","0","269.7",",0","10.2",",,,0","0",",T,,0","9.63",",0","15.55",",,,0","3.72",",,,0","",""
"USC00451350","1961-11","47.83426","-120.00021","363.9","CHELAN, WA US","","","489.9","0","0.0","4,0","6",",0","3",",0","0",",0","9",",0","2",",0","0","4,0","22","4,0","5",",0","0",",0","0",",0","2","","","","-11.1","4,0,26,","330",",,0,22,","330",",,0,22,","17.0",",,0,22,","12.2",",0,12,","810.1","0","451.2",",0","27.1",",,,0","401",",,,0","0.82","4,0","4.92",",,,0","-3.29","4,,,0","",""
"USC00451350","1961-12","47.83426","-120.00021","363.9","CHELAN, WA US","","","489.9","0","0.0",",0","10",",0","2",",0","0",",0","31",",0","7",",0","0",",0","30",",0","12",",0","0",",0","0",",0","1","","","","-10.6",",0,11,","330",",,0,19,","165",",,0,17,","14.0",",,0,17,","8.9",",0,25,+","1434.5","0","624.4",",0","36.0",",,,0","504",",,,0","-1.81",",0","1.20",",,,0","-4.82",",,,0","",""
"USC00451350","1962-01","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","2,0","5",",0","1",",0","0",",0","31",",0","2",",0","0","2,0","24","2,0","18",",0","0",",0","0",",0","5","","","","-17.2","2,0,21,","178",",,0,25,+","51",",,0,17,","3.3",",,0,03,","12.8",",0,28,+","2074.0","0","639.5",",0","6.6",",,,0","76",",,,0","-3.80","2,0","-0.65",",,,0","-6.95","2,,,0","",""
"USC00451350","1962-02","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00451350","1962-03","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","0.0","1,0","9",",0","4",",0","0",",0","10",",0","5",",0","0","1,0","23","1,0","3",",0","0",",0","0",",0","1","","","","-8.9","1,0,01,","102",",,0,09,","102",",,0,09,","5.3",",,0,05,","16.7",",0,31,","","","443.1",",0","23.3",",,,0","415",",,,0","3.46","1,0","8.56",",,,0","-1.65","1,,,0","",""
"USC00451350","1962-04","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","1","","-0.6",",0,08,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,27,","25.0",",0,19,","","","203.4",",0","29.0",",,,0","0",",,,0","11.55",",0","18.48",",,,0","4.63",",,,0","",""
"USC00451350","1962-05","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","0.9",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","1","","0.0",",0,04,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,25,","25.6",",0,28,","","","156.1",",0","35.4",",,,0","0",",,,0","13.33",",0","18.89",",,,0","7.76",",,,0","",""
"USC00451350","1962-06","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","53.1",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","2","","4.4",",0,02,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,14,","31.7",",0,25,","","","41.4",",0","5.6",",,,0","0",",,,0","18.72",",0","25.28",",,,0","12.16",",,,0","",""
"USC00451350","1962-07","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","136.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","4","","8.3",",0,02,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,28,","38.3",",0,26,+","11.3","0","11.3",",0","3.6",",,,0","0",",,,0","22.37",",0","29.55",",,,0","15.19",",,,0","",""
"USC00451350","1962-08","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","81.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","3","","9.4",",0,30,+","0",",,0,31,+","0",",,0,31,+","7.1",",,0,04,","36.1",",0,01,","17.5","0","6.2",",0","14.5",",,,0","0",",,,0","20.77",",0","27.45",",,,0","14.08",",,,0","",""
"USC00451350","1962-09","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","20.1","1,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","23",",0","1",",0","","","","","5.0","1,0,13,+","0",",,0,30,+","0",",,0,30,+","2.5",",,0,10,","32.2",",0,01,","75.5","0","58.0",",0","5.1",",,,0","0",",,,0","17.14","1,0","24.56",",,,0","9.71","1,,,0","",""
"USC00451350","1962-10","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4","","","","1.7",",0,08,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,13,","21.7",",0,03,","312.9","0","237.4",",0","54.1",",,,0","0",",,,0","10.67",",0","16.11",",,,0","5.24",",,,0","",""
"USC00451350","1962-11","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","0.0","1,0","10",",0","4",",0","0",",0","1",",0","1",",0","0","1,0","13","1,0","0",",0","0",",0","0",",0","","","","","-4.4","1,0,29,","76",",,0,30,","64",",,0,30,","17.0",",,0,20,","17.2",",0,20,","703.4","0","390.5",",0","39.3",",,,0","64",",,,0","4.94","1,0","8.63",",,,0","1.25","1,,,0","",""
"USC00451350","1962-12","47.83426","-120.00021","363.9","CHELAN, WA US","","","","","0.0",",0","9",",0","4",",0","0",",0","7",",0","2",",0","0",",0","17",",0","5",",0","0",",0","0",",0","6","","","","-7.8",",0,25,+","102",",,0,03,+","66",",,0,01,","6.6",",,0,15,","6.1",",0,19,+","1236.1","0","532.7",",0","21.1",",,,0","130",",,,0","1.15",",0","3.27",",,,0","-0.97",",,,0","",""
"USC00451350","1963-01","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0","3,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","24","3,0","15",",0","0",",0","0",",0","2","","","","-16.7","3,0,12,+","0",",,0,31,+","0",",T,0,31,","0.5",",,0,07,","10.6",",0,02,","1850.8","0","614.7",",0","0.5",",,,0","0",",T,,0","-3.83","3,0","-0.20",",,,0","-7.45","3,,,0","",""
"USC00451350","1963-02","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","3",",0","2",",0","0",",0","17",",0","1",",0","0",",0","0",",0","10","","","","-10.0",",0,02,+","127",",,0,03,","89",",,0,03,","25.1",",,0,03,","13.3",",0,28,+","2284.5","0","433.7",",0","33.3",",,,0","148",",,,0","2.84",",0","6.59",",,,0","-0.90",",,,0","",""
"USC00451350","1963-03","47.83426","-120.00021","363.9","CHELAN, WA US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","1","","-3.3",",0,04,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,28,","16.7",",0,22,","2656.7","0","372.2",",0","27.2",",,,0","0",",,,0","6.33",",0","11.75",",,,0","0.90",",,,0","",""
