"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00046173","1960-10","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","4",",0","2",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","5.8",",,0,08,","11.3",",,,0","0",",,,0"
"USC00046173","1960-11","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","12","1,0","8","1,0","1","1,0","","","5","1,0","2","","","","279","1,,0,26,","41.4","1,,0,26,","117.7","1,,,0","560","1,,,0"
"USC00046173","1960-12","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","5",",0","4",",0","0",",0","","","1",",0","","","","","71",",,0,03,","24.9",",,0,17,","47.2",",,,0","81",",,,0"
"USC00046173","1961-01","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","8",",0","4",",0","0",",0","","","1",",0","","","","","25",",,0,14,","8.6",",,0,30,","29.8",",,,0","38",",,,0"
"USC00046173","1961-02","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","18",",0","10",",0","0",",0","","","7",",0","","","","","102",",,0,08,","10.9",",,0,08,","74.1",",,,0","414",",,,0"
"USC00046173","1961-03","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","17",",0","10",",0","0",",0","","","9",",0","","","","","104",",,0,25,","13.7",",,0,25,","76.4",",,,0","686",",,,0"
"USC00046173","1961-04","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","6",",0","4",",0","0",",0","","","3","3,0","","","","","58","3,,0,23,","4.8",",,0,23,","17.3",",,,0","139","3,,,0"
"USC00046173","1961-05","41.98333","-120.26667","1613.0","NEW PINE CREEK 2 E, CA US","10","1,0","4","1,0","1","1,0","","","1","4,0","","","","","51","4,,0,11,","38.1","1,,0,30,","75.6","1,,,0","69","4,,,0"
