"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106221","1928-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","2,6","5",",6","3",",6","0",",6","","","18",",6","31",",6","16","2,6","0","2,6","0","2,6","","","-29.4",",6,22,","","","10.2",",,6,13,","3.9","2,6,11,+","","","","","821.8","2,6","27.7",",,,6","","","-10.09","2,6","-1.28","2,,,6","-18.90",",,,6","",""
"USC00106221","1929-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","5,6","6",",6","0",",6","0",",6","","","24",",6","31",",6","25","5,6","0","5,6","0","5,6","","","-34.4",",6,20,","","","1.8",",,6,29,","3.3","5,6,03,","","","","","853.9","5,6","6.9",",,,6","","","-14.26","5,6","-6.60","5,,,6","-21.92",",,,6","",""
"USC00106221","1929-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","3",",6","2",",6","0",",6","","","22",",6","28",",6","19","1,6","0","1,6","0","1,6","","","-32.8",",6,10,+","","","5.6",",,6,02,","2.8","1,6,02,+","","","","","813.6","1,6","9.2",",,,6","","","-11.77","1,6","-3.90","1,,,6","-19.63",",,,6","",""
"USC00106221","1929-03","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","3",",6","3",",6","0",",6","","","1",",6","31",",6","0","1,6","0","1,6","0","1,6","","","-19.4",",6,01,","","","8.1",",,6,12,","16.7","1,6,28,","","","","","581.5","1,6","13.9",",,,6","","","-1.13","1,6","5.74","1,,,6","-8.00",",,,6","",""
"USC00106221","1929-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0",",6","8",",6","4",",6","0",",6","","","0",",6","26",",6","0",",6","1",",6","0",",6","","","-13.3",",6,10,","","","7.9",",,6,20,","21.1",",6,28,","","","","","426.2",",6","23.6",",,,6","","","4.13",",6","11.83",",,,6","-3.58",",,,6","",""
"USC00106221","1929-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","2,6","2",",6","1",",6","0",",6","","","0",",6","19",",6","0","2,6","12","2,6","0","2,6","","","-6.7",",6,01,","","","3.0",",,6,28,","28.9","2,6,23,","","","","","251.2","2,6","4.0",",,,6","","","9.69","2,6","19.48","2,,,6","-0.09",",,,6","",""
"USC00106221","1929-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","8.4","6","8.4","1,6","3",",6","1",",6","0",",6","","","0",",6","4",",6","0","1,6","21","1,6","3","1,6","","","-4.4",",6,03,","","","6.6",",,6,17,","33.9","1,6,28,","","","","","116.6","1,6","8.7",",,,6","","","14.63","1,6","24.63","1,,,6","4.62",",,,6","",""
"USC00106221","1929-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","72.1","6","63.7",",6","3",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","17",",6","","","2.8",",6,09,","","","3.0",",,6,18,","35.6",",6,30,+","","","17.3","6","17.3",",6","5.8",",,,6","","","19.83",",6","31.06",",,,6","8.60",",,,6","",""
"USC00106221","1929-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","118.2","6","46.1","4,6","","","","","","","","","0","2,6","0","2,6","0","3,6","28","3,6","12","3,6","","","2.2","2,6,22,","","","","","36.7","3,6,14,","","","20.7","6","3.4","3,6","","","","","19.96","4,6","31.73","3,,,6","8.19","2,,,6","",""
"USC00106221","1929-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","2,6","3",",6","2",",6","0",",6","0",",6","0",",6","28",",6","0","2,6","11","2,6","0","2,6","","","-11.7",",6,24,","0",",,6,31,+","11.7",",,6,09,","25.6","2,6,05,","","","","","313.1","2,6","16.3",",,,6","0",",,,6","7.55","2,6","18.64","2,,,6","-3.53",",,,6","",""
"USC00106221","1929-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","0",",6","0",",6","0",",6","0",",6","7",",6","30",",6","4",",6","0",",6","0",",6","","","-21.7",",6,20,","0",",,6,30,+","0.0",",,6,30,+","13.9",",6,03,","","","","","664.4",",6","0.0",",,,6","0",",,,6","-3.82",",6","5.41",",,,6","-13.04",",,,6","",""
"USC00106221","1929-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","2",",6","2",",6","0",",6","1",",6","","","","","4","4,6","0","4,6","0","4,6","","","","","25",",,6,19,","3.6",",,6,19,","13.3","4,6,15,","","","","","","","6.9",",,,6","25",",,,6","","","4.99","4,,,6","","","",""
"USC00106221","1930-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","5,6","5",",6","2",",6","0",",6","4",",6","25","2,6","29","2,6","25","3,6","0","3,6","0","3,6","","","-38.3","2,6,23,+","28",",,6,20,","2.8",",,6,20,","3.9","3,6,04,","","","","","892.1","3,6","9.6",",,,6","123",",,,6","-15.49","5,6","-6.97","3,,,6","-24.01","2,,,6","",""
"USC00106221","1930-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","4,6","4",",6","2",",6","0",",6","3",",6","0","2,6","26","2,6","3","2,6","0","2,6","0","2,6","","","-16.7","2,6,10,","114",",,6,26,","10.2",",,6,26,","10.6","2,6,19,","","","","","502.7","2,6","16.4",",,,6","177",",,,6","-2.77","4,6","3.50","2,,,6","-9.04","2,,,6","",""
"USC00106221","1930-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.8","4,6","5",",6","3",",6","0",",6","","","0","1,6","2","1,6","0","3,6","16","3,6","1","3,6","","","-1.1","1,6,14,","","","5.1",",,6,03,","33.3","3,6,16,","","","","","132.6","3,6","14.6",",,,6","","","13.28","4,6","22.60","3,,,6","3.97","1,,,6","",""
"USC00106221","1930-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","66.2",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","14",",6","","","4.4",",6,22,","","","0.5",",,6,12,","37.2",",6,30,","","","0.9","6","0.9",",6","0.5",",,,6","","","20.44",",6","31.43",",,,6","9.46",",,,6","",""
"USC00106221","1930-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","38.5",",6","13",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","2",",6","","","3.9",",6,21,","","","18.3",",,6,10,","32.2",",6,24,+","","","14.0","6","13.1",",6","78.7",",,,6","","","19.15",",6","28.65",",,,6","9.65",",,,6","",""
"USC00106221","1930-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","6",",6","3",",6","0",",6","","","0",",6","6",",6","0",",6","23",",6","0",",6","","","-5.6",",6,24,","","","10.9",",,6,23,","30.6",",6,03,","","","167.2","6","153.2",",6","28.3",",,,6","","","13.23",",6","23.71",",,,6","2.75",",,,6","",""
"USC00106221","1930-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","6.9",",,6,10,","","","","","","","","","15.3",",,,6","","","","","","","","","",""
"USC00106221","1930-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","0",",6","0",",6","0",",6","0",",6","23",",6","31",",6","","","","","","","","","-30.0",",6,25,+","0",",,6,31,+","0.0",",,6,31,+","","","","","","","","","0.0",",,,6","0",",,,6","","","","","-21.93",",,,6","",""
"USC00106221","1931-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0",",6","6",",6","1",",6","0",",6","2",",6","20",",6","31",",6","23",",6","0",",6","0",",6","","","-23.9",",6,09,+","41",",,6,03,","3.8",",,6,03,","6.1",",6,30,+","","","","","882.0",",6","11.4",",,,6","86",",,,6","-10.12",",6","-1.95",",,,6","-18.28",",,,6","",""
"USC00106221","1931-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","2,6","4",",6","2",",6","0",",6","","","15","1,6","27","1,6","14","1,6","0","1,6","0","1,6","","","-25.0","1,6,25,","","","5.1",",,6,05,","5.6","1,6,05,","","","","","705.2","1,6","10.0",",,,6","","","-8.64","2,6","0.57","1,,,6","-17.85","1,,,6","",""
"USC00106221","1931-03","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","3,6","5",",6","1",",6","0",",6","","","3","2,6","29","2,6","6","1,6","0","1,6","0","1,6","","","-23.3","2,6,07,","","","3.8",",,6,26,","17.2","1,6,31,","","","","","583.7","1,6","8.9",",,,6","","","-2.56","3,6","5.13","1,,,6","-10.26","2,,,6","",""
"USC00106221","1931-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","4",",6","0",",6","0",",6","","","0",",6","23",",6","0","1,6","6","1,6","0","1,6","","","-9.4",",6,04,","","","2.0",",,6,29,","23.9","1,6,17,+","","","","","346.7","1,6","3.6",",,,6","","","6.36","1,6","15.71","1,,,6","-3.00",",,,6","",""
"USC00106221","1931-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","4",",6","2",",6","0",",6","","","0",",6","8",",6","0","1,6","15","1,6","0","1,6","","","-5.6",",6,08,","","","13.5",",,6,27,","28.9","1,6,25,","","","","","206.4","1,6","21.1",",,,6","","","11.37","1,6","20.81","1,,,6","1.94",",,,6","",""
"USC00106221","1931-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","8.6","6","8.6",",6","3",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","1.7",",6,18,","","","4.8",",,6,03,","31.7",",6,25,","","","","","46.8",",6","9.1",",,,6","","","17.06",",6","26.98",",,,6","7.14",",,,6","",""
"USC00106221","1931-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","82.8","6","74.2",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","15",",6","","","2.2",",6,04,","","","7.9",",,6,31,","37.2",",6,21,","","","22.0","6","22.0",",6","8.2",",,,6","","","20.02",",6","31.34",",,,6","8.70",",,,6","",""
"USC00106221","1931-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","103.6","6","20.8",",6","5",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","9",",6","","","1.7",",6,28,","","","6.9",",,6,19,","33.9",",6,20,","","","48.8","6","26.8",",6","17.6",",,,6","","","18.14",",6","29.67",",,,6","6.61",",,,6","",""
"USC00106221","1931-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","104.7","6","1.1","1,6","5",",6","4",",6","0",",6","","","0",",6","10",",6","0","1,6","21","1,6","1","1,6","","","-5.0",",6,25,","","","8.9",",,6,29,","32.2","1,6,04,","","","216.3","6","167.5","1,6","21.3",",,,6","","","12.67","1,6","23.35","1,,,6","1.98",",,,6","",""
"USC00106221","1931-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","104.7","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","23",",6","0",",6","7",",6","0",",6","","","-11.1",",6,27,","","","3.8",",,6,23,","24.4",",6,02,","","","569.0","6","352.7",",6","3.8",",,,6","","","6.95",",6","17.42",",,,6","-3.51",",,,6","",""
"USC00106221","1931-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","104.7","6","0.0","2,6","5",",6","2",",6","0",",6","","","6","1,6","28","1,6","12","1,6","0","1,6","0","1,6","","","-26.1","1,6,30,","","","2.8",",,6,16,","20.6","1,6,07,","","","1179.6","6","610.6","1,6","9.1",",,,6","","","-3.50","2,6","4.49","1,,,6","-11.49","1,,,6","",""
"USC00106221","1931-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","7",",6","7",",6","0",",6","","","14","3,6","28","3,6","16","5,6","0","5,6","0","5,6","","","-32.8","3,6,16,","","","19.3",",,6,26,","4.4","5,6,21,","","","","","","","51.7",",,,6","","","-10.28","6,6","-2.61","5,,,6","-17.94","3,,,6","",""
"USC00106221","1932-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","","","76",",,6,03,","5.6",",,6,03,","","","","","","","","","5.6",",,,6","76",",,,6","","","","","","","",""
"USC00106221","1932-03","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","1",",6","1",",6","0",",6","","","11",",6","31",",6","12",",6","0",",6","0",",6","","","-30.0",",6,12,","","","3.0",",,6,03,","10.6",",6,31,+","","","","","771.3",",6","3.0",",,,6","","","-6.55",",6","1.71",",,,6","-14.81",",,,6","",""
"USC00106221","1932-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","8",",6","4",",6","0",",6","","","0","3,6","23","3,6","","","","","","","","","-10.0","3,6,09,","","","14.2",",,6,20,","","","","","","","","","30.5",",,,6","","","","","","","-3.21","3,,,6","",""
"USC00106221","1932-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","4,6","9",",6","3",",6","0",",6","","","0","3,6","10","3,6","0","1,6","17","1,6","0","1,6","","","-5.6","3,6,27,","","","6.9",",,6,04,","27.8","1,6,21,+","","","","","208.7","1,6","25.3",",,,6","","","10.82","4,6","20.35","1,,,6","1.29","3,,,6","",""
"USC00106221","1932-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","20.1","2,6","9",",6","6",",6","0",",6","","","0",",6","1",",6","0","2,6","21","2,6","2","2,6","","","0.0",",6,07,","","","20.3",",,6,01,","32.8","2,6,23,","","","","","104.4","2,6","73.2",",,,6","","","15.24","2,6","24.44","2,,,6","6.04",",,,6","",""
"USC00106221","1932-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","28.8",",6","7",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","3",",6","","","1.7",",6,06,+","","","11.7",",,6,11,","33.3",",6,26,","","","34.2","6","34.2",",6","46.0",",,,6","","","18.16",",6","28.25",",,,6","8.06",",,,6","",""
"USC00106221","1932-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","17.3",",6","4",",6","1",",6","0",",6","","","0",",6","2",",6","0",",6","27",",6","6",",6","","","-2.2",",6,31,+","","","13.0",",,6,29,","33.9",",6,17,","","","92.6","6","58.4",",6","17.1",",,,6","","","17.01",",6","28.32",",,,6","5.70",",,,6","",""
"USC00106221","1932-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","","","","","","","","","0",",6","15",",6","0",",6","26",",6","0",",6","","","-3.3",",6,22,","","","","","31.7",",6,06,","","","251.6","6","159.0",",6","","","","","13.03",",6","25.57",",,,6","0.50",",,,6","",""
"USC00106221","1932-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","2",",6","1",",6","0",",6","","","0",",6","29",",6","0","1,6","7","1,6","0","1,6","","","-12.8",",6,25,+","","","13.0",",,6,08,","27.2","1,6,01,","","","666.0","6","414.4","1,6","14.5",",,,6","","","4.58","1,6","14.93","1,,,6","-5.77",",,,6","",""
"USC00106221","1932-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0.0",",T,6,09,","","","","","","","","","0.0",",T,,6","0",",,,6","","","","","","","",""
"USC00106221","1932-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","5","1,6","2","1,6","0","1,6","","","18",",6","31",",6","24",",6","0",",6","0",",6","","","-33.9",",6,13,","","","3.0","1,,6,24,","6.1",",6,01,","","","","","940.8",",6","11.1","1,,,6","","","-12.01",",6","-3.35",",,,6","-20.68",",,,6","",""
"USC00106221","1933-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","2,6","6",",6","3",",6","0",",6","5",",6","18","1,6","30","1,6","20","1,6","0","1,6","0","1,6","","","-25.0","1,6,31,","76",",,6,28,","7.6",",,6,28,","6.1","1,6,02,","","","","","811.9","1,6","20.0",",,,6","209",",,,6","-9.70","2,6","-1.61","1,,,6","-17.79","1,,,6","",""
"USC00106221","1933-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","1",",6","1",",6","0",",6","1",",6","23",",6","28",",6","22","1,6","0","1,6","0","1,6","","","-36.7",",6,10,+","46",",,6,01,","3.3",",,6,01,","4.4","1,6,28,","","","","","892.8","1,6","3.3",",,,6","46",",,,6","-14.95","1,6","-5.61","1,,,6","-24.29",",,,6","",""
"USC00106221","1933-03","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","3",",6","1",",6","0",",6","","","4","1,6","30","1,6","5",",6","0",",6","0",",6","","","-22.2","1,6,22,","","","14.2",",,6,18,","13.3",",6,28,","","","","","663.6",",6","17.8",",,,6","","","-3.82","1,6","3.94",",,,6","-11.57","1,,,6","",""
"USC00106221","1933-04","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","2,6","0",",6","0",",6","0",",6","0",",6","0","1,6","24","1,6","0","1,6","2","1,6","0","1,6","","","-12.2","1,6,11,","0",",,6,30,+","0.0",",,6,30,+","22.8","1,6,28,+","","","","","384.9","1,6","0.0",",,,6","0",",,,6","4.54","2,6","14.60","1,,,6","-5.51","1,,,6","",""
"USC00106221","1933-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0",",6","8",",6","6",",6","0",",6","0",",6","0",",6","15",",6","0",",6","9",",6","0",",6","","","-6.1",",6,09,","0",",,6,31,+","8.4",",,6,08,+","29.4",",6,30,","","","","","306.1",",6","32.4",",,,6","0",",,,6","8.46",",6","17.23",",,,6","-0.32",",,,6","",""
"USC00106221","1933-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","70.3",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","21",",6","","","2.2",",6,01,","0",",,6,31,+","0.0",",T,6,14,","36.1",",6,26,","","","5.0","6","5.0",",6","0.0",",T,,6","0",",,,6","20.44",",6","32.78",",,,6","8.10",",,,6","",""
"USC00106221","1933-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","4",",6","1",",6","0",",6","0",",6","0","3,6","3","3,6","0","3,6","28","3,6","6","3,6","","","-1.7","3,6,31,","0",",,6,31,+","7.1",",,6,26,","35.0","3,6,16,+","","","","","","","10.9",",,,6","0",",,,6","16.25","4,6","27.86","3,,,6","4.64","3,,,6","",""
"USC00106221","1933-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","23",",6","0",",6","","","-15.0",",6,20,","0",",,6,31,+","0.0",",,6,31,+","28.3",",6,12,","","","","","281.8",",6","0.0",",,,6","0",",,,6","9.24",",6","22.94",",,,6","-4.45",",,,6","",""
"USC00106221","1933-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","1",",6","1",",6","0",",6","","","0",",6","30",",6","0","1,6","0","1,6","0","1,6","","","-17.2",",6,30,","","","3.8",",,6,04,","17.2","1,6,02,","","","","","563.3","1,6","3.8",",,,6","","","-0.92","1,6","8.83","1,,,6","-10.68",",,,6","",""
"USC00106221","1933-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","1",",6","1",",6","0",",6","","","4","1,6","30","1,6","4",",6","0",",6","0",",6","","","-22.2","1,6,05,","","","3.6",",,6,30,","16.1",",6,22,","","","","","652.2",",6","3.6",",,,6","","","-3.37","1,6","5.19",",,,6","-11.94","1,,,6","",""
"USC00106221","1934-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","0.0","6","0.0","1,6","4",",6","2",",6","0",",6","","","3","1,6","29","1,6","8",",6","0",",6","0",",6","","","-21.7","1,6,12,","","","4.6",",,6,01,","9.4",",6,24,","","","","","676.4",",6","8.6",",,,6","","","-4.10","1,6","2.07",",,,6","-10.28","1,,,6","",""
"USC00106221","1934-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","2",",6","2",",6","0",",6","0",",6","0","4,6","5","4,6","0","5,6","24","5,6","0","5,6","","","-2.8","4,6,09,","0",",,6,31,+","3.3",",,6,02,","30.6","5,6,27,","","","","","","","6.1",",,,6","0",",,,6","14.29","7,6","25.53","5,,,6","3.04","4,,,6","",""
"USC00106221","1934-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","3,6","7",",6","3",",6","0",",6","","","0","2,6","3","2,6","0","2,6","24","2,6","0","2,6","","","-3.3","2,6,02,","","","8.4",",,6,06,","30.6","2,6,30,","","","","","94.5","2,6","19.6",",,,6","","","14.92","3,6","25.04","2,,,6","4.80","2,,,6","",""
"USC00106221","1934-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","59.6",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","15",",6","","","1.7",",6,08,","","","0.0",",T,6,31,","37.8",",6,28,","","","6.1","6","6.1",",6","0.0",",T,,6","","","20.06",",6","32.02",",,,6","8.09",",,,6","",""
"USC00106221","1934-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","24.3","1,6","3",",6","0",",6","0",",6","","","0",",6","0",",6","0","1,6","30","1,6","12","1,6","","","3.3",",6,19,+","","","0.8",",,6,10,","35.6","1,6,17,","","","19.0","6","12.9","1,6","1.8",",,,6","","","18.75","1,6","30.83","1,,,6","6.67",",,,6","",""
"USC00106221","1934-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0",",6","5",",6","3",",6","0",",6","1",",6","0",",6","15",",6","0",",6","17",",6","0",",6","","","-5.6",",6,27,","81",",,6,23,","13.7",",,6,23,","30.6",",6,06,","","","236.6","6","217.6",",6","26.9",",,,6","81",",,,6","11.08",",6","21.59",",,,6","0.57",",,,6","",""
"USC00106221","1934-10","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","1,6","1",",6","1",",6","0",",6","0",",6","0",",6","23",",6","0","1,6","10","1,6","0","1,6","","","-9.4",",6,23,","0",",,6,31,+","7.1",",,6,19,","28.3","1,6,11,","","","532.7","6","296.1","1,6","7.1",",,,6","0",",,,6","8.47","1,6","18.68","1,,,6","-1.74",",,,6","",""
"USC00106221","1934-11","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","2.5",",,6,27,+","","","","","","","","","8.1",",,,6","","","","","","","","","",""
"USC00106221","1934-12","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","2,6","4",",6","2",",6","0",",6","","","10",",6","31",",6","12","2,6","0","2,6","0","2,6","","","-22.2",",6,02,","","","3.3",",,6,18,+","6.7","2,6,20,","","","","","717.2","2,6","7.6",",,,6","","","-6.63","2,6","0.69","2,,,6","-13.94",",,,6","",""
"USC00106221","1935-01","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","1",",6","1",",6","0",",6","","","","","","","13","2,6","0","2,6","0","2,6","","","","","","","4.6",",,6,20,","5.6","2,6,11,+","","","","","","","4.6",",,,6","","","","","-0.03","2,,,6","","","",""
"USC00106221","1935-02","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.0","3,6","2",",6","1",",6","0",",6","","","7",",6","28",",6","8","3,6","0","3,6","0","3,6","","","-22.2",",6,16,","","","10.7",",,6,07,","8.9","3,6,28,","","","","","614.1","3,6","11.7",",,,6","","","-6.12","3,6","1.33","3,,,6","-13.56",",,,6","",""
"USC00106221","1935-03","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","3",",6","2",",6","0",",6","","","0","3,6","28","3,6","0","3,6","0","3,6","0","3,6","","","-16.1","3,6,06,","","","5.3",",,6,22,","15.6","3,6,15,","","","","","","","11.7",",,,6","","","-0.95","4,6","6.14","3,,,6","-8.04","3,,,6","",""
"USC00106221","1935-05","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","11",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","15.5",",,6,13,","","","","","","","","","53.8",",,,6","","","","","","","","","",""
"USC00106221","1935-06","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","","","0",",6","0",",6","0",",6","","","0",",","2",",6","","","","","","","","","-0.6",",6,16,+","","","0.0",",T,6,13,+","","","","","","","","","0.0",",T,,6","","","","","","","4.48",",,,6","",""
"USC00106221","1935-07","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","33.6",",6","","","","","","","","","0",",6","0",",6","0",",6","31",",6","14",",6","","","1.7",",6,01,","","","","","37.2",",6,15,","","","22.3","6","22.3",",6","","","","","18.70",",6","31.05",",,,6","6.35",",,,6","",""
"USC00106221","1935-08","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","8.4","1,6","2",",6","2",",6","0",",6","0",",6","0","1,6","1","1,6","0",",6","31",",6","5",",6","","","0.0","1,6,20,","0",",,6,31,+","3.0",",,6,23,","35.0",",6,10,","","","69.2","6","46.9",",6","5.8",",,,6","0",",,,6","17.05","1,6","29.37",",,,6","4.73","1,,,6","",""
"USC00106221","1935-09","43.83333","-112.41667","1460.9","MUD LAKE PUMPING STATION, ID US","","","0.3","2,6","1",",6","1",",6","0",",6","","","0","1,6","7","1,6","0","1,6","27","1,6","0","1,6","","","-5.0","1,6,29,","","","6.4",",,6,01,","30.0","1,6,10,","","","184.3","6","115.1","1,6","6.4",",,,6","","","14.21","2,6","25.84","1,,,6","2.58","1,,,6","",""
