"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010480","1940-02","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","7","2,S","25","2,S","","","","","","","-22.2","2,S,03,","","","","","","","","","","","","","","","","","-12.28","2,,,S"
"GMM00010480","1940-03","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","5,","15","5,S","","","","","","","-7.8","5,S,07,","","","","","","","","","","","","","","","","","-0.12","5,,,S"
"GMM00010480","1940-05","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","4,S","0","4,S","","","","","","","1.1","4,S,16,","","","","","","","","","","","","","","","","","7.39","4,,,S"
"GMM00010480","1940-06","51.2969","13.0944","150.0","OSCHATZ, GM","","","14.7","5,S","","","","","","","","","0","5,S","0","5,S","0",",S","23",",S","0",",S","10.0","5,S,28,+","","","","","27.8",",S,24,","","","28.4",",S","","","17.80","5,S","23.15",",,,S","12.44","5,,,S"
"GMM00010480","1940-07","51.2969","13.0944","150.0","OSCHATZ, GM","","","16.2","3,S","","","","","","","","","0","2,S","0","2,S","0","1,S","17","1,S","0","1,S","8.9","2,S,29,+","","","","","27.8","1,S,11,+","45.5","S","45.5","1,S","","","17.14","3,S","21.54","1,,,S","12.74","2,,,S"
"GMM00010480","1940-08","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","","","","","0","1,S","11","1,S","0","1,S","","","","","","","28.9","1,S,10,","","","","","","","","","18.98","1,,,S","",""
"GMM00010480","1940-09","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","","","","","0","4,S","6","4,S","0","4,S","","","","","","","26.1","4,S,08,","","","","","","","","","16.84","4,,,S","",""
"GMM00010480","1940-10","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","4,S","7","4,S","0","4,S","0","4,S","0","4,S","-5.0","4,S,31,+","","","","","18.9","4,S,14,+","","","","","","","7.56","7,S","11.90","4,,,S","3.23","4,,,S"
"GMM00010480","1940-11","51.2969","13.0944","150.0","OSCHATZ, GM","","","0.0","5,S","","","","","","","","","0","3,S","4","3,S","0","3,S","0","3,S","0","3,S","-2.2","3,S,10,","","","","","16.1","3,S,22,","","","304.2","3,S","","","6.26","5,S","9.32","3,,,S","3.21","3,,,S"
"GMM00010480","1940-12","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","5,S","23","5,S","","","","","","","-16.1","5,S,18,+","","","","","","","","","","","","","","","","","-5.30","5,,,S"
"GMM00010480","1941-02","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","3,S","19","3,S","","","","","","","-10.0","3,S,07,+","","","","","","","","","","","","","","","","","-2.29","3,,,S"
"GMM00010480","1941-05","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","5,S","4","5,S","","","","","","","-2.2","5,S,09,+","","","","","","","","","","","","","","","","","6.00","5,,,S"
"GMM00010480","1941-06","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","","","","","0","3,S","15","3,S","0","3,S","","","","","","","30.0","3,S,25,","","","","","","","","","21.20","3,,,S","",""
"GMM00010480","1941-07","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","3,S","0","3,S","0","5,S","19","5,S","0","5,S","8.9","3,S,05,","","","","","31.1","5,S,09,","","","","","","","19.13","6,S","24.00","5,,,S","14.26","3,,,S"
"GMM00010480","1941-08","51.2969","13.0944","150.0","OSCHATZ, GM","","","9.1","5,S","","","","","","","","","0","3,S","0","3,S","0","2,S","12","2,S","0","2,S","8.9","3,S,10,","","","","","27.2","2,S,28,+","","","46.4","2,S","","","16.82","5,S","20.92","2,,,S","12.71","3,,,S"
"GMM00010480","1941-09","51.2969","13.0944","150.0","OSCHATZ, GM","","","0.0","3,S","","","","","","","","","0","1,S","0","1,S","0","3,S","5","3,S","0","3,S","2.8","1,S,28,","","","","","22.8","3,S,26,+","","","144.4","3,S","","","12.88","3,S","17.43","3,,,S","8.33","1,,,S"
"GMM00010480","1941-11","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","3,S","17","3,S","1","5,S","0","5,S","0","5,S","-11.1","3,S,14,","","","","","11.1","5,S,19,","","","","","","","2.17","7,S","4.89","5,,,S","-0.56","3,,,S"
"GMM00010480","1941-12","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","0","4,S","14","4,S","7","5,S","0","5,S","0","5,S","-11.1","4,S,29,","","","","","11.1","5,S,15,+","","","","","","","1.35","8,S","3.34","5,,,S","-0.64","4,,,S"
"GMM00010480","1942-01","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","","","","","22","2,S","0","2,S","0","2,S","","","","","","","5.0","2,S,05,","","","","","","","","","-6.00","2,,,S","",""
"GMM00010480","1942-02","51.2969","13.0944","150.0","OSCHATZ, GM","","","","","","","","","","","","","","","","","20","5,S","0","5,S","0","5,S","","","","","","","2.8","5,S,23,","","","","","","","","","-3.18","5,,,S","",""
