"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KZ000028873","1936-01","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","4","2,I","1","2,I","0","2,I","","","","","","","","","","","","","2.9","2,,I,31,","","","","","","","5.8","2,,,I","","","","","",""
"KZ000028873","1936-02","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","5",",I","0",",I","0",",I","","","","","","","","","","","","","1.8",",,I,01,","","","","","","","5.7",",,,I","","","","","",""
"KZ000028873","1936-03","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","4","1,I","0","1,I","0","1,I","","","","","","","","","","","","","1.3","1,,I,26,","","","","","","","3.6","1,,,I","","","","","",""
"KZ000028873","1936-04","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","2",",I","1",",I","0",",I","","","","","","","","","","","","","4.8",",,I,27,","","","","","","","5.4",",,,I","","","","","",""
"KZ000028873","1936-05","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","5","1,I","1","1,I","0","1,I","","","","","","","","","","","","","8.9","1,,I,27,","","","","","","","12.8","1,,,I","","","","","",""
"KZ000028873","1936-06","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","8","1,I","5","1,I","1","1,I","","","","","","","","","","","","","43.1","1,,I,10,","","","","","","","74.5","1,,,I","","","","","",""
"KZ000028873","1936-07","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","5","2,I","3","2,I","1","2,I","","","","","","","","","","","","","29.3","2,,I,06,","","","","","","","39.0","2,,,I","","","","","",""
"KZ000028873","1936-08","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","8","1,I","3","1,I","0","1,I","","","","","","","","","","","","","4.0","1,,I,24,","","","","","","","17.6","1,,,I","","","","","",""
"KZ000028873","1936-09","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","5",",I","2",",I","0",",I","","","","","","","","","","","","","5.0",",,I,01,","","","","","","","9.1",",,,I","","","","","",""
"KZ000028873","1936-10","53.833","69.783","153.0","KRASNO ARMEYSK, KZ","","","5","2,I","3","2,I","0","2,I","","","","","","","","","","","","","7.1","2,,I,20,","","","","","","","15.4","2,,,I","","","","","",""
