"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"GLW00017612","1957-05","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00017612","1957-06","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","0.0",",X","3",",X","1",",X","0",",X","","","0","4,X","0",",X","18",",X","5",",X","0",",X","0",",X","7","","-9.4",",X,01,","","","0","4,T,X,26,+","2.5",",,X,05,","9.4",",X,20,","","","514.6",",X","5.1",",,,X","0","4,T,,X","1.18",",X","3.67",",,,X","-1.31",",,,X","113",",X","30.3",",X"
"GLW00017612","1957-07","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00017612","1957-08","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","0.0",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","1",",X","0",",X","0",",X","10","","-3.9",",X,29,","0",",T,X,28,+","0",",T,X,28,+","1.3",",,X,06,","7.2",",X,07,","","","506.2",",X","1.6",",,,X","0",",T,,X","2.00",",X","4.10",",,,X","-0.10",",,,X","158",",X","28.3",",X"
"GLW00017612","1958-05","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00017612","1958-06","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","0.0",",X","6",",X","0",",X","0",",X","","","","","0",",X","22",",X","7",",X","0",",X","0",",X","8","","-9.4",",X,04,+","","","","","1.8",",,X,02,","7.8",",X,08,","","","545.9",",X","4.7",",,,X","","","0.14",",X","2.45",",,,X","-2.18",",,,X","","","",""
"GLW00017612","1958-07","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","0.0",",X","6",",X","3",",X","0",",X","","","0",",X","0",",X","10",",X","1",",X","0",",X","0",",X","10","","-1.1",",X,17,+","","","0",",T,X,17,+","3.0",",,X,19,","8.3",",X,13,","490.4","","490.4",",X","11.4",",,,X","0",",T,,X","2.51",",X","4.16",",,,X","0.86",",,,X","","","",""
"GLW00017612","1958-08","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","0.0",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","24",",X","5",",X","0",",X","0",",X","3","","-7.2",",X,29,+","0",",,X,31,+","0",",T,X,23,+","3.6",",,X,01,","5.0",",X,08,","1059.1","","568.7",",X","4.1",",,,X","0",",T,,X","-0.01",",X","2.33",",,,X","-2.35",",,,X","","","",""
"GLW00017612","1958-09","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
