"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00041773","1960-06","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00041773","1960-07","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,30,+","","","","","0.0",",T,,0","0",",,,0","","","","","",""
"USC00041773","1960-08","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,13,","","","","","0.0",",T,,0","0",",,,0","","","","","",""
"USC00041773","1960-09","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","2.8",",,0,03,","","","","","2.8",",,,0","0",",,,0","","","","","",""
"USC00041773","1960-10","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","3",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.3",",,0,26,+","","","","","0.9",",,,0","0",",,,0","","","","","",""
"USC00041773","1960-11","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","13",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","30.5",",,0,13,","","","","","135.1",",,,0","0",",,,0","","","","","",""
"USC00041773","1960-12","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","6",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","10","","","","","","0",",,0,31,+","0",",,0,31,+","10.4",",,0,01,","","","","","24.2",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-01","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","10",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","16","","","","","","0",",,0,31,+","0",",,0,31,+","29.2",",,0,31,","","","","","83.9",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-02","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","13.5",",,0,02,","","","","","43.2",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-03","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","12",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","29.7",",,0,15,","","","","","82.0",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-04","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,30,+","0",",,0,30,+","13.2",",,0,22,","","","","","22.6",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-05","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","5",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,31,+","0",",,0,31,+","5.6",",,0,01,","","","","","8.8",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-06","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,11,","","","","","0.0",",T,,0","0",",,,0","","","","","",""
"USC00041773","1961-07","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,25,+","","","","","0.0",",T,,0","0",",,,0","","","","","",""
"USC00041773","1961-08","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.3",",,0,27,","","","","","0.3",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-09","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","3.0",",,0,16,","","","","","3.0",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-10","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","4",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","1.3",",,0,20,","","","","","2.9",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-11","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","6",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","31.5",",,0,29,","","","","","93.3",",,,0","0",",,,0","","","","","",""
"USC00041773","1961-12","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","5",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","8","","","","","","0",",,0,31,+","0",",,0,31,+","31.0",",,0,02,","","","","","46.7",",,,0","0",",,,0","","","","","",""
"USC00041773","1962-01","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","5",",0","3",",0","0",",0","0",",0","1",",0","","","","","","","","","","","6","","","","","","0",",T,0,22,+","25",",,0,21,","19.3",",,0,19,","","","","","41.2",",,,0","25",",,,0","","","","","",""
"USC00041773","1962-02","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","14",",0","11",",0","3",",0","0",",0","0",",0","","","","","","","","","","","5","","","","","","0",",,0,28,+","13",",,0,15,","72.6",",,0,09,","","","","","251.8",",,,0","13",",,,0","","","","","",""
"USC00041773","1962-03","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","7",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","19.8",",,0,05,","","","","","55.2",",,,0","0",",,,0","","","","","",""
"USC00041773","1962-04","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","13.0",",,0,27,","","","","","18.6",",,,0","0",",,,0","","","","","",""
"USC00041773","1962-05","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","2","1,0","2","1,0","0","1,0","0","1,0","0","1,0","","","","","","","","","","","","","1","","","","0","1,,0,31,+","0","1,,0,31,+","11.4","1,,0,26,","","","","","15.7","1,,,0","0","1,,,0","","","","","",""
"USC00041773","1962-07","38.7","-121.3","43.0","CITRUS HEIGHTS, CA US","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.3",",,0,12,","","","","","0.3",",,,0","0",",,,0","","","","","",""
