"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014837","1939-10","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","","","4.1",",X","8",",X","6",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","11",",X","0",",X","","","","","","","-5.6",",X,17,","0",",,X,31,+","0",",,X,31,+","9.7",",,X,20,+","29.4",",X,07,","","","251.0",",X","42.4",",,,X","","","0",",,,X","10.37",",X","16.53",",,,X","4.21",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1939-11","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","","","0.0",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","0",",X","0",",X","","","","","","","-7.8",",X,11,","0",",,X,30,+","0",",,X,30,+","3.0",",,X,09,","20.0",",X,16,","","","450.1",",X","6.1",",,,X","","","0",",,,X","3.33",",X","8.65",",,,X","-1.99",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1939-12","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","","","0.0",",X","2",",X","1",",X","0",",X","0",",X","0",",X","1",",X","28",",X","10",",X","0",",X","0",",X","","","","","","","-17.8",",X,31,","0",",,X,31,+","0",",,X,31,+","6.9",",,X,01,","12.2",",X,09,","","","589.7",",X","7.4",",,,X","","","0",",,,X","-0.69",",X","3.94",",,,X","-5.32",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1940-01","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","25",",X","2",",X","14",",X","31",",X","30",",X","0",",X","0",",X","","","","","","","-30.6",",X,18,","254",",,X,19,+","185",",,X,14,","12.7",",,X,14,","1.1",",X,11,","","","929.5",",X","23.1",",,,X","","","262",",,,X","-11.65",",X","-6.91",",,,X","-16.40",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1940-02","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","0.0","X","0.0",",X","8",",X","2",",X","0",",X","27","2,X","2","1,X","4",",X","29",",X","14",",X","0",",X","0",",X","","","","","","","-26.7",",X,25,","254","2,,X,24,","107","1,,X,23,","10.9",",,X,23,","6.1",",X,17,","","","682.6",",X","19.4",",,,X","","","213","1,,,X","-5.21",",X","-0.52",",,,X","-9.89",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1940-03","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","0.0","X","0.0",",X","10",",X","4",",X","0",",X","24",",X","4",",X","0",",X","28",",X","13",",X","0",",X","0",",X","","","","","","","-16.1",",X,24,","127",",,X,05,+","79",",,X,20,","12.2",",,X,13,","18.9",",X,30,","","","648.8",",X","27.2",",,,X","","","242",",,,X","-2.60",",X","1.44",",,,X","-6.63",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1940-04","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","0.0","X","0.0",",X","8",",X","5",",X","0",",X","1",",X","1",",X","0",",X","16",",X","0",",X","2",",X","0",",X","","","","","","","-7.2",",X,12,","76",",,X,17,","66",",,X,17,","23.4",",,X,29,","21.7",",X,29,+","","","359.9",",X","60.9",",,,X","","","84",",,,X","6.34",",X","12.26",",,,X","0.41",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1940-05","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","3.9","X","3.9",",X","13",",X","8",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","12",",X","0",",X","","","","","","","-2.2",",X,04,","0",",,X,31,+","13",",,X,02,","17.8",",,X,18,","30.0",",X,13,","","","184.1",",X","68.7",",,,X","","","21",",,,X","12.52",",X","18.39",",,,X","6.65",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1940-06","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","70.4","X","66.5",",X","12",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","3",",X","","","","","","","6.7",",X,21,","0",",,X,30,+","0",",,X,30,+","77.5",",,X,22,","33.3",",X,17,","","","14.4",",X","128.2",",,,X","","","0",",,,X","20.07",",X","26.73",",,,X","13.41",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00014837","1940-07","43.1405","-89.3452","264.0","MADISON DANE CO REGIONAL AIRPORT, WI US","","","236.9","X","166.5",",X","8",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","11",",X","","","","","","","7.2",",X,13,","0",",,X,31,+","0",",,X,31,+","34.8",",,X,26,","38.9",",X,24,","11.4","X","11.4",",X","73.1",",,,X","","","0",",,,X","23.34",",X","30.36",",,,X","16.31",",,,X","","","","","","","","","","","","","","","","","","","","","",""
