"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RQC00660147","1931-01","17.96667","-66.21667","14.9","AGUIRRE, PR US","200.5","0","200.5",",0","6",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","0",",0","","","18.3",",0,28,+","","","","","7.6",",,0,02,","31.7",",0,01,","","","0.0",",0","14.3",",,,0","","","24.80",",0","29.72",",,,0","19.89",",,,0"
"RQC00660147","1931-02","17.96667","-66.21667","14.9","AGUIRRE, PR US","387.2","0","186.7",",0","12",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","28",",0","2",",0","","","17.2",",0,19,","","","","","25.7",",,0,04,","32.2",",0,28,+","","","0.0",",0","60.7",",,,0","","","25.00",",0","29.56",",,,0","20.44",",,,0"
"RQC00660147","1931-03","17.96667","-66.21667","14.9","AGUIRRE, PR US","618.6","0","231.4",",0","5",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","0",",0","","","18.9",",0,09,","","","","","6.4",",,0,27,","31.7",",0,22,+","","","0.0",",0","9.2",",,,0","","","25.80",",0","30.33",",,,0","21.27",",,,0"
"RQC00660147","1931-04","17.96667","-66.21667","14.9","AGUIRRE, PR US","860.2","0","241.6",",0","9",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","2",",0","","","19.4",",0,13,+","","","","","10.2",",,0,28,","32.2",",0,29,+","","","0.0",",0","27.1",",,,0","","","26.39",",0","30.58",",,,0","22.19",",,,0"
"RQC00660147","1931-05","17.96667","-66.21667","14.9","AGUIRRE, PR US","1140.1","0","279.9",",0","17",",0","13",",0","5",",0","","","","","0",",0","0",",0","0",",0","31",",0","9",",0","","","21.7",",0,29,+","","","","","52.6",",,0,29,","32.8",",0,23,","","","0.0",",0","256.8",",,,0","","","27.36",",0","31.50",",,,0","23.23",",,,0"
"RQC00660147","1931-06","17.96667","-66.21667","14.9","AGUIRRE, PR US","1407.1","0","267.0",",0","25",",0","19",",0","5",",0","","","","","0",",0","0",",0","0",",0","30",",0","9",",0","","","21.1",",0,27,+","","","","","48.3",",,0,06,","32.2",",0,18,+","","","0.0",",0","344.4",",,,0","","","27.23",",0","31.08",",,,0","23.39",",,,0"
"RQC00660147","1931-07","17.96667","-66.21667","14.9","AGUIRRE, PR US","1699.3","0","292.2",",0","15",",0","12",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","9",",0","","","21.7",",0,13,","","","","","19.1",",,0,24,+","33.9",",0,27,+","0.0","0","0.0",",0","131.2",",,,0","","","27.76",",0","31.97",",,,0","23.54",",,,0"
"RQC00660147","1931-08","17.96667","-66.21667","14.9","AGUIRRE, PR US","1989.1","0","289.8",",0","12",",0","8",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","15",",0","","","20.6",",0,12,","","","","","50.8",",,0,11,","36.1",",0,28,","0.0","0","0.0",",0","157.9",",,,0","","","27.68",",0","31.82",",,,0","23.55",",,,0"
"RQC00660147","1931-09","17.96667","-66.21667","14.9","AGUIRRE, PR US","2257.5","0","268.4",",0","15",",0","12",",0","3",",0","","","","","0",",0","0",",0","0",",0","30",",0","9",",0","","","20.0",",0,19,","","","","","79.2",",,0,19,","32.8",",0,23,+","0.0","0","0.0",",0","226.7",",,,0","","","27.28",",0","31.61",",,,0","22.95",",,,0"
"RQC00660147","1931-10","17.96667","-66.21667","14.9","AGUIRRE, PR US","2533.3","0","275.8",",0","16",",0","12",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","17",",0","","","20.6",",0,28,","","","","","13.2",",,0,11,","33.3",",0,04,","0.0","0","0.0",",0","99.9",",,,0","","","27.23",",0","31.81",",,,0","22.65",",,,0"
