"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094299","1998-06","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","2.6",",W","","","0.0",",W","12",",W","6",",W","0",",W","0",",W","1",",W","0",",W","18",",W","0",",W","","","","","","","0.0",",W,27,","21.3",",,W,10,","27.8",",W,30,+","","","128.6",",W","52.1",",,,W","14.05",",W","21.97",",,,W","6.12",",,,W","","","250",",W","250",",W","13.4",",W","17.4",",W"
"USW00094299","1998-07","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","2.3",",W","","","59.6",",W","5",",W","2",",W","1",",W","0",",W","0",",W","0",",W","31",",W","13",",W","","","","","","","5.0",",W,12,","27.2",",,W,22,","37.2",",W,16,","6.3","W","6.3",",W","35.9",",,,W","20.05",",W","31.18",",,,W","8.92",",,,W","","","290",",W","310",",W","11.2",",W","17.4",",W"
"USW00094299","1998-09","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","2.1",",W","","","23.1",",W","9",",W","5",",W","0",",W","0",",W","1",",W","0",",W","23",",W","4",",W","","","","","","","-0.6",",W,23,","23.1",",,W,25,","36.7",",W,03,+","","","99.0",",W","50.6",",,,W","15.80",",W","25.69",",,,W","5.92",",,,W","","","240",",W","240",",W","17.0",",W","21.0",",W"
"USW00094299","1998-10","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","2.2","1,W","","","0.0","1,W","5","1,W","2","1,W","0","1,W","0","1,W","21","1,W","0","1,W","4","1,W","0","1,W","","","","","","","-7.8","1,W,17,","3.6","1,,W,28,","23.3","1,W,12,","","","328.5","1,W","7.7","1,,,W","7.38","1,W","16.50","1,,,W","-1.74","1,,,W","","","200","1,W","220","1,W","11.2","1,W","13.4","1,W"
"USW00094299","1998-11","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","2.6",",W","","","0.0",",W","18",",W","10",",W","0",",W","0",",W","25",",W","0",",W","0",",W","0",",W","","","","","","","-10.0",",W,12,","13.5",",,W,23,","15.6",",W,14,","","","486.1",",W","91.3",",,,W","2.13",",W","7.22",",,,W","-2.96",",,,W","","","190",",W","190",",W","19.2",",W","25.0",",W"
"USW00094299","1998-12","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","1.6",",W","","","0.0",",W","5",",W","1",",W","0",",W","6",",W","29",",W","11",",W","0",",W","0",",W","","","","","","","-25.0",",W,21,","15.0",",,W,03,","12.8",",W,29,","","","672.0",",W","18.4",",,,W","-3.34",",W","2.88",",,,W","-9.57",",,,W","","","180",",W","180",",W","11.2",",W","13.4",",W"
"USW00094299","1999-01","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","2.1",",W","0.0","W","0.0",",W","13",",W","4",",W","0",",W","0",",W","26",",W","4",",W","0",",W","0",",W","","","","","","","-17.2",",W,29,+","14.7",",,W,23,","12.8",",W,10,","","","578.0",",W","38.5",",,,W","-0.31",",W","6.13",",,,W","-6.75",",,,W","","","190","1,W","190",",W","15.2","1,W","19.7",",W"
"USW00094299","1999-02","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","3.3",",W","0.0","W","0.0",",W","15",",W","5",",W","0",",W","0",",W","25",",W","2",",W","0",",W","0",",W","","","","","","","-16.1",",W,11,+","20.8",",,W,09,","12.8",",W,24,","","","519.0",",W","52.6",",,,W","-0.20",",W","5.23",",,,W","-5.64",",,,W","","","200","2,W","240",",W","15.2","2,W","21.0",",W"
"USW00094299","1999-03","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","3.1",",W","0.0","W","0.0",",W","11",",W","3",",W","0",",W","0",",W","30",",W","0",",W","0",",W","0",",W","","","","","","","-9.4",",W,31,","4.6",",,W,09,","17.8",",W,19,","","","484.5",",W","16.8",",,,W","2.70",",W","9.56",",,,W","-4.16",",,,W","","","170",",W","180",",W","15.2",",W","19.2",",W"
"USW00094299","1999-04","41.49139","-120.56444","1333.5","ALTURAS MUNICIPAL AIRPORT, CA US","3.9",",W","0.0","W","0.0",",W","9",",W","1",",W","0",",W","0",",W","20",",W","0",",W","5",",W","0",",W","","","","","","","-8.3",",W,04,","2.5",",,W,05,","23.3",",W,17,","","","373.7",",W","7.3",",,,W","5.88",",W","13.34",",,,W","-1.59",",,,W","","","10",",W","20",",W","12.5",",W","17.9",",W"
