"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00105275","1919-11","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","","","0.0",",6","","","","","","","","","","","0",",6","27",",6","6",",6","0",",6","0",",6","2","","-15.6",",6,27,+","","","","","","","13.3",",6,04,","","","","","583.2",",6","","","","","","","","","-1.11",",6","3.94",",,,6","-6.15",",,,6","",""
"USC00105275","1919-12","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","","","0.0","1,6","8",",6","2",",6","0",",6","30","1,6","2",",6","9",",6","31",",6","20","1,6","0","1,6","0","1,6","7","","-31.1",",6,13,","76","1,,6,31,+","51",",,6,01,","4.6",",,6,12,","5.6","1,6,11,","","","","","813.5","1,6","","","","","13.3",",,,6","115",",,,6","-8.75","1,6","-2.37","1,,,6","-15.14",",,,6","",""
"USC00105275","1920-01","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","0.0","6","0.0","4,6","2",",6","1",",6","0",",6","21",",6","1",",6","10","3,6","27","3,6","13","1,6","0","1,6","0","1,6","11","","-31.1","3,6,08,","152",",,6,16,+","76",",,6,06,","5.6",",,6,06,","10.6","1,6,19,+","","","","","691.6","1,6","","","","","5.9",",,,6","89",",,,6","-6.97","4,6","-0.05","1,,,6","-13.89","3,,,6","",""
"USC00105275","1920-02","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","0.0","6","0.0","1,6","","","","","","","","","2",",6","3",",6","29",",6","8","1,6","0","1,6","0","1,6","","","-26.7",",6,26,","","","279",",,6,23,","","","8.9","1,6,06,","","","","","622.3","1,6","","","","","","","304",",,,6","-3.86","1,6","1.92","1,,,6","-9.64",",,,6","",""
"USC00105275","1920-03","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","0.0","6","0.0","1,6","13",",6","3",",6","0",",6","","","","","1","1,6","30","1,6","5",",6","0",",6","0",",6","","","-21.7","1,6,07,","","","","","5.1",",,6,02,","11.1",",6,22,","","","","","618.0",",6","","","","","21.4",",,,6","","","-2.22","1,6","4.11",",,,6","-8.54","1,,,6","",""
"USC00105275","1920-04","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","0.0","6","0.0","2,6","13",",6","6",",6","0",",6","","","0",",6","0",",6","26",",6","1","2,6","0","2,6","0","2,6","","","-12.2",",6,01,","","","0",",T,6,24,+","8.6",",,6,08,","12.8","2,6,09,","","","","","469.4","2,6","","","","","43.7",",,,6","0",",T,,6","1.67","2,6","6.65","2,,,6","-3.32",",,,6","",""
"USC00105275","1920-05","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","0.0","6","0.0","1,6","10",",6","3",",6","0",",6","","","0",",6","0","1,6","4","1,6","0",",6","2",",6","0",",6","","","-3.9","1,6,03,","","","0",",T,6,03,+","8.4",",,6,22,+","23.3",",6,28,","","","","","258.5",",6","","","","","26.8",",,,6","0",",T,,6","9.81","1,6","16.29",",,,6","3.34","1,,,6","",""
"USC00105275","1920-06","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","0.6","6","0.6","1,6","","","","","","","","","","","0","1,6","1","1,6","0",",6","22",",6","0",",6","","","-3.3","1,6,01,","","","","","","","27.8",",6,22,","","","","","107.8",",6","","","","","","","","","14.62","1,6","22.59",",,,6","6.65","1,,,6","",""
"USC00105275","1920-07","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","51.4","6","50.8",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","2",",6","","","5.6",",6,07,","","","0",",,6,31,+","2.8",",,6,24,","32.8",",6,28,","","","11.6","6","11.6",",6","","","","","6.3",",,,6","0",",,,6","19.60",",6","28.77",",,,6","10.43",",,,6","",""
"USC00105275","1920-08","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","76.5","6","25.1",",6","","","","","","","","","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","","","0.6",",6,31,+","","","0",",,6,31,+","","","30.0",",6,24,+","","","61.9","6","50.3",",6","","","","","","","0",",,,6","17.52",",6","26.18",",,,6","8.86",",,,6","",""
"USC00105275","1920-09","42.123","-111.3133","1809.0","LIFTON PUMPING STATION, ID US","76.8","6","0.3",",6","","","","","","","","","0",",6","0",",6","4",",6","0",",6","18",",6","0",",6","","","-2.2",",6,27,","","","0",",T,6,24,","","","26.7",",6,17,+","","","243.1","6","181.2",",6","","","","","","","0",",T,,6","12.30",",6","20.72",",,,6","3.88",",,,6","",""
