"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013959","1959-07","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","843.6","X","316.1",",X","5",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","26",",X","3","","","","6","","21.1",",X,20,+","0",",,X,31,+","0",",,X,31,+","21.1",",,X,20,","36.1",",X,17,+","0.0","X","","","0.0",",X","","","","","","","","","","","46.8",",,,X","0",",,,X","28.53",",X","34.15",",,,X","22.92",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1959-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1168.3","X","324.7",",X","5",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","28",",X","4","","","","3","","19.4",",X,10,","0",",,X,31,+","0",",,X,31,+","32.3",",,X,31,","37.8",",X,30,+","0.0","X","","","0.0",",X","","","","","","","","","","","54.4",",,,X","0",",,,X","28.81",",X","34.54",",,,X","23.08",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1959-09","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1407.4","X","239.1",",X","9",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","15",",X","13","","","","5","","12.2",",X,12,","0",",,X,30,+","0",",,X,30,+","37.8",",,X,14,","35.6",",X,26,","0.0","X","","","0.0",",X","","","","","","","","","","","88.6",",,,X","0",",,,X","26.30",",X","31.77",",,,X","20.83",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1959-10","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1478.6","X","71.2",",X","7",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","2",",X","9","","","","3","","3.9",",X,28,","0",",,X,31,+","0",",,X,31,+","84.3",",,X,04,","32.2",",X,11,+","31.0","X","","","31.0",",X","","","","","","","","","","","187.1",",,,X","0",",,,X","19.63",",X","25.76",",,,X","13.50",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1959-11","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1487.2","X","8.6",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","7",",X","0",",X","9","","","","1","","-6.7",",X,18,","0",",,X,30,+","0",",T,X,14,","13.2",",,X,04,","27.2",",X,03,","283.4","X","","","252.4",",X","","","","","","","","","","","31.7",",,,X","0",",T,,X","10.21",",X","16.99",",,,X","3.42",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1959-12","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1487.2","X","0.0",",X","8",",X","6",",X","2",",X","0",",X","0",",X","0",",X","1",",X","0",",X","4",",X","0",",X","13","","","","2","","-3.9",",X,06,","0",",,X,31,+","0",",,X,31,+","44.2",",,X,15,","24.4",",X,07,","506.6","X","","","223.2",",X","","","","","","","","","","","103.3",",,,X","0",",,,X","11.13",",X","16.61",",,,X","5.65",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-01","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","3.1","0","3.1",",X","9",",X","3",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","5",",X","0",",X","12","","","","1","","-5.6",",X,20,","0",",,X,31,+","0",",T,X,04,","24.9",",,X,05,","24.4",",X,28,","822.0","0","","","315.4",",X","","","","","","","","","","","45.7",",,,X","0",",T,,X","8.26",",X","13.21",",,,X","3.31",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-02","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","7.0","0","3.9",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","2",",X","0",",X","11","","","","2","","-7.2",",X,25,","0",",T,X,26,+","10",",,X,24,","22.1",",,X,03,","31.7",",X,09,","1138.0","0","","","316.0",",X","","","","","","","","","","","48.6",",,,X","10",",,,X","7.57",",X","13.26",",,,X","1.88",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-03","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","18.6","0","11.6",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","14","","","","","","-4.4",",0,03,","0",",T,0,01,","0",",,0,31,+","5.1",",,0,01,","30.0",",0,29,","1364.9","0","","","226.9",",0","","","","","","","","","","","17.6",",,,0","0",",,,0","11.39",",0","17.05",",,,0","5.73",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-04","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","103.1","0","84.5",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","2","","","","4","","3.9",",0,04,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,29,","33.9",",0,06,","1381.9","0","","","17.0",",0","","","","","","","","","","","42.4",",,,0","0",",,,0","20.58",",0","26.85",",,,0","14.31",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-05","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","253.4","0","150.3",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","3","","","","5","","7.2",",0,12,","0",",,0,31,+","0",",,0,31,+","37.3",",,0,20,","33.3",",0,28,+","1390.0","0","","","8.1",",0","","","","","","","","","","","60.5",",,,0","0",",,,0","22.92",",0","29.08",",,,0","16.76",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-06","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","546.8","0","293.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","4","","","","6","","18.3",",0,14,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,25,","40.0",",0,15,","1390.0","0","","","0.0",",0","","","","","","","","","","","69.5",",,,0","0",",,,0","28.11",",0","34.14",",,,0","22.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-07","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","888.1","0","341.3",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","4","","","","6","","20.6",",0,28,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,07,","40.6",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","30.5",",,,0","0",",,,0","29.34",",0","35.01",",,,0","23.68",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1215.9","0","327.8",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","8","","","","4","","20.0",",0,12,","0",",,0,31,+","0",",,0,31,+","49.8",",,0,21,","36.7",",0,07,+","0.0","0","","","0.0",",0","","","","","","","","","","","76.3",",,,0","0",",,,0","28.91",",0","34.47",",,,0","23.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-09","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1461.2","0","245.3",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","4","","","","1","","13.9",",0,12,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,24,","36.7",",0,19,+","0.0","0","","","0.0",",0","","","","","","","","","","","28.5",",,,0","0",",,,0","26.51",",0","33.15",",,,0","19.87",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-10","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1587.3","0","126.1",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","6",",0","16","","","","7","","6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","72.6",",,0,18,","33.3",",0,05,","21.0","0","","","21.0",",0","","","","","","","","","","","133.3",",,,0","0",",,,0","21.72",",0","27.30",",,,0","16.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-11","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1609.2","0","21.9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","12","","","","1","","-1.1",",0,11,","0",",,0,30,+","0",",,0,30,+","11.9",",,0,20,","29.4",",0,15,","138.8","0","","","117.8",",0","","","","","","","","","","","21.8",",,,0","0",",,,0","15.14",",0","20.81",",,,0","9.46",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1960-12","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1610.6","0","1.4",",0","13",",0","8",",0","3",",0","0",",0","0",",0","0",",0","6",",0","0",",0","2",",0","0",",0","16","","","","2","","-5.0",",0,21,","0",",,0,31,+","0",",T,0,13,","61.7",",,0,07,","23.3",",0,05,","467.7","0","","","328.9",",0","","","","","","","","","","","178.6",",,,0","0",",T,,0","7.77",",0","12.65",",,,0","2.89",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-01","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","0.0","0","0.0",",0","8",",0","6",",0","2",",0","0",",0","1",",0","0",",0","15",",0","3",",0","3",",0","0",",0","14","","","","1","","-8.3",",0,29,","0",",T,0,29,+","51",",,0,28,","45.2",",,0,07,","23.9",",0,17,","842.2","0","","","374.5",",0","","","","","","","","","","","148.1",",,,0","51",",,,0","6.25",",0","11.85",",,,0","0.66",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-02","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","4.5","0","4.5",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","11","","","","2","","-1.7",",0,08,","0",",,0,28,+","8",",,0,06,","53.6",",,0,05,","26.1",",0,23,","1030.4","0","","","188.2",",0","","","","","","","","","","","98.0",",,,0","8",",,,0","11.77",",0","17.85",",,,0","5.69",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-03","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","36.1","0","31.6",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","9","","","","3","","2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,16,","30.0",",0,12,","1121.1","0","","","90.7",",0","","","","","","","","","","","44.7",",,,0","0",",,,0","16.43",",0","22.51",",,,0","10.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-04","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","112.6","0","76.5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","6","","","","2","","1.1",",0,16,","0",",,0,30,+","0",",,0,30,+","22.1",",,0,28,","32.8",",0,27,","1179.1","0","","","58.0",",0","","","","","","","","","","","26.8",",,,0","0",",,,0","18.95",",0","25.89",",,,0","12.00",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-05","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","284.8","0","172.2",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","3","","","","4","","11.1",",0,10,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,23,+","36.1",",0,22,","1179.1","0","","","0.0",",0","","","","","","","","","","","34.1",",,,0","0",",,,0","23.89",",0","30.01",",,,0","17.76",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-06","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","506.5","0","221.7",",0","8",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","20",",0","7","","","","5","","16.1",",0,22,","0",",,0,30,+","0",",,0,30,+","70.9",",,0,05,","34.4",",0,23,","1179.1","0","","","0.0",",0","","","","","","","","","","","306.5",",,,0","0",",,,0","25.72",",0","31.00",",,,0","20.44",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-07","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","788.7","0","282.2",",0","8",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","8","","","","6","","20.0",",0,17,+","0",",,0,31,+","0",",,0,31,+","64.8",",,0,16,","34.4",",0,26,","0.0","0","","","0.0",",0","","","","","","","","","","","195.1",",,,0","0",",,,0","27.44",",0","32.44",",,,0","22.44",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1086.7","0","298.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","3","","","","4","","17.2",",0,24,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,29,","38.3",",0,04,","0.0","0","","","0.0",",0","","","","","","","","","","","22.8",",,,0","0",",,,0","27.95",",0","34.05",",,,0","21.84",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-09","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1303.3","0","216.6",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","4","","","","2","","13.3",",0,17,+","0",",,0,30,+","0",",,0,30,+","47.0",",,0,12,","36.1",",0,06,+","0.0","0","","","0.0",",0","","","","","","","","","","","58.0",",,,0","0",",,,0","25.55",",0","31.12",",,,0","19.99",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-10","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1387.3","0","84.0",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","9","","","","2","","6.7",",0,20,","0",",,0,31,+","0",",,0,31,+","26.9",",,0,02,","30.6",",0,13,","22.0","0","","","22.0",",0","","","","","","","","","","","32.5",",,,0","0",",,,0","20.33",",0","26.38",",,,0","14.29",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-11","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1398.4","0","11.1",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14","","","","3","","2.8",",0,23,+","0",",,0,30,+","0",",,0,30,+","45.0",",,0,22,","28.9",",0,01,","207.6","0","","","185.6",",0","","","","","","","","","","","89.9",",,,0","0",",,,0","12.52",",0","17.96",",,,0","7.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1961-12","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1401.2","0","2.8",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","7",",0","0",",0","13","","","","3","","-5.6",",0,13,","0",",T,0,12,","0",",T,0,12,","5.8",",,0,16,","23.9",",0,26,+","483.3","0","","","275.7",",0","","","","","","","","","","","28.9",",,,0","0",",T,,0","9.53",",0","14.83",",,,0","4.23",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-01","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","0.0","0","0.0",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","19",",0","4",",0","5",",0","0",",0","13","","","","1","","-10.6",",0,11,+","0",",T,0,24,+","0",",T,0,22,+","6.4",",,0,26,","26.1",",0,30,","862.3","0","","","379.0",",0","","","","","","","","","","","16.7",",,,0","0",",T,,0","6.11",",0","13.08",",,,0","-0.86",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-02","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","10.6","0","10.6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","16",",0","0",",0","12","","","","3","","-4.4",",0,28,","0",",T,0,28,","0",",T,0,28,","15.2",",,0,23,","31.1",",0,08,","995.7","0","","","133.4",",0","","","","","","","","","","","35.8",",,,0","0",",T,,0","13.95",",0","20.93",",,,0","6.96",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-03","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","17.3","0","6.7",",0","4",",0","2",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","13",",0","0",",0","3","","","","1","","-5.6",",0,01,","0",",,0,31,+","25",",,0,14,","15.2",",,0,10,","28.3",",0,27,","1156.2","0","","","160.5",",0","","","","","","","","","","","20.6",",,,0","25",",,,0","13.37",",0","19.67",",,,0","7.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-04","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","80.4","0","63.1",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","4","","","","7","","2.2",",0,02,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,27,","31.1",",0,29,+","1195.6","0","","","39.4",",0","","","","","","","","","","","75.1",",,,0","0",",,,0","19.12",",0","24.93",",,,0","13.32",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-05","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","289.5","0","209.1",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","3","","","","3","","9.4",",0,02,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,28,","33.9",",0,27,+","1196.4","0","","","0.8",",0","","","","","","","","","","","55.6",",,,0","0",",,,0","25.05",",0","30.92",",,,0","19.18",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-06","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","537.7","0","248.2",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","5","","","","11","","18.3",",0,04,+","0",",,0,30,+","0",",,0,30,+","32.0",",,0,08,","35.0",",0,20,","1196.4","0","","","0.0",",0","","","","","","","","","","","119.3",",,,0","0",",,,0","26.61",",0","31.81",",,,0","21.40",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-07","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","898.0","0","360.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","","","21.7",",0,06,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,01,","38.9",",0,30,","0.0","0","","","0.0",",0","","","","","","","","","","","1.8",",,,0","0",",,,0","29.95",",0","35.80",",,,0","24.11",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1293.7","0","395.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","20.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","17.5",",,0,24,","42.2",",0,10,","0.0","0","","","0.0",",0","","","","","","","","","","","18.3",",,,0","0",",,,0","31.10",",0","37.83",",,,0","24.36",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-09","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1549.2","0","255.5",",0","6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","4","","","","5","","13.9",",0,28,+","0",",,0,30,+","0",",,0,30,+","47.8",",,0,08,","36.7",",0,04,","0.0","0","","","0.0",",0","","","","","","","","","","","99.7",",,,0","0",",,,0","26.85",",0","32.66",",,,0","21.04",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-10","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1689.3","0","140.1",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","3","","","","6","","7.2",",0,31,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,16,","33.9",",0,07,","15.3","0","","","15.3",",0","","","","","","","","","","","60.1",",,,0","0",",,,0","22.36",",0","27.88",",,,0","16.84",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-11","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1693.7","0","4.4",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","9","","","","1","","1.7",",0,13,+","0",",,0,30,+","0",",,0,30,+","17.5",",,0,26,","30.0",",0,10,","139.7","0","","","124.4",",0","","","","","","","","","","","37.6",",,,0","0",",,,0","14.33",",0","19.91",",,,0","8.76",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1962-12","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1693.7","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","4",",0","0",",0","15","","","","1","","-5.6",",0,13,+","0",",,0,31,+","0",",,0,31,+","14.7",",,0,02,","23.3",",0,03,","413.7","0","","","274.0",",0","","","","","","","","","","","34.0",",,,0","0",",,,0","9.49",",0","15.03",",,,0","3.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-01","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","16",",0","3",",0","5",",0","0",",0","12","","","","1","","-11.7",",0,24,","0",",T,0,19,","0",",T,0,23,+","6.1",",,0,19,","26.7",",0,10,","829.5","0","","","415.8",",0","","","","","","","","","","","12.5",",,,0","0",",T,,0","4.92",",0","11.07",",,,0","-1.24",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-02","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1.1","0","1.1",",0","3",",0","1",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","10",",0","0",",0","9","","","","","","-6.1",",0,12,","0",",T,0,12,","25",",,0,11,","10.4",",,0,18,","29.4",",0,01,","1084.0","0","","","254.5",",0","","","","","","","","","","","12.9",",,,0","25",",,,0","9.28",",0","16.90",",,,0","1.66",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-03","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","45.9","0","44.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","0",",0","7","","","","2","","-1.1",",0,06,","0",",,0,31,+","0",",T,0,05,","18.5",",,0,10,","30.6",",0,30,","1162.1","0","","","78.1",",0","","","","","","","","","","","19.3",",,,0","0",",T,,0","17.26",",0","24.36",",,,0","10.16",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-04","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","180.1","0","134.2",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","6","","","","5","","7.2",",0,07,","0",",,0,30,+","0",",,0,30,+","37.3",",,0,28,","38.3",",0,09,","1179.9","0","","","17.8",",0","","","","","","","","","","","70.2",",,,0","0",",,,0","22.21",",0","28.27",",,,0","16.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-05","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","375.7","0","195.6",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","7","","","","7","","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","73.2",",,0,06,","34.4",",0,27,+","1182.7","0","","","2.8",",0","","","","","","","","","","","144.9",",,,0","0",",,,0","24.55",",0","30.06",",,,0","19.04",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-06","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","687.3","0","311.6",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","3","","","","6","","20.6",",0,04,+","0",",,0,30,+","0",",,0,30,+","22.4",",,0,28,","37.8",",0,15,+","1182.7","0","","","0.0",",0","","","","","","","","","","","46.5",",,,0","0",",,,0","28.72",",0","34.55",",,,0","22.89",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-07","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1073.8","0","386.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","2","","21.1",",0,03,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,14,","39.4",",0,24,+","0.0","0","","","0.0",",0","","","","","","","","","","","0.0",",T,,0","0",",,,0","30.80",",0","36.95",",,,0","24.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1963-08","31.61889","-97.22833","152.4","WACO REGIONAL AIRPORT, TX US","","","1459.4","0","385.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","7","","22.2",",0,14,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,13,","39.4",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","32.5",",,,0","0",",,,0","30.77",",0","37.05",",,,0","24.49",",,,0","","","","","","","","","","","","","","","","","",""
