"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00143483","1958-10","37.09444","-95.94222","231.6","HAVANA, KS US","2",",6","1",",6","0",",6","4","","","","8.9",",,6,01,","11.2",",,,6"
"USC00143483","1958-11","37.09444","-95.94222","231.6","HAVANA, KS US","8",",6","4",",6","0",",6","","","1","","11.9",",,6,18,","33.9",",,,6"
"USC00143483","1958-12","37.09444","-95.94222","231.6","HAVANA, KS US","4",",6","4",",6","0",",6","1","","","","10.4",",,6,31,","22.3",",,,6"
"USC00143483","1959-01","37.09444","-95.94222","231.6","HAVANA, KS US","4",",6","2",",6","0",",6","1","","","","10.2",",,6,21,","14.5",",,,6"
"USC00143483","1959-02","37.09444","-95.94222","231.6","HAVANA, KS US","7",",6","4",",6","0",",6","1","","","","23.1",",,6,10,","36.4",",,,6"
"USC00143483","1959-03","37.09444","-95.94222","231.6","HAVANA, KS US","9",",6","5",",6","0",",6","1","","","","20.8",",,6,26,","53.1",",,,6"
"USC00143483","1959-04","37.09444","-95.94222","231.6","HAVANA, KS US","10",",6","5",",6","0",",6","1","","","","18.5",",,6,08,","50.2",",,,6"
"USC00143483","1959-05","37.09444","-95.94222","231.6","HAVANA, KS US","11",",6","7",",6","1",",6","2","","","","66.8",",,6,18,","140.1",",,,6"
"USC00143483","1959-06","37.09444","-95.94222","231.6","HAVANA, KS US","8",",6","5",",6","2",",6","2","","","","28.2",",,6,27,","74.0",",,,6"
"USC00143483","1959-07","37.09444","-95.94222","231.6","HAVANA, KS US","14",",6","12",",6","3",",6","2","","","","68.6",",,6,15,","209.7",",,,6"
"USC00143483","1959-08","37.09444","-95.94222","231.6","HAVANA, KS US","8",",6","6",",6","0",",6","","","","","11.9",",,6,30,","47.6",",,,6"
"USC00143483","1959-09","37.09444","-95.94222","231.6","HAVANA, KS US","8",",6","7",",6","2",",6","1","","","","35.1",",,6,25,","130.4",",,,6"
