"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00171670","1892-12","43.8","-70.8","239.0","CORNISH, ME US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","21.1",",,6,08,","","","","","","","35.1",",,,6","","","","","","","",""
"USC00171670","1893-03","43.8","-70.8","239.0","CORNISH, ME US","","","","","","","","","","","1",",6","","","","","","","","","","","","","","","229",",,6,15,","","","","","","","","","","","229",",,,6","","","","","",""
"USC00171670","1893-04","43.8","-70.8","239.0","CORNISH, ME US","","","","","10","1,6","6","1,6","0","1,6","3",",6","","","","","","","","","","","","","","","89",",,6,17,","19.3","1,,6,22,","","","","","","","65.9","1,,,6","204",",,,6","","","","","",""
"USC00171670","1893-06","43.8","-70.8","239.0","CORNISH, ME US","","","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","25.4",",,6,24,","","","","","","","78.5",",,,6","","","","","","","",""
"USC00171670","1893-11","43.8","-70.8","239.0","CORNISH, ME US","","","","","5","1,6","4","1,6","2","1,6","1",",6","","","","","","","","","","","","","","","64",",,6,22,","29.5","1,,6,28,","","","","","","","64.6","1,,,6","85",",,,6","","","","","",""
"USC00171670","1893-12","43.8","-70.8","239.0","CORNISH, ME US","","","","","13","2,6","8","2,6","1","2,6","","","","","","","","","","","","","","","","","","","25.4","2,,6,03,","","","","","","","87.9","2,,,6","","","","","","","",""
"USC00171670","1894-01","43.8","-70.8","239.0","CORNISH, ME US","","","","","11",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","12.7",",,6,25,","","","","","","","59.1",",,,6","","","","","","","",""
"USC00171670","1894-02","43.8","-70.8","239.0","CORNISH, ME US","","","","","8",",6","5",",6","0",",6","4",",6","","","","","","","","","","","","","","","203",",,6,15,+","20.3",",,6,15,+","","","","","","","63.8",",,,6","597",",,,6","","","","","",""
"USC00171670","1894-04","43.8","-70.8","239.0","CORNISH, ME US","","","","","","","","","","","3",",6","","","","","","","","","","","","","","","229",",,6,09,","","","","","","","","","","","457",",,,6","","","","","",""
"USC00171670","1894-08","43.8","-70.8","239.0","CORNISH, ME US","","","","","12",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","61.0",",,6,03,","","","","","","","121.8",",,,6","","","","","","","",""
