"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00368356","1926-04","41.35","-75.4","426.7","SOUTH STERLING, PA US","5",",6","4",",6","1",",6","1",",6","","","","","33",",,6,01,","30.5",",,6,28,","56.9",",,,6","33",",,,6"
"USC00368356","1926-05","41.35","-75.4","426.7","SOUTH STERLING, PA US","3",",6","3",",6","0",",6","0",",6","","","","","0",",,6,31,+","15.0",",,6,19,","25.7",",,,6","0",",,,6"
"USC00368356","1926-06","41.35","-75.4","426.7","SOUTH STERLING, PA US","12",",6","10",",6","0",",6","0",",6","","","","","0",",,6,30,+","13.7",",,6,15,","90.8",",,,6","0",",,,6"
"USC00368356","1926-07","41.35","-75.4","426.7","SOUTH STERLING, PA US","9",",6","6",",6","0",",6","0",",6","","","","","0",",,6,31,+","6.1",",,6,22,","28.8",",,,6","0",",,,6"
"USC00368356","1926-08","41.35","-75.4","426.7","SOUTH STERLING, PA US","13",",6","11",",6","2",",6","0",",6","","","","","0",",,6,31,+","43.2",",,6,16,","141.0",",,,6","0",",,,6"
"USC00368356","1926-09","41.35","-75.4","426.7","SOUTH STERLING, PA US","8",",6","8",",6","1",",6","","","","","","","","","40.6",",,6,06,","104.6",",,,6","",""
"USC00368356","1926-10","41.35","-75.4","426.7","SOUTH STERLING, PA US","11",",6","10",",6","1",",6","0",",6","","","","","0",",T,6,20,","33.5",",,6,25,","118.6",",,,6","0",",T,,6"
"USC00368356","1926-11","41.35","-75.4","426.7","SOUTH STERLING, PA US","5",",6","5",",6","2",",6","","","","","","","","","168.7",",,6,15,","249.9",",,,6","",""
"USC00368356","1926-12","41.35","-75.4","426.7","SOUTH STERLING, PA US","11",",6","6",",6","1",",6","","","","","","","","","26.2",",,6,05,","73.4",",,,6","",""
"USC00368356","1927-01","41.35","-75.4","426.7","SOUTH STERLING, PA US","10",",6","10",",6","0",",6","","","","","","","","","13.5",",,6,14,","67.7",",,,6","",""
"USC00368356","1927-02","41.35","-75.4","426.7","SOUTH STERLING, PA US","8",",6","7",",6","1",",6","","","1","","","","","","31.0",",,6,19,","109.7",",,,6","",""
"USC00368356","1927-03","41.35","-75.4","426.7","SOUTH STERLING, PA US","9",",6","8",",6","0",",6","","","","","","","","","17.8",",,6,20,","57.0",",,,6","",""
"USC00368356","1927-04","41.35","-75.4","426.7","SOUTH STERLING, PA US","6",",6","6",",6","1",",6","0",",6","","","1","","0",",T,6,27,+","33.0",",,6,26,","76.1",",,,6","0",",T,,6"
"USC00368356","1927-05","41.35","-75.4","426.7","SOUTH STERLING, PA US","15",",6","12",",6","2",",6","0",",6","","","1","","0",",,6,31,+","33.5",",,6,10,","158.0",",,,6","0",",,,6"
"USC00368356","1927-06","41.35","-75.4","426.7","SOUTH STERLING, PA US","6",",6","5",",6","2",",6","0",",6","","","","","0",",,6,30,+","33.0",",,6,19,","90.2",",,,6","0",",,,6"
"USC00368356","1927-07","41.35","-75.4","426.7","SOUTH STERLING, PA US","11",",6","7",",6","1",",6","0",",6","","","","","0",",,6,31,+","45.0",",,6,22,","97.0",",,,6","0",",,,6"
"USC00368356","1927-08","41.35","-75.4","426.7","SOUTH STERLING, PA US","9",",6","8",",6","2",",6","0",",6","","","","","0",",,6,31,+","41.4",",,6,14,","149.0",",,,6","0",",,,6"
"USC00368356","1927-09","41.35","-75.4","426.7","SOUTH STERLING, PA US","5",",6","3",",6","1",",6","0",",6","","","","","0",",,6,30,+","27.7",",,6,01,","54.8",",,,6","0",",,,6"
"USC00368356","1927-10","41.35","-75.4","426.7","SOUTH STERLING, PA US","6",",6","6",",6","3",",6","0",",6","","","","","0",",,6,31,+","121.7",",,6,19,","275.8",",,,6","0",",,,6"
"USC00368356","1927-11","41.35","-75.4","426.7","SOUTH STERLING, PA US","9",",6","9",",6","3",",6","","","","","","","","","70.1",",,6,17,","170.7",",,,6","",""
"USC00368356","1927-12","41.35","-75.4","426.7","SOUTH STERLING, PA US","6",",6","5",",6","0",",6","","","","","","","","","16.0",",,6,16,","49.8",",,,6","",""
