"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00096937","1994-01","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","4,S","0","4,S","","","","","","","22.5","4,S,05,","","","","","","","","","24.99","4,,,S"
"IDM00096937","1994-04","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","4,S","0","4,S","","","","","","","24.1","4,S,01,","","","","","","","","","25.59","4,,,S"
"IDM00096937","1994-06","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","5,S","0","5,S","","","","","","","20.4","5,S,24,","","","","","","","","","23.69","5,,,S"
"IDM00096937","1994-07","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","5,S","0","5,S","","","","","","","18.2","5,S,08,","","","","","","","","","22.87","5,,,S"
"IDM00096937","1994-08","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","4,S","0","4,S","","","","","","","20.7","4,S,14,","","","","","","","","","23.19","4,,,S"
"IDM00096937","1994-09","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","2,S","0","2,S","","","","","","","23.0","2,S,24,+","","","","","","","","","23.96","2,,,S"
"IDM00096937","1994-10","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","302.6","5,S","0","4,S","0","4,S","0","3,S","28","3,S","28","3,S","23.5","4,S,04,+","36.2","3,S,14,","0.0","3,S","29.98","5,S","34.45","3,,,S","25.52","4,,,S"
"IDM00096937","1994-11","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","4,S","0","4,S","","","","","","","20.5","4,S,23,","","","","","","","","","26.81","4,,,S"
"IDM00096937","1995-02","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","5,S","0","5,S","","","","","","","22.2","5,S,20,","","","","","","","","","23.48","5,,,S"
"IDM00096937","1995-04","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","3,S","0","3,S","","","","","","","22.0","3,S,10,","","","","","","","","","24.50","3,,,S"
"IDM00096937","1995-06","-7.217","113.717","3.0","SURABAYA GEDANGAN, ID","","","","","0","2,S","0","2,S","","","","","","","22.7","2,S,24,","","","","","","","","","24.54","2,,,S"
