"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00044673","2005-06","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","52.6","4,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","4,0","24","4,0","3","4,0","","","7.2","3,0,07,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,16,","35.0","4,0,29,","","","11.7","4,0","20.3",",,,0","0",",,,0","19.93","4,0","27.83","4,,,0","12.03","3,,,0"
"USC00044673","2005-07","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","234.5","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","25","3,0","","","12.2","3,0,22,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0","3,0,17,","0.0","0","0.0","3,0","0.0",",,,0","0",",,,0","26.71","3,0","36.70","3,,,0","16.72","3,,,0"
"USC00044673","2005-08","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","214.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","10.6",",0,26,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","38.9",",0,08,+","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","25.25",",0","35.62",",,,0","14.87",",,,0"
"USC00044673","2005-09","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","70.0","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","4,0","26","4,0","10","4,0","","","8.3","3,0,14,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","36.1","4,0,05,+","2.8","0","2.8","4,0","0.0",",,,0","0",",,,0","20.90","4,0","30.70","4,,,0","11.09","3,,,0"
"USC00044673","2005-10","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","30.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","4.4",",0,30,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,29,","35.6",",0,01,","39.3","0","36.5",",0","6.4",",,,0","0",",,,0","18.15",",0","26.62",",,,0","9.67",",,,0"
"USC00044673","2005-11","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","","","3","3,0","2","3,0","0","3,0","0","5,0","0","3,0","","","","","0","3,0","11","3,0","0","3,0","","","","","0","5,,0,30,+","0","3,,0,30,+","14.0","3,,0,08,","25.6","3,0,09,","","","","","22.4",",a,,0","0","3,,,0","","","20.04","3,,,0","",""
"USC00044673","2005-12","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","","","13",",0","11",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","114.8",",,0,31,","","","","","","","316.5",",,,0","0",",,,0","","","","","",""
"USC00044673","2006-01","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","","","11",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","28.7",",,0,02,","","","","","","","90.7",",,,0","0",",,,0","","","","","",""
"USC00044673","2006-02","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","0.0","2,0","8",",0","4",",0","2",",0","0",",0","0",",0","0","1,0","5","1,0","0","2,0","10","2,0","0","2,0","","","-2.2","1,0,16,","0",",,0,28,+","0",",,0,28,+","43.2",",,0,27,","25.0","2,0,13,","","","186.6","2,0","102.5",",,,0","0",",,,0","11.18","2,0","18.41","2,,,0","3.95","1,,,0"
"USC00044673","2006-03","38.57944","-122.25","138.7","LAKE BERRYESSA, CA US","","","0.0",",0","25",",0","14",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","-1.1",",0,11,","0",",,0,31,+","0",",,0,31,+","41.1",",,0,06,","19.4",",0,27,+","","","282.1",",0","178.6",",,,0","0",",,,0","9.23",",0","14.60",",,,0","3.87",",,,0"
