"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00411880","2003-07","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","","","250.6","5,0","15",",0","10",",0","2",",0","0",",0","0",",0","0","5,0","0","5,0","0","3,0","28","3,0","22","3,0","","","","","21.7","5,0,18,+","0",",,0,31,+","0",",,0,31,+","89.4",",,0,16,","34.4","3,0,25,+","119.0",",,,0","0.0","0","  27.8",",,,0,5,2","0.0","3,0","  31.1",",,,0,5,2","  23.9",",,,0,5,2","  25.6",",,,0,5,2","  26.0",",,,0,5,2","  29.2",",,,0,5,2","207.1",",,,0","0",",,,0","27.89","5,0","32.65","3,,,0","23.13","5,,,0","",""
"USC00411880","2003-08","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","","","296.2","3,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","27","3,0","","","","","21.7","3,0,23,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,15,","38.3","3,0,09,+","144.9",",,,0","0.0","0","  28.3",",,,0,5,2","0.0","3,0","  34.4",",,,0,5,2","  25.6",",,,0,5,2","  27.8",",,,0,5,2","  26.9",",,,0,5,2","  31.1",",,,0,5,2","26.5",",,,0","0",",,,0","28.91","3,0","34.85","3,,,0","22.97","3,,,0","",""
"USC00411880","2003-09","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","","","208.0","3,0","19",",0","11",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","11","1,0","","","","","13.9","2,0,30,","0",",,0,30,+","0",",,0,30,+","39.4",",,0,19,","36.1","1,0,02,+","98.6",",,,0","0.0","0","  27.2",",,,0,5,2","0.0","1,0","  32.2",",,,0,5,2","  22.2",",,,0,5,2","  24.4",",,,0,5,2","  24.7",",,,0,5,2","  27.7",",,,0,5,2","219.9",",,,0","0",",,,0","25.96","3,0","31.17","1,,,0","20.75","2,,,0","",""
"USC00411880","2003-10","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","","","130.3","1,0","10",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","1","1,0","","","","","7.2","1,0,28,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,10,","33.3","1,0,24,","95.8",",,,0","8.0","0","  25.0",",,,0,5,2","8.0","1,0","  27.8",",,,0,5,2","  17.2",",,,0,5,2","  18.9",",,,0,5,2","  21.3",",,,0,5,2","  23.8",",,,0,5,2","44.6",",,,0","0",",,,0","22.41","1,0","28.06","1,,,0","16.76","1,,,0","",""
"USC00411880","2003-11","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","","","","","3","3,0","1","3,0","1","3,0","0",",0","0",",0","","","","","0","4,0","19","4,0","0","4,0","","","","","","","0",",,0,30,+","0",",,0,30,+","45.2","3,,0,18,","30.6","4,0,13,","70.7","3,,,0","","","  22.2","4,,,0,5,2","","","  23.9","5,,,0,5,2","  14.4","4,,,0,5,2","  16.1","5,,,0,5,2","  19.1","4,,,0,5,2","  20.6","5,,,0,5,2","49.0",",a,,0","0",",,,0","","","24.65","4,,,0","","","3709","2,,,0"
"USC00411880","2003-12","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","","","5.3","2,0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0","2,0","12","2,0","0","2,0","","","","","-1.7",",0,30,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,29,","26.7","2,0,01,","77.3",",,,0","","","  17.8","2,,,0,5,2","161.2","2,0","  18.3","1,,,0,5,2","  10.6","2,,,0,5,2","  12.8","1,,,0,5,2","  13.6","2,,,0,5,2","  15.2","1,,,0,5,2","65.8",",,,0","0",",,,0","12.97","2,0","20.67","2,,,0","5.27",",,,0","4331",",,,0"
"USC00411880","2004-01","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","13.3","0","13.3","1,0","13",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","11",",0","0",",0","","","","","-0.6","1,0,27,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,17,","25.6",",0,02,","57.7",",,,0","","","  17.2","3,,,0,5,2","155.8",",0","  18.3","3,,,0,5,2","  10.6","3,,,0,5,2","  12.2","3,,,0,5,2","  13.3","3,,,0,5,2","  14.9","3,,,0,5,2","65.7",",,,0","0",",,,0","13.59","1,0","18.79",",,,0","8.38","1,,,0","4861",",,,0"
"USC00411880","2004-02","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","15.6","0","2.3","1,0","11",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","10","1,0","0","1,0","","","","","0.0","1,0,16,+","0",",,0,29,+","0",",,0,29,+","13.7",",,0,25,","25.6","1,0,24,+","62.3","1,,,0","","","  15.6",",,,3,5,2","171.7","1,0","  17.2",",,,2,5,2","   9.4",",,,3,5,2","  10.6",",,,2,5,2","  12.2",",,,3,5,2","  14.2",",,,2,5,2","29.8",",,,0","0",",,,0","12.28","1,0","18.16","1,,,0","6.41","1,,,0","4752","1,,,0"
"USC00411880","2004-03","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","71.0","0","55.4","3,0","12",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","26","2,0","0","2,0","","","","","8.3","2,0,10,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,14,","28.9","2,0,08,","77.6","1,,,0","","","  20.6",",,,1,5,2","9.2","2,0","  20.6",",,,1,5,2","  14.4",",,,1,5,2","  16.7",",,,1,5,2","  17.5",",,,1,5,2","  19.1",",,,1,5,2","33.9",",,,0","0",",,,0","20.05","3,0","24.66","2,,,0","15.44","2,,,0","4508","2,,,0"
"USC00411880","2004-04","28.7156","-97.1742","36.0","COLETO CREEK RESERVOIR, TX US","155.5","0","84.5","1,0","7",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","27","1,0","0","1,0","","","","","6.7","1,0,14,","0",",,0,30,+","0",",,0,30,+","41.4",",,0,03,","30.6","1,0,01,","93.1","2,,,0","","","  21.7","1,,,0,5,2","11.4","1,0","  22.8","1,,,0,5,2","  15.6","1,,,0,5,2","  16.7","1,,,0,5,2","  19.0","1,,,0,5,2","  21.0","1,,,0,5,2","125.3",",,,0","0",",,,0","20.85","1,0","26.24","1,,,0","15.47","1,,,0","4306","2,,,0"
