"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00295140","1929-04","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0","2,6","1",",6","1",",6","0",",6","0",",6","0","1,6","11","1,6","0","1,6","9","1,6","0","1,6","-5.6","1,6,11,","0",",,6,30,+","3.0",",,6,04,","23.3","1,6,22,+","","","","","239.3","1,6","3.0",",,,6","0",",,,6","9.99","2,6","18.32","1,,,6","1.65","1,,,6","",""
"USC00295140","1929-05","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","","","5",",6","5",",6","0",",6","0",",6","","","","","0","4,6","20","4,6","0","4,6","","","0",",,6,31,+","24.1",",,6,14,","27.8","4,6,10,","","","","","","","69.8",",,,6","0",",,,6","","","23.46","4,,,6","","","",""
"USC00295140","1929-06","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","","","1",",6","1",",6","0",",6","","","0","4,6","0","4,6","","","","","","","5.6","4,6,02,","","","4.3",",,6,02,","","","","","","","","","4.3",",,,6","","","","","","","10.43","4,,,6","",""
"USC00295140","1929-07","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","119.9","3,6","","","","","","","","","0","1,6","0","1,6","0","3,6","28","3,6","2","3,6","7.2","1,6,11,","","","","","33.9","3,6,17,","","","0.0","6","0.0","3,6","","","","","22.61","3,6","29.52","3,,,6","15.70","1,,,6","",""
"USC00295140","1929-08","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","101.0",",6","5",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","0",",6","12.2",",6,20,","","","21.6",",,6,13,","31.7",",6,28,","","","0.0","6","0.0",",6","53.8",",,,6","","","21.59",",6","28.11",",,,6","15.07",",,,6","",""
"USC00295140","1929-09","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","13.3","2,6","3",",6","3",",6","1",",6","","","0","2,6","0","2,6","0","2,6","25","2,6","0","2,6","5.0","2,6,13,","","","74.9",",,6,27,","29.4","2,6,01,","","","26.1","6","26.1","2,6","91.4",",,,6","","","17.87","2,6","24.24","2,,,6","11.51","2,,,6","",""
"USC00295140","1929-10","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","","","2",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","76",",,6,30,","19.3",",,6,18,","","","","","","","","","32.3",",,,6","76",",,,6","","","","","","","",""
"USC00295140","1929-11","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0","1,6","4",",6","2",",6","0",",6","","","0","1,6","29","1,6","14","1,6","0","1,6","0","1,6","-16.1","1,6,25,","","","14.5",",,6,08,","8.9","1,6,28,","","","","","690.9","1,6","17.8",",,,6","","","-5.49","1,6","0.94","1,,,6","-11.92","1,,,6","",""
"USC00295140","1929-12","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0","2,6","1",",6","0",",6","0",",6","","","0","2,6","26","2,6","1","2,6","0","2,6","0","2,6","-15.0","2,6,01,","","","1.8",",,6,21,","20.0","2,6,15,","","","","","484.1","2,6","1.8",",,,6","","","1.64","2,6","9.52","2,,,6","-6.24","2,,,6","",""
"USC00295140","1930-01","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.0","6","0.0","5,6","1",",6","0",",6","0",",6","0",",6","0","5,6","17","5,6","0","2,6","0","2,6","0","2,6","-6.1","5,6,01,","8",",,6,19,","0.8",",,6,19,","16.1","2,6,27,+","","","","","340.3","2,6","0.8",",,,6","8",",,,6","5.07","5,6","10.34","2,,,6","-0.20","5,,,6","",""
"USC00295140","1930-02","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","10",",6","0",",6","8",",6","0",",6","-5.0",",6,27,","","","8.6",",,6,24,","24.4",",6,12,+","","","","","243.7",",6","8.6",",,,6","","","9.63",",6","17.55",",,,6","1.71",",,,6","",""
"USC00295140","1930-03","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","13",",6","0",",6","2",",6","0",",6","-2.8",",6,10,","","","0.3",",,6,27,","21.1",",6,28,+","","","","","315.5",",6","0.3",",,,6","","","8.15",",6","15.11",",,,6","1.20",",,,6","",""
"USC00295140","1930-04","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.6","6","0.6",",6","1",",6","1",",6","0",",6","","","0",",6","1",",6","0",",6","28",",6","0",",6","0.0",",6,16,","","","2.5",",,6,24,","27.2",",6,08,+","","","","","91.4",",6","2.5",",,,6","","","15.31",",6","23.70",",,,6","6.91",",,,6","",""
"USC00295140","1930-05","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","15.1","6","14.5","4,6","2",",6","1",",6","0",",6","","","0","3,6","0","3,6","0","4,6","18","4,6","0","4,6","1.1","3,6,10,+","","","7.6",",,6,30,","31.1","4,6,21,","","","","","96.1","4,6","7.9",",,,6","","","15.37","4,6","22.84","4,,,6","7.90","3,,,6","",""
"USC00295140","1930-06","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","137.3","6","122.2",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","11",",6","7.8",",6,03,","","","5.1",",,6,22,","36.7",",6,11,","","","","","0.8",",6","5.1",",,,6","","","22.38",",6","30.79",",,,6","13.97",",,,6","",""
"USC00295140","1930-07","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","300.2","6","162.9",",6","10",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","6",",6","15.6",",6,04,+","","","46.0",",,6,14,","34.4",",6,02,","","","0.0","6","0.0",",6","134.6",",,,6","","","23.59",",6","29.30",",,,6","17.87",",,,6","",""
"USC00295140","1930-08","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","436.8","6","136.6",",6","","","","","","","","","0",",6","0",",6","0",",6","31",",6","5",",6","13.3",",6,19,+","","","","","37.2",",6,24,","","","0.0","6","0.0",",6","","","","","22.74",",6","29.45",",,,6","16.03",",,,6","",""
"USC00295140","1930-09","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","461.8","6","25.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","28",",6","0",",6","3.3",",6,23,","","","15.2",",,6,08,","30.6",",6,18,","","","33.3","6","33.3",",6","39.4",",,,6","","","18.06",",6","26.31",",,,6","9.81",",,,6","",""
"USC00295140","1930-10","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","464.0","6","2.2",",6","0",",6","0",",6","0",",6","","","0",",6","2",",6","0",",6","20",",6","0",",6","-1.1",",6,30,","","","0.0",",,6,31,+","25.6",",6,08,+","","","165.9","6","132.6",",6","0.0",",,,6","","","14.13",",6","21.64",",,,6","6.61",",,,6","",""
"USC00295140","1930-11","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","5.1",",,6,19,","","","","","","","","","12.0",",,,6","","","","","","","","","",""
"USC00295140","1930-12","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0","2,6","1",",6","1",",6","0",",6","","","0","2,6","29","2,6","0",",6","0",",6","0",",6","-15.0","2,6,21,","","","8.1",",,6,27,","13.9",",6,12,","","","","","539.8",",6","8.1",",,,6","","","-0.27","2,6","7.48",",,,6","-8.02","2,,,6","",""
"USC00295140","1931-01","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","31",",6","0",",6","0",",6","0",",6","-15.0",",6,06,","","","7.9",",,6,05,","14.4",",6,28,+","","","","","638.9",",6","8.2",",,,6","","","-2.28",",6","7.54",",,,6","-12.09",",,,6","",""
"USC00295140","1931-02","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","","","6",",6","5",",6","0",",6","","","","","","","0","3,6","0","3,6","0","3,6","","","","","10.2",",,6,13,","14.4","3,6,07,","","","","","","","33.9",",,,6","","","","","11.27","3,,,6","","","",""
"USC00295140","1931-03","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0",",6","3",",6","1",",6","0",",6","","","0",",6","23",",6","0",",6","10",",6","0",",6","-11.1",",6,27,","","","9.4",",,6,26,","25.6",",6,23,","","","","","315.4",",6","10.9",",,,6","","","8.16",",6","18.42",",,,6","-2.11",",,,6","",""
"USC00295140","1931-04","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0",",6","7",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","14",",6","0",",6","0.6",",6,06,","","","20.3",",,6,29,","26.7",",6,08,","","","","","152.7",",6","64.5",",,,6","","","13.24",",6","20.30",",,,6","6.18",",,,6","",""
"USC00295140","1931-05","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","8.0",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","24",",6","0",",6","2.8",",6,11,","","","9.4",",,6,04,","29.4",",6,26,+","","","","","78.3",",6","12.4",",,,6","","","16.06",",6","24.07",",,,6","8.06",",,,6","",""
"USC00295140","1931-06","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","102.3",",6","","","","","","","","","0",",6","0",",6","0",",6","30",",6","11",",6","7.8",",6,05,","","","","","38.9",",6,15,","","","","","3.3",",6","","","","","21.63",",6","30.54",",,,6","12.72",",,,6","",""
"USC00295140","1931-07","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","192.0",",6","","","","","","","","","0",",6","0",",6","0",",6","31",",6","19",",6","11.7",",6,05,","","","","","38.9",",6,14,","","","0.0","6","0.0",",6","","","","","24.53",",6","32.27",",,,6","16.78",",,,6","",""
"USC00295140","1931-08","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","123.1",",6","10",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","8",",6","10.0",",6,12,+","","","3.0",",,6,24,","33.9",",6,18,","","","0.0","6","0.0",",6","11.6",",,,6","","","22.30",",6","29.59",",,,6","15.02",",,,6","",""
"USC00295140","1931-09","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","51.0","2,6","7",",6","5",",6","0",",6","","","0","2,6","0","2,6","0","2,6","28","2,6","0","2,6","8.9","2,6,21,","","","24.1",",,6,24,","31.7","2,6,05,","","","10.8","6","10.8","2,6","67.7",",,,6","","","19.77","2,6","25.92","2,,,6","13.61","2,,,6","",""
"USC00295140","1931-10","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.6","5,6","","","","","","","","","0","3,6","3","3,6","0","2,6","17","2,6","0","2,6","-1.7","3,6,29,","","","","","26.1","2,6,10,","","","132.8","6","122.0","2,6","","","","","13.83","5,6","21.19","2,,,6","6.46","3,,,6","",""
"USC00295140","1931-11","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0",",6","","","","","","","","","1",",6","26",",6","7",",6","0",",6","0",",6","-18.9",",6,23,","","","","","20.6",",6,02,","","","604.1","6","471.3",",6","","","","","2.62",",6","9.48",",,,6","-4.23",",,,6","",""
"USC00295140","1931-12","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","","","0.0",",6","","","","","","","","","0",",6","31",",6","3",",6","0",",6","0",",6","-12.8",",6,14,","","","","","10.0",",6,08,","","","1250.5","6","646.4",",6","","","","","-2.52",",6","3.27",",,,6","-8.31",",,,6","",""
"USC00295140","1932-01","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.0","","0.0",",6","","","","","","","","","2",",6","31",",6","6",",6","0",",6","0",",6","-18.3",",6,06,","","","","","12.2",",6,20,","","","1919.6","","669.1",",6","","","","","-3.25",",6","3.97",",,,6","-10.47",",,,6","",""
"USC00295140","1932-02","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.0","","0.0",",6","","","","","","","","","0",",6","26",",6","0",",6","0",",6","0",",6","-10.0",",6,04,","","","","","20.6",",6,27,","","","2306.9","","387.3",",6","","","","","4.98",",6","13.15",",,,6","-3.19",",,,6","",""
"USC00295140","1932-03","35.166667","-106.666667","1514.9","LOS GRIEGOS, NM US","0.0","","0.0",",6","8",",6","1",",6","0",",6","","","0",",6","27",",6","1",",6","2",",6","0",",6","-7.2",",6,22,","","","2.8",",,6,22,","22.8",",6,19,","","","2703.3","","396.4",",6","6.4",",,,6","","","5.55",",6","13.79",",,,6","-2.70",",,,6","",""
