"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA00116C8P0","1986-07","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","17","3,C","7","3,C","0","3,C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","8.5","3,,C,15,","","","","","","","45.8","3,,,C","0",",,,C","","","","","",""
"CA00116C8P0","1986-08","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","3","4,C","1","4,C","0","4,C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","4.2","4,,C,11,","","","","","","","10.1",",a,,C","0",",,,C","","","","","",""
"CA00116C8P0","1986-09","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","11",",C","7",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,30,+","0",",,C,30,+","10.6",",,C,29,","","","","","","","50.1",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1986-10","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","4",",C","0",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","1.6",",,C,29,+","","","","","","","4.2",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1986-11","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","10",",C","4",",C","0",",C","12","2,C","4",",C","","","","","","","","","","","","","260","2,,C,17,","180",",,C,16,","18.0",",,C,16,","","","","","","","40.7",",,,C","369",",,,C","","","","","",""
"CA00116C8P0","1986-12","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","3","2,C","2","2,C","0","2,C","26","1,C","2","2,C","","","","","","","","","","","","","120","1,,C,23,+","60","2,,C,12,","6.0","2,,C,12,","","","","","","","11.0","2,,,C","100","2,,,C","","","","","",""
"CA00116C8P0","1987-01","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","4",",C","3",",C","0",",C","31",",C","3",",C","","","","","","","","","","","","","180",",,C,28,+","80",",,C,31,","8.0",",,C,31,","","","","","","","17.0",",,,C","170",",,,C","","","","","",""
"CA00116C8P0","1987-02","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","5","2,C","2","2,C","0","2,C","16",",C","2",",C","","","","","","","","","","","","","180",",,C,01,","40",",,C,26,","4.0","2,,C,26,","","","","","","","11.2",",a,,C","90",",,,C","","","","","",""
"CA00116C8P0","1987-03","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","6","1,C","2","1,C","0","1,C","2","3,C","1",",C","","","","","","","","","","","","","40","3,,C,26,","40",",,C,25,","4.0","1,,C,25,","","","","","","","11.0","1,,,C","54",",,,C","","","","","",""
"CA00116C8P0","1987-04","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","8",",C","2",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","20",",,C,17,","20",",,C,16,","18.1",",,C,30,","","","","","","","28.7",",,,C","20",",,,C","","","","","",""
"CA00116C8P0","1987-05","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","10",",C","1",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","5.4",",,C,18,","","","","","","","12.0",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1987-06","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","5",",C","2",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,30,+","0",",,C,30,+","6.4",",,C,08,","","","","","","","12.0",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1987-07","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","10","2,C","4","2,C","0","2,C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","10.0","2,,C,04,","","","","","","","36.7",",a,,C","0",",,,C","","","","","",""
"CA00116C8P0","1987-08","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","4","2,C","3","2,C","0","2,C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","14.6","2,,C,12,","","","","","","","36.5",",a,,C","0",",,,C","","","","","",""
"CA00116C8P0","1987-09","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","3",",C","3",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,30,+","0",",,C,30,+","11.0",",,C,02,","","","","","","","18.4",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1987-10","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","7",",C","1",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","6.0",",,C,23,","","","","","","","13.5",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1987-11","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","7",",C","2",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","20",",,C,19,","20",",,C,18,","4.9",",,C,24,+","","","","","","","15.0",",,,C","35",",,,C","","","","","",""
"CA00116C8P0","1987-12","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","7","1,C","5","1,C","0","1,C","","","4","1,C","","","","","","","","","","","","","","","60","1,,C,20,","6.0","1,,C,20,","","","","","","","20.9","1,,,C","170","1,,,C","","","","","",""
"CA00116C8P0","1988-01","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","5",",C","1",",C","0",",C","31",",C","1",",C","","","","","","","","","","","","","160",",,C,11,","30",",,C,29,","3.0",",,C,29,","","","","","","","10.0",",,,C","100",",,,C","","","","","",""
"CA00116C8P0","1988-02","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","6","2,C","1","2,C","0","2,C","11",",C","1",",C","","","","","","","","","","","","","150",",,C,09,","80",",,C,08,","8.0","2,,C,08,","","","","","","","18.6",",a,,C","160",",,,C","","","","","",""
"CA00116C8P0","1988-03","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","12","1,C","2","1,C","0","1,C","","","0","1,C","","","","","","","","","","","","","","","10","1,,C,27,","5.1","1,,C,08,","","","","","","","18.9","1,,,C","10","1,,,C","","","","","",""
"CA00116C8P0","1988-04","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","9",",C","2",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","10",",,C,24,","10",",,C,23,","18.8",",,C,17,","","","","","","","30.0",",,,C","10",",,,C","","","","","",""
"CA00116C8P0","1988-05","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","9",",C","3",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","5.2",",,C,03,","","","","","","","19.0",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1988-06","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","10",",C","4",",C","0",",C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,30,+","0",",,C,30,+","11.6",",,C,29,","","","","","","","41.7",",,,C","0",",,,C","","","","","",""
"CA00116C8P0","1988-07","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","4","2,C","3","2,C","0","2,C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","7.6","2,,C,31,","","","","","","","29.6",",a,,C","0",",,,C","","","","","",""
"CA00116C8P0","1988-08","50.6","-120.2","640.0","KAMLOOPS PRATT ROAD, BC CA","","","","","8","2,C","3","2,C","0","2,C","0",",C","0",",C","","","","","","","","","","","","","0",",,C,31,+","0",",,C,31,+","4.8","2,,C,16,+","","","","","","","24.1",",a,,C","0",",,,C","","","","","",""
