"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"BOM00026834","1962-12","53.617","24.767","178.0","SCUCIN, BO","7","5,I","2","5,I","0","5,I","","","","","4.2","5,,I,12,","12.5","5,,,I"
"BOM00026834","1963-01","53.617","24.767","178.0","SCUCIN, BO","14",",I","0",",I","0",",I","","","","","1.9",",,I,05,","11.3",",,,I"
"BOM00026834","1963-02","53.617","24.767","178.0","SCUCIN, BO","12","1,I","4","1,I","0","1,I","","","","","7.3","1,,I,14,","29.5","1,,,I"
"BOM00026834","1963-03","53.617","24.767","178.0","SCUCIN, BO","8",",I","3",",I","0",",I","","","","","7.0",",,I,26,","20.6",",,,I"
"BOM00026834","1963-04","53.617","24.767","178.0","SCUCIN, BO","4","1,I","2","1,I","0","1,I","","","","","16.4","1,,I,25,","23.2","1,,,I"
"BOM00026834","1963-05","53.617","24.767","178.0","SCUCIN, BO","10",",I","4",",I","1",",I","","","","","27.0",",,I,31,","57.6",",,,I"
"BOM00026834","1963-06","53.617","24.767","178.0","SCUCIN, BO","11",",I","5",",I","0",",I","","","","","21.2",",,I,16,","62.6",",,,I"
"BOM00026834","1963-07","53.617","24.767","178.0","SCUCIN, BO","9",",I","3",",I","0",",I","","","","","10.0",",,I,09,","26.1",",,,I"
"BOM00026834","1963-08","53.617","24.767","178.0","SCUCIN, BO","8",",I","5",",I","0",",I","","","","","13.8",",,I,16,","42.7",",,,I"
"BOM00026834","1963-09","53.617","24.767","178.0","SCUCIN, BO","8",",I","5",",I","0",",I","","","","","12.7",",,I,03,","38.0",",,,I"
"BOM00026834","1963-10","53.617","24.767","178.0","SCUCIN, BO","13","2,I","7","2,I","0","2,I","","","","","20.7","2,,I,05,","64.8","2,,,I"
"BOM00026834","1963-11","53.617","24.767","178.0","SCUCIN, BO","16","1,I","8","1,I","0","1,I","","","","","13.1","1,,I,11,","59.5","1,,,I"
"BOM00026834","1963-12","53.617","24.767","178.0","SCUCIN, BO","10",",I","1",",I","0",",I","","","","","2.6",",,I,11,","12.4",",,,I"
"BOM00026834","1964-01","53.617","24.767","178.0","SCUCIN, BO","10",",I","2",",I","0",",I","","","","","3.7",",,I,22,","12.5",",,,I"
"BOM00026834","1964-02","53.617","24.767","178.0","SCUCIN, BO","15",",I","6",",I","0",",I","","","","","8.2",",,I,18,","37.9",",,,I"
"BOM00026834","1964-03","53.617","24.767","178.0","SCUCIN, BO","8","1,I","5","1,I","0","1,I","","","","","5.5","1,,I,22,","22.7","1,,,I"
"BOM00026834","1964-04","53.617","24.767","178.0","SCUCIN, BO","14",",I","9",",I","0",",I","","","","","7.8",",,I,24,","42.0",",,,I"
"BOM00026834","1964-05","53.617","24.767","178.0","SCUCIN, BO","10",",I","5",",I","0",",I","","","","","20.6",",,I,15,","46.8",",,,I"
"BOM00026834","1964-06","53.617","24.767","178.0","SCUCIN, BO","5",",I","2",",I","0",",I","","","","","6.0",",,I,22,","13.4",",,,I"
"BOM00026834","1964-07","53.617","24.767","178.0","SCUCIN, BO","8","4,I","3","4,I","1","4,I","","","","","32.1","4,,I,17,","39.2","4,,,I"
"BOM00026834","1964-08","53.617","24.767","178.0","SCUCIN, BO","11","1,I","5","1,I","1","1,I","","","","","26.0","1,,I,06,","68.3","1,,,I"
"BOM00026834","1964-10","53.617","24.767","178.0","SCUCIN, BO","9","2,I","5","2,I","0","2,I","","","","","6.8","2,,I,14,","28.0","2,,,I"
"BOM00026834","1964-11","53.617","24.767","178.0","SCUCIN, BO","16","1,I","8","1,I","0","1,I","","","","","11.9","1,,I,25,","70.8","1,,,I"
"BOM00026834","1964-12","53.617","24.767","178.0","SCUCIN, BO","13",",I","4",",I","0",",I","","","","","21.3",",,I,05,","47.8",",,,I"
"BOM00026834","1965-01","53.617","24.767","178.0","SCUCIN, BO","12","1,I","7","1,I","0","1,I","","","","","7.9","1,,I,21,","42.7","1,,,I"
"BOM00026834","1965-02","53.617","24.767","178.0","SCUCIN, BO","13",",I","4",",I","0",",I","","","","","4.2",",,I,25,","24.6",",,,I"
"BOM00026834","1965-03","53.617","24.767","178.0","SCUCIN, BO","11","1,I","5","1,I","0","1,I","","","","","10.2","1,,I,03,","36.9","1,,,I"
"BOM00026834","1965-04","53.617","24.767","178.0","SCUCIN, BO","7",",I","3",",I","0",",I","","","","","9.7",",,I,23,","20.8",",,,I"
"BOM00026834","1965-05","53.617","24.767","178.0","SCUCIN, BO","13",",I","7",",I","1",",I","","","","","38.2",",,I,30,","103.1",",,,I"
"BOM00026834","1965-06","53.617","24.767","178.0","SCUCIN, BO","16",",I","8",",I","0",",I","","","","","13.2",",,I,01,","64.4",",,,I"
"BOM00026834","1965-07","53.617","24.767","178.0","SCUCIN, BO","9",",I","7",",I","0",",I","","","","","23.7",",,I,24,","77.3",",,,I"
"BOM00026834","1965-08","53.617","24.767","178.0","SCUCIN, BO","10",",I","8",",I","0",",I","","","","","19.4",",,I,04,","105.1",",,,I"
"BOM00026834","1965-09","53.617","24.767","178.0","SCUCIN, BO","6","4,I","3","4,I","0","4,I","","","","","9.8","4,,I,15,","24.0","4,,,I"
"BOM00026834","1965-10","53.617","24.767","178.0","SCUCIN, BO","5","2,I","3","2,I","0","2,I","","","","","9.0","2,,I,17,","15.9","2,,,I"
"BOM00026834","1966-01","53.617","24.767","178.0","SCUCIN, BO","26","2,I","5","2,I","0","2,I","","","","","8.1","2,,I,04,","45.1","2,,,I"
"BOM00026834","1966-02","53.617","24.767","178.0","SCUCIN, BO","20",",I","5",",I","0",",I","","","","","7.6",",,I,26,","39.3",",,,I"
"BOM00026834","1966-03","53.617","24.767","178.0","SCUCIN, BO","17",",I","5",",I","0",",I","","","","","8.1",",,I,13,","36.9",",,,I"
"BOM00026834","1966-04","53.617","24.767","178.0","SCUCIN, BO","16",",I","6",",I","0",",I","","","","","12.0",",,I,20,","62.3",",,,I"
"BOM00026834","1966-05","53.617","24.767","178.0","SCUCIN, BO","15",",I","11",",I","0",",I","","","","","11.7",",,I,29,","79.5",",,,I"
"BOM00026834","1966-06","53.617","24.767","178.0","SCUCIN, BO","7",",I","7",",I","0",",I","","","","","14.9",",,I,02,","46.1",",,,I"
"BOM00026834","1966-07","53.617","24.767","178.0","SCUCIN, BO","13",",I","7",",I","0",",I","","","","","7.0",",,I,16,","33.0",",,,I"
"BOM00026834","1966-08","53.617","24.767","178.0","SCUCIN, BO","6",",I","4",",I","0",",I","","","","","20.6",",,I,05,","47.9",",,,I"
"BOM00026834","1966-09","53.617","24.767","178.0","SCUCIN, BO","16",",I","7",",I","0",",I","","","","","6.4",",,I,02,","39.3",",,,I"
"BOM00026834","1966-10","53.617","24.767","178.0","SCUCIN, BO","14",",I","3",",I","0",",I","","","","","10.5",",,I,28,","32.3",",,,I"
"BOM00026834","1966-11","53.617","24.767","178.0","SCUCIN, BO","15",",I","7",",I","0",",I","","","","","19.9",",,I,20,","72.6",",,,I"
"BOM00026834","1966-12","53.617","24.767","178.0","SCUCIN, BO","23",",I","7",",I","0",",I","","","","","8.1",",,I,19,","47.7",",,,I"
"BOM00026834","1967-01","53.617","24.767","178.0","SCUCIN, BO","18",",I","7",",I","0",",I","","","","","7.3",",,I,27,","39.2",",,,I"
"BOM00026834","1967-02","53.617","24.767","178.0","SCUCIN, BO","17",",I","4",",I","0",",I","","","","","5.4",",,I,24,","34.2",",,,I"
"BOM00026834","1967-03","53.617","24.767","178.0","SCUCIN, BO","18","1,I","7","1,I","0","1,I","","","","","6.8","1,,I,23,","46.0","1,,,I"
"BOM00026834","1967-04","53.617","24.767","178.0","SCUCIN, BO","16",",I","4",",I","0",",I","","","","","9.0",",,I,08,","35.9",",,,I"
"BOM00026834","1967-05","53.617","24.767","178.0","SCUCIN, BO","16",",I","8",",I","0",",I","","","","","13.0",",,I,05,","57.3",",,,I"
"BOM00026834","1967-07","53.617","24.767","178.0","SCUCIN, BO","14",",I","7",",I","1",",I","","","","","28.0",",,I,14,","74.5",",,,I"
"BOM00026834","1967-08","53.617","24.767","178.0","SCUCIN, BO","14",",I","10",",I","1",",I","","","","","27.1",",,I,18,","110.3",",,,I"
"BOM00026834","1967-09","53.617","24.767","178.0","SCUCIN, BO","6",",I","3",",I","0",",I","","","","","6.0",",,I,22,","15.9",",,,I"
"BOM00026834","1967-10","53.617","24.767","178.0","SCUCIN, BO","13",",I","9",",I","0",",I","","","","","15.8",",,I,03,","59.0",",,,I"
"BOM00026834","1967-11","53.617","24.767","178.0","SCUCIN, BO","16","1,I","8","1,I","0","1,I","","","","","5.9","1,,I,18,","40.3","1,,,I"
"BOM00026834","1967-12","53.617","24.767","178.0","SCUCIN, BO","24",",I","10",",I","0",",I","","","","","6.7",",,I,05,","67.4",",,,I"
"BOM00026834","1968-01","53.617","24.767","178.0","SCUCIN, BO","18",",I","5",",I","0",",I","","","","","5.3",",,I,30,","33.9",",,,I"
"BOM00026834","1968-02","53.617","24.767","178.0","SCUCIN, BO","12",",I","2",",I","0",",I","","","","","3.6",",,I,16,","17.8",",,,I"
"BOM00026834","1968-03","53.617","24.767","178.0","SCUCIN, BO","12",",I","5",",I","0",",I","","","","","21.7",",,I,23,","40.9",",,,I"
"BOM00026834","1968-04","53.617","24.767","178.0","SCUCIN, BO","9",",I","5",",I","0",",I","","","","","17.2",",,I,11,","50.8",",,,I"
"BOM00026834","1968-05","53.617","24.767","178.0","SCUCIN, BO","19",",I","7",",I","0",",I","","","","","17.5",",,I,08,","56.3",",,,I"
"BOM00026834","1968-06","53.617","24.767","178.0","SCUCIN, BO","9","2,I","7","2,I","1","2,I","","","","","30.7","2,,I,22,","64.6","2,,,I"
"BOM00026834","1968-07","53.617","24.767","178.0","SCUCIN, BO","8","1,I","4","1,I","0","1,I","","","","","7.9","1,,I,12,","24.0","1,,,I"
