"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00480233","1960-03","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","5","1,0","3","1,0","0","1,0","","","","","0",",,0,31,+","0",",T,0,17,+","2.3",",,0,27,","22.8","1,0,27,","","","3.6",",,,0","0",",T,,0","","","7.91","1,,,0","",""
"USC00480233","1960-11","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"USC00480233","1960-12","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","","","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","0",",0","0",",0","","","-15.6",",0,21,+","0",",T,0,27,+","13",",,0,21,","1.3",",,0,21,","15.0",",0,02,","646.6",",0","1.6",",,,0","16",",,,0","-2.52",",0","5.58",",,,0","-10.63",",,,0"
"USC00480233","1961-01","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","0.0","","0.0","2,0","0",",0","0",",0","0",",0","","","0",",0","2",",0","28",",0","2","2,0","0","2,0","0","2,0","","","-20.0",",0,26,","","","0",",T,0,26,+","0.0",",T,0,26,+","15.6","2,0,31,","553.0","2,0","0.0",",T,,0","0",",T,,0","-1.01","2,0","7.46","2,,,0","-9.48",",,,0"
"USC00480233","1961-02","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","0.0","","0.0","1,0","5",",0","1",",0","0",",0","","","0","4,0","0","1,0","24","1,0","2",",0","0",",0","0",",0","","","-15.0","1,0,07,","","","0","4,T,0,12,","5.1",",,0,17,","20.6",",0,11,","494.3",",0","10.2",",,,0","0","4,T,,0","-0.02","1,0","6.68",",,,0","-6.72","1,,,0"
"USC00480233","1961-03","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","0.0","","0.0",",0","4",",0","0",",0","0",",0","","","","","0",",0","30",",0","1",",0","0",",0","0",",0","1","","-15.6",",0,06,","","","","","1.3",",,0,25,+","18.9",",0,17,","471.6",",0","4.2",",,,0","","","3.12",",0","10.95",",,,0","-4.72",",,,0"
"USC00480233","1961-04","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","0.0","","0.0","1,0","6",",0","4",",0","0",",0","0",",0","0","4,0","0","1,0","21","1,0","0",",0","3",",0","0",",0","","","-10.6","1,0,09,","0",",,0,30,+","0","4,,0,30,+","5.6",",,0,08,","25.6",",0,20,","366.9",",0","20.7",",,,0","0","4,,,0","5.65","1,0","13.01",",,,0","-1.71","1,,,0"
"USC00480233","1961-05","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","0.0","","0.0","1,0","8",",0","5",",0","0",",0","0",",0","0","1,0","0","1,0","8","1,0","0","1,0","12","1,0","1","1,0","2","","-1.1","1,0,07,","0",",,0,31,+","0","1,,0,31,+","6.9",",,0,04,","32.2","1,0,10,","212.5","1,0","23.4",",,,0","0","1,,,0","11.25","1,0","19.60","1,,,0","2.89","1,,,0"
"USC00480233","1961-06","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","","","","","5",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","6.6",",,0,04,","","","","","11.5",",,,0","0",",,,0","","","","","",""
"USC00480233","1961-07","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","","","","","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","10.4",",,0,07,","","","","","31.5",",,,0","0",",,,0","","","","","",""
"USC00480233","1961-08","43.45","-105.5","1464.0","ANTELOPE CREEK RANCH, WY US","","","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","3.0",",,0,19,","","","","","3.0",",,,0","0",",,,0","","","","","",""
