"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00405349","1936-01","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","11","2,6","6","2,6","1","2,6","","","1",",6","","","","","178",",,6,19,","53.1","2,,6,15,","114.2","2,,,6","178",",,,6"
"USC00405349","1936-02","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","11",",6","6",",6","0",",6","","","1",",6","","","","","127",",,6,02,","13.2",",,6,04,","53.2",",,,6","127",",,,6"
"USC00405349","1936-03","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","12",",6","10",",6","2",",6","","","0",",6","","","","","0",",,6,31,+","45.2",",,6,26,","195.6",",,,6","0",",,,6"
"USC00405349","1936-04","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","7",",6","5",",6","2",",6","","","","","","","","","","","43.9",",,6,09,","101.7",",,,6","",""
"USC00405349","1936-05","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","4",",6","4",",6","0",",6","","","0",",6","","","","","0",",,6,31,+","15.2",",,6,12,","25.8",",,,6","0",",,,6"
"USC00405349","1936-06","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","1",",6","0",",6","0",",6","","","0",",6","","","","","0",",,6,30,+","1.3",",,6,23,","1.3",",,,6","0",",,,6"
"USC00405349","1936-07","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","12",",6","10",",6","2",",6","","","","","","","","","","","43.2",",,6,03,","162.5",",,,6","",""
"USC00405349","1936-08","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","6",",6","4",",6","0",",6","","","","","","","","","","","21.8",",,6,07,","38.5",",,,6","",""
"USC00405349","1936-09","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","6",",6","4",",6","0",",6","","","0",",6","","","","","0",",,6,30,+","8.9",",,6,02,","34.8",",,,6","0",",,,6"
"USC00405349","1936-10","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","9",",6","7",",6","1",",6","","","","","","","","","","","40.6",",,6,16,","91.2",",,,6","",""
"USC00405349","1936-11","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","4",",6","4",",6","1",",6","","","2",",6","","","","","76",",,6,27,","55.9",",,6,04,","92.2",",,,6","101",",,,6"
"USC00405349","1936-12","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","12",",6","6",",6","2",",6","","","","","","","","","","","27.7",",,6,31,","122.4",",,,6","",""
"USC00405349","1937-01","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","21",",6","19",",6","4",",6","","","0",",6","","","","","0",",,6,31,+","59.7",",,6,20,","407.1",",,,6","0",",,,6"
"USC00405349","1937-02","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","10",",6","5",",6","0",",6","","","1",",6","","","","","102",",,6,28,","14.7",",,6,09,","43.9",",,,6","102",",,,6"
"USC00405349","1937-03","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","8",",6","4",",6","0",",6","","","0",",6","","","","","8",",,6,15,","11.9",",,6,20,","40.8",",,,6","8",",,,6"
"USC00405349","1937-04","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","9",",6","9",",6","0",",6","","","0",",6","","","","","0",",,6,30,+","17.8",",,6,24,","97.1",",,,6","0",",,,6"
"USC00405349","1937-05","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","12",",6","10",",6","3",",6","","","0",",6","","","","","0",",,6,31,+","33.8",",,6,02,","172.1",",,,6","0",",,,6"
"USC00405349","1937-06","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","11",",6","6",",6","0",",6","","","0",",6","","","","","0",",,6,30,+","18.0",",,6,10,","58.7",",,,6","0",",,,6"
"USC00405349","1937-07","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","9",",6","5",",6","0",",6","","","","","","","","","","","19.1",",,6,05,","54.8",",,,6","",""
"USC00405349","1937-08","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","10",",6","6",",6","1",",6","","","","","","","","","","","29.5",",,6,06,","70.2",",,,6","",""
"USC00405349","1937-09","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","6",",6","5",",6","1",",6","","","","","","","","","","","34.5",",,6,06,","91.0",",,,6","",""
"USC00405349","1937-10","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","11",",6","8",",6","2",",6","","","","","","","","","","","37.6",",,6,04,","133.4",",,,6","",""
"USC00405349","1937-11","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","11",",6","8",",6","0",",6","","","","","","","","","","","16.0",",,6,28,","58.8",",,,6","",""
"USC00405349","1937-12","36.28333","-86.65","131.1","OLD HICKORY DAM, TN US","12",",6","9",",6","1",",6","","","","","","","","","","","26.2",",,6,28,","109.4",",,,6","",""
