"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKW00035052","1954-12","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","","","","","","","","","0","5,","","","","","","","","","","","","","","","","","","","0","5,,X,31,+","","","","","","","","","","","","","","","","","","","",""
"UKW00035052","1955-02","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","0.0",",X","16","1,X","8","1,X","1","1,X","","","","","0",",X","22",",X","1",",X","0",",X","0",",X","13","","","","-11.7",",X,20,","","","","","68.1","1,,X,12,","10.0",",X,08,+","","","488.9",",X","139.9","1,,,X","","","0.87",",X","3.68",",,,X","-1.93",",,,X"
"UKW00035052","1955-03","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","0.0",",X","11",",X","5",",X","0",",X","6",",X","0",",X","0",",X","20",",X","0",",X","0",",X","0",",X","14","","","","-6.7",",X,01,","51",",,X,01,","3",",,X,08,+","15.5",",,X,26,","12.8",",X,24,","","","480.6",",X","52.2",",,,X","6",",,,X","2.83",",X","6.46",",,,X","-0.80",",,,X"
"UKW00035052","1955-04","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","0.0",",X","11",",X","4",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","0",",X","0",",X","14","","","","-1.1",",X,25,","0",",,X,30,+","0",",,X,30,+","5.3",",,X,29,","17.8",",X,28,","","","280.0",",X","23.0",",,,X","0",",,,X","9.00",",X","13.33",",,,X","4.66",",,,X"
"UKW00035052","1955-05","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","0.0",",X","15",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","9","","1","","0.6",",X,11,","0",",,X,31,+","0",",T,X,18,+","42.4",",,X,17,","17.2",",X,08,+","","","292.2",",X","82.8",",,,X","0",",T,,X","8.91",",X","12.99",",,,X","4.83",",,,X"
"UKW00035052","1955-06","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","0.0",",X","10",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","15","","2","","3.9",",X,10,","0",",,X,30,+","0",",,X,30,+","21.1",",,X,12,","22.2",",X,22,","","","164.0",",X","68.0",",,,X","0",",,,X","12.87",",X","16.88",",,,X","8.85",",,,X"
"UKW00035052","1955-07","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","5.3",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","14","","2","","7.8",",X,02,","0",",,X,31,+","0",",,X,31,+","5.8",",,X,01,","26.7",",X,16,","71.8","","71.8",",X","12.2",",,,X","0",",,,X","16.19",",X","20.91",",,,X","11.46",",,,X"
"UKW00035052","1955-08","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","13.7",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","18",",X","0",",X","18","","","","7.8",",X,09,","0",",,X,31,+","0",",,X,31,+","8.4",",,X,14,","26.1",",X,19,","117.1","","45.3",",X","26.0",",,,X","0",",,,X","17.31",",X","21.70",",,,X","12.93",",,,X"
"UKW00035052","1955-09","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","","","7","4,X","2","4,X","0","4,X","0",",X","0",",X","","","","","","","","","","","13","","2","","","","0",",,X,30,+","0",",,X,30,+","6.6","4,,X,23,","","","","","","","19.0","4,,,X","0",",,,X","","","","","",""
"UKW00035052","1957-08","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKW00035052","1957-11","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","0.0",",X","9",",X","4",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","0",",X","0",",X","14","","","","-1.7",",X,24,","0",",,X,30,+","0",",,X,30,+","17.5",",,X,04,","12.2",",X,28,+","","","342.4",",X","33.5",",,,X","0",",,,X","6.92",",X","9.39",",,,X","4.45",",,,X"
"UKW00035052","1957-12","53.13333","0.0","19.2","EAST KIRKBY, ENG UK","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
