"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00346729","1956-09","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","216.4","1,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","24","1,0","7.8","1,0,24,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,23,","40.0","1,0,17,","329.0","1,,,0","","","0.3","1,0","13.0",",,,0","0",",,,0","25.79","1,0","35.15","1,,,0","16.42","1,,,0","4537","1,,,0"
"USC00346729","1956-10","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","80.4",",0","2","2,0","1","2,0","1","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","3.9",",0,26,","0",",,0,31,+","0",",,0,31,+","37.3","2,,0,14,","35.0",",0,01,","172.1","3,,,0","","","20.0",",0","38.6","2,,,0","0",",,,0","20.28",",0","27.91",",,,0","12.65",",,,0","3606","3,,,0"
"USC00346729","1956-11","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","2.5","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","13","1,0","0",",0","7",",0","0",",0","-10.6","1,0,29,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,05,","25.0",",0,14,+","","","","","281.0",",0","59.1",",,,0","0",",,,0","8.74","1,0","15.79",",,,0","1.68","1,,,0","3744","5,,,0"
"USC00346729","1956-12","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","0.0","1,0","7",",0","4",",0","0",",0","1",",0","0",",0","0","1,0","17","1,0","2","1,0","4","1,0","0","1,0","-8.3","1,0,09,","25",",,0,08,","13",",,0,08,","25.1",",,0,08,","23.3","1,0,05,+","","","","","370.8","1,0","54.3",",,,0","13",",,,0","5.97","1,0","11.85","1,,,0","0.09","1,,,0","3510","2,,,0"
"USC00346729","1957-01","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","25",",0","7",",0","2",",0","0",",0","-12.8",",0,10,","25",",,0,31,","38",",,0,31,","6.6",",,0,31,","23.3",",0,21,","","","","","529.4",",0","22.1",",,,0","38",",,,0","1.25",",0","6.79",",,,0","-4.28",",,,0","4975",",,,0"
"USC00346729","1957-02","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","","","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","","","","","","","-4.4",",0,28,","0",",T,0,01,","0",",,0,28,+","14.0",",,0,08,","","","","","","","","","48.6",",,,0","0",",,,0","","","","","3.02",",,,0","3375","2,,,0"
"USC00346729","1957-03","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","0.3",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","-8.9",",0,08,","0",",,0,31,+","0",",T,0,08,","41.9",",,0,31,","23.3",",0,13,","85.5","5,,,0","","","295.0",",0","99.5",",,,0","0",",T,,0","8.83",",0","14.55",",,,0","3.10",",,,0","4664",",,,0"
"USC00346729","1957-04","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","16.3","2,0","19",",0","13",",0","1",",0","2",",0","1",",0","0","2,0","3","2,0","0",",0","16",",0","0",",0","-8.9","2,0,13,","25",",,0,13,+","33",",,0,12,","57.2",",,0,18,","27.2",",0,30,","71.4","4,,,0","","","125.2",",0","208.0",",,,0","33",",,,0","14.50","2,0","20.12",",,,0","8.88","2,,,0","4654",",,,0"
"USC00346729","1957-05","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","68.7",",0","15",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","3.3",",0,05,","0",",,0,31,+","0",",,0,31,+","67.3",",,0,21,","29.4",",0,21,+","144.3","2,,,0","","","24.1",",0","283.9",",,,0","0",",,,0","19.77",",0","25.47",",,,0","14.07",",,,0","2638",",,,0"
"USC00346729","1957-06","36.43333","-95.68333","208.2","OOLOGAH DAM, OK US","","","177.5","1,0","15",",0","9",",0","6",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","8",",0","10.6","1,0,24,","0",",,0,30,+","0",",,0,30,+","56.4",",,0,12,","34.4",",0,29,","177.7","1,,,0","","","1.2",",0","285.1",",,,0","0",",,,0","24.44","1,0","30.31",",,,0","18.56","1,,,0","2419",",,,0"
