"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00115054","1952-04","39.83333","-91.23333",,"LIBERTY, IL US","9",",6","5",",6","0",",6","","","23.1",",,6,23,","86.9",",,,6"
"USC00115054","1952-09","39.83333","-91.23333",,"LIBERTY, IL US","4",",6","4",",6","1",",6","","","40.6",",,6,17,","73.1",",,,6"
"USC00115054","1952-11","39.83333","-91.23333",,"LIBERTY, IL US","5",",6","4",",6","2",",6","","","37.8",",,6,18,","90.4",",,,6"
"USC00115054","1952-12","39.83333","-91.23333",,"LIBERTY, IL US","","","","","","","5","","","","",""
"USC00115054","1973-04","39.83333","-91.23333",,"LIBERTY, IL US","7",",6","6",",6","2",",6","","","81.3",",,6,21,","185.6",",,,6"
"USC00115054","1973-05","39.83333","-91.23333",,"LIBERTY, IL US","7",",6","7",",6","5",",6","","","47.0",",,6,27,","212.2",",,,6"
"USC00115054","1973-06","39.83333","-91.23333",,"LIBERTY, IL US","4",",6","4",",6","1",",6","","","88.9",",,6,19,","127.0",",,,6"
"USC00115054","1973-07","39.83333","-91.23333",,"LIBERTY, IL US","3",",6","3",",6","2",",6","","","30.5",",,6,04,","68.6",",,,6"
"USC00115054","1973-08","39.83333","-91.23333",,"LIBERTY, IL US","3",",6","3",",6","1",",6","","","30.5",",,6,13,","57.1",",,,6"
"USC00115054","1973-09","39.83333","-91.23333",,"LIBERTY, IL US","6",",6","6",",6","2",",6","","","32.8",",,6,17,","121.5",",,,6"
"USC00115054","1973-10","39.83333","-91.23333",,"LIBERTY, IL US","8",",6","7",",6","3",",6","","","50.8",",,6,06,","185.6",",,,6"
"USC00115054","1973-12","39.83333","-91.23333",,"LIBERTY, IL US","4",",6","4",",6","1",",6","","","26.7",",,6,05,","54.4",",,,6"
