"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00405841","1904-12","35.61667","-84.21667","246.9","MC GHEE, TN US","","","9",",6","7",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","10",",,6,16,","30.5",",,6,28,","","","","","105.4",",,,6","13",",,,6","","","","","",""
"USC00405841","1905-01","35.61667","-84.21667","246.9","MC GHEE, TN US","","","8",",6","8",",6","1",",6","","","4",",6","","","","","","","","","","","","","","","","","175",",,6,30,","29.2",",,6,12,","","","","","91.2",",,,6","276",",,,6","","","","","",""
"USC00405841","1905-02","35.61667","-84.21667","246.9","MC GHEE, TN US","","","9",",6","9",",6","2",",6","","","2",",6","","","","","","","","","","","","","","","","","76",",,6,14,","41.9",",,6,20,","","","","","167.7",",,,6","127",",,,6","","","","","",""
"USC00405841","1905-03","35.61667","-84.21667","246.9","MC GHEE, TN US","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","43.2",",,6,09,","","","","","80.0",",,,6","","","","","","","",""
"USC00405841","1905-04","35.61667","-84.21667","246.9","MC GHEE, TN US","","","9",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","25.4",",,6,27,","","","","","106.7",",,,6","","","","","","","",""
"USC00405841","1905-05","35.61667","-84.21667","246.9","MC GHEE, TN US","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","45.7",",,6,16,","","","","","89.0",",,,6","","","","","","","",""
"USC00405841","1905-06","35.61667","-84.21667","246.9","MC GHEE, TN US","","","7",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","16.5",",,6,22,","","","","","61.0",",,,6","","","","","","","",""
"USC00405841","1905-07","35.61667","-84.21667","246.9","MC GHEE, TN US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","30.5",",,6,22,","","","","","83.8",",,,6","","","","","","","",""
"USC00405841","1905-08","35.61667","-84.21667","246.9","MC GHEE, TN US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","50.8",",,6,24,","","","","","125.3",",,,6","","","","","","","",""
"USC00405841","1905-09","35.61667","-84.21667","246.9","MC GHEE, TN US","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","7.6",",,6,12,","","","","","7.6",",,,6","","","","","","","",""
"USC00405841","1905-10","35.61667","-84.21667","246.9","MC GHEE, TN US","","","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","40.6",",,6,11,","","","","","116.8",",,,6","","","","","","","",""
"USC00405841","1905-11","35.61667","-84.21667","246.9","MC GHEE, TN US","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","17.8",",,6,20,","","","","","27.7",",,,6","","","","","","","",""
"USC00405841","1905-12","35.61667","-84.21667","246.9","MC GHEE, TN US","","","10",",6","10",",6","2",",6","","","1",",6","","","","","","","","","","","","","","","","","51",",,6,31,","50.8",",,6,03,","","","","","161.3",",,,6","51",",,,6","","","","","",""
"USC00405841","1906-01","35.61667","-84.21667","246.9","MC GHEE, TN US","","","10",",6","10",",6","1",",6","","","3",",6","","","","","","","","","","","","","","","","","51",",,6,27,+","25.4",",,6,23,","","","","","103.3",",,,6","153",",,,6","","","","","",""
"USC00405841","1906-02","35.61667","-84.21667","246.9","MC GHEE, TN US","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","11.4",",,6,27,","","","","","25.4",",,,6","","","","","","","",""
"USC00405841","1906-03","35.61667","-84.21667","246.9","MC GHEE, TN US","","","12",",6","9",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","13",",,6,20,","27.9",",,6,15,","","","","","108.0",",,,6","13",",,,6","","","","","",""
"USC00405841","1906-04","35.61667","-84.21667","246.9","MC GHEE, TN US","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","24.1",",,6,28,","","","","","68.5",",,,6","","","","","","","",""
"USC00405841","1906-05","35.61667","-84.21667","246.9","MC GHEE, TN US","","","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","12.7",",,6,03,","","","","","59.6",",,,6","","","","","","","",""
"USC00405841","1906-07","35.61667","-84.21667","246.9","MC GHEE, TN US","","","14",",6","14",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","55.9",",,6,18,","","","","","288.4",",,,6","","","","","","","",""
"USC00405841","1906-08","35.61667","-84.21667","246.9","MC GHEE, TN US","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","21.6",",,6,28,","","","","","90.9",",,,6","","","","","","","",""
"USC00405841","1906-09","35.61667","-84.21667","246.9","MC GHEE, TN US","","","12",",6","12",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","36.8",",,6,30,","","","","","131.8",",,,6","","","","","","","",""
"USC00405841","1906-10","35.61667","-84.21667","246.9","MC GHEE, TN US","","","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","25.4",",,6,06,","","","","","96.8",",,,6","","","","","","","",""
"USC00405841","1906-11","35.61667","-84.21667","246.9","MC GHEE, TN US","","","6",",6","5",",6","2",",6","","","1",",6","","","","","","","","","","","","","","","","","102",",,6,15,","121.4",",,6,19,","","","","","175.3",",,,6","102",",,,6","","","","","",""
"USC00405841","1907-01","35.61667","-84.21667","246.9","MC GHEE, TN US","","","3",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","25",",,6,28,","4.6",",,6,04,","","","","","11.4",",,,6","25",",,,6","","","","","",""
"USC00405841","1907-02","35.61667","-84.21667","246.9","MC GHEE, TN US","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","","","13",",,6,06,+","","","","","","","","","36",",,,6","","","","","",""
"USC00405841","1907-03","35.61667","-84.21667","246.9","MC GHEE, TN US","","","9",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","23.4",",,6,10,","","","","","115.4",",,,6","","","","","","","",""
"USC00405841","1907-04","35.61667","-84.21667","246.9","MC GHEE, TN US","","","10",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","25.4",",,6,19,","","","","","110.8",",,,6","","","","","","","",""
"USC00405841","1907-05","35.61667","-84.21667","246.9","MC GHEE, TN US","","","12",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","22.9",",,6,07,","","","","","105.3",",,,6","","","","","","","",""
"USC00405841","1907-06","35.61667","-84.21667","246.9","MC GHEE, TN US","","","13",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","40.6",",,6,28,","","","","","155.0",",,,6","","","","","","","",""
"USC00405841","1907-07","35.61667","-84.21667","246.9","MC GHEE, TN US","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","66.0",",,6,30,","","","","","122.9",",,,6","","","","","","","",""
"USC00405841","1907-08","35.61667","-84.21667","246.9","MC GHEE, TN US","","","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","15.2",",,6,06,","","","","","55.1",",,,6","","","","","","","",""
"USC00405841","1907-10","35.61667","-84.21667","246.9","MC GHEE, TN US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","15.2",",,6,05,","","","","","31.3",",,,6","","","","","","","",""
