"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00295150","1958-05","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","39.5","0","39.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,12,","35.0",",0,29,+","","","","","","","42.8",",0","","","","","","","","","","","","","","","8.5",",,,0","0",",,,0","18.23",",0","29.19",",,,0","7.26",",,,0","",""
"USC00295150","1958-06","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","207.6","0","168.1",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","5.6",",0,01,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,21,","37.8",",0,25,+","","","","","","","0.5",",0","","","","","","","","","","","","","","","3.8",",,,0","0",",,,0","23.92",",0","34.61",",,,0","13.23",",,,0","",""
"USC00295150","1958-07","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","1.8",",,0,26,+","","","","","","","","","","","","","","","","","","","","","","","","","3.6",",,,0","0",",,,0","","","","","","","",""
"USC00295150","1958-08","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","215.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","11.7",",0,27,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,20,","37.8",",0,11,","","","","","","","0.0",",0","","","","","","","","","","","","","","","8.4",",,,0","0",",,,0","25.29",",0","35.03",",,,0","15.55",",,,0","",""
"USC00295150","1958-09","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","62.2","2,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","6","1,0","4.4","1,0,15,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,07,","36.1","1,0,01,","","","","","","","13.3","1,0","","","","","","","","","","","","","","","26.2",",,,0","0",",,,0","20.21","2,0","28.77","1,,,0","11.65","1,,,0","",""
"USC00295150","1958-10","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","0.0","1,0","4",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","24",",0","0",",0","-5.6","1,0,22,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,28,","28.9",",0,08,","","","","","","","146.1",",0","","","","","","","","","","","","","","","39.9",",,,0","0",",,,0","13.45","1,0","22.88",",,,0","4.02","1,,,0","",""
"USC00295150","1958-11","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","0.0","3,0","1",",0","1",",0","0",",0","0","1,0","0","1,0","0","3,0","24","3,0","0","3,0","4","3,0","0","3,0","-9.4","3,0,19,+","0","1,,0,30,+","0","1,T,0,16,","2.5",",,0,17,","23.3","3,0,09,+","","","","","","","316.8","3,0","","","","","","","","","","","","","","","2.5",",,,0","0","1,T,,0","6.60","3,0","16.84","3,,,0","-3.64","3,,,0","",""
"USC00295150","1958-12","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","","","1",",0","1",",0","0",",0","0","4,0","0","2,0","","","","","","","","","","","","","0","4,,0,31,+","0","2,,0,31,+","6.9",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","6.9",",,,0","0","2,,,0","","","","","","","",""
"USC00295150","1959-01","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","0","1,0","0",",0","31",",0","4",",0","0",",0","0",",0","-15.6",",0,06,","","","0","1,,0,31,+","4.8",",,0,20,","18.3",",0,19,","","","","","","","575.5",",0","","","","","","","","","","","","","","","4.8",",,,0","0","1,,,0","-0.23",",0","8.26",",,,0","-8.73",",,,0","",""
"USC00295150","1959-02","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","0",",0","0",",0","-10.6",",0,15,","0",",,0,28,+","0",",T,0,02,","0.0",",T,0,02,","20.0",",0,17,","","","","","","","424.7",",0","","","","","","","","","","","","","","","0.0",",T,,0","0",",T,,0","3.16",",0","12.74",",,,0","-6.41",",,,0","",""
"USC00295150","1959-03","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0",",0","28",",0","0",",0","6",",0","0",",0","-10.6",",0,12,+","0",",,0,31,+","0","1,,0,31,+","1.5",",,0,05,","23.9",",0,30,","","","","","","","374.9",",0","","","","","","","","","","","","","","","1.5",",,,0","0","1,,,0","6.24",",0","17.69",",,,0","-5.22",",,,0","",""
"USC00295150","1959-04","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.8","0","0.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","19",",0","0",",0","-4.4",",0,10,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,20,","30.0",",0,24,","","","","","","","175.0",",0","","","","","","","","","","","","","","","3.0",",,,0","0",",,,0","12.53",",0","22.85",",,,0","2.20",",,,0","",""
"USC00295150","1959-05","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","8.3","0","7.5",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","31",",0","2",",0","-1.1",",0,10,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,14,","32.8",",0,12,","","","","","","","67.0",",0","","","","","","","","","","","","","","","3.6",",,,0","0",",,,0","16.41",",0","27.32",",,,0","5.51",",,,0","",""
"USC00295150","1959-06","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","154.4","0","146.1",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","4.4",",0,01,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,22,","36.7",",0,25,+","","","","","","","3.9",",0","","","","","","","","","","","","","","","5.4",",,,0","0",",,,0","23.07",",0","33.22",",,,0","12.92",",,,0","",""
"USC00295150","1959-07","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","339.9","0","185.5","1,0","5",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","27","1,0","10.6","1,0,25,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,30,","36.7","1,0,14,","","","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","20.6",",,,0","0",",,,0","24.52","1,0","34.00","1,,,0","15.03","1,,,0","",""
"USC00295150","1959-08","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","505.0","0","165.1",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","11.7",",0,31,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,08,","35.6",",0,03,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","71.4",",,,0","0",",,,0","23.66",",0","31.61",",,,0","15.71",",,,0","",""
"USC00295150","1959-09","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","537.2","0","32.2","4,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","26","4,0","6","4,0","0.6","4,0,25,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,29,","35.0","4,0,03,+","","","22.4","0","","","22.4","4,0","","","","","","","","","","","","","","","1.0",",,,0","0",",,,0","18.71","4,0","30.04","4,,,0","7.38","4,,,0","",""
"USC00295150","1959-10","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","537.2","0","0.0",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","25",",0","0",",0","-1.1",",0,19,","0",",,0,31,+","0",",T,0,03,","26.4",",,0,03,","28.9",",0,25,","","","178.0","0","","","155.6",",0","","","","","","","","","","","","","","","68.1",",,,0","0",",T,,0","13.31",",0","23.50",",,,0","3.13",",,,0","",""
"USC00295150","1959-11","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","537.2","0","0.0","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0","1,0","1","1,0","0","1,0","-11.7",",0,27,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,02,","21.1","1,0,12,","","","556.4","0","","","378.4","1,0","","","","","","","","","","","","","","","2.5",",,,0","0",",,,0","5.41","1,0","15.04","1,,,0","-4.21",",,,0","",""
"USC00295150","1959-12","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","537.2","0","0.0","1,0","6",",0","4",",0","0",",0","","","0","4,0","0",",0","31",",0","0","1,0","0","1,0","0","1,0","-10.6",",0,06,+","","","0","4,,0,31,+","17.0",",,0,15,","15.0","1,0,02,","","","1028.2","0","","","471.8","1,0","","","","","","","","","","","","","","","40.1",",,,0","0","4,,,0","2.56","1,0","10.14","1,,,0","-5.02",",,,0","",""
"USC00295150","1960-01","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","0","0.0","1,0","1",",0","0",",0","0",",0","","","0",",0","0","1,0","30","1,0","3","1,0","0","1,0","0","1,0","-13.9","1,0,04,","","","0",",T,0,14,+","2.0",",,0,11,","14.4","1,0,26,","","","1580.9","0","","","552.7","1,0","","","","","","","","","","","","","","","2.0",",,,0","0",",T,,0","-0.09","1,0","7.58","1,,,0","-7.76","1,,,0","",""
"USC00295150","1960-02","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","28",",0","0",",0","0",",0","0",",0","-14.4",",0,25,+","","","0",",T,0,09,+","0.5",",,0,02,","18.9",",0,08,","","","2052.6","0","","","471.7",",0","","","","","","","","","","","","","","","0.5",",,,0","0",",T,,0","2.07",",0","11.26",",,,0","-7.12",",,,0","",""
"USC00295150","1960-03","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","0","0.0","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0","1,0","16","1,0","0","1,0","-8.3",",0,03,","0",",,0,31,+","0",",T,0,17,+","2.0",",,0,01,","24.4","1,0,30,","","","2334.5","0","","","281.9","1,0","","","","","","","","","","","","","","","2.0",",,,0","0",",T,,0","9.03","1,0","19.46","1,,,0","-1.39",",,,0","",""
"USC00295150","1960-04","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","1.4","0","1.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","24",",0","0",",0","-5.6",",0,03,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","29.4",",0,19,+","","","2493.6","0","","","159.1",",0","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","13.08",",0","23.68",",,,0","2.48",",,,0","",""
"USC00295150","1960-05","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","19.3","0","17.9","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","28","1,0","1","1,0","-1.1",",0,20,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,05,+","32.2","1,0,13,","","","2564.4","0","","","70.8","1,0","","","","","","","","","","","","","","","13.1",",,,0","0",",,,0","16.55","1,0","26.69","1,,,0","6.41",",,,0","",""
"USC00295150","1960-06","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","","","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","8.9",",0,12,+","0",",,0,30,+","0",",,0,30,+","25.9",",,0,10,","","","","","","","","","","","","","","","","","","","","","","","","","31.0",",,,0","0",",,,0","","","","","12.28",",,,0","",""
"USC00295150","1960-07","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","177.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","12.8",",0,19,+","0",",,0,31,+","0",",,0,31,+","5.6",",,0,13,+","37.8",",0,29,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","19.8",",,,0","0",",,,0","24.05",",0","32.81",",,,0","15.28",",,,0","",""
"USC00295150","1960-08","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","162.6",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","7.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","7.4",",,0,11,","36.7",",0,03,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","11.0",",,,0","0",",,,0","23.58",",0","33.12",",,,0","14.04",",,,0","",""
"USC00295150","1960-09","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","64.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","3.3",",0,25,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,15,","33.9",",0,14,","","","12.9","0","","","12.9",",0","","","","","","","","","","","","","","","2.8",",,,0","0",",,,0","20.04",",0","29.61",",,,0","10.46",",,,0","",""
"USC00295150","1960-10","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","0.0","1,0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","20","1,0","0","1,0","-6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,15,","27.8","1,0,06,","","","201.9","0","","","189.0","1,0","","","","","","","","","","","","","","","88.8",",,,0","0",",,,0","11.98","1,0","21.13","1,,,0","2.84",",,,0","",""
"USC00295150","1960-11","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","1",",0","0",",0","-10.0",",0,29,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,07,","21.1",",0,02,","","","552.6","0","","","350.7",",0","","","","","","","","","","","","","","","2.0",",,,0","0",",,,0","6.64",",0","16.24",",,,0","-2.95",",,,0","",""
"USC00295150","1960-12","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","","","0.0",",0","3",",0","2",",0","0",",0","","","0","3,0","0",",0","30",",0","1",",0","0",",0","0",",0","-13.9",",0,11,","","","0","3,,0,31,+","17.0",",,0,09,","13.9",",0,03,","","","1139.8","0","","","587.2",",0","","","","","","","","","","","","","","","22.8",",,,0","0","3,,,0","-0.61",",0","6.40",",,,0","-7.62",",,,0","",""
"USC00295150","1961-01","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","","0.0","1,0","1",",0","0",",0","0",",0","","","0","1,0","0",",0","31",",0","0","1,0","0","1,0","0","1,0","-13.3",",0,13,+","","","0","1,,0,31,+","2.0",",,0,27,","12.8","1,0,26,+","","","1695.3","","","","555.5","1,0","","","","","","","","","","","","","","","2.0",",,,0","0","1,,,0","-0.08","1,0","9.13","1,,,0","-9.30",",,,0","",""
"USC00295150","1961-02","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","0",",0","0",",0","-12.2",",0,07,","0",",,0,28,+","0",",T,0,27,+","0.0",",T,0,27,+","20.0",",0,13,","","","2101.9","","","","406.6",",0","","","","","","","","","","","","","","","0.0",",T,,0","0",",T,,0","3.81",",0","14.73",",,,0","-7.11",",,,0","",""
"USC00295150","1961-03","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","","0.0","1,0","4",",0","2",",0","0",",0","0",",0","0","2,0","0",",0","18",",0","0","1,0","10","1,0","0","1,0","-13.3",",0,01,","0",",,0,31,+","0","2,,0,31,+","15.2",",,0,30,","23.9","1,0,23,+","","","2402.5","","","","300.6","1,0","","","","","","","","","","","","","","","29.6",",,,0","0","2,,,0","8.42","1,0","18.15","1,,,0","-1.31",",,,0","",""
"USC00295150","1961-04","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","18",",0","0",",0","-5.6",",0,09,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,06,","29.4",",0,30,","","","2602.0","","","","199.5",",0","","","","","","","","","","","","","","","8.6",",,,0","0",",,,0","11.68",",0","22.48",",,,0","0.89",",,,0","",""
"USC00295150","1961-05","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","14.8","","14.8","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","29","1,0","2","1,0","-1.7",",0,06,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,24,","32.2","1,0,31,+","","","2659.4","","","","57.4","1,0","","","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","16.86","1,0","28.04","1,,,0","5.69",",,,0","",""
"USC00295150","1961-06","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","127.6","","112.8",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","1.7",",0,04,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,15,","36.7",",0,24,+","","","2663.0","","","","3.6",",0","","","","","","","","","","","","","","","43.1",",,,0","0",",,,0","21.97",",0","32.31",",,,0","11.63",",,,0","",""
"USC00295150","1961-07","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","282.6","","155.0",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","9.4",",0,22,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,09,","36.1",",0,18,","","","0.0","","","","0.0",",0","","","","","","","","","","","","","","","24.9",",,,0","0",",,,0","23.33",",0","32.85",",,,0","13.81",",,,0","",""
"USC00295150","1961-08","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","409.0","","126.4","1,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","10","1,0","11.1","1,0,28,+","0",",,0,31,+","0",",,0,31,+","22.4",",,0,26,","36.7","1,0,07,","","","0.0","","","","0.0","1,0","","","","","","","","","","","","","","","46.8",",,,0","0",",,,0","22.55","1,0","31.13","1,,,0","13.96","1,,,0","",""
"USC00295150","1961-09","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","425.7","","16.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","1.7",",0,27,+","0",",,0,30,+","0",",,0,30,+","11.4",",,0,18,","31.1",",0,02,","","","40.2","","","","40.2",",0","","","","","","","","","","","","","","","19.7",",,,0","0",",,,0","17.55",",0","27.32",",,,0","7.78",",,,0","",""
"USC00295150","1961-10","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","425.7","","0.0","2,0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0","2,0","22","2,0","0","2,0","-5.0",",0,24,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,29,","28.3","2,0,07,+","","","229.4","","","","189.2","2,0","","","","","","","","","","","","","","","10.1",",,,0","0",",,,0","12.01","2,0","23.18","2,,,0","0.85",",,,0","",""
"USC00295150","1961-11","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","425.7","","0.0","2,0","3",",0","3",",0","0",",0","","","1",",0","0",",0","25",",0","0","2,0","0","2,0","0","2,0","-8.9",",0,24,+","","","203",",,0,15,","9.9",",,0,15,","18.3","2,0,28,+","","","620.3","","","","390.9","2,0","","","","","","","","","","","","","","","17.5",",,,0","203",",,,0","4.69","2,0","12.80","2,,,0","-3.43",",,,0","",""
"USC00295150","1962-01","34.7675","-106.7611","1475.2","LOS LUNAS 3 SSW, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","","","0","1,0","2",",0","30",",0","2",",0","0",",0","0",",0","-21.1",",0,11,","","","0","1,T,0,23,+","7.1",",,0,25,","15.6",",0,21,+","","","","","","","576.9",",0","","","","","","","","","","","","","","","7.6",",,,0","0","1,T,,0","-0.28",",0","8.52",",,,0","-9.07",",,,0","",""
