"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065473","2016-09","5.617","0.0","18.0","TEMA, GH","0","5,S","0","5,S","23.0","5,S,27,","24.56","5,,,S"
"GHM00065473","2020-01","5.617","0.0","18.0","TEMA, GH","0","4,S","0","4,S","22.0","4,S,03,","26.17","4,,,S"
