"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00291300","1909-07","35.71667","-103.93333","1647.7","CABEZA, NM US","","","7",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","9.1",",,6,29,","","","","","22.1",",,,6","0",",,,6","","","","","",""
"USC00291300","1909-08","35.71667","-103.93333","1647.7","CABEZA, NM US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","19.1",",,6,20,","","","","","57.4",",,,6","","","","","","","",""
"USC00291300","1909-09","35.71667","-103.93333","1647.7","CABEZA, NM US","","","6",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","42.4",",,6,06,","","","","","87.6",",,,6","","","","","","","",""
"USC00291300","1909-10","35.71667","-103.93333","1647.7","CABEZA, NM US","","","4",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","36.8",",,6,18,","","","","","51.3",",,,6","0",",,,6","","","","","",""
"USC00291300","1909-11","35.71667","-103.93333","1647.7","CABEZA, NM US","","","6",",6","3",",6","0",",6","2",",6","","","","","","","","","","","","","","","89",",,6,30,+","11.4",",,6,30,+","","","","","26.7",",,,6","183",",,,6","","","","","",""
"USC00291300","1909-12","35.71667","-103.93333","1647.7","CABEZA, NM US","","","4",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","76",",,6,04,","12.7",",,6,04,","","","","","22.9",",,,6","139",",,,6","","","","","",""
"USC00291300","1910-01","35.71667","-103.93333","1647.7","CABEZA, NM US","","","2",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","13",",,6,03,","1.3",",,6,12,","","","","","2.1",",,,6","13",",,,6","","","","","",""
"USC00291300","1910-02","35.71667","-103.93333","1647.7","CABEZA, NM US","","","2",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","","","25",",,6,15,","2.5",",,6,15,","","","","","3.0",",,,6","33",",,,6","","","","","",""
"USC00291300","1910-03","35.71667","-103.93333","1647.7","CABEZA, NM US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",T,6,15,","","","","","0.0",",T,,6","0",",,,6","","","","","",""
"USC00291300","1910-04","35.71667","-103.93333","1647.7","CABEZA, NM US","","","2",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,15,+","1.8",",,6,10,","","","","","3.1",",,,6","0",",T,,6","","","","","",""
"USC00291300","1910-05","35.71667","-103.93333","1647.7","CABEZA, NM US","","","5",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","1.8",",,6,15,","","","","","6.5",",,,6","0",",,,6","","","","","",""
"USC00291300","1910-06","35.71667","-103.93333","1647.7","CABEZA, NM US","","","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","2.0",",,6,24,","","","","","5.6",",,,6","0",",,,6","","","","","",""
"USC00291300","1910-07","35.71667","-103.93333","1647.7","CABEZA, NM US","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","27.9",",,6,30,","","","","","68.6",",,,6","","","","","","","",""
"USC00291300","1910-08","35.71667","-103.93333","1647.7","CABEZA, NM US","","","11",",6","9",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","22.9",",,6,14,","","","","","92.0",",,,6","0",",,,6","","","","","",""
"USC00291300","1910-09","35.71667","-103.93333","1647.7","CABEZA, NM US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0.0",",,6,30,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00291300","1910-10","35.71667","-103.93333","1647.7","CABEZA, NM US","","","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,19,","2.5",",,6,19,+","","","","","5.0",",,,6","0",",T,,6","","","","","",""
"USC00291300","1910-11","35.71667","-103.93333","1647.7","CABEZA, NM US","","","2",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","13",",,6,14,+","2.5",",,6,14,","","","","","4.0",",,,6","26",",,,6","","","","","",""
"USC00291300","1910-12","35.71667","-103.93333","1647.7","CABEZA, NM US","","","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","13",",,6,27,","1.3",",,6,27,","","","","","1.3",",,,6","13",",,,6","","","","","",""
"USC00291300","1911-01","35.71667","-103.93333","1647.7","CABEZA, NM US","","","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","","","76",",,6,01,","3.8",",,6,01,","","","","","3.8",",,,6","76",",,,6","","","","","",""
"USC00291300","1911-02","35.71667","-103.93333","1647.7","CABEZA, NM US","","","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","22.9",",,6,18,","","","","","39.3",",,,6","","","","","","","",""
"USC00291300","1911-03","35.71667","-103.93333","1647.7","CABEZA, NM US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00291300","1911-04","35.71667","-103.93333","1647.7","CABEZA, NM US","","","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","14.0",",,6,25,","","","","","20.3",",,,6","0",",,,6","","","","","",""
"USC00291300","1911-05","35.71667","-103.93333","1647.7","CABEZA, NM US","","","6",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","37.1",",,6,29,","","","","","75.5",",,,6","0",",,,6","","","","","",""
"USC00291300","1911-06","35.71667","-103.93333","1647.7","CABEZA, NM US","","","3",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","7.6",",,6,27,","","","","","13.5",",,,6","0",",,,6","","","","","",""
"USC00291300","1911-07","35.71667","-103.93333","1647.7","CABEZA, NM US","","","6",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","24.1",",,6,19,+","","","","","58.3",",,,6","0",",,,6","","","","","",""
"USC00291300","1911-08","35.71667","-103.93333","1647.7","CABEZA, NM US","","","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","27.9",",,6,23,","","","","","50.8",",,,6","","","","","","","",""
"USC00291300","1911-09","35.71667","-103.93333","1647.7","CABEZA, NM US","","","4",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","31.8",",,6,30,","","","","","52.5",",,,6","0",",,,6","","","","","",""
"USC00291300","1911-10","35.71667","-103.93333","1647.7","CABEZA, NM US","","","3",",6","3",",6","0",",6","2",",6","","","","","","","","","","","","","","","38",",,6,20,","12.2",",,6,29,","","","","","20.3",",,,6","76",",,,6","","","","","",""
"USC00291300","1911-11","35.71667","-103.93333","1647.7","CABEZA, NM US","","","2",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","","","25",",,6,02,","10.2",",,6,02,","","","","","15.3",",,,6","38",",,,6","","","","","",""
"USC00291300","1911-12","35.71667","-103.93333","1647.7","CABEZA, NM US","","","3",",6","2",",6","0",",6","3",",6","","","","","","","","","","","","","","","305",",,6,19,","19.1",",,6,19,","","","","","26.0",",,,6","394",",,,6","","","","","",""
"USC00291300","1912-01","35.71667","-103.93333","1647.7","CABEZA, NM US","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,28,","0.0",",T,6,28,","","","","","0.0",",T,,6","0",",T,,6","","","","","",""
"USC00291300","1912-02","35.71667","-103.93333","1647.7","CABEZA, NM US","","","3",",6","3",",6","1",",6","3",",6","","","","","","","","","","","","","","","102",",,6,25,","27.9",",,6,25,","","","","","37.3",",,,6","229",",,,6","","","","","",""
"USC00291300","1912-03","35.71667","-103.93333","1647.7","CABEZA, NM US","","","1",",6","0",",6","0",",6","1",",6","","","","","","","","","","","","","","","38",",,6,23,","2.0",",,6,23,","","","","","2.0",",,,6","38",",,,6","","","","","",""
"USC00291300","1912-04","35.71667","-103.93333","1647.7","CABEZA, NM US","0.0",",6","5","1,6","4","1,6","1","1,6","1",",6","0",",6","12",",6","0",",6","10",",6","0",",6","","","-1.1",",6,28,+","25",",,6,01,","30.5","1,,6,25,","27.2",",6,05,","257.3",",6","59.4","1,,,6","25",",,,6","9.76",",6","17.49",",,,6","2.02",",,,6"
