"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00248597","1893-01","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","","","6",",6","28",",6","14",",6","0",",6","0",",6","","","","","-31.1",",6,31,","","","","","7.4",",,6,27,","10.0",",6,03,","","","707.1",",6","7.9",",,,6","","","-4.48",",6","0.94",",,,6","-9.89",",,,6","","","",""
"USC00248597","1893-02","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","0.0","6","0.0",",6","6",",6","3",",6","0",",6","","","3",",6","6",",6","28",",6","13",",6","0",",6","0",",6","","","","","-26.1",",6,01,","","","102",",,6,08,","4.6",",,6,23,","5.0",",6,12,","","","708.7",",6","13.4",",,,6","229",",,,6","-6.98",",6","-0.83",",,,6","-13.13",",,,6","","","",""
"USC00248597","1893-03","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","0.0","6","0.0","1,6","4",",6","2",",6","0",",6","","","1",",6","0","1,6","29","1,6","5","1,6","0","1,6","0","1,6","","","","","-15.6","1,6,03,","","","51",",,6,21,","3.0",",,6,21,","15.6","1,6,29,","","","609.6","1,6","8.6",",,,6","79",",,,6","-1.99","1,6","3.74","1,,,6","-7.71","1,,,6","","","",""
"USC00248597","1893-04","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","0.0","6","0.0",",6","8",",6","5",",6","0",",6","","","0",",6","0",",6","25",",6","0",",6","0",",6","0",",6","","","","","-8.9",",6,13,","","","15",",,6,23,","6.1",",,6,23,","18.3",",6,22,","","","479.5",",6","21.2",",,,6","56",",,,6","2.35",",6","7.77",",,,6","-3.07",",,,6","","","",""
"USC00248597","1893-05","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","2.8","6","2.8","1,6","7",",6","6",",6","0",",6","","","5",",6","0","1,6","15","1,6","0","1,6","9","1,6","0","1,6","","","","","-2.8","1,6,04,+","","","102",",,6,03,","6.6",",,6,03,","30.0","1,6,16,","","","276.8","1,6","28.4",",,,6","356",",,,6","9.20","1,6","16.78","1,,,6","1.62","1,,,6","","","",""
"USC00248597","1893-06","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","8.3","6","5.5",",6","6",",6","2",",6","0",",6","","","","","0",",6","1",",6","0",",6","21",",6","0",",6","","","","","-0.6",",6,21,","","","","","14.0",",,6,12,","31.7",",6,10,","","","121.6",",6","23.8",",,,6","","","14.47",",6","22.75",",,,6","6.18",",,,6","","","",""
"USC00248597","1893-07","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","87.6","6","79.3",",6","7",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","5",",6","","","","","4.4",",6,07,+","","","","","6.6",",,6,06,","36.1",",6,21,","30.7","6","30.7",",6","18.9",",,,6","","","19.90",",6","27.33",",,,6","12.47",",,,6","","","",""
"USC00248597","1893-08","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","128.4","6","40.8",",6","5",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","2",",6","","","","","3.3",",6,15,","","","","","10.4",",,6,19,","32.8",",6,06,","84.9","6","54.2",",6","17.8",",,,6","","","17.90",",6","26.02",",,,6","9.78",",,,6","","","",""
"USC00248597","1893-09","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","132.3","6","3.9",",6","11",",6","9",",6","1",",6","","","2",",6","0",",6","5",",6","0",",6","7",",6","0",",6","","","","","-1.1",",6,23,","","","229",",,6,29,","31.8",",,6,29,","28.9",",6,03,+","309.8","6","224.9",",6","99.4",",,,6","331",",,,6","10.97",",6","17.26",",,,6","4.67",",,,6","","","",""
"USC00248597","1893-10","45.2926","-111.9478","1759.6","VIRGINIA CITY, MT US","132.3","6","0.0","1,6","6",",6","3",",6","0",",6","","","4",",6","0","1,6","19","1,6","0","1,6","0","1,6","0","1,6","","","","","-2.8","1,6,11,","","","76",",,6,22,+","12.7",",,6,22,","20.6","1,6,21,","715.0","6","405.2","1,6","27.0",",,,6","202",",,,6","4.83","1,6","9.69","1,,,6","-0.04","1,,,6","","","",""
