"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00402811","1933-06","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","152.2","3,6","7",",6","6",",6","0",",6","0","3,6","0","3,6","0","3,6","26","3,6","12","3,6","2","","4.4","3,6,15,","16.3",",,6,12,","36.7","3,6,08,","","","12.7","3,6","41.4",",,,6","23.50","3,6","30.80","3,,,6","16.19","3,,,6"
"USC00402811","1933-07","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","178.4",",6","12",",6","10",",6","2",",6","0",",6","0",",6","0",",6","31",",6","10",",6","3","","10.0",",6,05,","29.5",",,6,27,","35.0",",6,24,+","0.0","","0.0",",6","114.5",",,,6","24.09",",6","30.57",",,,6","17.60",",,,6"
"USC00402811","1933-08","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","144.6",",6","14",",6","9",",6","1",",6","0",",6","0",",6","0",",6","31",",6","3",",6","","","13.3",",6,07,","28.2",",,6,09,","32.2",",6,27,+","0.0","","0.0",",6","88.5",",,,6","23.00",",6","29.04",",,,6","16.95",",,,6"
"USC00402811","1933-09","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","145.5",",6","10",",6","4",",6","1",",6","0",",6","0",",6","0",",6","30",",6","4",",6","","","5.6",",6,22,","27.9",",,6,05,","33.9",",6,25,","3.6","","3.6",",6","46.1",",,,6","23.06",",6","30.03",",,,6","16.09",",,,6"
"USC00402811","1934-06","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","162.8",",6","15",",6","9",",6","1",",6","0",",6","0",",6","0",",6","30",",6","13",",6","","","11.7",",6,14,","34.5",",,6,28,","35.6",",6,26,","","","0.0",",6","117.2",",,,6","23.76",",6","31.00",",,,6","16.52",",,,6"
"USC00402811","1934-07","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","208.9",",6","18",",6","16",",6","2",",6","0",",6","0",",6","0",",6","31",",6","15",",6","","","16.1",",6,08,","53.6",",,6,15,","35.0",",6,23,","0.0","","0.0",",6","256.8",",,,6","25.07",",6","31.35",",,,6","18.79",",,,6"
"USC00402811","1934-08","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","172.7",",6","13",",6","8",",6","0",",6","0",",6","0",",6","0",",6","31",",6","2",",6","","","12.2",",6,29,","25.1",",,6,25,","32.2",",6,09,+","0.0","","0.0",",6","76.9",",,,6","23.90",",6","29.41",",,,6","18.40",",,,6"
"USC00402811","1934-09","36.35","-82.2","488.0","ELIZABETHTON 2, TN US","86.0",",6","11",",6","9",",6","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","","","10.0",",6,03,+","24.6",",,6,30,","31.1",",6,29,","0.6","","0.6",",6","84.2",",,,6","21.18",",6","28.06",",,,6","14.30",",,,6"
