"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1MANF0035","2017-11","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","47.6",",a,,N"
"US1MANF0035","2018-01","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","98.6","3,a,,N"
"US1MANF0035","2018-03","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","102.9","5,a,,N"
"US1MANF0035","2018-05","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","51.6",",a,,N"
"US1MANF0035","2018-09","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","156.9","3,a,,N"
"US1MANF0035","2018-10","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","100.6","1,a,,N"
"US1MANF0035","2018-11","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","218.5","1,a,,N"
"US1MANF0035","2019-03","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","52.3","3,a,,N"
"US1MANF0035","2019-05","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","70.5","5,a,,N"
"US1MANF0035","2019-10","42.3043","-71.2896","47.5","WELLESLEY 0.1 W, MA US","144.9","3,a,,N"
