"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00298086","1916-05","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0.3",",,6,21,","","","","","","","","","0.3",",,,6","","","","","","","","","",""
"USC00298086","1916-06","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","28.5",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","0",",6","3.3",",6,07,","","","9.7",",,6,05,","30.6",",6,30,+","2973.2",",,,6","","","26.5",",6","9.7",",,,6","","","18.40",",6","27.49",",,,6","9.31",",,,6","3988",",,,6"
"USC00298086","1916-07","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","74.7",",6","17",",6","9",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","2",",6","11.1",",6,13,+","","","14.5",",,6,26,","32.8",",6,05,","2086.4",",,,6","5.0","6","5.0",",6","73.2",",,,6","","","20.58",",6","27.13",",,,6","14.03",",,,6","2958",",,,6"
"USC00298086","1916-08","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","32.7",",6","14",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","0",",6","7.2",",6,28,","","","13.5",",,6,16,","29.4",",6,11,","1759.0",",,,6","20.0","6","15.0",",6","41.0",",,,6","","","18.90",",6","25.73",",,,6","12.08",",,,6","2333",",,,6"
"USC00298086","1916-09","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","4.7",",6","9",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","29",",6","0",",6","1.1",",6,29,","","","17.5",",,6,06,","27.2",",6,08,","1645.3",",,,6","109.2","6","89.2",",6","42.0",",,,6","","","15.52",",6","23.18",",,,6","7.86",",,,6","2680",",,,6"
"USC00298086","1916-10","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","0.0","1,6","11",",6","8",",6","1",",6","","","0","1,6","9","1,6","0",",6","8",",6","0",",6","-5.0","1,6,15,","","","26.9",",,6,14,","22.8",",6,06,","1115.7",",,,6","364.8","6","255.6",",6","73.1",",,,6","","","9.71","1,6","16.30",",,,6","3.11","1,,,6","3700",",,,6"
"USC00298086","1916-11","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","26",",6","0",",6","0",",6","0",",6","-14.4",",6,14,","","","2.3",",,6,08,","20.0",",6,03,+","727.9","1,,,6","825.2","6","460.4",",6","2.3",",,,6","","","2.99",",6","10.82",",,,6","-4.85",",,,6","3631",",,,6"
"USC00298086","1916-12","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","","","0.0",",6","5",",6","0",",6","0",",6","","","1",",6","31",",6","9",",6","0",",6","0",",6","-17.8",",6,27,","","","1.8",",,6,11,","13.9",",6,06,+","437.2",",,,6","1482.0","6","656.8",",6","5.4",",,,6","","","-2.85",",6","3.66",",,,6","-9.37",",,,6","3954",",,,6"
"USC00298086","1917-01","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","0.0","6","0.0","3,6","6",",6","1",",6","0",",6","","","0","3,6","28","3,6","8",",6","0",",6","0",",6","-15.0","3,6,22,","","","8.4",",,6,21,","9.4",",6,18,","847.7",",,,6","2074.7","6","592.7",",6","14.3",",,,6","","","-2.80","3,6","3.12",",,,6","-8.73","3,,,6","4596",",,,6"
"USC00298086","1917-02","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","0.0","6","0.0",",6","5",",6","1",",6","0",",6","","","0",",6","27",",6","5",",6","0",",6","0",",6","-15.0",",6,02,","","","3.6",",,6,14,","15.0",",6,26,","732.7",",,,6","2596.6","6","521.9",",6","6.6",",,,6","","","-0.31",",6","6.06",",,,6","-6.68",",,,6","4144",",,,6"
"USC00298086","1917-03","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","0.0","6","0.0",",6","3",",6","0",",6","0",",6","","","0",",6","28",",6","2",",6","0",",6","0",",6","-15.0",",6,04,","","","1.5",",,6,31,","20.0",",6,30,","1418.3",",,,6","3120.4","6","523.8",",6","3.6",",,,6","","","1.44",",6","8.64",",,,6","-5.77",",,,6","6111",",,,6"
"USC00298086","1917-04","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","0.0","6","0.0",",6","5",",6","0",",6","0",",6","","","0",",6","16",",6","0",",6","3",",6","0",",6","-8.9",",6,04,+","","","1.8",",,6,01,","22.2",",6,25,","1834.3",",,,6","3452.8","6","332.4",",6","6.2",",,,6","","","7.25",",6","14.87",",,,6","-0.36",",,,6","5772",",,,6"
"USC00298086","1917-05","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","0.0","6","0.0",",6","8",",6","2",",6","0",",6","","","0",",6","7",",6","0",",6","5",",6","0",",6","-6.1",",6,07,+","","","7.9",",,6,10,","22.8",",6,17,","1941.1",",,,6","3735.1","6","282.3",",6","23.1",",,,6","","","9.23",",6","16.45",",,,6","2.01",",,,6","5592",",,,6"
"USC00298086","1917-06","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","41.2","6","41.2",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","26",",6","0",",6","1.1",",6,02,","","","2.5",",,6,22,","31.7",",6,30,","3001.6",",,,6","3784.2","6","49.1",",6","2.8",",,,6","","","18.07",",6","26.61",",,,6","9.52",",,,6","4634",",,,6"
"USC00298086","1917-07","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","137.5","6","96.3",",6","10","2,6","1","2,6","0","2,6","","","0",",6","0",",6","0",",6","31",",6","2",",6","10.6",",6,27,+","","","3.3","2,,6,12,","37.2",",6,01,","2521.0",",,,6","0.2","6","0.2",",6","12.9","2,,,6","","","21.43",",6","29.66",",,,6","13.21",",,,6","3402",",,,6"
"USC00298086","1917-08","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","180.7","6","43.2",",6","10",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","1",",6","6.1",",6,29,","","","20.3",",,6,24,","32.2",",6,09,","2295.9",",,,6","11.1","6","10.9",",6","36.4",",,,6","","","19.37",",6","27.23",",,,6","11.52",",,,6","3070",",,,6"
"USC00298086","1917-09","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","200.2","6","19.5",",6","9",",6","2",",6","0",",6","","","0",",6","1",",6","0",",6","25",",6","0",",6","0.0",",6,27,","","","4.8",",,6,09,","30.0",",6,07,+","1720.8",",,,6","80.2","6","69.1",",6","16.9",",,,6","","","16.68",",6","24.52",",,,6","8.84",",,,6","2796",",,,6"
"USC00298086","1917-10","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","200.2","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","12",",6","0",",6","14",",6","0",",6","-8.9",",6,29,","","","2.5",",,6,08,","26.1",",6,05,","1481.4",",,,6","322.9","6","242.7",",6","3.0",",,,6","","","10.50",",6","19.16",",,,6","1.84",",,,6","4023",",,,6"
"USC00298086","1917-11","35.683333","-105.933333","2133.6","SANTA FE FIELD STATION, NM US","200.2","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","25",",6","0",",6","0",",6","0",",6","-6.1",",6,28,","","","5.1",",,6,15,","17.8",",6,08,+","852.2",",,,6","688.0","6","365.1",",6","5.4",",,,6","","","6.16",",6","13.73",",,,6","-1.40",",,,6","3528",",,,6"
