"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00096559","1992-10","0.064","111.473","29.9","SUSILO, ID","","","","","","","","","0","5,S","26","5,S","15","5,S","","","33.6","5,S,17,","","","","","31.96","5,,,S","",""
"IDM00096559","1993-04","0.064","111.473","29.9","SUSILO, ID","","","","","0","4,S","0","4,S","0","2,S","28","2,S","21","2,S","21.0","4,S,04,+","34.0","2,S,19,","","","27.37","6,S","32.44","2,,,S","22.31","4,,,S"
"IDM00096559","1993-12","0.064","111.473","29.9","SUSILO, ID","","","","","","","","","0","5,S","26","5,S","11","5,S","","","34.0","5,S,17,","","","","","31.81","5,,,S","",""
"IDM00096559","1999-02","0.064","111.473","29.9","SUSILO, ID","","","","","0","5,S","0","5,S","","","","","","","22.0","5,S,19,","","","","","","","","","22.77","5,,,S"
"IDM00096559","2003-07","0.064","111.473","29.9","SUSILO, ID","","","","","0","5,S","0","5,S","","","","","","","21.0","5,S,25,","","","","","","","","","22.47","5,,,S"
"IDM00096559","2004-03","0.064","111.473","29.9","SUSILO, ID","","","","","0","2,S","0","2,S","","","","","","","21.8","2,S,14,","","","","","","","","","23.00","2,,,S"
"IDM00096559","2004-06","0.064","111.473","29.9","SUSILO, ID","","","","","0","5,S","0","5,S","","","","","","","20.4","5,S,22,","","","","","","","","","22.62","5,,,S"
"IDM00096559","2004-08","0.064","111.473","29.9","SUSILO, ID","","","","","0","3,S","0","3,S","","","","","","","21.0","3,S,10,+","","","","","","","","","22.28","3,,,S"
"IDM00096559","2005-03","0.064","111.473","29.9","SUSILO, ID","","","","","","","","","0","5,S","26","5,S","20","5,S","","","35.0","5,S,13,","","","","","33.34","5,,,S","",""
"IDM00096559","2006-05","0.064","111.473","29.9","SUSILO, ID","","","","","0","5,S","0","5,S","","","","","","","21.6","5,S,24,","","","","","","","","","23.01","5,,,S"
"IDM00096559","2006-07","0.064","111.473","29.9","SUSILO, ID","","","","","0","5,S","0","5,S","","","","","","","21.4","5,S,14,","","","","","","","","","22.76","5,,,S"
"IDM00096559","2006-09","0.064","111.473","29.9","SUSILO, ID","","","","","0","5,S","0","5,S","0","4,S","26","4,S","18","4,S","21.4","5,S,25,","34.8","4,S,29,+","","","27.52","8,S","32.41","4,,,S","22.64","5,,,S"
"IDM00096559","2006-11","0.064","111.473","29.9","SUSILO, ID","","","","","","","","","0","4,S","26","4,S","15","4,S","","","35.0","4,S,09,","","","","","32.16","4,,,S","",""
