"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014838","1857-09","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","12",",F","9",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","44.5",",,F,10,","","","","","","","136.4",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1857-10","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","3",",F","1",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6",",,F,25,","","","","","","","9.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-05","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","9",",F","6",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3",",,F,31,","","","","","","","105.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-07","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","3",",F","3",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8",",,F,28,","","","","","","","91.2",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-08","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","6",",F","6",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1",",,F,01,","","","","","","","58.1",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-09","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","11",",F","5",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","51.1",",,F,07,","","","","","","","110.8",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-10","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","13",",F","9",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4",",,F,28,","","","","","","","71.6",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-05","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","8",",F","8",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","66.5",",,F,27,","","","","","","","169.3",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-06","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","10",",F","8",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4",",,F,06,","","","","","","","95.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-07","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","7",",F","4",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2",",,F,07,","","","","","","","82.8",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-08","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","8","1,F","6","1,F","1","1,F","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0","1,,F,10,","","","","","","","90.1","1,,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-09","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","13","1,F","5","1,F","1","1,F","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","1,,F,10,","","","","","","","84.7","1,,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-10","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","14",",F","9",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5",",,F,19,","","","","","","","95.6",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-11","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","13",",F","8",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9",",,F,07,","","","","","","","94.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-12","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","10",",F","7",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8",",,F,18,","","","","","","","56.4",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-01","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","8",",F","6",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,F,08,","","","","","","","38.2",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-02","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","10",",F","6",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0",",,F,22,","","","","","","","73.6",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-03","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","9",",F","5",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0",",,F,06,","","","","","","","53.3",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-04","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","5",",F","5",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9",",,F,05,","","","","","","","64.5",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-06","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","8",",F","7",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6",",,F,30,","","","","","","","73.4",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-07","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","5",",F","3",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2",",,F,02,","","","","","","","20.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-08","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","8",",F","8",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4",",,F,07,","","","","","","","53.4",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-09","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","10",",F","5",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6",",,F,21,","","","","","","","26.6",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-10","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","10",",F","7",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1",",,F,06,","","","","","","","64.0",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1860-11","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","0.0","2,F","9",",F","4",",F","0",",F","","","","","2","1,F","18","1,F","5","1,F","0","1,F","0","1,F","","","","","","","-18.9","1,F,25,","","","","","19.8",",,F,30,","16.7","1,F,02,","","","511.9","1,F","51.3",",,,F","","","","","-0.04","2,F","3.87","1,,,F","-3.95","1,,,F","","","","","","","","","",""
"USW00014838","1860-12","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","5",",F","5",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7",",,F,19,","","","","","","","43.6",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1861-01","46.5458","-87.3795","186.8","MARQUETTE, MI US","0.0","F","0.0","2,F","","","","","","","","","","","6","1,F","30","1,F","27","1,F","0","1,F","0","1,F","","","","","","","-22.3","1,F,22,","","","","","","","1.4","1,F,14,","","","770.6","1,F","","","","","","","-8.30","2,F","-4.44","1,,,F","-12.17","1,,,F","","","","","","","","","",""
"USW00014838","1861-02","46.5458","-87.3795","186.8","MARQUETTE, MI US","0.0","F","0.0","4,F","8","1,F","8","1,F","1","1,F","","","","","5","2,F","26","2,F","17","2,F","0","2,F","0","2,F","","","","","","","-36.1","2,F,08,","","","","","31.0","1,,F,16,","11.4","2,F,28,","","","605.5","2,F","116.1","1,,,F","","","","","-7.22","4,F","-1.32","2,,,F","-13.12","2,,,F","","","","","","","","","",""
"USW00014838","1861-03","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","9",",F","6",",F","0",",F","","","","","7","5,F","25","5,F","11","5,F","0","5,F","0","5,F","","","","","","","-28.3","5,F,18,","","","","","12.2",",,F,28,","9.6","5,F,01,","","","","","41.5",",,,F","","","","","-6.48","0,F","1.07","5,,,F","-14.03","5,,,F","","","","","","","","","",""
