"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00294656","1947-12","35.08333","-106.56667","1626.1","LA MESA, NM US","","","","","","","","","","","0",",","31",",6","","","-12.8",",6,13,","","","","","","","","","","","-6.23",",,,6"
"USC00294656","1948-01","35.08333","-106.56667","1626.1","LA MESA, NM US","","","","","","","","","","","1","3,","28","3,6","","","-17.8","3,6,29,","","","","","","","","","","","-7.58","3,,,6"
"USC00294656","1948-07","35.08333","-106.56667","1626.1","LA MESA, NM US","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","",""
"USC00294656","1948-08","35.08333","-106.56667","1626.1","LA MESA, NM US","7",",0","2",",0","0",",0","0",",0","0",",0","","","","","14","","","","0",",,0,31,+","0",",,0,31,+","5.6",",,0,07,","16.6",",,,0","0",",,,0","",""
"USC00294656","1948-09","35.08333","-106.56667","1626.1","LA MESA, NM US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","2","","","","0",",,0,30,+","0",",,0,30,+","8.9",",,0,26,","18.3",",,,0","0",",,,0","",""
"USC00294656","1948-10","35.08333","-106.56667","1626.1","LA MESA, NM US","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","4","","","","0",",,0,31,+","0",",,0,31,+","7.4",",,0,31,","18.9",",,,0","0",",,,0","",""
"USC00294656","1948-11","35.08333","-106.56667","1626.1","LA MESA, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,30,+","0",",T,0,26,","5.3",",,0,04,","5.3",",,,0","0",",T,,0","",""
"USC00294656","1948-12","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",T,0,25,","8",",,0,26,","1.0",",,0,23,","2.6",",,,0","8",",,,0","",""
"USC00294656","1949-01","35.08333","-106.56667","1626.1","LA MESA, NM US","10",",0","3",",0","0",",0","6",",0","2",",0","","","","","","","","","51",",,0,05,+","51",",,0,03,","6.4",",,0,09,","17.4",",,,0","128",",,,0","",""
"USC00294656","1949-02","35.08333","-106.56667","1626.1","LA MESA, NM US","4",",0","0",",0","0",",0","0",",0","0",",0","","","","","1","","","","0",",T,0,28,+","0",",T,0,28,+","2.3",",,0,25,","5.1",",,,0","0",",T,,0","",""
"USC00294656","1949-03","35.08333","-106.56667","1626.1","LA MESA, NM US","4",",0","1",",0","0",",0","1",",0","2",",0","","","","","1","","","","51",",,0,29,","79",",,0,29,","20.3",",,0,29,","24.2",",,,0","104",",,,0","",""
"USC00294656","1949-04","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","2",",0","0",",0","0",",0","2",",0","","","","","3","","","","0",",T,0,01,","38",",,0,01,","5.8",",,0,18,","13.8",",,,0","76",",,,0","",""
"USC00294656","1949-05","35.08333","-106.56667","1626.1","LA MESA, NM US","4",",0","2",",0","0",",0","0",",0","0",",0","","","","","4","","","","0",",,0,31,+","0",",,0,31,+","24.6",",,0,11,","31.3",",,,0","0",",,,0","",""
"USC00294656","1949-06","35.08333","-106.56667","1626.1","LA MESA, NM US","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","10","","","","0",",,0,30,+","0",",,0,30,+","5.6",",,0,19,","16.5",",,,0","0",",,,0","",""
"USC00294656","1949-07","35.08333","-106.56667","1626.1","LA MESA, NM US","9",",0","3",",0","0",",0","0",",0","0",",0","","","","","7","","","","0",",,0,31,+","0",",,0,31,+","21.8",",,0,11,+","62.9",",,,0","0",",,,0","",""
"USC00294656","1949-08","35.08333","-106.56667","1626.1","LA MESA, NM US","6",",0","2",",0","0",",0","0",",0","0",",0","","","","","6","","","","0",",,0,31,+","0",",,0,31,+","7.1",",,0,03,","20.4",",,,0","0",",,,0","",""
"USC00294656","1949-09","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","6","","","","0",",,0,30,+","0",",,0,30,+","10.9",",,0,09,","29.9",",,,0","0",",,,0","",""
"USC00294656","1949-10","35.08333","-106.56667","1626.1","LA MESA, NM US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,31,+","0",",,0,31,+","1.8",",,0,09,","2.8",",,,0","0",",,,0","",""
"USC00294656","1949-11","35.08333","-106.56667","1626.1","LA MESA, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.0",",,,0","0",",,,0","",""
"USC00294656","1949-12","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","2",",0","0",",0","5",",0","2",",0","","","","","","","","","51",",,0,22,+","76",",,0,21,","6.4",",,0,21,","14.7",",,,0","122",",,,0","",""
"USC00294656","1950-01","35.08333","-106.56667","1626.1","LA MESA, NM US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,31,+","0",",T,0,24,","0.8",",,0,24,","1.3",",,,0","0",",T,,0","",""
"USC00294656","1950-02","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","5.3",",,0,12,","10.4",",,,0","","","",""
"USC00294656","1950-03","35.08333","-106.56667","1626.1","LA MESA, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,31,+","0",",T,0,26,+","0.5",",,0,02,","0.5",",,,0","0",",T,,0","",""
"USC00294656","1950-04","35.08333","-106.56667","1626.1","LA MESA, NM US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,30,+","0",",,0,30,+","4.6",",,0,13,","6.1",",,,0","0",",,,0","",""
"USC00294656","1950-05","35.08333","-106.56667","1626.1","LA MESA, NM US","3",",0","0",",0","0",",0","0",",0","0",",0","","","","","4","","","","0",",,0,31,+","0",",,0,31,+","1.3",",,0,21,","2.9",",,,0","0",",,,0","",""
"USC00294656","1950-06","35.08333","-106.56667","1626.1","LA MESA, NM US","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","4","","","","0",",,0,30,+","0",",T,0,03,","3.3",",,0,03,","5.9",",,,0","0",",T,,0","",""
"USC00294656","1950-07","35.08333","-106.56667","1626.1","LA MESA, NM US","9",",0","4",",0","0",",0","0",",0","0",",0","","","","","11","","","","0",",,0,31,+","0",",,0,31,+","19.6",",,0,21,","62.2",",,,0","0",",,,0","",""
"USC00294656","1950-08","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","4","","","","0",",,0,31,+","0",",T,0,01,","11.9",",,0,01,","20.3",",,,0","0",",T,,0","",""
"USC00294656","1950-09","35.08333","-106.56667","1626.1","LA MESA, NM US","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","5","","","","0",",,0,30,+","0",",,0,30,+","5.8",",,0,21,+","30.1",",,,0","0",",,,0","",""
"USC00294656","1950-10","35.08333","-106.56667","1626.1","LA MESA, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","1","","","","0",",,0,31,+","0",",,0,31,+","3.0",",,0,01,","3.0",",,,0","0",",,,0","",""
"USC00294656","1950-11","35.08333","-106.56667","1626.1","LA MESA, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.0",",,,0","0",",,,0","",""
"USC00294656","1950-12","35.08333","-106.56667","1626.1","LA MESA, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","0.0",",,,0","0",",,,0","",""
