"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047105","1973-04","37.771","128.868","26.1","GANGNEUNG, KS","8","2,S","5","2,S","0","2,S","","","0","2,S","12","2,S","0","2,S","","","19.1","2,,S,11,","27.0","2,S,29,","51.5","2,,,S","18.86","2,,,S"
"KSM00047105","1973-05","37.771","128.868","26.1","GANGNEUNG, KS","8","5,S","4","5,S","1","5,S","","","0","5,S","12","5,S","0","5,S","","","31.0","5,,S,01,","28.0","5,S,30,","58.5","5,,,S","21.88","5,,,S"
"KSM00047105","1973-07","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","0","2,S","29","2,S","8","2,S","","","","","36.0","2,S,15,","","","30.72","2,,,S"
"KSM00047105","1973-09","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","0","4,S","20","4,S","0","4,S","","","","","28.0","4,S,25,+","","","24.35","4,,,S"
"KSM00047105","1973-10","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","0",",S","6",",S","0",",S","","","","","27.0",",S,01,","","","18.58",",,,S"
"KSM00047105","1973-12","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","4","3,S","0","3,S","0","3,S","","","","","12.0","3,S,02,","","","5.50","3,,,S"
"KSM00047105","1974-01","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","5","3,S","0","3,S","0","3,S","","","","","12.0","3,S,02,","","","4.18","3,,,S"
"KSM00047105","1974-02","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","8","4,S","0","4,S","0","4,S","","","","","11.0","4,S,22,","","","3.21","4,,,S"
"KSM00047105","1974-03","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","0","3,S","0","3,S","0","3,S","","","","","17.0","3,S,30,","","","9.07","3,,,S"
"KSM00047105","1974-04","37.771","128.868","26.1","GANGNEUNG, KS","","","","","","","","","0","4,S","6","4,S","0","4,S","","","","","25.0","4,S,23,+","","","17.31","4,,,S"
