"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00031513","1936-05","50.917","128.467","178.0","BELOGORSK, RS","12","1,I","7","1,I","0","1,I","","","","","","","","","","","","","","","","","10.0","1,,I,29,","","","49.1","1,,,I","","","","","",""
"RSM00031513","1936-07","50.917","128.467","178.0","BELOGORSK, RS","15","1,I","12","1,I","3","1,I","","","","","","","","","","","","","","","","","71.3","1,,I,07,","","","231.6","1,,,I","","","","","",""
"RSM00031513","1936-08","50.917","128.467","178.0","BELOGORSK, RS","13","1,I","11","1,I","0","1,I","","","","","","","","","","","","","","","","","20.6","1,,I,20,","","","83.5","1,,,I","","","","","",""
"RSM00031513","1936-09","50.917","128.467","178.0","BELOGORSK, RS","12",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","22.8",",,I,09,","","","73.0",",,,I","","","","","",""
"RSM00031513","1936-10","50.917","128.467","178.0","BELOGORSK, RS","10","1,I","5","1,I","0","1,I","","","","","","","","","","","","","","","","","6.4","1,,I,05,","","","28.3","1,,,I","","","","","",""
"RSM00031513","1936-11","50.917","128.467","178.0","BELOGORSK, RS","9",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","3.7",",,I,14,","","","10.1",",,,I","","","","","",""
"RSM00031513","1937-01","50.917","128.467","178.0","BELOGORSK, RS","4","3,I","0","3,I","0","3,I","","","","","","","","","","","","","","","","","0.5","3,,I,27,","","","1.5","3,,,I","","","","","",""
"RSM00031513","1937-02","50.917","128.467","178.0","BELOGORSK, RS","4","2,I","1","2,I","0","2,I","","","","","","","","","","","","","","","","","4.2","2,,I,22,","","","6.7","2,,,I","","","","","",""
"RSM00031513","1937-03","50.917","128.467","178.0","BELOGORSK, RS","1","2,I","0","2,I","0","2,I","","","","","","","","","","","","","","","","","0.9","2,,I,01,","","","1.0","2,,,I","","","","","",""
"RSM00031513","1937-05","50.917","128.467","178.0","BELOGORSK, RS","11","3,I","5","3,I","0","3,I","","","","","","","","","","","","","","","","","17.8","3,,I,24,","","","65.0","3,,,I","","","","","",""
"RSM00031513","1937-06","50.917","128.467","178.0","BELOGORSK, RS","10",",I","6",",I","2",",I","","","","","","","","","","","","","","","","","43.5",",,I,28,","","","103.6",",,,I","","","","","",""
"RSM00031513","1937-07","50.917","128.467","178.0","BELOGORSK, RS","20",",I","17",",I","1",",I","","","","","","","","","","","","","","","","","31.7",",,I,11,","","","163.6",",,,I","","","","","",""
"RSM00031513","1937-08","50.917","128.467","178.0","BELOGORSK, RS","10",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","23.7",",,I,10,","","","51.9",",,,I","","","","","",""
"RSM00031513","1937-09","50.917","128.467","178.0","BELOGORSK, RS","12",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","28.5",",,I,02,","","","66.8",",,,I","","","","","",""
"RSM00031513","1937-10","50.917","128.467","178.0","BELOGORSK, RS","4",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","16.1",",,I,11,","","","26.0",",,,I","","","","","",""
"RSM00031513","1937-11","50.917","128.467","178.0","BELOGORSK, RS","6","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","4.3","1,,I,05,","","","11.7","1,,,I","","","","","",""
"RSM00031513","1937-12","50.917","128.467","178.0","BELOGORSK, RS","9",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","2.7",",,I,10,","","","8.1",",,,I","","","","","",""
"RSM00031513","1938-01","50.917","128.467","178.0","BELOGORSK, RS","5","1,I","0","1,I","0","1,I","","","","","","","","","","","","","","","","","1.4","1,,I,18,","","","5.2","1,,,I","","","","","",""
"RSM00031513","1938-02","50.917","128.467","178.0","BELOGORSK, RS","5",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","0.8",",,I,26,","","","2.6",",,,I","","","","","",""
"RSM00031513","1938-03","50.917","128.467","178.0","BELOGORSK, RS","3",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","1.1",",,I,25,","","","2.2",",,,I","","","","","",""
"RSM00031513","1938-04","50.917","128.467","178.0","BELOGORSK, RS","6",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","6.9",",,I,19,","","","17.0",",,,I","","","","","",""
"RSM00031513","1938-05","50.917","128.467","178.0","BELOGORSK, RS","8","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","11.6","1,,I,17,","","","44.1","1,,,I","","","","","",""
"RSM00031513","1938-06","50.917","128.467","178.0","BELOGORSK, RS","12",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","18.7",",,I,15,","","","64.6",",,,I","","","","","",""
"RSM00031513","1938-07","50.917","128.467","178.0","BELOGORSK, RS","17","2,I","15","2,I","2","2,I","","","","","","","","","","","","","","","","","34.6","2,,I,17,","","","144.5","2,,,I","","","","","",""
"RSM00031513","1938-08","50.917","128.467","178.0","BELOGORSK, RS","14",",I","11",",I","3",",I","","","","","","","","","","","","","","","","","34.0",",,I,22,","","","159.9",",,,I","","","","","",""
"RSM00031513","1938-09","50.917","128.467","178.0","BELOGORSK, RS","6","1,I","4","1,I","1","1,I","","","","","","","","","","","","","","","","","53.0","1,,I,06,","","","72.0","1,,,I","","","","","",""
"RSM00031513","1938-10","50.917","128.467","178.0","BELOGORSK, RS","4","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","6.0","1,,I,30,","","","11.8","1,,,I","","","","","",""
"RSM00031513","1938-11","50.917","128.467","178.0","BELOGORSK, RS","6","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","6.0","1,,I,08,","","","13.7","1,,,I","","","","","",""
"RSM00031513","1939-01","50.917","128.467","178.0","BELOGORSK, RS","3",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","0.9",",,I,18,","","","1.9",",,,I","","","","","",""
"RSM00031513","1939-02","50.917","128.467","178.0","BELOGORSK, RS","0",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","0.0",",T,I,16,","","","0.0",",T,,I","","","","","",""
"RSM00031513","1939-03","50.917","128.467","178.0","BELOGORSK, RS","6",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","2.7",",,I,10,","","","7.9",",,,I","","","","","",""
"RSM00031513","1939-04","50.917","128.467","178.0","BELOGORSK, RS","2",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","3.9",",,I,27,","","","4.9",",,,I","","","","","",""
"RSM00031513","1939-05","50.917","128.467","178.0","BELOGORSK, RS","11","1,I","8","1,I","0","1,I","","","","","","","","","","","","","","","","","16.2","1,,I,08,","","","55.2","1,,,I","","","","","",""
"RSM00031513","1939-06","50.917","128.467","178.0","BELOGORSK, RS","16",",I","12",",I","0",",I","","","","","","","","","","","","","","","","","21.5",",,I,07,","","","127.9",",,,I","","","","","",""
