"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NO000086850","1896-07","68.8167","14.8","3.0","BARKESTAD, NO","12",",E","8",",E","0",",E","0",",","0",",,E,31,+","20.4",",,E,22,","77.8",",,,E"
"NO000086850","1896-08","68.8167","14.8","3.0","BARKESTAD, NO","12",",E","6",",E","0",",E","0",",","0",",,E,31,+","15.7",",,E,26,","52.2",",,,E"
"NO000086850","1896-09","68.8167","14.8","3.0","BARKESTAD, NO","15",",E","9",",E","2",",E","0",",","0",",,E,30,+","44.3",",,E,10,","161.9",",,,E"
"NO000086850","1896-10","68.8167","14.8","3.0","BARKESTAD, NO","24",",E","20",",E","2",",E","7",",","140",",,E,27,","46.1",",,E,13,","220.5",",,,E"
"NO000086850","1896-11","68.8167","14.8","3.0","BARKESTAD, NO","26",",E","22",",E","0",",E","7",",","70",",,E,09,","19.8",",,E,14,","208.3",",,,E"
"NO000086850","1896-12","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","13",",E","3",",E","5",",","100",",,E,29,","28.5",",,E,27,","151.8",",,,E"
"NO000086850","1897-01","68.8167","14.8","3.0","BARKESTAD, NO","13","1,E","6","1,E","0","1,E","17","2,","210","2,,E,25,+","8.0","1,,E,19,","45.2","1,,,E"
"NO000086850","1897-02","68.8167","14.8","3.0","BARKESTAD, NO","13",",E","10",",E","1",",E","28",",","370",",,E,06,+","43.2",",,E,21,","112.9",",,,E"
"NO000086850","1897-03","68.8167","14.8","3.0","BARKESTAD, NO","9",",E","6",",E","0",",E","31",",","450",",,E,29,+","5.2",",,E,20,","24.8",",,,E"
"NO000086850","1897-04","68.8167","14.8","3.0","BARKESTAD, NO","12",",E","9",",E","0",",E","15",",","400",",,E,04,","11.9",",,E,28,","55.1",",,,E"
"NO000086850","1897-05","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","6",",E","0",",E","0",",","0",",,E,31,+","10.5",",,E,30,","50.0",",,,E"
"NO000086850","1897-06","68.8167","14.8","3.0","BARKESTAD, NO","14",",E","7",",E","0",",E","0",",","0",",,E,30,+","15.5",",,E,30,","62.3",",,,E"
"NO000086850","1897-07","68.8167","14.8","3.0","BARKESTAD, NO","14",",E","7",",E","0",",E","0",",","0",",,E,31,+","25.2",",,E,10,","79.8",",,,E"
"NO000086850","1897-08","68.8167","14.8","3.0","BARKESTAD, NO","15",",E","8",",E","0",",E","0",",","0",",,E,31,+","12.7",",,E,23,","68.3",",,,E"
"NO000086850","1897-09","68.8167","14.8","3.0","BARKESTAD, NO","20",",E","14",",E","0",",E","0",",","0",",,E,30,+","22.7",",,E,13,","127.8",",,,E"
"NO000086850","1897-10","68.8167","14.8","3.0","BARKESTAD, NO","21",",E","17",",E","2",",E","0",",","0",",,E,31,+","50.0",",,E,29,","233.8",",,,E"
"NO000086850","1897-11","68.8167","14.8","3.0","BARKESTAD, NO","26",",E","17",",E","0",",E","18",",","430",",,E,30,","25.3",",,E,01,","189.9",",,,E"
"NO000086850","1897-12","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","11",",E","0",",E","26",",","440",",,E,01,","14.3",",,E,19,","89.5",",,,E"
