"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085210","1994-05","-16.333","-58.383","124.0","SAN MATIAS, BL","216.8","3,S","0","3,S","0","3,S","0","3,S","28","3,S","20","3,S","12.1","3,S,16,","36.0","3,S,05,","","","0.0","3,S","26.08","3,S","32.49","3,,,S","19.66","3,,,S"
"BLM00085210","1995-03","-16.333","-58.383","124.0","SAN MATIAS, BL","","","0","5,S","0","5,S","","","","","","","22.0","5,S,15,+","","","","","","","","","","","22.99","5,,,S"
"BLM00085210","2001-11","-16.333","-58.383","124.0","SAN MATIAS, BL","246.2","5,S","0","5,S","0","5,S","0","3,S","27","3,S","18","3,S","18.3","5,S,26,","37.0","3,S,14,","","","0.0","3,S","28.16","5,S","33.20","3,,,S","23.12","5,,,S"
"BLM00085210","2002-09","-16.333","-58.383","124.0","SAN MATIAS, BL","","","","","","","0","5,S","25","5,S","16","5,S","","","37.3","5,S,29,+","","","","","","","33.12","5,,,S","",""
"BLM00085210","2002-11","-16.333","-58.383","124.0","SAN MATIAS, BL","","","","","","","0","5,S","25","5,S","20","5,S","","","41.8","5,S,21,","","","","","","","36.11","5,,,S","",""
"BLM00085210","2003-01","-16.333","-58.383","124.0","SAN MATIAS, BL","296.0","2,S","0","1,S","0","1,S","0","2,S","29","2,S","25","2,S","21.0","1,S,29,","36.3","2,S,11,","0.0","S","0.0","2,S","28.56","2,S","33.57","2,,,S","23.55","1,,,S"
"BLM00085210","2004-02","-16.333","-58.383","124.0","SAN MATIAS, BL","235.6","4,S","0","4,S","0","4,S","0","3,S","26","3,S","17","3,S","17.6","4,S,23,","36.7","3,S,28,","","","0.0","3,S","27.73","4,S","33.16","3,,,S","22.30","4,,,S"
"BLM00085210","2004-04","-16.333","-58.383","124.0","SAN MATIAS, BL","","","0","5,S","0","5,S","","","","","","","17.3","5,S,26,+","","","","","","","","","","","21.59","5,,,S"
"BLM00085210","2008-11","-16.333","-58.383","124.0","SAN MATIAS, BL","288.1","2,S","0","2,S","0","2,S","0","2,S","28","2,S","26","2,S","19.0","2,S,17,+","38.4","2,S,15,","","","0.0","2,S","28.62","2,S","35.21","2,,,S","22.04","2,,,S"
"BLM00085210","2018-10","-16.333","-58.383","124.0","SAN MATIAS, BL","","","","","","","0","5,S","26","5,S","23","5,S","","","38.6","5,S,01,","","","","","","","34.66","5,,,S","",""
"BLM00085210","2018-11","-16.333","-58.383","124.0","SAN MATIAS, BL","","","","","","","0","5,S","25","5,S","18","5,S","","","36.5","5,S,13,+","","","","","","","32.52","5,,,S","",""
"BLM00085210","2019-01","-16.333","-58.383","124.0","SAN MATIAS, BL","289.1","4,S","0","4,S","0","4,S","0","2,S","29","2,S","25","2,S","21.5","4,S,31,","38.0","2,S,23,","0.0","S","0.0","2,S","28.98","4,S","34.40","2,,,S","23.56","4,,,S"
"BLM00085210","2019-05","-16.333","-58.383","124.0","SAN MATIAS, BL","","","0","4,","0","4,S","","","","","","","12.0","4,S,17,","","","","","","","","","","","18.86","4,,,S"
