"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00028500","1907-09","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",T,6,18,+","0.0",",T,,6"
"USC00028500","1907-10","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","6",",6","5",",6","0",",6","","","23.9",",,6,24,","71.8",",,,6"
"USC00028500","1907-11","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","0",",6","0",",6","","","2.0",",,6,08,","2.8",",,,6"
"USC00028500","1907-12","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",T,6,28,+","0.0",",T,,6"
"USC00028500","1908-01","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","5",",6","2",",6","0",",6","","","6.4",",,6,13,","11.7",",,,6"
"USC00028500","1908-02","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","3",",6","3",",6","1",",6","","","26.2",",,6,03,","46.0",",,,6"
"USC00028500","1908-03","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","1",",6","1",",6","0",",6","","","9.4",",,6,26,","9.4",",,,6"
"USC00028500","1908-04","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","1",",6","0",",6","","","19.8",",,6,23,","21.6",",,,6"
"USC00028500","1908-05","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",T,6,21,+","0.0",",T,,6"
"USC00028500","1908-06","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",T,6,25,","0.0",",T,,6"
"USC00028500","1908-07","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","5",",6","3",",6","0",",6","","","23.4",",,6,28,","40.3",",,,6"
"USC00028500","1908-08","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",T,6,31,+","0.0",",T,,6"
"USC00028500","1908-09","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","0",",6","0",",6","","","2.0",",,6,08,","3.8",",,,6"
"USC00028500","1908-10","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","1",",6","0",",6","","","3.3",",,6,18,","5.1",",,,6"
"USC00028500","1908-11","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","4",",6","0",",6","0",",6","","","1.8",",,6,27,","4.2",",,,6"
"USC00028500","1908-12","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","3",",6","3",",6","0",",6","","","22.1",",,6,15,","36.6",",,,6"
"USC00028500","1909-01","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","0",",6","0",",6","","","0.8",",,6,23,+","1.6",",,,6"
"USC00028500","1909-02","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","6",",6","2",",6","0",",6","1","","4.3",",,6,22,","10.1",",,,6"
"USC00028500","1909-03","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","6",",6","5",",6","0",",6","","","4.6",",,6,11,","20.3",",,,6"
"USC00028500","1909-04","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","1",",6","0",",6","0",",6","","","0.5",",,6,06,","0.5",",,,6"
"USC00028500","1909-05","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",,6,31,+","0.0",",,,6"
"USC00028500","1909-06","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",T,6,28,","0.0",",T,,6"
"USC00028500","1909-07","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","2",",6","0",",6","","","5.1",",,6,21,+","10.2",",,,6"
"USC00028500","1909-08","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","3",",6","3",",6","0",",6","","","8.1",",,6,07,","13.1",",,,6"
"USC00028500","1909-09","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","3",",6","0",",6","0",",6","","","1.8",",,6,25,","4.1",",,,6"
"USC00028500","1909-10","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",,6,31,+","0.0",",,,6"
"USC00028500","1909-11","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","1",",6","0",",6","","","5.8",",,6,26,","6.6",",,,6"
"USC00028500","1909-12","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","3",",6","1",",6","0",",6","1","","6.9",",,6,06,","8.2",",,,6"
"USC00028500","1910-01","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","6",",6","2",",6","0",",6","","","3.3",",,6,02,","11.7",",,,6"
"USC00028500","1910-02","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","0",",6","0",",6","0",",6","","","0.0",",T,6,02,","0.0",",T,,6"
"USC00028500","1910-03","33.433333","-111.95","346.6","TEMPE BRIDGE, AZ US","2",",6","1",",6","0",",6","","","7.6",",,6,25,","8.4",",,,6"
