"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00251750","1899-03","42.95","-101.25","943.4","CODY, NE US","9",",6","0",",6","0",",6","0",",6","","","","","","","15",",,6,20,","1.5",",,6,20,","","","5.0",",,,6","50",",,,6","",""
"USC00251750","1899-04","42.95","-101.25","943.4","CODY, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","3",",,6,30,","0.0",",T,6,30,+","","","0.0",",T,,6","3",",,,6","",""
"USC00251750","1899-06","42.95","-101.25","943.4","CODY, NE US","7",",6","4",",6","1",",6","","","","","","","","","","","25.4",",,6,24,","","","42.0",",,,6","","","",""
"USC00251750","1899-07","42.95","-101.25","943.4","CODY, NE US","2",",6","0",",6","0",",6","","","","","","","","","","","0.8",",,6,23,","","","1.1",",,,6","","","",""
"USC00251750","1899-08","42.95","-101.25","943.4","CODY, NE US","6",",6","1",",6","1",",6","","","","","","","","","","","25.4",",,6,15,","","","27.8",",,,6","","","",""
"USC00251750","1899-12","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","10.2",",,6,12,","","","12.7",",,,6","","","",""
"USC00251750","1900-01","42.95","-101.25","943.4","CODY, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","",""
"USC00251750","1900-02","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","127",",,6,23,","12.7",",,6,23,","","","12.7",",,,6","127",",,,6","",""
"USC00251750","1900-03","42.95","-101.25","943.4","CODY, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","",""
"USC00251750","1900-05","42.95","-101.25","943.4","CODY, NE US","1",",6","0",",6","0",",6","","","","","","","","","","","1.3",",,6,18,","","","1.3",",,,6","","","",""
"USC00251750","1900-06","42.95","-101.25","943.4","CODY, NE US","3",",6","3",",6","0",",6","","","","","","","","","","","12.7",",,6,30,+","","","38.1",",,,6","","","",""
"USC00251750","1900-07","42.95","-101.25","943.4","CODY, NE US","4",",6","2",",6","0",",6","","","","","","","","","","","5.1",",,6,17,","","","10.2",",,,6","","","",""
"USC00251750","1900-08","42.95","-101.25","943.4","CODY, NE US","6",",6","6",",6","3",",6","","","","","","","","","","","25.4",",,6,28,+","","","114.3",",,,6","","","",""
"USC00251750","1900-09","42.95","-101.25","943.4","CODY, NE US","4",",6","2",",6","0",",6","","","","","","","","","","","2.5",",,6,25,+","","","7.6",",,,6","","","",""
"USC00251750","1900-11","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","25",",,6,10,","2.5",",,6,10,","","","2.5",",,,6","25",",,,6","",""
"USC00251750","1900-12","42.95","-101.25","943.4","CODY, NE US","1",",6","0",",6","0",",6","","","","","","","","","","","0.5",",,6,28,","","","0.5",",,,6","","","",""
"USC00251750","1901-01","42.95","-101.25","943.4","CODY, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","13",",,6,29,","0.0",",T,6,29,","","","0.0",",T,,6","13",",,,6","",""
"USC00251750","1901-02","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","1",",6","2",",6","","","","","","","254",",,6,17,","25.4",",,6,17,","","","30.5",",,,6","305",",,,6","",""
"USC00251750","1901-03","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","2",",6","","","","","","","203",",,6,23,","20.3",",,6,23,","","","30.5",",,,6","305",",,,6","",""
"USC00251750","1901-04","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","1",",6","","","","","","","","","","","25.4",",,6,11,","","","35.6",",,,6","","","",""
"USC00251750","1901-05","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","1",",6","","","","","","","","","","","25.4",",,6,24,","","","38.1",",,,6","","","",""
"USC00251750","1901-06","42.95","-101.25","943.4","CODY, NE US","7",",6","7",",6","2",",6","","","","","","","","","","","25.4",",,6,18,+","","","114.3",",,,6","","","",""
"USC00251750","1901-07","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","12.7",",,6,26,","","","17.8",",,,6","","","",""
"USC00251750","1901-08","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","","","0","1,6","29","1,6","17","1,6","","","20.3",",,6,30,","37.8","1,6,17,+","25.4",",,,6","","","31.23","1,,,6"
"USC00251750","1901-09","42.95","-101.25","943.4","CODY, NE US","","","","","","","","","0",",6","14",",6","0",",6","","","","","31.1",",6,21,","","","","","19.54",",,,6"
"USC00251750","1901-10","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","","","12.7",",,6,12,","17.8",",6,26,","17.8",",,,6","","","13.08",",,,6"
"USC00251750","1901-11","42.95","-101.25","943.4","CODY, NE US","0",",6","0",",6","0",",6","0",",6","2",",6","0",",6","0",",6","0",",,6,30,+","0.0",",,6,30,+","18.3",",6,29,","0.0",",,,6","0",",,,6","8.24",",,,6"
"USC00251750","1901-12","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","2",",6","21","1,6","0","1,6","0","1,6","152",",,6,11,","15.2",",,6,11,","7.2","1,6,30,","17.7",",,,6","177",",,,6","-2.14","1,,,6"
"USC00251750","1902-01","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","1",",6","12","1,6","0","1,6","0","1,6","51",",,6,25,","5.1",",,6,25,","10.0","1,6,16,+","5.1",",,,6","51",",,,6","-0.27","1,,,6"
"USC00251750","1902-02","42.95","-101.25","943.4","CODY, NE US","0",",6","0",",6","0",",6","0",",6","21",",6","0",",6","0",",6","0",",,6,28,+","0.0",",T,6,28,+","14.4",",6,25,","0.0",",T,,6","0",",,,6","-2.86",",,,6"
"USC00251750","1902-03","42.95","-101.25","943.4","CODY, NE US","","","","","","","","","9","4,6","0","4,6","0","4,6","","","","","18.3","4,6,09,","","","","","5.47","4,,,6"
"USC00251750","1902-04","42.95","-101.25","943.4","CODY, NE US","5",",6","3",",6","0",",6","1",",6","0","4,6","4","4,6","1","4,6","51",",,6,22,","9.4",",,6,25,","32.2","4,6,20,","20.4",",,,6","51",",,,6","15.63","4,,,6"
"USC00251750","1902-05","42.95","-101.25","943.4","CODY, NE US","6",",6","4",",6","0",",6","","","0","1,6","19","1,6","1","1,6","","","17.8",",,6,31,","32.2","1,6,30,","44.7",",,,6","","","22.71","1,,,6"
"USC00251750","1902-06","42.95","-101.25","943.4","CODY, NE US","5",",6","3",",6","1",",6","","","0","3,6","20","3,6","3","3,6","","","40.6",",,6,04,","36.7","3,6,10,","62.4",",,,6","","","23.54","3,,,6"
"USC00251750","1902-07","42.95","-101.25","943.4","CODY, NE US","4",",6","3",",6","0",",6","","","0","5,6","23","5,6","8","5,6","","","8.1",",,6,23,","40.6","5,6,15,","22.3",",,,6","","","28.47","5,,,6"
"USC00251750","1902-08","42.95","-101.25","943.4","CODY, NE US","5",",6","5",",6","0",",6","","","","","","","","","","","17.8",",,6,29,","","","41.1",",,,6","","","",""
"USC00251750","1902-09","42.95","-101.25","943.4","CODY, NE US","1",",6","0",",6","0",",6","","","","","","","","","","","2.0",",,6,21,","","","2.0",",,,6","","","",""
"USC00251750","1902-10","42.95","-101.25","943.4","CODY, NE US","3",",6","3",",6","0",",6","","","","","","","","","","","7.1",",,6,25,","","","14.7",",,,6","","","",""
"USC00251750","1902-11","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","","","4","4,6","0","4,6","0","4,6","","","4.6",",,6,05,","20.0","4,6,07,","4.6",",,,6","","","6.20","4,,,6"
"USC00251750","1902-12","42.95","-101.25","943.4","CODY, NE US","5",",6","4",",6","0",",6","4",",6","","","","","","","76",",,6,20,+","7.6",",,6,20,+","","","24.1",",,,6","241",",,,6","",""
"USC00251750","1903-01","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","2",",6","15","5,6","0","5,6","0","5,6","51",",,6,23,","5.1",",,6,23,","7.8","5,6,25,","7.6",",,,6","76",",,,6","-0.85","5,,,6"
"USC00251750","1903-02","42.95","-101.25","943.4","CODY, NE US","4",",6","3",",6","0",",6","3",",6","18",",6","0",",6","0",",6","102",",,6,27,","10.2",",,6,27,","5.0",",6,16,","16.5",",,,6","165",",,,6","-4.70",",,,6"
"USC00251750","1903-03","42.95","-101.25","943.4","CODY, NE US","3",",6","1",",6","0",",6","","","13",",6","0",",6","0",",6","","","7.6",",,6,19,","20.0",",6,29,","9.4",",,,6","","","3.96",",,,6"
"USC00251750","1903-04","42.95","-101.25","943.4","CODY, NE US","","","","","","","","","2","2,6","2","2,6","0","2,6","","","","","25.6","2,6,09,","","","","","11.95","2,,,6"
"USC00251750","1903-05","42.95","-101.25","943.4","CODY, NE US","10",",6","6",",6","0",",6","","","0",",6","11",",6","0",",6","","","16.5",",,6,26,","31.1",",6,17,","44.0",",,,6","","","18.95",",,,6"
"USC00251750","1903-06","42.95","-101.25","943.4","CODY, NE US","3",",6","3",",6","0",",6","","","0",",6","19",",6","3",",6","","","20.3",",,6,21,","34.4",",6,28,","25.8",",,,6","","","23.34",",,,6"
"USC00251750","1903-07","42.95","-101.25","943.4","CODY, NE US","10",",6","5",",6","1",",6","","","0",",6","27",",6","8",",6","","","50.8",",,6,16,","37.2",",6,06,","105.1",",,,6","","","26.77",",,,6"
"USC00251750","1903-08","42.95","-101.25","943.4","CODY, NE US","10",",6","5",",6","2",",6","","","0",",6","26",",6","3",",6","","","45.7",",,6,02,","35.6",",6,20,","120.5",",,,6","","","25.89",",,,6"
"USC00251750","1903-09","42.95","-101.25","943.4","CODY, NE US","9",",6","2",",6","0",",6","1",",6","0",",6","14",",6","0",",6","76",",,6,15,","7.6",",,6,15,","30.0",",6,24,+","17.0",",,,6","76",",,,6","19.10",",,,6"
"USC00251750","1903-11","42.95","-101.25","943.4","CODY, NE US","","","","","","","","","12",",6","1",",6","0",",6","","","","","23.3",",6,07,","","","","","4.80",",,,6"
"USC00251750","1904-01","42.95","-101.25","943.4","CODY, NE US","4",",6","2",",6","0",",6","2",",6","","","","","","","64",",,6,29,","6.4",",,6,29,","","","13.5",",,,6","135",",,,6","",""
"USC00251750","1904-02","42.95","-101.25","943.4","CODY, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","51",",,6,06,","5.1",",,6,06,","","","6.4",",,,6","64",",,,6","",""
"USC00251750","1904-03","42.95","-101.25","943.4","CODY, NE US","","","","","","","","","4",",6","0",",6","0",",6","","","","","19.4",",6,18,","","","","","7.99",",,,6"
"USC00251750","1904-04","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","76",",,6,22,","7.6",",,6,22,","","","7.6",",,,6","76",",,,6","",""
"USC00251750","1904-08","42.95","-101.25","943.4","CODY, NE US","3",",6","3",",6","2",",6","","","","","","","","","","","57.2",",,6,31,","","","100.4",",,,6","","","",""
"USC00251750","1904-10","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","","","","","","","","","","","7.6",",,6,18,","","","7.6",",,,6","","","",""
"USC00251750","1904-11","42.95","-101.25","943.4","CODY, NE US","1",",6","0",",6","0",",6","0",",6","","","","","","","13",",,6,09,","1.3",",,6,09,","","","1.3",",,,6","13",",,,6","",""
"USC00251750","1904-12","42.95","-101.25","943.4","CODY, NE US","2","1,6","0","1,6","0","1,6","2","1,6","","","","","","","127","1,,6,09,","1.3","1,,6,09,","","","1.8","1,,,6","178","1,,,6","",""
"USC00251750","1905-01","42.95","-101.25","943.4","CODY, NE US","3",",6","2",",6","0",",6","2",",6","","","","","","","64",",,6,11,","6.4",",,6,11,","","","10.4",",,,6","104",",,,6","",""
"USC00251750","1905-02","42.95","-101.25","943.4","CODY, NE US","4",",6","2",",6","0",",6","","","","","","","","","","","3.8",",,6,13,","","","9.1",",,,6","","","",""
"USC00251750","1905-04","42.95","-101.25","943.4","CODY, NE US","6",",6","6",",6","0",",6","2",",6","","","","","","","76",",,6,14,","12.7",",,6,02,","","","48.4",",,,6","127",",,,6","",""
"USC00251750","1905-05","42.95","-101.25","943.4","CODY, NE US","11",",6","11",",6","1",",6","","","","","","","","","","","41.9",",,6,29,","","","135.2",",,,6","","","",""
"USC00251750","1905-06","42.95","-101.25","943.4","CODY, NE US","9",",6","9",",6","0",",6","0",",6","","","","","","","0",",,6,30,+","12.7",",,6,24,","","","63.2",",,,6","0",",,,6","",""
"USC00251750","1905-07","42.95","-101.25","943.4","CODY, NE US","10",",6","10",",6","1",",6","0",",6","","","","","","","0",",,6,31,+","26.2",",,6,21,","","","111.2",",,,6","0",",,,6","",""
"USC00251750","1905-08","42.95","-101.25","943.4","CODY, NE US","3",",6","3",",6","0",",6","","","","","","","","","","","10.4",",,6,12,","","","20.3",",,,6","","","",""
"USC00251750","1905-09","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","0",",,6,30,+","13.5",",,6,18,","","","17.8",",,,6","0",",,,6","",""
"USC00251750","1905-10","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","0",",,6,31,+","10.9",",,6,14,","","","19.5",",,,6","0",",,,6","",""
"USC00251750","1905-11","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","51",",,6,29,","5.1",",,6,29,","","","5.1",",,,6","51",",,,6","",""
"USC00251750","1906-01","42.95","-101.25","943.4","CODY, NE US","4",",6","3",",6","0",",6","3",",6","","","","","","","25",",,6,20,+","2.5",",,6,20,+","","","8.8",",,,6","88",",,,6","",""
"USC00251750","1906-02","42.95","-101.25","943.4","CODY, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","38",",,6,25,","4.1",",,6,25,","","","4.1",",,,6","38",",,,6","",""
"USC00251750","1906-04","42.95","-101.25","943.4","CODY, NE US","3",",6","2",",6","1",",6","0",",6","","","","","","","15",",,6,12,","27.4",",,6,30,","","","30.4",",,,6","15",",,,6","",""
"USC00251750","1906-05","42.95","-101.25","943.4","CODY, NE US","6",",6","6",",6","0",",6","","","","","","","","","","","25.1",",,6,01,","","","59.4",",,,6","","","",""
"USC00251750","1906-06","42.95","-101.25","943.4","CODY, NE US","4",",6","4",",6","2",",6","","","","","","","","","","","48.5",",,6,03,","","","90.4",",,,6","","","",""
"USC00251750","1906-07","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","10.4",",,6,14,","","","16.0",",,,6","","","",""
"USC00251750","1906-08","42.95","-101.25","943.4","CODY, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","27.4",",,6,05,","","","93.3",",,,6","","","",""
"USC00251750","1906-09","42.95","-101.25","943.4","CODY, NE US","5",",6","5",",6","1",",6","","","","","","","","","","","34.3",",,6,12,","","","71.1",",,,6","","","",""
"USC00251750","1906-10","42.95","-101.25","943.4","CODY, NE US","","","","","","","","","5",",6","7",",6","1",",6","","","","","32.2",",6,03,","","","","","13.37",",,,6"
"USC00251750","1907-01","42.95","-101.25","943.4","CODY, NE US","5",",6","5",",6","0",",6","5",",6","","","","","","","76",",,6,02,","7.6",",,6,02,","","","18.9",",,,6","189",",,,6","",""
"USC00251750","1907-02","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","2",",6","","","","","","","51",",,6,20,+","5.1",",,6,20,+","","","10.2",",,,6","102",",,,6","",""
"USC00251750","1907-03","42.95","-101.25","943.4","CODY, NE US","2",",6","2",",6","0",",6","2",",6","","","","","","","102",",,6,04,","10.2",",,6,04,","","","12.7",",,,6","127",",,,6","",""
