"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"SPW00013025","1958-10","36.65","-6.35","25.6","ROTA NAS, SP","","","","","33.6",",X","2",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","0",",X","","","","","1","","9.4",",X,07,","0",",,X,31,+","0",",,X,31,+","19.3",",,X,30,","30.6",",X,16,","","","9.5",",X","36.3",",,,X","0",",,,X","19.11",",X","24.21",",,,X","14.01",",,,X","","","","","","","",""
"SPW00013025","1958-11","36.65","-6.35","25.6","ROTA NAS, SP","","","","","1.4",",X","4",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","5","","","","1","","5.6",",X,20,+","0",",,X,30,+","0",",,X,30,+","43.2",",,X,30,","25.6",",X,08,","","","114.0",",X","67.3",",,,X","0",",,,X","14.58",",X","19.49",",,,X","9.67",",,,X","158",",X","","","17.5",",X","",""
"SPW00013025","1958-12","36.65","-6.35","25.6","ROTA NAS, SP","","","","","0.0",",X","20",",X","18",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4","","","","6","","4.4",",X,10,","0",",,X,31,+","0",",,X,31,+","60.2",",,X,19,","18.9",",X,16,+","","","147.8",",X","303.5",",,,X","0",",,,X","13.57",",X","16.47",",,,X","10.66",",,,X","","","","","","","",""
"SPW00013025","1959-01","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","13",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","9","","","","2","","2.8",",X,05,","0",",,X,31,+","0",",,X,31,+","17.5",",,X,30,","21.7",",X,24,","","","157.0",",X","51.2",",,,X","0",",,,X","13.27",",X","16.44",",,,X","10.09",",,,X","113",",X","","","20.6",",X","",""
"SPW00013025","1959-02","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","5",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1","","","","","","3.9",",X,05,","0",",,X,28,+","0",",,X,28,+","10.4",",,X,07,+","19.4",",X,24,","","","189.4",",X","36.3",",,,X","0",",,,X","11.57",",X","16.31",",,,X","6.83",",,,X","90",",X","","","14.4",",X","",""
"SPW00013025","1959-03","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","14",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","4","","","","","","5.6",",X,14,","0",",,X,31,+","0",",,X,31,+","17.8",",,X,02,","21.7",",X,31,","","","135.2",",X","86.7",",,,X","0",",,,X","13.97",",X","17.39",",,,X","10.55",",,,X","113",",X","","","20.6",",X","",""
"SPW00013025","1959-04","36.65","-6.35","25.6","ROTA NAS, SP","","","0.6","X","0.6",",X","8",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","1","","","","3","","7.2",",X,12,","0",",,X,30,+","0",",,X,30,+","8.9",",,X,13,","27.2",",X,21,","","","78.6",",X","32.7",",,,X","0",",,,X","15.73",",X","20.28",",,,X","11.19",",,,X","180",",X","","","17.0",",X","",""
"SPW00013025","1959-05","36.65","-6.35","25.6","ROTA NAS, SP","","","13.1","X","12.5",",X","10",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","1","","","","1","","8.3",",X,01,","0",",,X,31,+","0",",,X,31,+","13.7",",,X,21,","29.4",",X,15,","","","34.2",",X","42.5",",,,X","0",",,,X","17.63",",X","21.55",",,,X","13.71",",,,X","180",",X","","","17.0",",X","",""
"SPW00013025","1959-06","36.65","-6.35","25.6","ROTA NAS, SP","","","100.4","X","87.3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","1",",X","4","","","","","","12.2",",X,08,+","0",",,X,30,+","0",",,X,30,+","0.5",",,X,02,","32.8",",X,10,","","","3.0",",X","0.5",",,,X","0",",,,X","21.14",",X","25.93",",,,X","16.35",",,,X","113",",X","","","15.4",",X","",""
"SPW00013025","1959-07","36.65","-6.35","25.6","ROTA NAS, SP","","","268.7","X","168.3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","3","","","","","","15.6",",X,15,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,22,+","35.6",",X,06,","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","23.76",",X","28.37",",,,X","19.15",",,,X","113",",X","","","20.0",",X","",""
"SPW00013025","1959-08","36.65","-6.35","25.6","ROTA NAS, SP","","","443.3","X","174.6",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","4","","","","1","","15.6",",X,30,+","0",",,X,31,+","0",",,X,31,+","3.0",",,X,28,","33.3",",X,23,","0.0","X","0.0",",X","3.5",",,,X","0",",,,X","23.96",",X","28.71",",,,X","19.22",",,,X","90",",X","","","20.0",",X","",""
"SPW00013025","1959-09","36.65","-6.35","25.6","ROTA NAS, SP","","","539.8","X","96.5",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","2","","","","","","13.9",",X,13,","0",",,X,30,+","0",",,X,30,+","2.8",",,X,23,","30.6",",X,07,","0.0","X","0.0",",X","2.8",",,,X","0",",,,X","21.55",",X","25.84",",,,X","17.26",",,,X","113",",X","","","15.9",",X","",""
"SPW00013025","1959-10","36.65","-6.35","25.6","ROTA NAS, SP","","","582.3","X","42.5",",X","7",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","1","","","","2","","6.7",",X,30,","0",",,X,31,+","0",",,X,31,+","26.9",",,X,04,","28.3",",X,01,","25.6","X","25.6",",X","48.5",",,,X","0",",,,X","18.88",",X","23.25",",,,X","14.50",",,,X","315",",X","","","19.5",",X","",""
"SPW00013025","1959-11","36.65","-6.35","25.6","ROTA NAS, SP","","","584.0","X","1.7",",X","12",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","3","","","","","","4.4",",X,16,","0",",,X,30,+","0",",,X,30,+","21.8",",,X,20,","23.9",",X,05,","139.5","X","113.9",",X","87.8",",,,X","0",",,,X","14.59",",X","18.85",",,,X","10.33",",,,X","270",",X","","","27.2",",X","",""
"SPW00013025","1959-12","36.65","-6.35","25.6","ROTA NAS, SP","","","584.0","X","0.0",",X","13",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10","","","","","","2.2",",X,20,","0",",,X,31,+","0",",,X,31,+","7.1",",,X,09,","20.0",",X,30,","330.3","X","190.8",",X","26.9",",,,X","0",",,,X","12.18",",X","15.58",",,,X","8.77",",,,X","270",",X","","","25.7",",X","",""
"SPW00013025","1960-01","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","8",",X","6",",X","1",",X","0",",X","0",",X","0",",X","3",",X","0",",X","0",",X","0",",X","12","","","","","","-0.6",",X,17,","0",",T,X,16,","0",",T,X,16,","25.7",",,X,09,","20.0",",X,05,","557.4","X","227.1",",X","64.6",",,,X","0",",T,,X","11.01",",X","15.03",",,,X","6.98",",,,X","315",",X","","","18.0",",X","",""
"SPW00013025","1960-02","36.65","-6.35","25.6","ROTA NAS, SP","","","3.3","X","3.3",",X","15",",X","12",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","8","","","","1","","0.6",",X,09,","0",",,X,29,+","0",",,X,29,+","26.2",",,X,13,","25.0",",X,28,+","700.6","X","143.2",",X","110.6",",,,X","0",",,,X","13.51",",X","17.06",",,,X","9.96",",,,X","248",",X","","","20.6",",X","",""
"SPW00013025","1960-03","36.65","-6.35","25.6","ROTA NAS, SP","","","3.3","X","0.0",",X","15",",X","13",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","7","","","","4","","7.8",",X,11,+","0",",,X,31,+","0",",,X,31,+","20.3",",,X,12,","25.0",",X,03,","816.1","X","115.5",",X","142.4",",,,X","0",",,,X","14.61",",X","18.32",",,,X","10.89",",,,X","113",",X","","","22.1",",X","",""
"SPW00013025","1960-04","36.65","-6.35","25.6","ROTA NAS, SP","","","5.8","X","2.5",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","8","","","","","","7.2",",X,19,","0",",,X,30,+","0",",,X,30,+","24.9",",,X,28,","23.9",",X,16,+","872.5","X","56.4",",X","29.0",",,,X","0",",,,X","16.54",",X","21.36",",,,X","11.72",",,,X","113",",X","","","18.0",",X","",""
"SPW00013025","1960-05","36.65","-6.35","25.6","ROTA NAS, SP","","","61.1","X","55.3",",X","8",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","2",",X","7","","","","2","","10.6",",X,04,","0",",,X,31,+","0",",,X,31,+","21.8",",,X,02,","32.8",",X,26,+","890.3","X","17.8",",X","53.1",",,,X","0",",,,X","19.54",",X","23.71",",,,X","15.37",",,,X","90",",X","","","14.4",",X","",""
"SPW00013025","1960-06","36.65","-6.35","25.6","ROTA NAS, SP","","","189.1","X","128.0",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","7","","","","1","","15.6",",X,08,+","0",",,X,30,+","0",",,X,30,+","1.3",",,X,03,","31.7",",X,26,","890.3","X","0.0",",X","1.3",",,,X","0",",,,X","22.60",",X","26.53",",,,X","18.67",",,,X","90",",X","","","17.5",",X","",""
"SPW00013025","1960-07","36.65","-6.35","25.6","ROTA NAS, SP","","","360.3","X","171.2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","2","","","","","","15.0",",X,09,","0",",,X,31,+","0",",,X,31,+","0.0",",,X,31,+","35.6",",X,25,+","0.0","X","0.0",",X","0.0",",,,X","0",",,,X","23.85",",X","28.44",",,,X","19.27",",,,X","113","3,X","","","13.9","3,X","",""
"SPW00013025","1960-08","36.65","-6.35","25.6","ROTA NAS, SP","","","509.6","X","149.3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","3","","","","","","15.0",",X,06,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,17,","35.6",",X,28,","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","23.15",",X","27.84",",,,X","18.46",",,,X","135",",X","","","14.4",",X","",""
"SPW00013025","1960-09","36.65","-6.35","25.6","ROTA NAS, SP","","","626.1","X","116.5",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","3","","","","","","13.9",",X,29,","0",",,X,30,+","0",",,X,30,+","6.4",",,X,30,","33.3",",X,13,","0.3","X","0.3",",X","6.4",",,,X","0",",,,X","22.21",",X","26.61",",,,X","17.81",",,,X","113",",X","","","18.5",",X","",""
"SPW00013025","1960-10","36.65","-6.35","25.6","ROTA NAS, SP","","","632.1","X","6.0",",X","18",",X","13",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","15",",X","0",",X","9","","","","3","","9.4",",X,17,","0",",,X,31,+","0",",,X,31,+","55.6",",,X,27,","25.0",",X,17,","32.7","X","32.4",",X","226.9",",,,X","0",",,,X","17.48",",X","20.83",",,,X","14.13",",,,X","225",",X","","","16.4",",X","",""
"SPW00013025","1960-11","36.65","-6.35","25.6","ROTA NAS, SP","","","632.1","X","0.0",",X","12",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","8","","","","","","5.0",",X,30,","0",",,X,30,+","0",",,X,30,+","20.6",",,X,11,","21.1",",X,25,+","121.6","X","88.9",",X","58.8",",,,X","0",",,,X","15.37",",X","18.64",",,,X","12.10",",,,X","225",",X","","","15.9",",X","",""
"SPW00013025","1960-12","36.65","-6.35","25.6","ROTA NAS, SP","","","632.1","X","0.0",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8","","","","","","2.2",",X,16,","0",",,X,31,+","0",",,X,31,+","11.7",",,X,07,","18.3",",X,07,+","361.6","X","240.0",",X","43.8",",,,X","0",",,,X","10.59",",X","14.26",",,,X","6.92",",,,X","270",",X","","","22.6",",X","",""
"SPW00013025","1961-01","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","13",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8","","","","","","1.7",",X,14,","0",",,X,31,+","0",",,X,31,+","11.2",",,X,24,","16.7",",X,29,+","598.2","X","236.6",",X","37.6",",,,X","0",",,,X","10.70",",X","14.30",",,,X","7.10",",,,X","248",",X","","","17.0",",X","",""
"SPW00013025","1961-02","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","13","","","","","","5.6",",X,06,","0",",,X,28,+","0",",,X,28,+","5.1",",,X,25,","23.3",",X,27,","724.1","X","125.9",",X","6.6",",,,X","0",",,,X","13.84",",X","18.57",",,,X","9.10",",,,X","113",",X","","","15.9",",X","",""
"SPW00013025","1961-03","36.65","-6.35","25.6","ROTA NAS, SP","","","4.4","X","4.4",",X","6",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","","","","","2","","5.6",",X,06,","0",",,X,31,+","0",",,X,31,+","50.0",",,X,21,","24.4",",X,18,","822.6","X","98.5",",X","83.7",",,,X","0",",,,X","15.30",",X","20.64",",,,X","9.96",",,,X","113",",X","","","19.0",",X","",""
"SPW00013025","1961-04","36.65","-6.35","25.6","ROTA NAS, SP","","","6.6","X","2.2",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","2","","","","1","","9.4",",X,26,","0",",,X,30,+","0",",,X,30,+","13.0",",,X,06,","28.3",",X,30,","873.8","X","51.2",",X","23.7",",,,X","0",",,,X","16.70",",X","20.64",",,,X","12.76",",,,X","225",",X","","","14.4",",X","",""
"SPW00013025","1961-05","36.65","-6.35","25.6","ROTA NAS, SP","","","71.8","X","65.2",",X","6",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","7","","","","2","","12.2",",X,21,","0",",,X,31,+","0",",,X,31,+","51.1",",,X,30,","30.0",",X,14,","877.2","X","3.4",",X","95.0",",,,X","0",",,,X","20.33",",X","24.40",",,,X","16.25",",,,X","225",",X","","","22.6",",X","",""
"SPW00013025","1961-06","36.65","-6.35","25.6","ROTA NAS, SP","","","179.2","X","107.4",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","1",",X","6","","","","3","","12.2",",X,03,","0",",,X,30,+","0",",,X,30,+","3.3",",,X,01,","34.4",",X,29,","879.9","X","2.7",",X","5.6",",,,X","0",",,,X","21.82",",X","25.96",",,,X","17.68",",,,X","113",",X","","","19.0",",X","",""
"SPW00013025","1961-07","36.65","-6.35","25.6","ROTA NAS, SP","","","377.7","X","198.5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","8",",X","5","","","","","","16.1",",X,14,+","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,01,","32.8",",X,26,+","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","24.74",",X","29.64",",,,X","19.83",",,,X","113",",X","","","19.5",",X","",""
"SPW00013025","1961-08","36.65","-6.35","25.6","ROTA NAS, SP","","","618.1","X","240.4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","1","","","","","","17.8",",X,11,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,31,+","37.2",",X,26,","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","26.09",",X","30.61",",,,X","21.57",",,,X","113",",X","","","18.0",",X","",""
"SPW00013025","1961-09","36.65","-6.35","25.6","ROTA NAS, SP","","","769.2","X","151.1",",X","3",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","7","","","","3","","14.4",",X,30,+","0",",,X,30,+","0",",,X,30,+","14.2",",,X,28,","32.2",",X,14,","0.0","X","0.0",",X","38.1",",,,X","0",",,,X","23.37",",X","27.66",",,,X","19.07",",,,X","113",",X","","","14.9",",X","",""
"SPW00013025","1961-10","36.65","-6.35","25.6","ROTA NAS, SP","","","804.3","X","35.1",",X","6",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","4","","","","","","9.4",",X,31,+","0",",,X,31,+","0",",,X,31,+","29.0",",,X,30,","28.9",",X,09,","24.7","X","24.7",",X","46.0",",,,X","0",",,,X","18.67",",X","23.16",",,,X","14.18",",,,X","90",",X","","","15.4",",X","",""
"SPW00013025","1961-11","36.65","-6.35","25.6","ROTA NAS, SP","","","805.9","X","1.6",",X","18",",X","13",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","4","","","","10","","4.4",",X,15,","0",",,X,30,+","0",",,X,30,+","64.8",",,X,16,","25.0",",X,04,","139.8","X","115.1",",X","361.3",",,,X","0",",,,X","14.55",",X","17.96",",,,X","11.15",",,,X","338",",X","","","19.0",",X","",""
"SPW00013025","1961-12","36.65","-6.35","25.6","ROTA NAS, SP","","","805.9","X","0.0",",X","10",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","15","","","","4","","6.1",",X,01,","0",",,X,31,+","0",",,X,31,+","24.6",",,X,25,","20.6",",X,04,","272.6","X","132.8",",X","104.2",",,,X","0",",,,X","14.05",",X","17.82",",,,X","10.27",",,,X","180",",X","","","17.5",",X","",""
"SPW00013025","1962-01","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","7",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8","","","","1","","5.0",",X,07,","0",",,X,31,+","0",",,X,31,+","24.6",",,X,17,","20.0",",X,26,","445.7","X","173.1",",X","68.3",",,,X","0",",,,X","12.75",",X","16.39",",,,X","9.11",",,,X","225",",X","","","19.5",",X","",""
