"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000IARC","1986-12","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","","","0.0","1,U","9","1,U","30","1,U","13","1,U","0","1,U","0","1,U","-21.1","1,U,11,","5.6","1,U,16,+","","","747.8","1,U","-6.60","1,U","1.35","1,,,U","-14.54","1,,,U"
"USR0000IARC","1987-01","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0","1,U","15","1,U","30","1,U","22","1,U","0","1,U","0","1,U","-27.2","1,U,16,+","7.8","1,U,26,","","","858.0","1,U","-10.27","1,U","-2.05","1,,,U","-18.49","1,,,U"
"USR0000IARC","1987-02","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0","1,U","3",",U","28",",U","3","1,U","0","1,U","0","1,U","-18.9",",U,28,","9.4","1,U,11,","","","583.0","1,U","-3.20","1,U","3.58","1,,,U","-9.98",",,,U"
"USR0000IARC","1987-03","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","0",",U","30",",U","0",",U","0",",U","0",",U","-13.9",",U,30,","16.7",",U,31,","","","528.0",",U","1.30",",U","7.87",",,,U","-5.27",",,,U"
"USR0000IARC","1987-04","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0","4,U","0","4,U","19","4,U","0","3,U","8","3,U","0","3,U","-10.6","4,U,13,","26.7","3,U,28,","","","266.4","3,U","8.23","4,U","17.69","3,,,U","-1.24","4,,,U"
"USR0000IARC","1987-05","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","0",",U","3",",U","0",",U","12",",U","0",",U","-1.1",",U,01,","29.4",",U,15,","","","181.5",",U","12.48",",U","20.37",",,,U","4.58",",,,U"
"USR0000IARC","1987-06","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","9.5","U","9.5","2,U","0","1,U","2","1,U","0","2,U","22","2,U","1","2,U","-2.2","1,U,01,","32.2","2,U,26,","","","73.6","2,U","16.06","2,U","24.56","2,,,U","7.55","1,,,U"
"USR0000IARC","1987-07","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","39.7","U","30.2","3,U","0","2,U","0","2,U","0","1,U","26","1,U","3","1,U","2.2","2,U,19,","33.3","1,U,26,+","52.2","U","52.2","1,U","17.64","3,U","26.38","1,,,U","8.90","2,,,U"
"USR0000IARC","1987-08","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","60.8","U","21.1","1,U","0","1,U","0","1,U","0",",U","28",",U","0",",U","0.6","1,U,16,","31.7",",U,31,+","101.2","U","49.0",",U","17.41","1,U","27.17",",,,U","7.66","1,,,U"
"USR0000IARC","1987-09","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","72.3","U","11.5",",U","0",",U","6",",U","0",",U","25",",U","1",",U","-3.9",",U,17,","32.8",",U,01,","211.0","U","109.8",",U","15.06",",U","25.78",",,,U","4.33",",,,U"
"USR0000IARC","1987-10","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","72.3","U","0.0","2,U","0","2,U","17","2,U","0","2,U","8","2,U","0","2,U","-8.9","2,U,16,","27.8","2,U,03,","475.3","U","264.3","2,U","9.22","2,U","19.56","2,,,U","-1.11","2,,,U"
"USR0000IARC","1987-11","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","72.3","U","0.0","2,U","0","2,U","24","2,U","2","2,U","0","2,U","0","2,U","-16.7","2,U,30,+","16.1","2,U,05,","997.8","U","522.5","2,U","-0.33","2,U","6.13","2,,,U","-6.79","2,,,U"
"USR0000IARC","1987-12","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","72.3","U","0.0",",U","9",",U","31",",U","19",",U","0",",U","0",",U","-21.7",",U,25,","10.0",",U,10,","1761.7","U","763.9",",U","-6.31",",U","0.02",",,,U","-12.64",",,,U"
"USR0000IARC","1988-01","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","17",",U","31",",U","20",",U","0",",U","0",",U","-28.9",",U,19,","6.1",",U,10,","2623.8","U","862.1",",U","-9.48",",U","-1.39",",,,U","-17.56",",,,U"
"USR0000IARC","1988-02","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","6",",U","29",",U","6",",U","0",",U","0",",U","-24.4",",U,01,","13.9",",U,29,","3259.8","U","636.0",",U","-3.60",",U","4.84",",,,U","-12.04",",,,U"
"USR0000IARC","1988-03","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","0",",U","31",",U","0",",U","0",",U","0",",U","-13.9",",U,17,+","16.7",",U,26,","3805.7","U","545.9",",U","0.72",",U","8.67",",,,U","-7.22",",,,U"
"USR0000IARC","1988-04","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","0",",U","17",",U","0",",U","6",",U","0",",U","-10.0",",U,10,","25.0",",U,12,","4143.9","U","338.2",",U","7.06",",U","15.51",",,,U","-1.39",",,,U"
"USR0000IARC","1988-05","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","0",",U","8",",U","0",",U","15",",U","0",",U","-6.7",",U,03,","28.3",",U,23,+","4382.5","U","238.6",",U","10.64",",U","18.92",",,,U","2.35",",,,U"
"USR0000IARC","1988-06","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","51.5","U","51.5",",U","0",",U","2",",U","0",",U","28",",U","8",",U","-1.7",",U,30,","36.7",",U,25,","4441.2","U","58.7",",U","18.09",",U","28.44",",,,U","7.75",",,,U"
"USR0000IARC","1988-07","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","152.0","U","100.5",",U","0",",U","0",",U","0",",U","31",",U","17",",U","0.6",",U,07,","36.7",",U,21,","8.0","U","8.0",",U","21.32",",U","31.97",",,,U","10.66",",,,U"
"USR0000IARC","1988-08","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","182.0","U","30.0",",U","0",",U","0",",U","0",",U","30",",U","7",",U","2.8",",U,08,","35.6",",U,24,","25.0","U","17.0",",U","18.75",",U","29.75",",,,U","7.76",",,,U"
"USR0000IARC","1988-09","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","192.7","U","10.7",",U","0",",U","7",",U","0",",U","19",",U","2",",U","-2.8",",U,23,","33.9",",U,02,","194.7","U","169.7",",U","13.03",",U","22.95",",,,U","3.11",",,,U"
"USR0000IARC","1988-10","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","192.7","U","0.0","1,U","0","1,U","10","1,U","0","1,U","12","1,U","0","1,U","-8.3","1,U,27,","27.8","1,U,02,","398.3","U","203.6","1,U","11.55","1,U","21.44","1,,,U","1.65","1,,,U"
"USR0000IARC","1988-11","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","192.7","U","0.0","2,U","3","2,U","27","2,U","11","2,U","0","2,U","0","2,U","-20.0","2,U,21,","17.2","2,U,01,","1016.7","U","618.4","2,U","-3.75","2,U","2.97","2,,,U","-10.48","2,,,U"
"USR0000IARC","1988-12","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","192.7","U","0.0",",U","16",",U","31",",U","23",",U","0",",U","0",",U","-36.1",",U,27,","5.0",",U,13,","1918.4","U","901.7",",U","-10.75",",U","-3.16",",,,U","-18.35",",,,U"
"USR0000IARC","1989-01","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","23",",U","31",",U","26",",U","0",",U","0",",U","-33.3",",U,07,","5.0",",U,31,","2885.2","U","966.8",",U","-12.85",",U","-4.65",",,,U","-21.05",",,,U"
"USR0000IARC","1989-02","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0",",U","15",",U","28",",U","13",",U","0",",U","0",",U","-32.8",",U,07,","12.2",",U,26,","3679.5","U","794.3",",U","-10.03",",U","-1.52",",,,U","-18.55",",,,U"
"USR0000IARC","1989-03","43.6231","-113.3872","1639.8","ARCO IDAHO, ID US","0.0","U","0.0","2,U","2","1,U","29","1,U","2","1,U","0","1,U","0","1,U","-23.9","1,U,04,","17.2","1,U,11,","4212.9","U","533.4","1,U","-0.35","2,U","6.63","1,,,U","-7.32","1,,,U"
