"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"THW00041018","1943-01","17.38333","102.8","178.0","UDON THANI, TH","61.7","S","61.7","2,S","","","","","","","","","","","0","1,S","0","1,S","0","1,S","30","1,S","2","1,S","","","","","5.6","1,S,13,","","","","","","","32.8","1,S,28,+","","","6.4","1,S","","","","","20.21","2,S","29.45","1,,,S","10.97","1,,,S"
"THW00041018","1943-02","17.38333","102.8","178.0","UDON THANI, TH","163.5","S","101.8","4,S","","","","","","","","","","","0","3,S","0","3,S","0","1,S","27","1,S","11","1,S","","","","","10.0","3,S,26,+","","","","","","","37.2","1,S,05,","","","0.0","1,S","","","","","22.58","4,S","31.27","1,,,S","13.88","3,,,S"
"THW00041018","1943-03","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","23","4,S","","","","","","","","","","","","","39.4","4,S,25,+","","","","","","","","","","","35.79","4,,,S","",""
"THW00041018","1943-04","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","1,S","29","1,S","19","1,S","","","","","","","","","","","","","40.0","1,S,06,","","","","","","","","","","","33.54","1,,,S","",""
"THW00041018","1943-05","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","22","2,S","","","","","","","","","","","","","37.8","2,S,15,","","","","","","","","","","","34.10","2,,,S","",""
"THW00041018","1943-06","17.38333","102.8","178.0","UDON THANI, TH","","","","","21","5,S","8","5,S","1","5,S","","","","","","","","","0","3,S","27","3,S","20","3,S","","","","","","","","","","","42.9","5,,S,08,","35.6","3,S,28,","","","","","146.0","5,,,S","","","","","33.19","3,,,S","",""
"THW00041018","1943-07","17.38333","102.8","178.0","UDON THANI, TH","","","","","27","2,S","14","2,S","1","2,S","","","","","0","4,S","0","4,S","0","2,S","29","2,S","16","2,S","","","","","22.8","4,S,11,+","","","","","48.0","2,,S,11,","35.6","2,S,20,+","","","","","175.1","2,,,S","","","28.07","6,S","32.25","2,,,S","23.89","4,,,S"
"THW00041018","1943-08","17.38333","102.8","178.0","UDON THANI, TH","","","","","23","1,S","12","1,S","2","1,S","","","","","","","","","0",",S","31",",S","19",",S","","","","","","","","","","","62.0","1,,S,21,","34.4",",S,29,","","","","","192.8","1,,,S","","","","","31.90",",,,S","",""
"THW00041018","1943-09","17.38333","102.8","178.0","UDON THANI, TH","","","239.9","5,S","24","1,S","12","1,S","3","1,S","","","","","0","5,S","0","5,S","0",",S","30",",S","17",",S","","","","","21.7","5,S,29,","","","","","39.9","1,,S,13,","35.0",",S,06,+","","","0.0",",S","201.0","1,,,S","","","27.83","5,S","32.01",",,,S","23.65","5,,,S"
"THW00041018","1943-10","17.38333","102.8","178.0","UDON THANI, TH","","","215.7","3,S","","","","","","","","","","","0","3,S","0","3,S","0",",S","31",",S","17",",S","","","","","16.7","3,S,06,","","","","","","","35.6",",S,19,+","","","0.0",",S","","","","","26.06","3,S","32.21",",,,S","19.91","3,,,S"
"THW00041018","1943-11","17.38333","102.8","178.0","UDON THANI, TH","","","166.1","4,S","","","","","","","","","","","0","3,S","0","3,S","0","1,S","29","1,S","14","1,S","","","","","10.0","3,S,25,+","","","","","","","35.0","1,S,16,+","","","0.0","1,S","","","","","24.58","4,S","31.08","1,,,S","18.08","3,,,S"
"THW00041018","1943-12","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","3","1,S","","","","","","","","","","","","","32.2","1,S,23,+","","","","","","","","","","","29.60","1,,,S","",""
"THW00041018","1944-01","17.38333","102.8","178.0","UDON THANI, TH","125.6","S","125.6","3,S","","","","","","","","","","","0","2,S","0","2,S","0","1,S","30","1,S","19","1,S","","","","","10.6","2,S,23,+","","","","","","","35.6","1,S,30,","","","0.0","1,S","","","","","22.78","3,S","32.30","1,,,S","13.25","2,,,S"
"THW00041018","1944-02","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","0","4,S","0","4,S","0","3,S","26","3,S","22","3,S","","","","","14.4","4,S,11,","","","","","","","36.7","3,S,15,+","","","","","","","","","25.26","6,S","33.63","3,,,S","16.89","4,,,S"
"THW00041018","1944-03","17.38333","102.8","178.0","UDON THANI, TH","","","260.4","5,S","","","","","","","","","","","0","5,S","0","5,S","0",",S","31",",S","28",",S","","","","","16.1","5,S,11,","","","","","","","40.6",",S,27,","","","0.0",",S","","","","","28.43","5,S","36.49",",,,S","20.37","5,,,S"
"THW00041018","1944-04","17.38333","102.8","178.0","UDON THANI, TH","","","313.0","4,S","","","","","","","","","","","0","4,S","0","4,S","0",",S","30",",S","29",",S","","","","","21.7","4,S,19,+","","","","","","","41.7",",S,25,+","","","0.0",",S","","","","","30.42","4,S","37.65",",,,S","23.18","4,,,S"
"THW00041018","1944-05","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","0","5,S","0","5,S","0","1,S","30","1,S","27","1,S","","","","","21.1","5,S,05,","","","","","","","40.6","1,S,04,+","","","","","","","","","29.63","6,S","35.37","1,,,S","23.88","5,,,S"
"THW00041018","1944-06","17.38333","102.8","178.0","UDON THANI, TH","","","","","21","2,S","13","2,S","4","2,S","","","","","","","","","0","4,S","26","4,S","23","4,S","","","","","","","","","","","45.0","2,,S,26,+","36.1","4,S,24,+","","","","","260.2","2,,,S","","","","","34.27","4,,,S","",""
"THW00041018","1944-07","17.38333","102.8","178.0","UDON THANI, TH","","","296.3","2,S","","","","","","","","","","","0","2,S","0","2,S","0",",S","31",",S","23",",S","","","","","22.8","2,S,12,","","","","","","","36.7",",S,01,","0.0","S","0.0",",S","","","","","28.53","2,S","32.84",",,,S","24.22","2,,,S"
"THW00041018","1944-08","17.38333","102.8","178.0","UDON THANI, TH","","","271.9","3,S","22","3,S","13","3,S","3","3,S","","","","","0","3,S","0","3,S","0",",S","31",",S","23",",S","","","","","21.1","3,S,27,","","","","","59.9","3,,S,27,","35.6",",S,25,+","0.0","S","0.0",",S","228.6","3,,,S","","","28.06","3,S","32.40",",,,S","23.73","3,,,S"
"THW00041018","1944-09","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","5,S","25","5,S","20","5,S","","","","","","","","","","","","","36.7","5,S,03,","","","","","","","","","","","33.67","5,,,S","",""
"THW00041018","1944-10","17.38333","102.8","178.0","UDON THANI, TH","","","257.2","4,S","","","","","","","","","","","0","4,S","0","4,S","0",",S","31",",S","26",",S","","","","","20.6","4,S,20,","","","","","","","35.6",",S,26,","","","0.0",",S","","","","","27.68","4,S","32.79",",,,S","22.58","4,,,S"
"THW00041018","1944-11","17.38333","102.8","178.0","UDON THANI, TH","","","206.6","5,S","","","","","","","","","","","0","5,S","0","5,S","0",",S","30",",S","22",",S","","","","","15.0","5,S,27,+","","","","","","","35.6",",S,08,","","","0.0",",S","","","","","26.44","5,S","32.79",",,,S","20.09","5,,,S"
"THW00041018","1944-12","17.38333","102.8","178.0","UDON THANI, TH","","","79.5","3,S","","","","","","","","","","","0","3,S","0","3,S","0",",S","31",",S","4",",S","","","","","5.6","3,S,22,","","","","","","","32.8",",S,02,+","","","11.4",",S","","","","","20.53","3,S","27.92",",,,S","13.14","3,,,S"
