"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00310878","2012-08","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","17",",7","15",",7","3",",7","14","","8","","47.5",",,7,04,","208.8",",,,7"
"USC00310878","2012-09","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","8",",7","4",",7","3",",7","15","","2","","68.3",",,7,18,","148.2",",,,7"
"USC00310878","2012-10","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","9",",7","6",",7","1",",7","12","","","","64.5",",,7,02,","109.5",",,,7"
"USC00310878","2012-11","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","5",",7","4",",7","0",",7","2","","","","14.0",",,7,13,","26.4",",,,7"
"USC00310878","2012-12","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","11",",7","9",",7","2",",7","6","","","","62.2",",,7,26,","147.5",",,,7"
"USC00310878","2013-01","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","11",",7","9",",7","4",",7","2","","","","75.2",",,7,31,","273.3",",,,7"
"USC00310878","2013-02","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","9",",7","7",",7","2",",7","2","","","","33.0",",,7,27,","131.3",",,,7"
"USC00310878","2013-03","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","9",",7","7",",7","1",",7","","","","","33.8",",,7,12,","104.8",",,,7"
"USC00310878","2013-04","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","12",",7","8",",7","3",",7","3","","2","","55.1",",,7,29,","203.3",",,,7"
"USC00310878","2013-05","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","14",",7","7",",7","2",",7","8","","2","","76.2",",,7,06,","188.0",",,,7"
"USC00310878","2013-06","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","18",",7","9",",7","2",",7","9","","11","","41.9",",,7,10,","147.0",",,,7"
"USC00310878","2013-07","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","22",",7","19",",7","8",",7","14","","11","","85.6",",,7,04,","488.5",",,,7"
"USC00310878","2013-08","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","16",",7","10",",7","5",",7","17","","6","","46.7",",,7,12,","251.2",",,,7"
"USC00310878","2013-09","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","10",",7","7",",7","4",",7","19","","4","","32.8",",,7,22,","139.0",",,,7"
"USC00310878","2013-10","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","9",",7","2",",7","1",",7","15","","1","","46.2",",,7,07,","57.3",",,,7"
"USC00310878","2013-11","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","8",",7","6",",7","2",",7","3","","","","68.3",",,7,27,","137.0",",,,7"
"USC00310878","2013-12","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","10",",7","8",",7","6",",7","","","1","","78.0",",,7,23,","264.9",",,,7"
"USC00310878","2014-01","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","7",",7","6",",7","1",",7","","","1","","30.5",",,7,11,","75.3",",,,7"
"USC00310878","2014-02","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","7",",7","6",",7","0",",7","","","1","","24.1",",,7,13,","92.6",",,,7"
"USC00310878","2014-03","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","12",",7","7",",7","0",",7","","","","","20.3",",,7,17,","68.1",",,,7"
"USC00310878","2014-04","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","9",",7","8",",7","3",",7","1","","1","","38.4",",,7,07,","170.0",",,,7"
"USC00310878","2014-05","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","13",",7","8",",7","2",",7","12","","6","","69.3",",,7,15,","180.8",",,,7"
"USC00310878","2014-06","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","16",",7","11",",7","4",",7","15","","11","","38.1",",,7,30,","241.5",",,,7"
"USC00310878","2014-07","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","17",",7","12",",7","1",",7","11","","7","","33.5",",,7,22,","177.0",",,,7"
"USC00310878","2014-08","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","14",",7","8",",7","2",",7","21","","4","","55.9",",,7,10,","147.7",",,,7"
"USC00310878","2014-09","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","15",",7","10",",7","1",",7","9","","5","","47.0",",,7,08,","107.9",",,,7"
"USC00310878","2014-10","35.3044","-82.6306","655.3","BLANTYRE 2, NC US","11",",7","8",",7","1",",7","7","","3","","76.5",",,7,15,","139.1",",,,7"
