"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00058690","1995-12","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","","","","","1","4,0","0","4,0","0","4,0","0","4,0","0","5,0","","","","","","","","","","","1","","","","","","0","4,T,0,27,+","13","5,,0,23,","0.5","4,,0,18,","","","","","","","0.5","4,,,0","23","5,,,0","","","","","","","","","",""
"USC00058690","1996-01","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.0","0","0.0",",0","8",",0","6",",0","0",",0","20",",0","6",",0","10",",0","31",",0","13",",0","0",",0","0",",0","","","","","-26.1",",0,05,","152",",,0,31,+","145",",,0,05,","6.1",",,0,05,","13.9",",0,14,","","","726.1",",0","23.4",",,,0","493",",,,0","-5.09",",0","2.03",",,,0","-12.21",",,,0","","","",""
"USC00058690","1996-02","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.0","0","0.0","1,0","4","1,0","0","1,0","0","1,0","11","1,0","2","1,0","7","1,0","23","1,0","6","1,0","0","1,0","0","1,0","","","","","-32.8","1,0,02,","152","1,,0,03,+","86","1,,0,27,","2.3","1,,0,27,","13.9","1,0,18,+","","","570.1","1,0","3.6","1,,,0","147","1,,,0","-2.03","1,0","4.95","1,,,0","-9.00","1,,,0","","","",""
"USC00058690","1996-03","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","11",",0","3",",0","2",",0","31",",0","7",",0","0",",0","0",",0","2","","","","-24.4",",0,25,","305",",,0,24,","300",",,0,24,","22.6",",,0,24,","17.2",",0,11,","","","600.8",",0","35.4",",,,0","513",",,,0","-1.05",",0","6.40",",,,0","-8.49",",,,0","","","",""
"USC00058690","1996-04","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","5",",0","3",",0","0",",0","24",",0","1",",0","3",",0","0",",0","3","","3","","-8.9",",0,22,","102",",,0,05,","97",",,0,14,","22.1",",,0,12,","23.3",",0,25,+","","","402.3",",0","60.1",",,,0","232",",,,0","4.92",",0","12.29",",,,0","-2.45",",,,0","","","",""
"USC00058690","1996-05","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.3","0","0.3","1,0","13",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","11","1,0","0",",0","10",",0","0",",0","9","","5","","-2.2","1,0,05,","0",",T,0,01,","5",",,0,01,","18.0",",,0,27,","28.9",",0,19,+","","","278.5",",0","77.2",",,,0","5",",,,0","9.26","1,0","16.77",",,,0","1.75","1,,,0","","","",""
"USC00058690","1996-06","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","4.7","0","4.4","1,0","14","2,0","6","2,0","0","2,0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","24","1,0","0","1,0","2","","19","","0.0","1,0,07,+","0",",,0,30,+","0",",,0,30,+","14.0","2,,0,22,","29.4","1,0,21,","","","93.2","1,0","68.4",",a,,0","0",",,,0","15.27","1,0","24.33","1,,,0","6.22","1,,,0","","","",""
"USC00058690","1996-07","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","33.9","0","29.2","5,0","11","4,0","5","4,0","0","4,0","0",",0","0",",0","0","5,0","0","5,0","0","4,0","24","4,0","2","4,0","1","","16","","5.0","5,0,14,","0",",,0,31,+","0",",,0,31,+","15.0","4,,0,10,","33.3","4,0,04,","35.2","0","35.2","4,0","66.4",",a,,0","0",",,,0","18.11","5,0","26.59","4,,,0","9.62","5,,,0","","","",""
"USC00058690","1996-08","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","48.5","0","14.6","1,0","15",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","3",",0","","","13","","2.2","1,0,07,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,19,+","35.0",",0,13,","90.4","0","55.2",",0","34.2",",,,0","0",",,,0","16.94","1,0","26.83",",,,0","7.04","1,,,0","","","",""
"USC00058690","1996-09","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","49.9","0","1.4",",0","11",",0","5",",0","0",",0","1",",0","2",",0","0",",0","6",",0","0",",0","13",",0","0",",0","3","","4","","-8.3",",0,27,","102",",,0,27,","178",",,0,27,","16.8",",,0,19,","31.7",",0,02,","299.0","0","208.6",",0","51.1",",,,0","229",",,,0","11.43",",0","20.37",",,,0","2.49",",,,0","","","",""
"USC00058690","1996-10","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","49.9","0","0.0",",0","5",",0","5",",0","0",",0","3",",0","4",",0","0",",0","19",",0","1",",0","8",",0","0",",0","2","","1","","-10.0",",0,18,","76",",,0,27,","119",",,0,27,","7.6",",,0,27,","25.0",",0,12,+","679.6","0","380.6",",0","27.9",",,,0","215",",,,0","6.06",",0","14.33",",,,0","-2.22",",,,0","","","",""
"USC00058690","1996-11","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","49.9","0","0.0","1,0","7",",0","4",",0","0",",0","15",",0","4",",0","0","1,0","28","1,0","4",",0","0",",0","0",",0","2","","","","-16.1","1,0,17,","254",",,0,17,+","173",",,0,16,","17.5",",,0,16,","16.1",",0,13,","1208.9","0","529.3",",0","30.0",",,,0","390",",,,0","0.19","1,0","7.42",",,,0","-7.03","1,,,0","","","",""
"USC00058690","1996-12","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","49.9","0","0.0",",0","3",",0","0",",0","0",",0","5",",0","1",",0","4",",0","31",",0","9",",0","0",",0","0",",0","","","","","-20.6",",0,18,","25",",,0,17,+","25",",,0,17,","1.0",",,0,17,","12.8",",0,10,+","1850.6","0","641.7",",0","2.1",",,,0","46",",,,0","-2.37",",0","3.50",",,,0","-8.23",",,,0","","","",""
"USC00058690","1997-01","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.0","0","0.0",",0","11",",0","3",",0","0",",0","26",",0","5",",0","7",",0","29",",0","13",",0","0",",0","0",",0","2","","","","-28.3",",0,13,+","229",",,0,14,+","107",",,0,12,","8.6",",,0,12,","15.0",",0,03,","2580.7","0","730.1",",0","23.8",",,,0","493",",,,0","-5.22",",0","1.19",",,,0","-11.63",",,,0","","","",""
"USC00058690","1997-02","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.0","0","0.0",",0","8",",0","1",",0","0",",0","23",",0","2",",0","0",",0","27",",0","11",",0","0",",0","0",",0","5","","","","-16.7",",0,25,+","76",",,0,13,+","61",",,0,12,","4.1",",,0,12,","12.8",",0,18,+","3206.4","0","625.7",",0","8.1",",,,0","193",",,,0","-4.01",",0","2.18",",,,0","-10.20",",,,0","","","",""
"USC00058690","1997-03","40.9656","-105.2186","2138.2","VIRGINIA DALE 7 ENE, CO US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","10",",0","3",",0","0",",0","29",",0","3",",0","1",",0","0",",0","1","","","","-16.7",",0,14,","254",",,0,15,","221",",,0,15,","11.7",",,0,15,","21.7",",0,21,","3713.6","0","507.2",",0","21.3",",,,0","384",",,,0","1.97",",0","9.90",",,,0","-5.95",",,,0","","","",""
