"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00294719","1940-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","28",",6","1",",6","0",",6","0",",6","","","","","-15.0",",6,19,","","","0",",T,6,13,","5.1",",,6,05,","16.7",",6,31,","","","1508.7","6","516.5",",6","","","6.9",",,,6","0",",T,,6","1.67",",6","8.96",",,,6","-5.61",",,,6","",""
"USC00294719","1940-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","3",",6","3",",6","0",",6","","","0",",6","0",",6","22",",6","0","1,6","2","1,6","0","1,6","","","","","-10.6",",6,18,+","","","13",",,6,22,+","22.9",",,6,02,","22.8","1,6,28,","","","1920.0","6","411.3","1,6","","","30.3",",,,6","26",",,,6","3.69","1,6","11.24","1,,,6","-3.85",",,,6","",""
"USC00294719","1940-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","1",",6","0",",6","13",",6","0",",6","8",",6","0",",6","","","","","-6.7",",6,14,+","","","25",",,6,04,","11.7",",,6,27,","23.9",",6,31,","","","2217.3","6","297.3",",6","","","14.7",",,,6","25",",,,6","8.74",",6","17.19",",,,6","0.29",",,,6","",""
"USC00294719","1940-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","6",",6","0",",6","15",",6","0",",6","","","","","-3.3",",6,12,","","","0",",T,6,16,+","4.1",",,6,23,","27.2",",6,20,","","","2416.9","6","199.6",",6","","","4.1",",,,6","0",",T,,6","11.68",",6","20.48",",,,6","2.88",",,,6","",""
"USC00294719","1940-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","20.6","6","20.6",",6","2",",6","2",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","","","","","3.9",",6,10,","","","0",",,6,31,+","26.2",",,6,22,","31.7",",6,31,","","","2460.8","6","43.9",",6","","","29.0",",,,6","0",",,,6","17.58",",6","26.44",",,,6","8.72",",,,6","",""
"USC00294719","1940-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","119.3","6","98.7","1,6","5",",6","2",",6","0",",6","","","0",",6","0","1,6","0","1,6","0","1,6","29","1,6","11","1,6","","","","","4.4","1,6,11,+","","","0",",,6,30,+","15.2",",,6,29,","35.0","1,6,18,","","","2466.2","6","5.4","1,6","","","30.4",",,,6","0",",,,6","21.55","1,6","30.99","1,,,6","12.11","1,,,6","",""
"USC00294719","1940-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","279.9","6","160.6",",6","9",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","10.6",",6,06,","","","0",",,6,31,+","11.9",",,6,25,","36.1",",6,25,+","","","0.0","6","0.0",",6","","","38.6",",,,6","0",",,,6","23.51",",6","32.21",",,,6","14.81",",,,6","",""
"USC00294719","1940-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","393.8","6","113.9",",6","6",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","","","","","9.4",",6,30,","","","0",",,6,31,+","19.6",",,6,05,","35.0",",6,10,+","","","1.1","6","1.1",",6","","","52.3",",,,6","0",",,,6","21.97",",6","30.30",",,,6","13.64",",,,6","",""
"USC00294719","1940-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","25.0","1,6","11",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","27","1,6","0","1,6","","","","","7.2",",6,25,","","","0",",,6,30,+","20.8",",,6,21,","31.1","1,6,09,","","","24.6","6","23.5","1,6","","","64.7",",,,6","0",",,,6","18.43","1,6","26.18","1,,,6","10.68",",,,6","",""
"USC00294719","1940-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","23",",6","0",",6","","","","","-3.3",",6,29,","","","0",",,6,31,+","3.0",",,6,27,","25.6",",6,21,+","","","182.2","6","157.6",",6","","","8.3",",,,6","0",",,,6","13.25",",6","22.18",",,,6","4.32",",,,6","",""
"USC00294719","1940-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","0.0",",6","5",",6","3",",6","0",",6","","","1",",6","0",",6","25",",6","0",",6","0",",6","0",",6","","","","","-12.2",",6,14,","","","102",",,6,24,","20.3",",,6,24,","20.0",",6,03,","","","593.5","6","411.3",",6","","","32.5",",,,6","102",",,,6","4.62",",6","12.41",",,,6","-3.16",",,,6","",""
"USC00294719","1940-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","0.0","2,6","6",",6","5",",6","0",",6","","","2",",6","0","2,6","26","2,6","0","2,6","0","2,6","0","2,6","","","","","-10.6","2,6,16,","","","25",",,6,17,+","10.4",",,6,25,","17.2","2,6,06,","","","1013.4","6","419.9","2,6","","","32.0",",,,6","50",",,,6","3.85","2,6","10.92","2,,,6","-3.21","2,,,6","",""
"USC00294719","1941-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","5",",6","3",",6","0",",6","","","1",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","","","-10.0",",6,18,","","","25",",,6,05,","8.4",",,6,29,","12.2",",6,19,","","","1533.2","6","519.8",",6","","","21.9",",,,6","38",",,,6","1.56",",6","8.05",",,,6","-4.92",",,,6","",""
"USC00294719","1941-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","7",",6","3",",6","0",",6","","","0",",6","0",",6","21",",6","0",",6","0",",6","0",",6","","","","","-5.6",",6,02,","","","13",",,6,07,","5.6",",,6,07,","18.3",",6,28,+","","","1891.3","6","358.1",",6","","","17.3",",,,6","13",",,,6","5.54",",6","13.14",",,,6","-2.05",",,,6","",""
"USC00294719","1941-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","5",",6","5",",6","0",",6","","","2",",6","0",",6","22",",6","0",",6","0",",6","0",",6","","","","","-7.8",",6,11,","","","51",",,6,13,","17.8",",,6,21,","19.4",",6,31,+","","","2271.0","6","379.7",",6","","","45.3",",,,6","76",",,,6","6.08",",6","13.48",",,,6","-1.31",",,,6","",""
"USC00294719","1941-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","2",",6","0",",6","","","","","-3.9",",6,07,","","","0",",T,6,22,+","16.0",",,6,22,","22.2",",6,30,","","","2570.3","6","299.3",",6","","","35.8",",,,6","0",",T,,6","8.36",",6","15.41",",,,6","1.30",",,,6","",""
"USC00294719","1941-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","11.7","6","11.7",",6","10",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","22",",6","0",",6","","","","","3.9",",6,02,","","","0",",,6,31,+","30.0",",,6,21,","30.0",",6,17,+","","","2647.2","6","76.9",",6","","","59.6",",,,6","0",",,,6","16.23",",6","24.17",",,,6","8.29",",,,6","",""
"USC00294719","1941-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","57.1","6","45.4",",6","4",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","27",",6","4",",6","","","","","4.4",",6,12,+","","","0",",,6,30,+","0.8",",,6,04,","33.9",",6,19,","","","2677.0","6","29.8",",6","","","2.3",",,,6","0",",,,6","18.85",",6","27.56",",,,6","10.15",",,,6","",""
"USC00294719","1941-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","178.4","6","121.3",",6","7",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","9",",6","","","","","10.6",",6,04,","","","0",",,6,31,+","19.8",",,6,27,","33.9",",6,30,","","","0.0","6","0.0",",6","","","57.6",",,,6","0",",,,6","22.25",",6","31.04",",,,6","13.46",",,,6","",""
"USC00294719","1941-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","309.2","6","130.8",",6","9",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","9",",6","","","","","10.0",",6,24,","","","0",",,6,31,+","7.1",",,6,14,+","33.9",",6,03,+","","","0.0","6","0.0",",6","","","40.9",",,,6","0",",,,6","22.55",",6","30.59",",,,6","14.51",",,,6","",""
"USC00294719","1941-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","24.7",",6","8",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","1",",6","","","","","2.8",",6,09,","","","0",",,6,30,+","24.1",",,6,28,+","32.2",",6,06,","","","45.8","6","45.8",",6","","","71.3",",,,6","0",",,,6","17.63",",6","26.99",",,,6","8.27",",,,6","",""
"USC00294719","1941-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","0.0",",6","6",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","15",",6","0",",6","","","","","0.6",",6,31,+","","","0",",,6,31,+","27.9",",,6,04,","25.6",",6,12,","","","246.6","6","200.8",",6","","","92.7",",,,6","0",",,,6","11.86",",6","20.77",",,,6","2.94",",,,6","",""
"USC00294719","1941-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","0.0","1,6","2",",6","2",",6","0",",6","","","0",",6","0","1,6","19","1,6","0","1,6","2","1,6","0","1,6","","","","","-9.4","1,6,24,","","","0",",T,6,21,","5.3",",,6,21,","21.7","1,6,16,","","","584.2","6","337.6","1,6","","","8.9",",,,6","0",",T,,6","6.69","1,6","16.21","1,,,6","-2.83","1,,,6","",""
"USC00294719","1941-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","","","-11.1",",6,25,","","","0",",T,6,30,+","6.4",",,6,27,","16.1",",6,02,","","","1102.7","6","518.5",",6","","","14.5",",,,6","0",",T,,6","1.61",",6","9.98",",,,6","-6.77",",,,6","",""
"USC00294719","1942-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","","","-15.6",",6,06,+","","","51",",,6,02,+","10.9",",,6,01,","16.1",",6,28,","","","1605.1","6","502.4",",6","","","20.0",",,,6","102",",,,6","2.13",",6","10.68",",,,6","-6.42",",,,6","",""
"USC00294719","1942-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","1",",6","0",",6","28",",6","0",",6","0",",6","0",",6","","","","","-15.0",",6,19,","","","51",",,6,10,","2.5",",,6,10,","15.6",",6,09,","","","2063.3","6","458.2",",6","","","3.5",",,,6","64",",,,6","1.97",",6","10.57",",,,6","-6.63",",,,6","",""
"USC00294719","1942-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","","","-8.3",",6,21,","","","0",",T,6,15,","0.0",",T,6,15,","18.3",",6,31,+","","","2447.1","6","383.8",",6","","","0.0",",T,,6","0",",T,,6","5.95",",6","14.54",",,,6","-2.64",",,,6","",""
"USC00294719","1942-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","19",",6","0",",6","","","","","-1.1",",6,07,+","","","0",",T,6,29,+","8.1",",,6,23,","26.1",",6,14,","","","2642.9","6","195.8",",6","","","14.4",",,,6","0",",T,,6","11.81",",6","20.59",",,,6","3.02",",,,6","",""
"USC00294719","1942-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","15.3","6","15.3",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","27",",6","3",",6","","","","","0.6",",6,01,","","","0",",,6,31,+","0.0",",,6,31,+","32.8",",6,26,","","","2722.6","6","79.7",",6","","","0.0",",,,6","0",",,,6","16.25",",6","26.25",",,,6","6.26",",,,6","",""
"USC00294719","1942-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","137.0","6","121.7",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","18",",6","","","","","6.7",",6,01,","","","0",",,6,30,+","2.5",",,6,03,","36.1",",6,17,","","","2723.1","6","0.5",",6","","","2.5",",,,6","0",",,,6","22.37",",6","32.14",",,,6","12.60",",,,6","",""
"USC00294719","1942-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","314.6","6","177.6",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","23",",6","","","","","7.8",",6,02,","","","0",",,6,31,+","8.9",",,6,16,","37.2",",6,12,+","","","0.0","6","0.0",",6","","","18.8",",,,6","0",",,,6","24.06",",6","33.70",",,,6","14.43",",,,6","",""
"USC00294719","1942-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","455.2","6","140.6",",6","7",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","","","","","11.7",",6,16,","","","0",",,6,31,+","17.3",",,6,23,","33.9",",6,02,","","","0.0","6","0.0",",6","","","34.1",",,,6","0",",,,6","22.87",",6","31.03",",,,6","14.71",",,,6","",""
"USC00294719","1942-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","494.8","6","39.6",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","","","","","1.7",",6,30,","","","0",",,6,30,+","8.6",",,6,11,","32.2",",6,01,","","","24.6","6","24.6",",6","","","11.6",",,,6","0",",,,6","18.83",",6","27.85",",,,6","9.81",",,,6","",""
"USC00294719","1942-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","496.8","6","2.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","19",",6","0",",6","","","","","-3.9",",6,31,","","","0",",,6,31,+","12.7",",,6,16,","27.2",",6,04,","","","172.4","6","147.8",",6","","","23.7",",,,6","0",",,,6","13.63",",6","21.06",",,,6","6.20",",,,6","",""
"USC00294719","1942-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","496.8","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","17",",6","0",",6","5",",6","0",",6","","","","","-7.2",",6,21,","","","0",",,6,30,+","0.0",",,6,30,+","23.9",",6,08,","","","465.4","6","293.0",",6","","","0.0",",,,6","0",",,,6","8.57",",6","17.75",",,,6","-0.62",",,,6","",""
"USC00294719","1942-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","496.8","6","0.0",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","26",",6","0",",6","0",",6","0",",6","","","","","-8.9",",6,07,","","","0",",,6,31,+","7.6",",,6,04,","18.3",",6,02,","","","891.7","6","426.3",",6","","","23.6",",,,6","0",",,,6","4.58",",6","11.79",",,,6","-2.63",",,,6","",""
"USC00294719","1943-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","1",",6","1",",6","0",",6","","","0",",6","0",",6","30",",6","0","1,6","0","1,6","0","1,6","","","","","-17.2",",6,19,","","","20",",,6,27,","3.8",",,6,27,","16.1","1,6,23,","","","1371.0","6","479.3","1,6","","","3.8",",,,6","20",",,,6","2.38","1,6","9.74","1,,,6","-4.97",",,,6","",""
"USC00294719","1943-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","22",",6","0",",6","0",",6","0",",6","","","","","-9.4",",6,10,","","","0",",T,6,09,","1.5",",,6,09,","20.0",",6,20,","","","1720.8","6","349.8",",6","","","1.5",",,,6","0",",T,,6","5.84",",6","13.89",",,,6","-2.21",",,,6","",""
"USC00294719","1943-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","0",",6","0",",6","","","0",",6","0",",6","16",",6","0",",6","6",",6","0",",6","","","","","-8.3",",6,21,+","","","0",",T,6,18,","1.0",",,6,18,+","24.4",",6,29,","","","2053.9","6","333.1",",6","","","2.0",",,,6","0",",T,,6","7.59",",6","15.51",",,,6","-0.34",",,,6","",""
"USC00294719","1943-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","7.6","6","7.6",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","22",",6","0",",6","","","","","-2.8",",6,09,","","","0",",,6,30,+","0.0",",,6,30,+","31.1",",6,29,","","","2170.5","6","116.6",",6","","","0.0",",,,6","0",",,,6","14.70",",6","23.59",",,,6","5.81",",,,6","",""
"USC00294719","1943-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","30.4","6","22.8",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","","","","","2.2",",6,16,+","","","0",",,6,31,+","20.3",",,6,09,","31.1",",6,27,+","","","2230.0","6","59.5",",6","","","26.1",",,,6","0",",,,6","17.15",",6","26.52",",,,6","7.78",",,,6","",""
"USC00294719","1943-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","124.4","6","94.0",",6","4",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","11",",6","","","","","6.1",",6,04,","","","0",",,6,30,+","30.0",",,6,29,","35.0",",6,24,","","","2231.9","6","1.9",",6","","","55.2",",,,6","0",",,,6","21.40",",6","30.39",",,,6","12.41",",,,6","",""
"USC00294719","1943-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","299.6","6","175.2",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","19",",6","","","","","13.3",",6,11,+","","","0",",,6,31,+","15.2",",,6,31,","35.0",",6,30,+","","","0.0","6","0.0",",6","","","33.5",",,,6","0",",,,6","23.99",",6","31.97",",,,6","16.00",",,,6","",""
"USC00294719","1943-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","467.8","6","168.2","1,6","11",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","30","1,6","15","1,6","","","","","12.2",",6,25,","","","0",",,6,31,+","10.4",",,6,27,","33.9","1,6,09,+","","","0.0","6","0.0","1,6","","","41.3",",,,6","0",",,,6","23.95","1,6","31.47","1,,,6","16.43",",,,6","",""
"USC00294719","1943-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","57.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","28",",6","2",",6","","","","","7.8",",6,23,","","","0",",,6,30,+","5.1",",,6,27,","32.2",",6,11,+","","","14.7","6","14.7",",6","","","6.9",",,,6","0",",,,6","19.74",",6","28.13",",,,6","11.35",",,,6","",""
"USC00294719","1943-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","5",",6","0",",6","22",",6","0",",6","","","","","-4.4",",6,21,","","","0",",,6,31,+","2.5",",,6,19,","27.2",",6,16,","","","194.3","6","179.6",",6","","","4.0",",,,6","0",",,,6","12.54",",6","21.81",",,,6","3.27",",,,6","",""
"USC00294719","1943-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","0.0",",6","2",",6","2",",6","0",",6","","","1",",6","0",",6","21",",6","0",",6","1",",6","0",",6","","","","","-10.0",",6,27,+","","","30",",,6,27,","5.3",",,6,25,","22.8",",6,05,","","","564.4","6","370.1",",6","","","10.4",",,,6","30",",,,6","6.00",",6","14.90",",,,6","-2.91",",,,6","",""
"USC00294719","1943-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","1",",6","31",",6","6",",6","0",",6","0",",6","","","","","-18.3",",6,29,","","","152",",,6,27,","17.8",",,6,09,","8.9",",6,08,","","","1194.0","6","629.6",",6","","","29.2",",,,6","241",",,,6","-1.98",",6","3.50",",,,6","-7.45",",,,6","",""
"USC00294719","1944-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","2",",6","0",",6","0",",6","","","1",",6","0",",6","31",",6","8","1,6","0","1,6","0","1,6","","","","","-15.0",",6,10,+","","","25",",,6,07,","1.8",",,6,07,","8.9","1,6,21,","","","1812.3","6","618.3","1,6","","","2.8",",,,6","25",",,,6","-2.36","1,6","2.94","1,,,6","-7.67",",,,6","",""
"USC00294719","1944-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","4,6","1",",6","0",",6","0",",6","","","0",",6","0",",6","28",",6","0","4,6","0","4,6","0","4,6","","","","","-11.1",",6,19,+","","","3",",,6,25,","1.3",",,6,25,","13.3","4,6,07,","","","2238.4","6","426.1","4,6","","","1.3",",,,6","3",",,,6","1.35","4,6","7.98","4,,,6","-5.27",",,,6","",""
"USC00294719","1944-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","23",",6","0",",6","0",",6","0",",6","","","","","-10.6",",6,07,","","","0",",,6,31,+","0.0",",T,6,18,","16.1",",6,12,","","","2668.7","6","430.3",",6","","","0.0",",T,,6","0",",,,6","4.45",",6","11.26",",,,6","-2.35",",,,6","",""
"USC00294719","1944-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","1",",6","0",",6","","","","","-7.8",",6,17,","","","0",",T,6,09,","0.0",",T,6,09,","21.7",",6,06,","","","2965.6","6","296.9",",6","","","0.0",",T,,6","0",",T,,6","8.44",",6","15.87",",,,6","1.00",",,,6","",""
"USC00294719","1944-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","2.2","6","2.2",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","22",",6","0",",6","","","","","-4.4",",6,04,","","","0",",,6,31,+","17.0",",,6,10,","27.2",",6,14,+","","","3081.1","6","115.5",",6","","","29.8",",,,6","0",",,,6","14.68",",6","21.99",",,,6","7.36",",,,6","",""
"USC00294719","1944-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","57.2","6","55.0","2,6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0","2,6","27","2,6","0","2,6","","","","","7.2",",6,10,","","","0",",,6,30,+","19.6",",,6,30,","31.1","2,6,28,+","","","3087.2","6","6.1","2,6","","","25.2",",,,6","0",",,,6","20.11","2,6","28.42","2,,,6","11.81",",,,6","",""
"USC00294719","1944-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","182.7","6","125.5",",6","5",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","","","","","12.2",",6,16,","","","0",",,6,31,+","35.6",",,6,20,","32.2",",6,06,","","","1.9","6","1.9",",6","","","82.6",",,,6","0",",,,6","22.32",",6","28.69",",,,6","15.95",",,,6","",""
"USC00294719","1944-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","297.6","6","114.9",",6","9",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","2",",6","","","","","7.8",",6,30,","","","0",",,6,31,+","45.7",",,6,11,","32.8",",6,04,","","","3.0","6","1.1",",6","","","89.7",",,,6","0",",,,6","22.00",",6","29.00",",,,6","15.01",",,,6","",""
"USC00294719","1944-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","325.6","6","28.0","1,6","4",",6","3",",6","0",",6","","","0",",6","0","1,6","0","1,6","0",",6","26",",6","0",",6","","","","","5.6","1,6,12,+","","","0",",,6,30,+","8.1",",,6,25,","31.1",",6,22,+","","","30.4","6","27.4",",6","","","18.3",",,,6","0",",,,6","18.44","1,6","26.18",",,,6","10.69","1,,,6","",""
"USC00294719","1944-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","325.6","6","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","8",",6","0",",6","","","","","1.1",",6,04,","","","0",",,6,31,+","7.6",",,6,15,","26.1",",6,06,","","","235.4","6","205.0",",6","","","17.8",",,,6","0",",,,6","11.72",",6","17.95",",,,6","5.49",",,,6","",""
"USC00294719","1944-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","325.6","6","0.0",",6","5",",6","2",",6","0",",6","","","0",",6","0",",6","22",",6","0",",6","0",",6","0",",6","","","","","-7.2",",6,30,+","","","20",",,6,16,","2.5",",,6,24,+","18.3",",6,03,+","","","671.8","6","436.4",",6","","","9.0",",,,6","20",",,,6","3.79",",6","9.36",",,,6","-1.79",",,,6","",""
"USC00294719","1944-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","325.6","6","0.0","1,6","3",",6","0",",6","0",",6","","","0",",6","0",",6","31",",6","0","1,6","0","1,6","0","1,6","","","","","-11.1",",6,12,","","","0",",T,6,28,+","2.0",",,6,28,","12.2","1,6,20,","","","1214.5","6","542.7","1,6","","","5.6",",,,6","0",",T,,6","0.27","1,6","6.17","1,,,6","-5.63",",,,6","",""
"USC00294719","1945-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","1",",6","0",",6","30",",6","0",",6","0",",6","0",",6","","","","","-9.4",",6,22,","","","51",",,6,27,","5.1",",,6,27,+","14.4",",6,10,","","","1751.9","6","537.4",",6","","","11.2",",,,6","51",",,,6","1.00",",6","6.82",",,,6","-4.83",",,,6","",""
"USC00294719","1945-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","22",",6","0",",6","0",",6","0",",6","","","","","-10.6",",6,27,","","","0",",T,6,27,","1.3",",,6,27,","16.7",",6,15,","","","2171.9","6","420.0",",6","","","1.3",",,,6","0",",T,,6","3.33",",6","10.82",",,,6","-4.16",",,,6","",""
"USC00294719","1945-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","3",",6","1",",6","0",",6","","","0",",6","0","1,6","22","1,6","0",",6","0",",6","0",",6","","","","","-8.9","1,6,08,","","","0",",T,6,23,","3.0",",,6,14,","18.9",",6,10,","","","2611.4","6","439.5",",6","","","5.0",",,,6","0",",T,,6","3.72","1,6","10.36",",,,6","-2.91","1,,,6","",""
