"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00294719","1963-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2","2,0","1","2,0","0","2,0","10",",0","2",",0","2",",0","22",",0","3",",0","2",",0","0",",0","1","","","","-23.9",",0,13,","305",",,0,12,","229",",,0,11,","4.8","2,,0,22,","22.2",",0,08,","","","2023.9","0","406.2",",0","","","30.4",",a,,0","344",",,,0","3.83",",0","11.98",",,,0","-4.33",",,,0","",""
"USC00294719","1963-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","3",",0","0",",0","","","","","-10.0",",0,07,","0",",T,0,04,","0",",T,0,18,+","1.5",",,0,30,","24.4",",0,29,+","","","2412.5","0","388.6",",0","","","2.0",",,,0","0",",T,,0","5.80",",0","14.48",",,,0","-2.89",",,,0","",""
"USC00294719","1963-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","20",",0","0",",0","","","","","-6.7",",0,21,+","0",",,0,30,+","0",",T,0,02,","1.5",",,0,05,","27.8",",0,15,","","","2627.2","0","214.7",",0","","","1.5",",,,0","0",",T,,0","11.18",",0","20.82",",,,0","1.54",",,,0","",""
"USC00294719","1963-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","16.2","0","16.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","0",",0","","","","","0.0",",0,14,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,16,","31.7",",0,20,","","","2668.9","0","41.7",",0","","","1.3",",,,0","0",",,,0","17.51",",0","27.69",",,,0","7.33",",,,0","",""
"USC00294719","1963-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","89.6","0","73.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","2.8",",0,09,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,12,","36.1",",0,29,+","","","2683.6","0","14.7",",0","","","1.8",",,,0","0",",,,0","20.29",",0","30.83",",,,0","9.74",",,,0","",""
"USC00294719","1963-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","299.4","0","209.8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","10.6",",0,29,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,07,","36.7",",0,27,+","","","0.0","0","0.0",",0","","","21.9",",,,0","0",",,,0","25.10",",0","33.88",",,,0","16.32",",,,0","",""
"USC00294719","1963-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","421.9","0","122.5",",0","16",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","11.7",",0,05,+","0",",,0,31,+","0",",,0,31,+","19.3",",,0,10,","35.6",",0,03,","","","1.1","0","1.1",",0","","","62.7",",,,0","0",",,,0","22.25",",0","29.76",",,,0","14.73",",,,0","",""
"USC00294719","1963-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","468.0","0","46.1",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","6.7",",0,30,+","0",",,0,30,+","0",",,0,30,+","7.4",",,0,05,","30.6",",0,10,","","","9.7","0","8.6",",0","","","37.4",",,,0","0",",,,0","19.59",",0","27.51",",,,0","11.66",",,,0","",""
"USC00294719","1963-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","468.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","1.7",",0,05,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,19,","30.6",",0,02,","","","117.3","0","107.6",",0","","","17.0",",,,0","0",",,,0","14.86",",0","24.40",",,,0","5.32",",,,0","",""
"USC00294719","1963-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","468.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","2",",0","0",",0","","","","","-8.3",",0,29,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,03,","21.1",",0,16,+","","","485.1","0","367.8",",0","","","11.2",",,,0","0",",,,0","6.07",",0","14.68",",,,0","-2.54",",,,0","",""
"USC00294719","1963-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","468.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","0",",0","0",",0","","","","","-15.0",",0,13,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","17.2",",0,28,","","","1026.3","0","541.2",",0","","","0.0",",,,0","0",",,,0","0.88",",0","10.31",",,,0","-8.55",",,,0","",""
"USC00294719","1964-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","1,0","2",",0","0",",0","0",",0","2",",0","0",",0","0","1,0","30","1,0","3",",0","0",",0","0",",0","","","","","-16.7","1,0,15,+","25",",,0,23,+","13",",,0,23,+","1.3",",,0,08,","20.6",",0,03,","","","1601.9","0","575.6",",0","","","2.3",",,,0","26",",,,0","-1.02","1,0","8.11",",,,0","-10.14","1,,,0","",""
"USC00294719","1964-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","11",",","","","1",",0","29",",0","3",",0","0",",0","0",",0","","","","","-18.3",",0,07,","127",",,0,04,+","","","14.7",",,0,03,","16.1",",0,02,","","","2189.5","0","587.6",",0","","","26.4",",,,0","","","-1.93",",0","5.19",",,,0","-9.04",",,,0","",""
"USC00294719","1964-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","","","0","1,0","0",",0","29",",0","0",",0","1",",0","0",",0","","","","","-9.4",",0,11,","","","0","1,T,0,24,+","6.4",",,0,04,","22.2",",0,31,","","","2646.5","0","457.0",",0","","","7.9",",,,0","0","1,T,,0","3.59",",0","12.02",",,,0","-4.84",",,,0","",""
"USC00294719","1964-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0","2,0","0","3,0","0",",0","18",",0","0",",0","13",",0","0",",0","","","","","-5.6",",0,08,","0","2,T,0,30,+","0","3,T,0,30,+","4.8",",,0,04,","26.1",",0,17,","","","2919.3","0","272.8",",0","","","8.6",",,,0","0","3,T,,0","9.24",",0","18.16",",,,0","0.32",",,,0","",""
"USC00294719","1964-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","21.2","0","21.2",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","29",",0","1",",0","","","","","-6.1",",0,07,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,20,","32.2",",0,25,","","","3017.9","0","98.6",",0","","","7.1",",,,0","0",",,,0","15.83",",0","26.01",",,,0","5.66",",,,0","",""
"USC00294719","1964-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","87.8","0","66.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,01,","33.9",",0,17,","","","3031.7","0","13.8",",0","","","0.8",",,,0","0",",,,0","20.09",",0","30.18",",,,0","10.00",",,,0","",""
"USC00294719","1964-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","273.8","0","186.0",",0","12",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","","","10.0",",0,27,","0",",,0,31,+","0",",,0,31,+","58.7",",,0,12,","37.8",",0,04,","","","2.2","0","2.2",",0","","","88.0",",,,0","0",",,,0","24.26",",0","32.84",",,,0","15.69",",,,0","",""
"USC00294719","1964-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","398.1","0","124.3",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","6.1",",0,22,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,14,","35.6",",0,26,","","","4.2","0","2.0",",0","","","58.6",",,,0","0",",,,0","22.28",",0","30.71",",,,0","13.85",",,,0","",""
"USC00294719","1964-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","444.6","0","46.5",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","3.9",",0,28,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,10,","32.2",",0,08,+","","","40.2","0","36.0",",0","","","36.8",",,,0","0",",,,0","18.68",",0","26.66",",,,0","10.71",",,,0","",""
"USC00294719","1964-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","445.4","0","0.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","26",",0","0",",0","","","","","-3.9",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,18,","28.3",",0,10,+","","","201.4","0","161.2",",0","","","0.8",",,,0","0",",,,0","13.16",",0","23.64",",,,0","2.68",",,,0","",""
"USC00294719","1964-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","445.4","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","2",",0","0",",0","","","","","-11.7",",0,20,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,17,","21.7",",0,02,","","","597.4","0","396.0",",0","","","4.1",",,,0","0",",,,0","5.13",",0","13.98",",,,0","-3.72",",,,0","",""
"USC00294719","1964-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","445.4","0","0.0",",0","5","2,0","4","2,0","0","2,0","0",",0","0",",0","0",",0","26",",0","1",",0","0",",0","0",",0","","","","","-15.6",",0,16,+","0",",,0,31,+","10",",,0,30,","4.6","2,,0,31,","17.8",",0,02,","","","1101.8","0","504.4",",0","","","20.5",",a,,0","18",",,,0","2.06",",0","9.80",",,,0","-5.67",",,,0","",""
"USC00294719","1965-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","0",",0","0",",0","","","","","-12.8",",0,03,","0",",T,0,25,+","3",",,0,09,","3.3",",,0,07,","17.8",",0,31,","","","1604.6","0","502.8",",0","","","5.2",",,,0","3",",,,0","2.11",",0","9.80",",,,0","-5.57",",,,0","",""
"USC00294719","1965-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","4",",0","1",",0","0",",0","26",",0","1",",0","0",",0","0",",0","","","","","-13.3",",0,12,","25",",,0,23,+","36",",,0,10,","2.5",",,0,10,","18.9",",0,28,","","","2041.7","0","437.1",",0","","","6.6",",,,0","59",",,,0","2.72",",0","10.95",",,,0","-5.50",",,,0","",""
"USC00294719","1965-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","23","1,0","2","1,0","0","1,0","0","1,0","","","","","-12.2","1,0,20,+","0",",T,0,16,+","5",",,0,04,+","3.8",",,0,25,+","20.0","1,0,28,","","","2460.1","0","418.4","1,0","","","12.9",",,,0","10",",,,0","4.39","1,0","12.40","1,,,0","-3.63","1,,,0","",""
"USC00294719","1965-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.3","0","0.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","13",",0","0",",0","","","","","-5.0",",0,15,+","0",",,0,30,+","0",",,0,30,+","13.0",",,0,26,","30.6",",0,22,","","","2700.4","0","240.3",",0","","","25.7",",,,0","0",",,,0","10.33",",0","19.43",",,,0","1.24",",,,0","",""
"USC00294719","1965-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","3.9","0","3.6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","","","","","-3.9",",0,10,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,31,","30.0",",0,23,+","","","2820.0","0","119.6",",0","","","16.9",",,,0","0",",,,0","14.59",",0","24.05",",,,0","5.14",",,,0","",""
"USC00294719","1965-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","57.7","0","53.8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","","","","","4.4",",0,26,+","0",",,0,30,+","0",",,0,30,+","11.7",",,0,11,","35.0",",0,30,","","","2855.5","0","35.5",",0","","","33.8",",,,0","0",",,,0","18.94",",0","28.01",",,,0","9.88",",,,0","",""
"USC00294719","1965-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","224.9","0","167.2",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","11.1",",0,09,+","0",",,0,31,+","0",",,0,31,+","13.2",",,0,16,","35.6",",0,07,","","","0.0","0","0.0",",0","","","48.4",",,,0","0",",,,0","23.73",",0","31.84",",,,0","15.61",",,,0","",""
"USC00294719","1965-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","327.1","0","102.2",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","10.0",",0,20,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,02,","35.0",",0,08,","","","1.4","0","1.4",",0","","","67.2",",,,0","0",",,,0","21.59",",0","29.95",",,,0","13.22",",,,0","",""
"USC00294719","1965-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","353.2","0","26.1",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","0",",0","","","","","-0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,09,","29.4",",0,17,+","","","55.0","0","53.6",",0","","","27.6",",,,0","0",",,,0","17.42",",0","25.50",",,,0","9.33",",,,0","",""
"USC00294719","1965-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","355.7","0","2.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","24",",0","0",",0","","","","","-2.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","3.3",",,0,17,","30.0",",0,08,","","","225.9","0","170.9",",0","","","3.6",",,,0","0",",,,0","12.90",",0","23.47",",,,0","2.33",",,,0","",""
"USC00294719","1965-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","355.7","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","1",",0","0",",0","","","","","-12.2",",0,29,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,26,","21.7",",0,05,","","","544.5","0","318.6",",0","","","1.3",",,,0","0",",,,0","7.71",",0","16.74",",,,0","-1.32",",,,0","",""
"USC00294719","1965-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","355.7","0","0.0",",0","5","2,0","4","2,0","0","2,0","10",",0","3",",0","0",",0","29",",0","1",",0","0",",0","0",",0","","","","","-13.9",",0,20,+","76",",,0,17,","51",",,0,22,+","13.2","2,,0,10,","18.3",",0,06,","","","1074.2","0","529.7",",0","","","28.7",",a,,0","135",",,,0","1.25",",0","8.57",",,,0","-6.08",",,,0","",""
"USC00294719","1966-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","15",",0","2",",0","1",",0","31",",0","3",",0","0",",0","0",",0","","","","","-18.3",",0,23,","102",",,0,19,","102",",,0,19,","4.8",",,0,19,","14.4",",0,08,","","","1700.6","0","626.4",",0","","","9.6",",,,0","132",",,,0","-1.87",",0","6.15",",,,0","-9.89",",,,0","",""
"USC00294719","1966-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","-15.0",",0,16,","0",",T,0,08,","0",",T,0,26,+","8.9",",,0,08,","14.4",",0,21,+","","","2223.0","0","522.4",",0","","","9.2",",,,0","0",",T,,0","-0.32",",0","7.29",",,,0","-7.94",",,,0","",""
"USC00294719","1966-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","6",",0","0",",0","","","","","-12.8",",0,05,","0",",T,0,03,","0",",T,0,03,","5.6",",,0,26,","22.2",",0,31,+","","","2586.5","0","363.5",",0","","","7.6",",,,0","0",",T,,0","6.61",",0","15.97",",,,0","-2.75",",,,0","",""
"USC00294719","1966-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","17",",0","0",",0","","","","","-6.1",",0,05,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,20,","26.7",",0,30,","","","2787.4","0","200.9",",0","","","2.6",",,,0","0",",,,0","11.64",",0","21.33",",,,0","1.94",",,,0","",""
"USC00294719","1966-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","22.3","0","22.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","31",",0","1",",0","","","","","-1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","36.7",",0,30,","","","2851.9","0","64.5",",0","","","0.0",",,,0","0",",,,0","16.97",",0","27.23",",,,0","6.72",",,,0","",""
"USC00294719","1966-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","99.3","0","77.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","5.0",",0,02,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,28,","35.6",",0,25,","","","2856.3","0","4.4",",0","","","25.2",",,,0","0",",,,0","20.75",",0","30.60",",,,0","10.91",",,,0","",""
"USC00294719","1966-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","306.7","0","207.4",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","12.8",",0,14,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,20,","37.8",",0,07,","","","0.0","0","0.0",",0","","","92.1",",,,0","0",",,,0","25.02",",0","33.56",",,,0","16.49",",,,0","",""
"USC00294719","1966-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","436.3","0","129.6",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","9.4",",0,29,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,24,","34.4",",0,07,+","","","0.0","0","0.0",",0","","","33.0",",,,0","0",",,,0","22.51",",0","30.85",",,,0","14.18",",,,0","",""
"USC00294719","1966-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","25.7",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","4.4",",0,09,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,16,","31.1",",0,24,","","","19.7","0","19.7",",0","","","33.3",",,,0","0",",,,0","18.54",",0","27.05",",,,0","10.02",",,,0","",""
"USC00294719","1966-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","22",",0","0",",0","","","","","-6.1",",0,15,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,05,","27.8",",0,12,","","","223.9","0","204.2",",0","","","2.8",",,,0","0",",,,0","11.75",",0","21.56",",,,0","1.93",",,,0","",""
"USC00294719","1966-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","6",",0","0",",0","","","","","-8.9",",0,27,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,09,","22.8",",0,01,","","","562.7","0","338.8",",0","","","1.0",",,,0","0",",,,0","7.04",",0","17.20",",,,0","-3.12",",,,0","",""
"USC00294719","1966-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","0.0","1,0","3",",0","0",",0","0",",0","1",",0","0",",0","1","1,0","27","1,0","0",",0","0",",0","0",",0","","","","","-17.8","1,0,27,","25",",,0,27,","15",",,0,27,","1.8",",,0,08,","18.9",",0,03,","","","1072.5","0","509.8",",0","","","4.1",",,,0","15",",,,0","1.23","1,0","10.31",",,,0","-7.85","1,,,0","",""
"USC00294719","1967-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","31",",0","2",",0","0",",0","0",",0","","","","","-18.3",",0,07,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,26,","18.3",",0,31,","","","1646.6","0","574.1",",0","","","0.5",",,,0","0",",,,0","-0.19",",0","9.71",",,,0","-10.09",",,,0","",""
"USC00294719","1967-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","0",",0","0",",0","","","","","-14.4",",0,09,","0",",T,0,07,","0",",T,0,07,+","0.8",",,0,08,","20.0",",0,15,","","","2049.4","0","402.8",",0","","","0.8",",,,0","0",",T,,0","3.95",",0","13.14",",,,0","-5.25",",,,0","",""
"USC00294719","1967-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11",",0","0",",0","","","","","-10.6",",0,08,","0",",,0,31,+","0",",T,0,05,","0.3",",,0,20,","25.0",",0,18,","","","2338.5","0","289.1",",0","","","0.3",",,,0","0",",T,,0","9.01",",0","18.85",",,,0","-0.84",",,,0","",""
"USC00294719","1967-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","16",",0","0",",0","","","","","-5.0",",0,22,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,19,","25.6",",0,04,","","","2562.3","0","223.8",",0","","","0.3",",,,0","0",",,,0","10.87",",0","21.02",",,,0","0.73",",,,0","",""
"USC00294719","1967-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","18.6","0","18.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","25",",0","0",",0","","","","","-4.4",",0,02,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,28,","31.1",",0,24,","","","2686.7","0","124.4",",0","","","5.3",",,,0","0",",,,0","14.92",",0","24.45",",,,0","5.40",",,,0","",""
"USC00294719","1967-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","65.0","0","46.4",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","","","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,19,","34.4",",0,28,","","","2700.5","0","13.8",",0","","","33.1",",,,0","0",",,,0","19.42",",0","27.78",",,,0","11.06",",,,0","",""
"USC00294719","1967-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","244.7","0","179.7",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,27,","36.7",",0,02,","","","0.0","0","0.0",",0","","","52.6",",,,0","0",",,,0","24.13",",0","32.08",",,,0","16.17",",,,0","",""
"USC00294719","1967-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","334.2","0","89.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","10.0",",0,24,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,12,","32.8",",0,04,+","","","1.6","0","1.6",",0","","","47.0",",,,0","0",",,,0","21.17",",0","28.82",",,,0","13.52",",,,0","",""
"USC00294719","1967-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","351.9","0","17.7",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,09,","31.1",",0,05,+","","","43.9","0","42.3",",0","","","41.4",",,,0","0",",,,0","17.51",",0","25.28",",,,0","9.75",",,,0","",""
"USC00294719","1967-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","354.7","0","2.8",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","26",",0","0",",0","","","","","-3.3",",0,30,","0",",T,0,30,","0",",T,0,30,","12.7",",,0,04,","28.3",",0,03,+","","","196.6","0","152.7",",0","","","15.2",",,,0","0",",T,,0","13.50",",0","23.01",",,,0","3.99",",,,0","",""
"USC00294719","1967-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","354.7","0","0.0","1,0","2",",0","1",",0","0",",0","2",",0","0","2,0","0","1,0","23","1,0","0",",0","9",",0","0",",0","","","","","-7.8","1,0,30,+","25",",,0,29,+","0","2,,0,30,+","3.8",",,0,29,","23.9",",0,17,","","","517.7","0","321.1",",0","","","5.8",",,,0","0","2,,,0","7.22","1,0","16.58",",,,0","-2.15","1,,,0","",""
"USC00294719","1967-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","354.7","0","0.0",",0","7",",0","5",",0","0",",0","17",",0","4","3,0","0",",0","31",",0","8",",0","0",",0","0",",0","","","","","-16.1",",0,22,","432",",,0,18,+","178","3,,0,13,","7.6",",,0,14,","16.7",",0,12,","","","1148.4","0","630.7",",0","","","22.9",",,,0","420","3,,,0","-2.01",",0","4.71",",,,0","-8.73",",,,0","",""
"USC00294719","1968-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","0",",0","0",",0","","","","","-12.8",",0,01,","0",",T,0,26,+","8",",,0,08,","0.3",",,0,08,","15.6",",0,26,","","","1685.0","0","536.6",",0","","","0.3",",,,0","8",",,,0","1.02",",0","8.66",",,,0","-6.61",",,,0","",""
