"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1COLR0925","2015-02","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","12.8","5,a,,N"
"US1COLR0925","2015-10","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","48.6","4,a,,N"
"US1COLR0925","2016-04","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","33.8","5,a,,N"
"US1COLR0925","2016-09","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","5.4","4,a,,N"
"US1COLR0925","2017-02","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","6.6","2,a,,N"
"US1COLR0925","2017-04","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","31.2","2,a,,N"
"US1COLR0925","2017-05","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","91.2","3,a,,N"
"US1COLR0925","2017-09","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","55.5","3,a,,N"
"US1COLR0925","2017-10","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","20.8","3,a,,N"
"US1COLR0925","2018-05","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","78.0","4,a,,N"
"US1COLR0925","2018-10","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","14.2","5,a,,N"
"US1COLR0925","2018-11","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","12.2",",a,,N"
"US1COLR0925","2019-04","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","42.8","1,a,,N"
"US1COLR0925","2019-05","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","74.5","4,a,,N"
"US1COLR0925","2020-01","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","0.0","1,T,,N"
"US1COLR0925","2020-02","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","25.2","1,a,,N"
"US1COLR0925","2020-09","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","19.1","3,a,,N"
"US1COLR0925","2020-10","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","8.4","1,a,,N"
"US1COLR0925","2021-02","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","11.7","3,a,,N"
"US1COLR0925","2021-04","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","30.6",",a,,N"
"US1COLR0925","2021-09","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","10.2","1,a,,N"
"US1COLR0925","2021-10","40.55035","-105.03281","1505.1","FORT COLLINS 1.9 E, CO US","3.6","5,a,,N"
