"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00105043","1980-06","43.48333","-116.35","846.1","KUNA 3 E, ID US","26.8","0","19.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","22",",0","2",",0","-1.1",",0,04,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,01,","33.3",",0,29,","","","3273.4","0","","","","","91.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","21.1",",,,0","0",",,,0","15.92",",0","25.84",",,,0","6.00",",,,0","",""
"USC00105043","1980-07","43.48333","-116.35","846.1","KUNA 3 E, ID US","119.6","0","92.8","1,0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","14","1,0","5.6",",0,11,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,02,","42.2","1,0,22,","","","3.4","0","","","","","3.4","1,0","","","","","","","","","","","","","","","","","","","","","","","","","3.3",",,,0","0",",,,0","21.36","1,0","32.03","1,,,0","10.68",",,,0","",""
"USC00105043","1980-08","43.48333","-116.35","846.1","KUNA 3 E, ID US","152.2","0","32.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","1.1",",0,28,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,18,","35.0",",0,11,","","","38.7","0","","","","","35.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","0.3",",,,0","0",",,,0","18.24",",0","29.26",",,,0","7.22",",,,0","",""
"USC00105043","1980-09","43.48333","-116.35","846.1","KUNA 3 E, ID US","160.3","0","8.1",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","2",",0","-1.1",",0,24,+","0",",,0,30,+","0",",,0,30,+","24.9",",,0,10,","34.4",",0,05,","","","135.2","0","","","","","96.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","42.0",",,,0","0",",,,0","15.39",",0","25.29",",,,0","5.48",",,,0","",""
"USC00105043","1980-10","43.48333","-116.35","846.1","KUNA 3 E, ID US","160.3","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","12",",0","0",",0","-10.0",",0,28,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,12,","29.4",",0,07,","","","410.3","0","","","","","275.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","4.8",",,,0","0",",,,0","9.46",",0","19.56",",,,0","-0.65",",,,0","",""
"USC00105043","1980-11","43.48333","-116.35","846.1","KUNA 3 E, ID US","160.3","0","0.0",",0","7",",0","5",",0","0",",0","6",",0","2",",0","0",",0","19",",0","1",",0","2",",0","0",",0","-12.2",",0,26,","51",",,0,25,+","53",",,0,23,","9.4",",,0,21,","22.2",",0,04,","","","861.3","0","","","","","451.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","32.9",",,,0","81",",,,0","3.30",",0","9.89",",,,0","-3.29",",,,0","",""
"USC00105043","1980-12","43.48333","-116.35","846.1","KUNA 3 E, ID US","160.3","0","0.0","1,0","7",",0","4",",0","0",",0","1",",0","0",",0","0","1,0","25","1,0","7",",0","0",",0","0",",0","-15.0","1,0,08,","25",",,0,06,","18",",,0,06,","14.2",",,0,24,","16.1",",0,26,","","","1423.9","0","","","","","562.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","29.4",",,,0","18",",,,0","-0.33","1,0","5.25",",,,0","-5.92","1,,,0","",""
"USC00105043","1981-01","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","2",",0","1",",0","0",",0","28",",0","4",",0","0",",0","0",",0","-8.9",",0,09,+","76",",,0,30,","76",",,0,30,","15.2",",,0,24,","12.2",",0,20,","","","1986.3","0","","","","","562.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","31.7",",,,0","76",",,,0","0.19",",0","4.43",",,,0","-4.05",",,,0","",""
"USC00105043","1981-02","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","0",",0","0",",0","-10.6",",0,10,+","0",",T,0,06,+","8",",,0,06,","8.6",",,0,14,","18.9",",0,19,","","","2442.7","0","","","","","456.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","21.4",",,,0","8",",,,0","2.03",",0","9.19",",,,0","-5.12",",,,0","",""
"USC00105043","1981-03","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","-8.3",",0,04,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,20,","20.6",",0,15,","","","2819.9","0","","","","","377.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","45.6",",,,0","0",",,,0","6.16",",0","14.42",",,,0","-2.09",",,,0","",""
"USC00105043","1981-04","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","0","0.0",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","9",",0","0",",0","-8.9",",0,08,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,20,","28.3",",0,30,","","","3084.9","0","","","","","265.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","43.0",",,,0","0",",,,0","9.50",",0","17.79",",,,0","1.21",",,,0","",""
"USC00105043","1981-05","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","12",",0","0",",0","-3.9",",0,05,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,14,","27.8",",0,29,","","","3296.1","0","","","","","211.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","29.0",",,,0","0",",,,0","11.52",",0","19.63",",,,0","3.41",",,,0","",""
"USC00105043","1981-06","43.48333","-116.35","846.1","KUNA 3 E, ID US","15.6","0","15.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","5",",0","0.0",",0,13,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,12,","35.0",",0,30,","","","3376.3","0","","","","","80.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","26.1",",,,0","0",",,,0","16.18",",0","25.71",",,,0","6.65",",,,0","",""
"USC00105043","1981-07","43.48333","-116.35","846.1","KUNA 3 E, ID US","92.6","0","77.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","3.3",",0,08,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,06,","39.4",",0,04,","","","3.6","0","","","","","3.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","8.1",",,,0","0",",,,0","20.70",",0","31.99",",,,0","9.41",",,,0","",""
"USC00105043","1981-08","43.48333","-116.35","846.1","KUNA 3 E, ID US","210.4","0","117.8",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","4.4",",0,31,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,19,","38.9",",0,13,","","","6.1","0","","","","","2.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","3.0",",,,0","0",",,,0","22.05",",0","33.63",",,,0","10.47",",,,0","",""
"USC00105043","1981-09","43.48333","-116.35","846.1","KUNA 3 E, ID US","240.5","0","30.1",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","9",",0","-2.2",",0,23,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,25,","37.2",",0,17,","","","94.2","0","","","","","88.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","3.9",",,,0","0",",,,0","16.40",",0","26.70",",,,0","6.10",",,,0","",""
"USC00105043","1981-10","43.48333","-116.35","846.1","KUNA 3 E, ID US","240.5","0","0.0","1,0","8",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","19","1,0","0",",0","6",",0","0",",0","-7.2","1,0,22,+","0",",,0,31,+","0",",,0,31,+","9.9",",,0,07,","23.9",",0,06,","","","382.5","0","","","","","288.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","21.2",",,,0","0",",,,0","8.70","1,0","17.30",",,,0","0.11","1,,,0","",""
"USC00105043","1981-11","43.48333","-116.35","846.1","KUNA 3 E, ID US","240.5","0","0.0","1,0","14",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","19","1,0","1",",0","0",",0","0",",0","-7.8","1,0,30,","0",",,0,30,+","23",",,0,27,","13.7",",,0,24,","18.9",",0,16,","","","748.6","0","","","","","366.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","57.8",",,,0","31",",,,0","5.69","1,0","12.18",",,,0","-0.80","1,,,0","",""
"USC00105043","1981-12","43.48333","-116.35","846.1","KUNA 3 E, ID US","240.5","0","0.0",",0","17",",0","9",",0","0",",0","6","2,0","2","1,0","1",",0","23",",0","5",",0","0",",0","0",",0","-20.0",",0,31,","229","2,,0,31,+","165","1,,0,29,","17.3",",,0,29,","15.6",",0,08,","","","1267.7","0","","","","","519.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","78.1",",,,0","216","1,,,0","1.59",",0","6.36",",,,0","-3.19",",,,0","",""
"USC00105043","1982-01","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","","0.0","2,0","14",",0","2",",0","0",",0","31",",0","1",",0","5",",0","30",",0","10","2,0","0","2,0","0","2,0","-21.7",",0,07,","254",",,0,03,+","30",",,0,22,","9.7",",,0,22,","8.9","2,0,23,","","","1912.9","","   2.2",",,,0,0,2","   5.6",",,,0,0,3","645.2","2,0","   2.2",",,,0,0,2","   5.6",",,,0,0,3","   1.1",",,,0,0,2","   4.4",",,,0,0,3","   1.7",",,,0,0,2","   4.4",",,,0,0,3","   1.7",",,,0,0,2","   5.0",",,,0,0,3","","","   1.7",",,,0,0,2","   5.2",",,,0,0,3","","","24.9",",,,0","151",",,,0","-4.04","2,0","1.36","2,,,0","-9.44",",,,0","",""
"USC00105043","1982-02","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","","0.0","3,0","12",",0","4",",0","0",",0","13",",0","0","3,0","5","1,0","20","1,0","7","2,0","0","2,0","0","2,0","-22.2","1,0,10,","76",",,0,01,","20","3,,0,09,","7.6",",,0,14,","15.6","2,0,21,","","","2404.5","","   2.8",",,,0,0,2","   5.0",",,,0,0,3","491.6","2,0","   3.9",",,,0,0,2","   5.6",",,,0,0,3","  -2.8",",,,0,0,2","   2.8",",,,0,0,3","  -2.2",",,,0,0,2","   2.8",",,,0,0,3","   0.3",",,,0,0,2","   3.7",",,,0,0,3","","","   0.8",",,,0,0,2","   4.0",",,,0,0,3","","","32.7",",,,0","23","3,,,0","-1.24","3,0","4.49","2,,,0","-6.97","1,,,0","",""
"USC00105043","1982-03","43.48333","-116.35","846.1","KUNA 3 E, ID US","0.0","","0.0","1,0","13",",0","4",",0","0",",0","1",",0","1",",0","0",",0","23",",0","0","1,0","0","1,0","0","1,0","-7.8",",0,12,","25",",,0,31,","30",",,0,31,","7.9",",,0,17,","18.3","1,0,25,","","","2789.8","","   7.2",",,,0,0,2","   9.4",",,,0,0,3","385.3","1,0","   7.8",",,,0,0,2","   9.4",",,,0,0,3","   3.3",",,,0,0,2","   5.6",",,,0,0,3","   4.4",",,,0,0,2","   6.1",",,,0,0,3","   4.8",",,,0,0,2","   7.4",",,,0,0,3","","","   5.7",",,,0,0,2","   7.8",",,,0,0,3","","","30.7",",,,0","35",",,,0","5.38","1,0","12.07","1,,,0","-1.31",",,,0","",""
