"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00298289","1933-07","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","138.7","6","92.4",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","11",",6","6.1",",6,29,","","","13.5",",,6,04,","35.6",",6,20,","1056.3",",,,6","0.3","6","0.3",",6","19.1",",,,6","","","21.30",",6","30.50",",,,6","12.10",",,,6","6064",",,,6"
"USC00298289","1933-08","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","173.0","6","34.3",",6","11",",6","8",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","1",",6","7.8",",6,28,","","","29.7",",,6,23,","32.2",",6,13,","","","18.9","6","18.6",",6","80.1",",,,6","","","18.84",",6","26.99",",,,6","10.69",",,,6","4656",",,,6"
"USC00298289","1933-09","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","196.1","6","23.1",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","1",",6","2.2",",6,27,","","","10.2",",,6,13,","32.2",",6,29,","","","41.0","6","22.1",",6","22.9",",,,6","","","18.37",",6","27.95",",,,6","8.78",",,,6","4702",",,,6"
"USC00298289","1933-10","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","196.1","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","11",",6","0",",6","26",",6","0",",6","-4.4",",6,22,","","","6.6",",,6,05,","28.9",",6,28,","","","220.8","6","179.8",",6","8.1",",,,6","","","12.53",",6","23.45",",,,6","1.62",",,,6","5297",",,,6"
"USC00298289","1933-11","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","196.1","6","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","27",",6","0",",6","7",",6","0",",6","-8.3",",6,07,+","","","3.3",",,6,05,+","23.3",",6,26,+","","","589.4","6","368.6",",6","7.9",",,,6","","","6.05",",6","16.80",",,,6","-4.70",",,,6","6150",",,,6"
"USC00298289","1933-12","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","196.1","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","28",",6","0",",6","3",",6","0",",6","-11.7",",6,18,","","","9.1",",,6,01,","22.8",",6,21,","","","1005.5","6","416.1",",6","9.1",",,,6","","","4.91",",6","15.11",",,,6","-5.29",",,,6","6842",",,,6"
"USC00298289","1934-01","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","30",",6","2",",6","0",",6","0",",6","-17.8",",6,08,","","","5.8",",,6,05,","17.2",",6,30,","","","1548.1","6","542.6",",6","5.8",",,,6","","","0.83",",6","10.13",",,,6","-8.46",",,,6","5858",",,,6"
"USC00298289","1934-02","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","1",",6","1",",6","1",",6","","","0",",6","27",",6","0",",6","3",",6","0",",6","-12.2",",6,12,+","","","26.4",",,6,10,","23.9",",6,03,","","","1963.5","6","415.4",",6","26.4",",,,6","","","3.50",",6","12.33",",,,6","-5.34",",,,6","",""
"USC00298289","1934-03","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0","1,6","2",",6","0",",6","0",",6","","","0",",6","28",",6","0","1,6","7","1,6","0","1,6","-13.9",",6,18,","","","1.8",",,6,24,","24.4","1,6,29,","","","2305.0","6","341.5","1,6","3.1",",,,6","","","6.88","1,6","17.67","1,,,6","-3.90",",,,6","",""
"USC00298289","1934-04","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","6",",6","0",",6","0",",6","","","0",",6","9",",6","0",",6","21",",6","0",",6","-8.3",",6,04,","","","1.8",",,6,06,","26.7",",6,30,+","","","2523.5","6","218.5",",6","5.9",",,,6","","","11.05",",6","21.41",",,,6","0.69",",,,6","",""
"USC00298289","1934-05","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","13.6","6","13.6",",6","6",",6","4",",6","0",",6","0",",6","0",",6","2",",6","0",",6","27",",6","0",",6","0.0",",6,15,+","0",",,6,31,+","18.0",",,6,21,","31.7",",6,18,+","","","2589.3","6","65.8",",6","39.6",",,,6","0",",,,6","16.65",",6","26.28",",,,6","7.02",",,,6","8269",",,,6"
"USC00298289","1934-06","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","71.4","6","57.8","1,6","8",",6","2",",6","0",",6","0",",6","0","1,6","0","1,6","0",",6","30",",6","11",",6","5.0","1,6,04,","0",",,6,30,+","5.3",",,6,27,","35.0",",6,22,","","","2599.8","6","10.5",",6","15.5",",,,6","0",",,,6","19.90","1,6","30.18",",,,6","9.62","1,,,6","9171",",,,6"
"USC00298289","1934-07","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","208.1","6","136.7",",6","7",",6","5",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","19",",6","10.0",",6,29,+","0",",,6,31,+","18.0",",,6,07,","36.7",",6,13,","","","0.0","6","0.0",",6","32.9",",,,6","0",",,,6","22.74",",6","32.42",",,,6","13.06",",,,6","6407",",,,6"
"USC00298289","1934-08","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","302.1","6","94.0",",6","11",",6","4",",6","1",",6","0",",6","0",",6","0",",6","0",",6","30",",6","12",",6","8.3",",6,23,","0",",,6,31,+","36.1",",,6,20,","34.4",",6,08,+","","","3.0","6","3.0",",6","64.8",",,,6","0",",,,6","21.27",",6","29.84",",,,6","12.69",",,,6","4616",",,,6"
"USC00298289","1934-09","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","307.2","6","5.1",",6","6",",6","2",",6","0",",6","0",",6","0",",6","2",",6","0",",6","29",",6","0",",6","-1.1",",6,26,","0",",,6,30,+","8.1",",,6,01,","31.1",",6,17,","","","67.1","6","64.1",",6","14.9",",,,6","0",",,,6","16.37",",6","26.61",",,,6","6.12",",,,6","6135",",,,6"
"USC00298289","1934-10","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","307.2","6","0.0",",6","2",",6","0",",6","0",",6","0",",6","0",",6","10",",6","0",",6","27",",6","0",",6","-4.4",",6,24,","0",",,6,31,+","2.0",",,6,17,","31.1",",6,05,","","","228.4","6","161.3",",6","3.0",",,,6","0",",,,6","13.13",",6","24.33",",,,6","1.93",",,,6","2378",",,,6"
"USC00298289","1934-11","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","307.2","6","0.0",",6","5",",6","2",",6","0",",6","1",",6","0",",6","29",",6","2",",6","6",",6","0",",6","-15.6",",6,29,","76",",,6,21,","7.6",",,6,21,","26.1",",6,06,","","","621.9","6","393.5",",6","16.6",",,,6","114",",,,6","5.22",",6","14.17",",,,6","-3.74",",,,6","4052",",,,6"
"USC00298289","1934-12","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","307.2","6","0.0",",6","1",",6","0",",6","0",",6","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","-16.1",",6,03,","13",",,6,02,","0.5",",,6,02,","16.1",",6,27,+","","","1171.2","6","549.3",",6","0.5",",,,6","13",",,,6","0.61",",6","10.05",",,,6","-8.82",",,,6","3822",",,,6"
"USC00298289","1935-01","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","1",",6","1",",6","1",",6","1",",6","0",",6","29",",6","0",",6","0",",6","0",",6","-16.7",",6,21,","51",",,6,07,","27.9",",,6,07,","20.0",",6,26,","","","1640.7","6","469.5",",6","27.9",",,,6","51",",,,6","3.19",",6","12.74",",,,6","-6.36",",,,6","4345",",,,6"
"USC00298289","1935-02","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","0",",6","0",",6","28",",6","1",",6","2",",6","0",",6","-16.7",",6,26,","20",",,6,10,","1.5",",,6,10,","22.2",",6,20,","","","2078.6","6","437.9",",6","1.5",",,,6","20",",,,6","2.69",",6","12.70",",,,6","-7.31",",,,6","3961",",,,6"
"USC00298289","1935-03","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","7",",6","0",",6","-10.6",",6,07,","0",",,6,31,+","0.0",",,6,31,+","25.6",",6,14,","","","2441.9","6","363.3",",6","0.0",",,,6","0",",,,6","6.61",",6","17.10",",,,6","-3.87",",,,6","7979",",,,6"
"USC00298289","1935-04","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","0",",6","0",",6","15",",6","0",",6","12",",6","0",",6","-5.0",",6,10,","0",",,6,30,+","9.7",",,6,18,","26.7",",6,14,","","","2684.4","6","242.5",",6","16.1",",,,6","0",",,,6","10.25",",6","18.90",",,,6","1.59",",,,6","7593",",,,6"
"USC00298289","1935-05","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","1.7","6","1.7",",6","11",",6","8",",6","0",",6","","","0",",6","6",",6","0",",6","13",",6","0",",6","-4.4",",6,05,+","","","20.3",",,6,03,","30.0",",6,30,","","","2909.6","6","225.2",",6","81.8",",,,6","","","11.12",",6","18.37",",,,6","3.87",",,,6","5620",",,,6"
"USC00298289","1935-06","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","39.4","6","37.7",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","8",",6","5.0",",6,22,","","","5.1",",,6,07,","35.0",",6,20,","","","2920.3","6","10.7",",6","8.9",",,,6","","","19.23",",6","29.84",",,,6","8.62",",,,6","3215",",,,6"
"USC00298289","1935-07","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","136.6","6","97.2","1,6","8",",6","3",",6","0",",6","","","0","1,6","0","1,6","0","1,6","30","1,6","14","1,6","7.8","1,6,05,","","","12.4",",,6,07,","33.9","1,6,11,","","","0.0","6","0.0","1,6","32.8",",,,6","","","21.57","1,6","31.18","1,,,6","11.96","1,,,6","2070","1,,,6"
"USC00298289","1935-08","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","189.9","6","53.3","1,6","11",",6","8",",6","1",",6","","","0","1,6","0","1,6","0",",6","31",",6","2",",6","8.9","1,6,14,","","","28.7",",,6,17,","32.2",",6,14,+","","","2.3","6","2.3",",6","120.2",",,,6","","","19.96","1,6","28.09",",,,6","11.82","1,,,6","1074","2,,,6"
"USC00298289","1935-09","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","190.8","6","0.9","2,6","6",",6","2",",6","0",",6","","","0","2,6","1","2,6","0",",6","26",",6","0",",6","0.0","2,6,27,","","","5.6",",,6,27,","30.0",",6,20,+","","","85.0","6","82.7",",6","15.2",",,,6","","","15.37","2,6","24.43",",,,6","6.31","2,,,6","2797",",,,6"
"USC00298289","1935-10","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","190.8","6","0.0",",6","4",",6","2",",6","0",",6","","","0",",6","13",",6","1",",6","23",",6","0",",6","-5.0",",6,25,","","","11.9",",,6,20,","31.1",",6,07,","","","291.2","6","206.2",",6","22.8",",,,6","","","11.68",",6","22.01",",,,6","1.35",",,,6","3474",",,,6"
"USC00298289","1935-11","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","190.8","6","0.0","1,6","2",",6","2",",6","0",",6","","","0",",6","30",",6","0","1,6","1","1,6","0","1,6","-10.6",",6,20,+","","","14.7",",,6,26,","21.1","1,6,01,","61.7","4,,,6","712.2","6","421.0","1,6","19.3",",,,6","","","3.82","1,6","14.21","1,,,6","-6.56",",,,6","2201",",,,6"
"USC00298289","1935-12","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","190.8","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","31",",6","0",",6","0",",6","0",",6","-13.9",",6,29,+","","","0.0",",T,6,05,","16.7",",6,12,","","","1295.7","6","583.5",",6","0.0",",T,,6","","","-0.49",",6","8.57",",,,6","-9.55",",,,6","2184","1,,,6"
"USC00298289","1936-01","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","2",",6","30",",6","3",",6","0",",6","0",",6","-19.4",",6,20,","","","3.0",",,6,07,","16.1",",6,11,","","","1887.4","6","591.7",",6","5.1",",,,6","","","-0.75",",6","8.31",",,,6","-9.82",",,,6","3203",",,,6"
"USC00298289","1936-02","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","2",",6","26",",6","1",",6","1",",6","0",",6","-17.8",",6,05,+","","","0.0",",,6,29,+","21.1",",6,22,","","","2369.7","6","482.3",",6","0.0",",,,6","","","1.70",",6","11.51",",,,6","-8.10",",,,6","4652",",,,6"
"USC00298289","1936-03","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","26",",6","0",",6","3",",6","0",",6","-12.8",",6,24,","","","0.0",",,6,31,+","23.3",",6,09,","","","2736.4","6","366.7",",6","0.0",",,,6","","","6.50",",6","17.21",",,,6","-4.20",",,,6","5282",",,,6"
"USC00298289","1936-04","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","13",",6","0",",6","21",",6","0",",6","-14.4",",6,02,","","","3.8",",,6,19,","26.7",",6,29,+","","","2975.8","6","239.4",",6","7.1",",,,6","","","10.36",",6","20.87",",,,6","-0.16",",,,6","5038",",,,6"
"USC00298289","1936-05","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","2.0","6","2.0","2,6","9",",6","3",",6","0",",6","","","0","2,6","2","2,6","0","2,6","26","2,6","0","2,6","-0.6","2,6,10,","","","6.1",",,6,24,","30.6","2,6,31,+","","","3065.0","6","89.2","2,6","18.8",",,,6","","","15.33","2,6","24.89","2,,,6","5.76","2,,,6","4166","1,,,6"
"USC00298289","1936-08","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","79.7","1,6","8",",6","5",",6","0",",6","","","0","1,6","0","1,6","0",",6","31",",6","13",",6","8.3","1,6,29,+","","","8.6",",,6,29,","35.0",",6,25,","","","","","4.2",",6","29.8",",,,6","","","20.84","1,6","30.68",",,,6","11.00","1,,,6","1171","4,,,6"
"USC00298289","1936-09","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","14.7",",6","9",",6","6",",6","0",",6","","","0",",6","4",",6","0",",6","27",",6","0",",6","-6.1",",6,28,","","","19.1",",,6,27,","31.1",",6,08,+","1600.2","2,,,6","","","83.8",",6","38.0",",,,6","","","16.03",",6","25.37",",,,6","6.68",",,,6","1377",",,,6"
"USC00298289","1936-10","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","17",",6","0",",6","16",",6","0",",6","-5.6",",6,24,","","","0.8",",,6,06,","31.7",",6,12,","1379.2","1,,,6","","","237.6",",6","0.8",",,,6","","","10.67",",6","20.84",",,,6","0.50",",,,6","2200",",,,6"
"USC00298289","1936-11","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","29",",6","0",",6","2",",6","0",",6","-13.9",",6,03,","","","0.5",",,6,18,","22.8",",6,16,","2331.7","1,,,6","","","423.9",",6","0.5",",,,6","","","4.20",",6","15.17",",,,6","-6.76",",,,6","2167",",,,6"
"USC00298289","1936-12","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","31",",6","0",",6","0",",6","0",",6","-16.7",",6,31,","","","1.5",",,6,01,","17.8",",6,15,","","","","","552.9",",6","1.5",",,,6","","","0.50",",6","10.87",",,,6","-9.88",",,,6","2801",",,,6"
"USC00298289","1937-01","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","8",",6","31",",6","4",",6","0",",6","0",",6","-24.4",",6,08,","","","0.0",",T,6,21,+","15.6",",6,05,","","","","","711.4",",6","0.0",",T,,6","","","-4.61",",6","5.43",",,,6","-14.66",",,,6","4280",",,,6"
"USC00298289","1937-02","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","1",",6","27",",6","1",",6","0",",6","0",",6","-17.8",",6,21,","","","3.0",",,6,26,","20.0",",6,24,+","","","","","471.8",",6","6.0",",,,6","","","1.48",",6","11.71",",,,6","-8.74",",,,6","4487",",,,6"
"USC00298289","1937-03","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","5",",6","1",",6","0",",6","","","0",",6","31",",6","1",",6","1",",6","0",",6","-12.2",",6,14,+","","","2.5",",,6,06,","21.1",",6,22,","","","","","477.4",",6","9.3",",,,6","","","2.93",",6","11.46",",,,6","-5.60",",,,6","6324",",,,6"
"USC00298289","1937-04","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0","2,6","4",",6","1",",6","0",",6","","","0","2,6","18","2,6","0","2,6","11","2,6","0","2,6","-6.7","2,6,01,","","","8.9",",,6,04,","28.3","2,6,15,","","","","","245.2","2,6","14.2",",,,6","","","9.58","2,6","19.40","2,,,6","-0.25","2,,,6","5053","2,,,6"
"USC00298289","1937-05","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","6.7","6","6.7","1,6","9",",6","6",",6","0",",6","","","0","1,6","1","1,6","0","1,6","24","1,6","1","1,6","0.0","1,6,01,","","","12.7",",,6,23,","32.2","1,6,20,","","","","","89.4","1,6","35.8",",,,6","","","15.58","1,6","24.84","1,,,6","6.31","1,,,6","5038","1,,,6"
"USC00298289","1937-06","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","59.0","6","52.3","5,6","10",",6","6",",6","2",",6","","","0","5,6","0","5,6","0","3,6","23","3,6","10","3,6","1.1","5,6,05,","","","87.9",",,6,03,","36.1","3,6,20,","","","","","33.9","3,6","165.1",",,,6","","","19.23","5,6","28.93","3,,,6","9.53","5,,,6","9302","3,,,6"
"USC00298289","1937-07","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","130.7","6","71.7","4,6","6",",6","4",",6","0",",6","","","0","4,6","0","4,6","0","4,6","27","4,6","6","4,6","8.9","4,6,21,+","","","20.8",",,6,19,","33.9","4,6,18,","","","0.0","6","0.0","4,6","49.3",",,,6","","","20.99","4,6","30.42","4,,,6","11.55","4,,,6","",""
"USC00298289","1937-08","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","189.1","6","58.4","3,6","8",",6","2",",6","0",",6","","","0","2,6","0","2,6","0","3,6","28","3,6","4","3,6","7.2","2,6,23,","","","5.1",",,6,31,","36.7","3,6,01,","","","0.8","6","0.8","3,6","16.7",",,,6","","","20.42","3,6","30.34","3,,,6","10.50","2,,,6","3530","2,,,6"
"USC00298289","1937-09","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","196.6","6","7.5","1,6","6",",6","4",",6","0",",6","","","0","1,6","2","1,6","0","1,6","28","1,6","0","1,6","-2.2","1,6,26,","","","5.8",",,6,06,","31.1","1,6,19,+","","","73.8","6","73.0","1,6","18.8",",,,6","","","16.08","1,6","26.48","1,,,6","5.67","1,,,6","3073","2,,,6"
"USC00298289","1937-10","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","197.1","6","0.5",",6","1",",6","1",",6","0",",6","","","0",",6","14",",6","0",",6","22",",6","2",",6","-5.6",",6,19,","","","11.7",",,6,16,","33.3",",6,02,","","","250.4","6","176.6",",6","11.7",",,,6","","","12.65",",6","24.01",",,,6","1.29",",,,6","5554",",,,6"
"USC00298289","1937-11","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","197.1","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","29",",6","0",",6","4",",6","0",",6","-12.2",",6,30,","","","0.0",",T,6,27,","23.9",",6,04,","","","664.4","6","414.0",",6","0.0",",T,,6","","","4.53",",6","15.19",",,,6","-6.12",",,,6","6377",",,,6"
"USC00298289","1937-12","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","197.1","6","0.0","3,6","2",",6","1",",6","0",",6","1",",6","0","1,6","29","1,6","2","3,6","1","3,6","0","3,6","-16.1","1,6,14,","28",",,6,13,","2.8",",,6,13,","21.1","3,6,11,","","","1155.5","6","491.1","3,6","3.8",",,,6","38",",,,6","0.74","3,6","11.25","3,,,6","-9.78","1,,,6","",""
"USC00298289","1938-01","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0","4,6","1",",6","0",",6","0",",6","0",",6","2","2,6","29","2,6","0","3,6","0","3,6","0","3,6","-18.9","2,6,24,","13",",,6,04,","1.0",",,6,04,","17.8","3,6,22,","","","1660.5","6","505.0","3,6","1.0",",,,6","13",",,,6","-0.41","4,6","10.48","3,,,6","-11.30","2,,,6","",""
"USC00298289","1938-02","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0","2,6","2",",6","2",",6","0",",6","1",",6","1","2,6","25","2,6","2","2,6","0","2,6","0","2,6","-18.9","2,6,22,","165",",,6,20,","15.0",",,6,20,","20.0","2,6,12,+","","","2131.5","6","471.0","2,6","17.5",",,,6","165",",,,6","0.22","2,6","9.58","2,,,6","-9.14","2,,,6","",""
"USC00298289","1938-03","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0","1,6","3",",6","2",",6","0",",6","2",",6","0","1,6","22","1,6","0","1,6","3","1,6","0","1,6","-10.6","1,6,31,","76",",,6,08,","6.6",",,6,08,","22.8","1,6,24,","","","2490.1","6","358.6","1,6","14.2",",,,6","140",",,,6","6.38","1,6","15.74","1,,,6","-2.98","1,,,6","",""
"USC00298289","1938-04","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","1",",6","0",",6","18",",6","1",",6","15",",6","0",",6","-12.2",",6,09,+","51",",,6,01,","7.6",",,6,29,","27.8",",6,25,","","","2761.5","6","271.4",",6","14.0",",,,6","51",",,,6","9.29",",6","19.78",",,,6","-1.20",",,,6","",""
"USC00298289","1938-05","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","4.8","6","4.8",",6","8",",6","4",",6","0",",6","0",",6","0",",6","5",",6","0",",6","20",",6","1",",6","-4.4",",6,08,","0",",T,6,07,","11.4",",,6,06,","33.3",",6,28,","","","2927.3","6","165.8",",6","27.9",",,,6","0",",T,,6","13.14",",6","22.27",",,,6","4.01",",,,6","",""
"USC00298289","1938-06","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","14.8","6","10.0","3,6","11",",6","10",",6","2",",6","0",",6","0","3,6","0","3,6","0","3,6","27","3,6","0","3,6","4.4","3,6,09,","0",",,6,30,+","57.9",",,6,26,","30.0","3,6,09,","","","2949.9","6","22.6","3,6","129.4",",,,6","0",",,,6","17.87","3,6","25.53","3,,,6","10.21","3,,,6","",""
"USC00298289","1938-07","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","","","9",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","25.4",",,6,20,","","","","","","","","","65.6",",,,6","0",",,,6","","","","","","","",""
"USC00298289","1938-08","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","63.5","4,6","4",",6","3",",6","2",",6","0",",6","0","4,6","0","4,6","0","4,6","27","4,6","6","4,6","8.9","4,6,26,","0",",,6,31,+","48.0",",,6,10,","34.4","4,6,06,","","","","","0.3","4,6","91.7",",,,6","0",",,,6","20.68","4,6","29.83","4,,,6","11.52","4,,,6","",""
"USC00298289","1938-09","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","1.5","1,6","11",",6","7",",6","2",",6","0",",6","0",",6","0",",6","0","1,6","24","1,6","0","1,6","3.3",",6,17,","0",",,6,30,+","32.3",",,6,05,","28.3","1,6,20,","","","","","55.1","1,6","126.3",",,,6","0",",,,6","16.50","1,6","24.59","1,,,6","8.41",",,,6","",""
"USC00298289","1938-10","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","0.0","2,6","3",",6","3",",6","1",",6","0",",6","0","2,6","8","2,6","0",",6","20",",6","0",",6","-3.3","2,6,20,","0",",,6,31,+","31.2",",,6,08,","26.7",",6,01,","","","","","183.4",",6","40.9",",,,6","0",",,,6","12.13","2,6","21.19",",,,6","3.08","2,,,6","",""
"USC00298289","1938-11","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","0.0",",6","1",",6","1",",6","0",",6","1",",6","1",",6","25",",6","2",",6","1",",6","0",",6","-18.9",",6,24,","51",",,6,06,","5.1",",,6,06,","21.1",",6,16,","","","","","464.4",",6","5.1",",,,6","51",",,,6","2.85",",6","12.10",",,,6","-6.40",",,,6","",""
"USC00298289","1938-12","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","","","0.0",",6","2",",6","1",",6","0",",6","1",",6","1",",6","30",",6","2",",6","0",",6","0",",6","-18.9",",6,27,","76",",,6,02,","8.6",",,6,20,","17.2",",6,01,","","","","","571.6",",6","10.1",",,,6","76",",,,6","-0.10",",6","8.57",",,,6","-8.78",",,,6","",""
"USC00298289","1939-01","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","4",",6","2",",6","0",",6","2",",6","1",",6","31",",6","1",",6","0",",6","0",",6","-20.6",",6,15,","76",",,6,08,","21.1",",,6,08,","14.4",",6,01,","","","","","617.9",",6","26.7",",,,6","140",",,,6","-1.60",",6","6.05",",,,6","-9.25",",,,6","",""
"USC00298289","1939-02","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","2",",6","1",",6","28",",6","5",",6","0",",6","0",",6","-17.8",",6,04,","51",",,6,27,+","4.1",",,6,27,","13.9",",6,23,","","","","","576.9",",6","7.6",",,,6","122",",,,6","-2.27",",6","5.43",",,,6","-9.97",",,,6","",""
"USC00298289","1939-03","36.45","-104.65","1891.0","SHOEMAKER RANCH, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","1",",6","0",",6","23",",6","0",",6","6",",6","0",",6","-13.9",",6,06,","38",",,6,01,","1.5",",,6,01,","22.8",",6,23,+","","","","","375.2",",6","1.5",",,,6","38",",,,6","6.23",",6","16.17",",,,6","-3.71",",,,6","",""
