"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00115227","1971-12","41.25","-89.01667","198.1","LOWELL, IL US","12",",6","7",",6","3",",6","","","","","","","","","34.5",",,6,15,","130.6",",,,6","",""
"USC00115227","1972-01","41.25","-89.01667","198.1","LOWELL, IL US","7",",6","4",",6","0",",6","","","","","","","","","6.6",",,6,23,","22.4",",,,6","",""
"USC00115227","1972-07","41.25","-89.01667","198.1","LOWELL, IL US","9",",6","5",",6","1",",6","","","","","","","","","39.1",",,6,18,","77.0",",,,6","",""
"USC00115227","1972-08","41.25","-89.01667","198.1","LOWELL, IL US","13",",6","10",",6","4",",6","","","","","","","","","48.8",",,6,05,","210.2",",,,6","",""
"USC00115227","1972-09","41.25","-89.01667","198.1","LOWELL, IL US","12",",6","9",",6","1",",6","","","","","","","","","25.7",",,6,28,","105.5",",,,6","",""
"USC00115227","1972-11","41.25","-89.01667","198.1","LOWELL, IL US","11",",6","8",",6","0",",6","","","","","","","","","18.3",",,6,14,","65.3",",,,6","",""
"USC00115227","1973-01","41.25","-89.01667","198.1","LOWELL, IL US","4",",6","4",",6","0",",6","","","","","","","","","15.0",",,6,03,","28.2",",,,6","",""
"USC00115227","1973-03","41.25","-89.01667","198.1","LOWELL, IL US","","","","","","","","","1","","","","","","","","","","",""
"USC00115227","1973-04","41.25","-89.01667","198.1","LOWELL, IL US","12",",6","9",",6","3",",6","","","1","","","","","","40.6",",,6,20,","145.6",",,,6","",""
"USC00115227","1973-05","41.25","-89.01667","198.1","LOWELL, IL US","14",",6","12",",6","1",",6","","","","","","","","","41.9",",,6,01,","163.7",",,,6","",""
"USC00115227","1973-06","41.25","-89.01667","198.1","LOWELL, IL US","12",",6","7",",6","1",",6","","","","","","","","","40.6",",,6,17,","94.0",",,,6","",""
"USC00115227","1973-07","41.25","-89.01667","198.1","LOWELL, IL US","10",",6","6",",6","0",",6","","","","","","","","","21.8",",,6,21,","82.0",",,,6","",""
"USC00115227","1973-08","41.25","-89.01667","198.1","LOWELL, IL US","4",",6","4",",6","1",",6","","","","","","","","","42.4",",,6,11,","56.6",",,,6","",""
"USC00115227","1973-09","41.25","-89.01667","198.1","LOWELL, IL US","10",",6","8",",6","1",",6","","","","","","","","","26.4",",,6,29,","73.1",",,,6","",""
"USC00115227","1973-10","41.25","-89.01667","198.1","LOWELL, IL US","10",",6","6",",6","1",",6","","","","","","","","","33.5",",,6,13,","85.5",",,,6","",""
"USC00115227","1973-11","41.25","-89.01667","198.1","LOWELL, IL US","6",",6","3",",6","0",",6","","","","","","","","","14.0",",,6,28,","38.7",",,,6","",""
"USC00115227","1974-02","41.25","-89.01667","198.1","LOWELL, IL US","2","1,6","2","1,6","1","1,6","","","","","","","","","28.7","1,,6,22,","37.8","1,,,6","",""
