"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00045120","1968-07","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","266.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","13.9",",0,03,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.6",",0,06,","484.9",",,,0","0.0","0","0.0",",0","16.00",",,,0","32.25",",,,0","0.0",",,,0","0",",,,0","26.92",",0","35.56",",,,0","18.28",",,,0","9655",",,,0"
"USC00045120","1968-08","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","167.9","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","17",",0","11.1","1,0,20,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","39.4",",0,31,","389.6",",,,0","2.3","0","2.3",",0","14.57",",,,0","29.75",",,,0","0.0",",,,0","0",",,,0","23.83","1,0","31.39",",,,0","16.27","1,,,0","10529",",,,0"
"USC00045120","1968-09","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","144.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","11.1",",0,30,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","36.1",",0,01,","332.7",",,,0","4.3","0","2.0",",0","14.05",",,,0","29.20",",,,0","0.0",",,,0","0",",,,0","23.10",",0","31.05",",,,0","15.14",",,,0","8845",",,,0"
"USC00045120","1968-10","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","14.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","7.2",",0,29,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,14,","27.8",",0,28,+","173.8",",,,0","31.8","0","27.5",",0","10.71",",,,0","22.96",",,,0","11.1",",,,0","0",",,,0","17.90",",0","24.36",",,,0","11.44",",,,0","6910",",,,0"
"USC00045120","1968-11","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2.8",",0,30,+","0",",,0,30,+","0",",,0,30,+","20.1",",,0,03,","21.7",",0,10,","65.0",",,,0","222.2","0","190.4",",0","8.39",",,,0","15.54",",,,0","37.6",",,,0","0",",,,0","11.99",",0","15.90",",,,0","8.07",",,,0","5626",",,,0"
"USC00045120","1968-12","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","-2.2",",0,21,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,26,+","18.9",",0,11,","40.7","2,,,0","567.9","0","345.7",",0","3.61",",,,0","10.50",",,,0","42.8",",,,0","0",",,,0","7.18",",0","11.31",",,,0","3.05",",,,0","6506",",,,0"
"USC00045120","1969-01","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","0.0","0","0.0","2,0","15",",0","8",",0","2",",0","0",",0","0",",0","0","2,0","4","2,0","0",",0","0",",0","0",",0","-1.1","2,0,27,+","0",",,0,31,+","0",",,0,31,+","29.2",",,0,19,","18.3",",0,26,+","52.8",",,,0","893.8","0","325.9",",0","4.61",",,,0","10.30",",,,0","117.7",",,,0","0",",,,0","7.06","2,0","10.57",",,,0","3.55","2,,,0","6195",",,,0"
"USC00045120","1969-02","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","0.0","0","0.0",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","0.0",",0,05,","0",",,0,28,+","0",",,0,28,+","15.7",",,0,12,","16.7",",0,11,","47.3",",,,0","1173.9","0","280.1",",0","4.96",",,,0","12.13",",,,0","93.5",",,,0","0",",,,0","8.33",",0","11.93",",,,0","4.73",",,,0","6915",",,,0"
"USC00045120","1969-03","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","1.1","0","1.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","1.7",",0,10,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,01,","26.7",",0,29,","125.2","1,,,0","1380.3","0","206.4",",0","6.58",",,,0","15.45",",,,0","2.5",",,,0","0",",,,0","11.71",",0","17.27",",,,0","6.15",",,,0","7996",",,,0"
"USC00045120","1969-04","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","9.4","0","8.3","1,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","16",",0","0",",0","5.6","1,0,18,+","0",",,0,30,+","0",",,0,30,+","8.6",",,0,06,","30.0",",0,29,","224.7",",,,0","1473.6","0","93.3",",0","8.92",",,,0","22.37",",,,0","11.1",",,,0","0",",,,0","15.45","1,0","21.49",",,,0","9.41","1,,,0","10210",",,,0"
