"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087178","1961-05","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","5,S","0","5,S","","","","","","","5.0","5,S,21,","","","","","","","","","13.28","5,,,S"
"ARM00087178","1965-03","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","5,S","0","5,S","","","","","","","11.7","5,S,29,","","","","","","","","","15.19","5,,,S"
"ARM00087178","1965-05","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","1,S","0","1,S","","","","","","","5.0","1,S,23,+","","","","","","","","","11.26","1,,,S"
"ARM00087178","1965-06","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","3,S","0","3,S","","","","","","","7.2","3,S,13,+","","","","","","","","","13.70","3,,,S"
"ARM00087178","1968-05","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","5,S","0","5,S","","","","","","","1.1","5,S,16,","","","","","","","","","9.27","5,,,S"
"ARM00087178","1968-06","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","2,S","1","2,S","","","","","","","0.0","2,S,25,","","","","","","","","","11.92","2,,,S"
"ARM00087178","1968-08","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","1,S","0","1,S","","","","","","","6.1","1,S,10,","","","","","","","","","12.36","1,,,S"
"ARM00087178","1968-11","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","","","","","0","5,S","25","5,S","18","5,S","","","","","36.1","5,S,25,+","","","32.69","5,,,S","",""
"ARM00087178","1973-08","-27.386","-55.971","131.1","POSADAS, AR","11","4,S","7","4,S","0","4,S","","","","","","","","","","","","","23.9","4,,S,13,","","","110.0","4,,,S","","","",""
"ARM00087178","1973-09","-27.386","-55.971","131.1","POSADAS, AR","8","3,S","6","3,S","3","3,S","","","","","","","","","","","","","80.0","3,,S,12,","","","189.8","3,,,S","","","",""
"ARM00087178","1973-10","-27.386","-55.971","131.1","POSADAS, AR","8","1,S","6","1,S","3","1,S","","","","","","","","","","","","","70.1","1,,S,05,","","","210.0","1,,,S","","","",""
"ARM00087178","1973-11","-27.386","-55.971","131.1","POSADAS, AR","4","3,S","4","3,S","0","3,S","","","","","","","","","","","","","11.9","3,,S,24,","","","30.9","3,,,S","","","",""
"ARM00087178","1973-12","-27.386","-55.971","131.1","POSADAS, AR","8","5,S","5","5,S","2","5,S","","","","","","","","","","","","","80.0","5,,S,15,","","","160.8","5,,,S","","","",""
"ARM00087178","1974-03","-27.386","-55.971","131.1","POSADAS, AR","10","3,S","8","3,S","0","3,S","","","","","","","","","","","","","23.9","3,,S,16,","","","99.0","3,,,S","","","",""
"ARM00087178","1974-06","-27.386","-55.971","131.1","POSADAS, AR","12","1,S","9","1,S","2","1,S","0","3,","0","3,S","","","","","","","1.0","3,S,13,","59.9","1,,S,09,","","","152.2","1,,,S","","","9.00","3,,,S"
"ARM00087178","1974-07","-27.386","-55.971","131.1","POSADAS, AR","2","5,S","1","5,S","0","5,S","","","","","","","","","","","","","4.1","5,,S,16,","","","5.1","5,,,S","","","",""
"ARM00087178","1974-08","-27.386","-55.971","131.1","POSADAS, AR","4","4,S","3","4,S","2","4,S","","","","","","","","","","","","","43.9","4,,S,25,","","","82.7","4,,,S","","","",""
"ARM00087178","1974-09","-27.386","-55.971","131.1","POSADAS, AR","4","1,S","1","1,S","0","1,S","0","2,","0","2,S","","","","","","","4.0","2,S,03,","16.0","1,,S,18,","","","20.5","1,,,S","","","13.04","2,,,S"
"ARM00087178","1974-10","-27.386","-55.971","131.1","POSADAS, AR","6","3,S","5","3,S","1","3,S","0","5,","0","5,S","","","","","","","8.0","5,S,06,","70.1","3,,S,24,","","","97.6","3,,,S","","","13.85","5,,,S"
"ARM00087178","1974-11","-27.386","-55.971","131.1","POSADAS, AR","9","1,S","7","1,S","3","1,S","0","5,","0","5,S","","","","","","","9.0","5,S,06,","80.0","1,,S,26,","","","207.2","1,,,S","","","15.76","5,,,S"
"ARM00087178","1974-12","-27.386","-55.971","131.1","POSADAS, AR","5","2,S","5","2,S","2","2,S","0","4,","0","4,S","","","","","","","13.0","4,S,03,","47.0","2,,S,12,","","","112.0","2,,,S","","","19.04","4,,,S"
"ARM00087178","1975-02","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","3,","0","3,S","","","","","","","14.0","3,S,25,","","","","","","","","","21.20","3,,,S"
"ARM00087178","1975-05","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","4,","0","4,S","","","","","","","8.0","4,S,03,","","","","","","","","","14.30","4,,,S"
"ARM00087178","1975-06","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","3,","0","3,S","","","","","","","2.0","3,S,08,","","","","","","","","","12.93","3,,,S"
"ARM00087178","1975-09","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","5,","0","5,S","","","","","","","9.0","5,S,26,","","","","","","","","","14.68","5,,,S"
"ARM00087178","1975-10","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","1,","0","1,S","","","","","","","10.0","1,S,23,+","","","","","","","","","14.53","1,,,S"
"ARM00087178","1975-11","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","5,","0","5,S","","","","","","","10.0","5,S,30,","","","","","","","","","16.44","5,,,S"
"ARM00087178","1976-01","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","3,","0","3,S","","","","","","","11.0","3,S,20,","","","","","","","","","21.57","3,,,S"
"ARM00087178","1976-03","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","5,","0","5,S","","","","","","","8.0","5,S,29,","","","","","","","","","17.58","5,,,S"
"ARM00087178","1976-06","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","4,","1","4,S","","","","","","","0.0","4,S,28,","","","","","","","","","10.08","4,,,S"
"ARM00087178","1976-07","-27.386","-55.971","131.1","POSADAS, AR","","","","","","","0","5,","1","5,S","","","","","","","-1.0","5,S,10,","","","","","","","","","10.04","5,,,S"
"ARM00087178","1976-10","-27.386","-55.971","131.1","POSADAS, AR","6","3,S","4","3,S","1","3,S","0","5,","0","5,S","","","","","","","8.0","5,S,21,+","47.0","3,,S,05,","","","68.0","3,,,S","","","14.81","5,,,S"
"ARM00087178","1976-12","-27.386","-55.971","131.1","POSADAS, AR","6","1,S","5","1,S","2","1,S","","","","","","","","","","","","","45.0","1,,S,16,","","","112.4","1,,,S","","","",""
"ARM00087178","1977-01","-27.386","-55.971","131.1","POSADAS, AR","14","2,S","10","2,S","4","2,S","","","","","","","","","","","","","80.0","2,,S,22,","","","261.1","2,,,S","","","",""
"ARM00087178","1977-03","-27.386","-55.971","131.1","POSADAS, AR","7","3,S","4","3,S","0","3,S","","","","","","","","","","","","","17.0","3,,S,16,","","","39.1","3,,,S","","","",""
"ARM00087178","1977-04","-27.386","-55.971","131.1","POSADAS, AR","3","4,S","3","4,S","1","4,S","","","","","","","","","","","","","47.0","4,,S,18,","","","57.2","4,,,S","","","",""
"ARM00087178","1977-05","-27.386","-55.971","131.1","POSADAS, AR","8","4,S","6","4,S","1","4,S","","","","","","","","","","","","","49.0","4,,S,07,","","","95.9","4,,,S","","","",""
"ARM00087178","1977-06","-27.386","-55.971","131.1","POSADAS, AR","5","3,S","5","3,S","1","3,S","0","5,","0","5,S","","","","","","","3.0","5,S,26,+","46.0","3,,S,21,","","","94.3","3,,,S","","","12.60","5,,,S"
"ARM00087178","1977-07","-27.386","-55.971","131.1","POSADAS, AR","11","2,S","7","2,S","2","2,S","","","","","","","","","","","","","30.0","2,,S,09,","","","95.6","2,,,S","","","",""
"ARM00087178","1977-08","-27.386","-55.971","131.1","POSADAS, AR","11","3,S","6","3,S","0","3,S","","","","","","","","","","","","","16.0","3,,S,01,","","","69.5","3,,,S","","","",""
"ARM00087178","1977-09","-27.386","-55.971","131.1","POSADAS, AR","5","2,S","1","2,S","1","2,S","","","","","","","","","","","","","26.9","2,,S,17,","","","30.4","2,,,S","","","",""
