"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"VMW00041036","1966-12","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
"VMW00041036","1967-01","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
"VMW00041036","1967-02","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,28,+"
"VMW00041036","1967-03","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
"VMW00041036","1967-04","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,30,+"
"VMW00041036","1967-05","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
"VMW00041036","1967-06","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,30,+"
"VMW00041036","1967-07","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
"VMW00041036","1967-08","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
"VMW00041036","1967-09","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,30,+"
"VMW00041036","1967-10","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
"VMW00041036","1967-11","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,30,+"
"VMW00041036","1967-12","11.33333","106.08333","9.1","TAY NINH, VM","0",",","0",",,X,31,+"
