"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EZM00011520","1973-02","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","8","2,S","3","2,S","0","2,S","","","","","","","","","","","","","","","","","6.1","2,,S,01,","","","","","","","20.5","2,,,S","","","","","",""
"EZM00011520","1973-03","50.0","14.45","303.7","PRAHA LIBUS, EZ","0.0","3,S","6","2,S","2","2,S","1","2,S","","","0","1,S","17","1,S","0","2,S","0","2,S","0","2,S","-4.0","1,S,17,","","","46.0","2,,S,09,","17.0","2,S,30,+","","","372.3","2,S","54.4","2,,,S","4.89","3,S","9.38","2,,,S","0.40","1,,,S"
"EZM00011520","1973-04","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","9","3,S","5","3,S","0","3,S","","","","","","","0","1,S","0","1,S","0","1,S","","","","","7.9","3,,S,13,","21.0","1,S,28,","","","","","32.1","3,,,S","","","10.21","1,,,S","",""
"EZM00011520","1973-05","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","7","4,S","2","4,S","0","4,S","","","","","","","0","2,S","9","2,S","0","2,S","","","","","21.1","4,,S,08,","27.0","2,S,05,","","","","","33.2","4,,,S","","","19.10","2,,,S","",""
"EZM00011520","1973-06","50.0","14.45","303.7","PRAHA LIBUS, EZ","14.2","4,S","8","3,S","6","3,S","1","3,S","","","0","3,S","0","3,S","0","1,S","16","1,S","0","1,S","5.0","3,S,17,","","","32.0","3,,S,02,","30.0","1,S,27,","","","68.8","1,S","76.7","3,,,S","16.10","4,S","21.41","1,,,S","10.78","3,,,S"
"EZM00011520","1973-07","50.0","14.45","303.7","PRAHA LIBUS, EZ","22.0","5,S","12","1,S","9","1,S","0","1,S","","","0","4,S","0","4,S","0","1,S","24","1,S","0","1,S","9.0","4,S,10,","","","17.0","1,,S,28,","29.0","1,S,05,+","30.2","S","30.2","1,S","84.9","1,,,S","17.91","5,S","23.20","1,,,S","12.63","4,,,S"
"EZM00011520","1973-08","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","5","1,S","1","1,S","0","1,S","","","0","4,S","0","4,S","0","2,S","26","2,S","0","2,S","5.0","4,S,23,","","","3.0","1,,S,31,","32.0","2,S,07,","","","","","6.6","1,,,S","18.34","6,S","25.93","2,,,S","10.74","4,,,S"
"EZM00011520","1973-09","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","6","5,S","2","5,S","0","5,S","","","","","","","0","5,S","13","5,S","1","5,S","","","","","7.1","5,,S,24,","33.0","5,S,05,","","","","","14.6","5,,,S","","","22.56","5,,,S","",""
"EZM00011520","1973-10","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","8","1,S","5","1,S","0","1,S","","","","","","","0","2,S","1","2,S","0","2,S","","","","","7.1","1,,S,20,","23.0","2,S,06,","","","","","26.7","1,,,S","","","12.14","2,,,S","",""
"EZM00011520","1973-11","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","10","2,S","2","2,S","0","2,S","","","","","","","3","3,S","0","3,S","0","3,S","","","","","6.1","2,,S,15,","10.0","3,S,11,","","","","","16.7","2,,,S","","","5.48","3,,,S","",""
"EZM00011520","1973-12","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","11","1,S","1","1,S","0","1,S","","","","","","","","","","","","","","","","","5.1","1,,S,07,","","","","","","","14.0","1,,,S","","","","","",""
"EZM00011520","1974-01","50.0","14.45","303.7","PRAHA LIBUS, EZ","","","12","1,S","5","1,S","1","1,S","","","","","","","","","","","","","","","","","39.4","1,,S,19,","","","","","","","61.8","1,,,S","","","","","",""
"EZM00011520","1974-02","50.0","14.45","303.7","PRAHA LIBUS, EZ","0.0","5,S","7","1,S","1","1,S","0","1,S","","","0","4,S","9","4,S","0","2,S","0","2,S","0","2,S","-2.0","4,S,28,+","","","5.1","1,,S,04,","14.0","2,S,12,+","","","341.7","2,S","11.7","1,,,S","3.33","5,S","5.96","2,,,S","0.71","4,,,S"
"EZM00011520","1974-03","50.0","14.45","303.7","PRAHA LIBUS, EZ","0.0","3,S","9","1,S","4","1,S","0","1,S","","","0","2,S","13","2,S","0","1,S","0","1,S","0","1,S","-4.0","2,S,01,","","","7.9","1,,S,15,","20.0","1,S,29,+","","","322.3","1,S","22.5","1,,,S","6.70","3,S","11.33","1,,,S","2.07","2,,,S"
